,Game ID,points
245,258.0,105
246,259.0,96
247,260.0,107
248,261.0,103
249,262.0,18
250,263.0,135
251,264.0,91
252,265.0,110
253,266.0,107
254,268.0,106
255,269.0,106
256,270.0,122
257,271.0,
258,272.0,
259,273.0,20
260,275.0,105
261,276.0,125
262,277.0,117
263,278.0,108
264,279.0,110
265,280.0,92
266,281.0,114
267,282.0,129
268,283.0,90
269,284.0,102
270,285.0,113
271,286.0,113
272,287.0,106
273,288.0,107
274,289.0,110
275,291.0,
276,292.0,94
277,293.0,103
278,295.0,122
279,296.0,122
280,297.0,108
281,298.0,108
282,299.0,116
283,300.0,107
284,301.0,99
285,302.0,108
286,303.0,98
287,304.0,88
288,305.0,101
289,306.0,-1
290,307.0,99
291,308.0,111
292,309.0,130
293,310.0,102
294,311.0,95
295,312.0,-1
296,314.0,26
297,315.0,117
298,316.0,110
299,317.0,105
300,318.0,115
301,319.0,112
302,320.0,106
303,321.0,117
304,322.0,116
305,323.0,107
306,324.0,105
307,325.0,95
308,326.0,89
309,327.0,128
310,328.0,102
311,329.0,119
312,331.0,100
313,332.0,102
314,333.0,106
315,334.0,98
316,335.0,92
317,336.0,107
318,337.0,98
319,338.0,113
320,339.0,117
321,340.0,105
322,341.0,110
323,342.0,124
324,344.0,105
325,346.0,105
326,347.0,107
327,348.0,112
328,349.0,96
329,350.0,97
330,351.0,92
331,352.0,
332,353.0,111
333,354.0,107
334,355.0,113
335,356.0,104
336,357.0,
337,358.0,95
338,359.0,103
339,360.0,
340,361.0,96
341,362.0,101
342,364.0,91
343,365.0,107
344,366.0,117
345,367.0,91
346,368.0,112
347,369.0,113
348,370.0,91
349,371.0,
350,372.0,98
351,373.0,105
352,374.0,113
353,375.0,
354,376.0,108
355,377.0,108
356,378.0,140
357,380.0,109
358,381.0,104
359,382.0,137
360,383.0,122
361,384.0,0
362,385.0,
363,386.0,107
364,387.0,24
365,388.0,120
366,389.0,46
367,390.0,119
368,392.0,95
369,393.0,132
370,394.0,110
371,395.0,121
372,396.0,116
373,397.0,106
374,399.0,
375,400.0,93
376,401.0,110
377,402.0,100
378,403.0,106
379,404.0,100
380,405.0,93
381,406.0,112
382,407.0,91
383,408.0,102
384,409.0,91
385,410.0,107
386,411.0,97
387,412.0,-1
388,413.0,94
389,414.0,109
390,415.0,102
391,416.0,117
392,417.0,0
393,418.0,115
394,419.0,116
395,420.0,104
396,421.0,-1
397,422.0,123
398,424.0,114
399,425.0,121
400,426.0,114
401,427.0,109
402,428.0,-1
403,429.0,97
404,430.0,114
405,431.0,92
406,432.0,111
407,433.0,-1
408,434.0,121
409,435.0,116
410,436.0,-1
411,437.0,102
412,438.0,128
413,440.0,114
414,441.0,106
415,442.0,102
416,443.0,122
417,444.0,112
418,445.0,102
419,446.0,
420,447.0,91
421,448.0,106
422,449.0,121
423,450.0,109
424,451.0,106
425,452.0,113
426,453.0,
427,454.0,105
428,455.0,
429,456.0,113
430,457.0,113
431,458.0,110
432,459.0,102
433,460.0,32
434,461.0,125
435,462.0,118
436,463.0,107
437,464.0,103
438,465.0,96
439,466.0,94
440,467.0,97
441,468.0,-1
442,469.0,111
443,470.0,28
444,471.0,93
445,473.0,114
446,474.0,104
447,475.0,123
448,476.0,91
449,477.0,97
450,478.0,108
451,479.0,97
452,480.0,112
453,481.0,116
454,482.0,126
455,483.0,109
456,484.0,112
457,485.0,105
458,486.0,120
459,487.0,99
460,488.0,115
461,489.0,
462,490.0,106
463,491.0,88
464,492.0,127
465,493.0,105
466,494.0,103
467,495.0,109
468,496.0,102
469,497.0,105
470,498.0,112
471,501.0,
472,502.0,
473,503.0,
474,504.0,
475,505.0,
476,506.0,
477,507.0,
478,508.0,
479,509.0,
480,510.0,
481,511.0,
482,512.0,
483,513.0,
484,514.0,
485,515.0,
486,516.0,
487,517.0,
488,518.0,
489,519.0,
490,520.0,
491,521.0,
492,522.0,
493,523.0,
494,524.0,
495,525.0,
496,526.0,
497,527.0,
498,528.0,
499,529.0,
500,,129
501,,126
502,,111
503,,120
504,,107
505,,109
506,,114
507,,93
508,,116
509,,119
510,,101
511,,94
512,,23
513,,103
514,,108
515,,113
516,,-1
517,,107
518,,108
519,,123
520,,-1
521,,105
522,,100
523,,121
524,,104
525,,99
526,,101
527,,99
