,Game ID,points
243,256,81
244,257,81
245,258,98
246,259,104
247,260,39
248,261,
249,262,
250,263,104
251,264,114
252,265,
253,266,-1
254,268,121
255,269,104
256,270,98
257,271,-1
258,272,81
259,273,98
260,275,104
261,276,104
262,277,-1
263,278,98
264,279,81
265,280,90
266,281,121
267,282,102
268,283,104
269,284,81
270,285,98
271,286,95
272,287,-1
273,288,20
274,289,98
275,291,81
276,292,98
277,293,81
278,295,14
279,296,104
280,297,-1
281,298,104
282,299,104
283,300,98
284,301,98
285,302,81
286,303,98
287,304,98
288,305,104
289,306,121
290,307,98
291,308,98
292,309,104
293,310,81
294,311,104
295,312,98
296,314,-1
297,315,98
298,316,119
299,317,107
300,318,81
301,319,98
302,320,104
303,321,81
304,322,81
305,323,104
306,324,-1
307,325,98
308,326,107
309,327,104
310,328,104
311,329,-1
312,331,-1
313,332,
314,333,-1
315,334,98
316,335,81
317,336,104
318,337,104
319,338,104
320,339,81
321,340,-1
322,341,98
323,342,104
324,344,
325,346,104
326,347,81
327,348,81
328,349,104
329,350,104
330,351,-1
331,352,-1
332,353,98
333,354,106
334,355,98
335,356,98
336,357,81
337,358,98
338,359,104
339,360,98
340,361,116
341,362,-1
342,364,104
343,365,81
344,366,100
345,367,
346,368,98
347,369,-1
348,370,104
349,371,104
350,372,104
351,373,98
352,374,104
353,375,104
354,376,81
355,377,81
356,378,104
357,380,-1
358,381,98
359,382,104
360,383,104
361,384,104
362,385,104
363,386,-1
364,387,
365,388,81
366,389,98
367,390,81
368,392,104
369,393,98
370,394,-1
371,395,-1
372,396,104
373,397,104
374,399,81
375,400,117
376,401,98
377,402,104
378,403,81
379,404,98
380,405,98
381,406,81
382,407,122
383,408,81
384,409,123
385,410,23
386,411,98
387,412,96
388,413,104
389,414,98
390,415,98
391,416,81
392,417,98
393,418,98
394,419,91
395,420,104
396,421,81
397,422,104
398,424,
399,425,-1
400,426,98
401,427,104
402,428,104
403,429,81
404,430,98
405,431,81
406,432,98
407,433,104
408,434,98
409,435,81
410,436,81
411,437,104
412,438,98
413,440,98
414,441,104
415,442,104
416,443,81
417,444,-1
418,445,98
419,446,81
420,447,112
421,448,104
422,449,104
423,450,104
424,451,81
425,452,81
426,453,104
427,454,98
428,455,-1
429,456,81
430,457,98
431,458,104
432,459,98
433,460,98
434,461,98
435,462,-1
436,463,-1
437,464,81
438,465,98
439,466,104
440,467,114
441,468,81
442,469,98
443,470,81
444,471,102
445,473,81
446,474,-1
447,475,98
448,476,98
449,477,
450,478,81
451,479,98
452,480,81
453,481,98
454,482,104
455,483,-1
456,484,104
457,485,98
458,486,98
459,487,114
460,488,81
461,489,104
462,490,-1
463,491,81
464,492,81
465,493,98
466,494,104
467,495,98
468,496,81
469,497,104
470,498,98
471,501,27
472,502,98
473,503,81
474,504,104
475,505,104
476,506,104
477,507,81
478,508,104
479,509,104
480,510,95
481,511,81
482,512,104
483,513,104
484,514,104
485,515,104
486,516,81
487,517,81
488,518,104
489,519,-1
490,520,104
491,521,81
492,522,98
493,523,98
494,524,98
495,525,104
496,526,81
497,527,104
498,528,98
499,529,81
