Player Name,Assists,Points,Total rebounds,Steals,Game ID,Defensive rebounds,3-pointers attempted,3-pointers made,Field goals attempted,Field goals made,Free throws attempted,Free throws made,Minutes played,Personal fouls,Turnovers,Blocks,Offensive rebounds,Field goal percentage,Free throw percentage,3-pointer percentage
Mindaugas Kuzminskas,,13,,,8,,,,13,,,,,,,,,,,
Justin Holiday,,15,,,8,,13,,,,,,,,,,,,,
Tim Hardaway Jr.,,19,,,8,,,,,,,,,,,,,,,
Paul Millsap,,37,19,,8,,,,,,,,,,,,,,,
Dwight Howard,,19,,,8,,,,,,,,,,,,,,,
Kent Bazemore,,24,,,8,,,,,,,,,,,,,,,
Dennis Schroder,15,23,,,8,,,,,,,,,,,,,,,
Mike Dunleavy,,12,,,8,,,,,,,,,,,,,,,
Kevin Durant,10,26,8,,9,,,,,,,,,,,,,,,
Klay Thompson,,21,7,,9,,,,,,,,,,,,,,,
Stephen Curry,11,29,,,9,,,,,,,,,,,,,,,
Blake Griffin,,31,,3,9,,,,19,10,,,,,,,,,,
Jamal Crawford,,21,,,9,,,5,,,,,,,,,,,,
Carmelo Anthony,4,26,12,,10,,,,,,,,,,,1,,,,
Derrick Williams,1,8,9,2,10,,,,,,,,,,,1,,,,
Robin Lopez,2,16,8,,10,,,,,,,,,,,2,,,,
Jose Calderon,6,9,3,1,10,,,,,,,,,,,,,,,
Kobe Bryant,,14,2,1,10,,,,,,,,,,,,,,,
Jordan Clarkson,2,12,3,3,10,1,,,,,,,22,,1,,,,,
D'Angelo Russell,2,4,2,1,10,,,1,,1,,1,22,,1,,,,,
Lou Williams,5,15,1,1,10,,,,,,,,,,,,,,,
Giannis Antetokounmpo,,30,,,11,,,,,,,,,,,,,,,
Jabari Parker,,27,,,11,,,,,,,,,,,,,,,
John Henson,,7,,,11,,,,,,,,,,,,,,,
Tony Snell,,8,,,11,,,,,,,,,,,,,,,
Matthew Dellavedova,,2,,,11,,,,,,,,,,,,,,,
Greg Monroe,,11,,1,11,1,,,,,1,1,,,1,,1,,,
DeMarre Carroll,,13,,,11,,,,,,,,,,,,,,,
Jonas Valanciunas,,11,,,11,,,,,,,,,,,,,,,
Kyle Lowry,,18,,,11,,,,,,,,,,,,,,,
Andrew Wiggins,1,6,3,2,12,,1,1,,,,1,,,,,1,,,
Thaddeus Young,4,26,4,2,12,,3,2,18,10,4,4,,,,,,,,
Mo Williams,4,18,,1,12,,3,2,9,6,4,4,,,,,,,,
Zach Randolph,1,25,13,,12,,,,16,12,,,,,,1,,,,
Marc Gasol,3,32,9,2,12,,,,17,12,,,,,,2,,,,
Courtney Lee,,14,,,12,,4,2,11,5,,,,,,,,,,
Mike Conley,6,16,1,1,12,,,,,,,,,,,,,,,
Marcin Gortat,,21,16,,13,,,,11,9,,,,,,,,,,
Bradley Beal,,24,,,13,,4,3,19,10,,,,,,,,,,
Ramon Sessions,10,2,7,,13,,,,7,1,,,,,,,,,,
Thaddeus Young,,10,,,13,,,,,,,,,,,,,,,
Brook Lopez,,26,9,,13,,,,22,12,,,,,,,,,,
Deron Williams,9,9,7,,13,,4,2,11,3,,,31,,,,,,,
Bojan Bogdanovic,,22,,,13,,6,6,12,7,,,30,,,,,,,
Jarrett Jack,,14,,,13,,,,,,,,,,,,,,,
Marcin Gortat,,16,10,1,14,,,,,,,,,,,,1,,,
John Wall,13,22,5,,14,,,,,,,,,,7,,,,,
Kobe Bryant,2,17,1,,14,,,,15,6,,,,,,,,,,
D'Angelo Russell,2,22,,,14,,,,,,,,,,,,,,,
Rasual Butler,,17,7,2,15,,8,3,19,7,,,45,,,,,,,
Ramon Sessions,6,14,,,15,,2,2,8,4,6,4,,,,,,,,
Kevin Seraphin,,12,12,,15,,,,13,6,1,0,,,,3,,,,
Martell Webster,,20,3,,15,,5,3,9,5,8,7,36,,,,,,,
DeJuan Blair,,,7,,15,,,,,,,,,,,,,,,
Kevin Love,,19,3,,15,,6,5,12,6,2,2,18,,,,,,,
Iman Shumpert,,18,6,2,15,,5,3,12,7,,,,,,,,,,
Matthew Dellavedova,12,18,,2,15,,5,4,11,6,,,,,,,,,,
Tristan Thompson,,12,8,,15,,,,7,4,4,4,,,,,,,,
Kendrick Perkins,,,,,15,,,,,,2,,,2,,,,50,50,
Kobe Bryant,,31,,,16,,,,,,,,,,,,,,,
Will Barton,,25,,,16,,,,,,,,,,,,,,,
Wesley Matthews,,27,6,,17,,,,,,,,,,,,,,,
Yogi Ferrell,,32,,,17,,11,9,,,,,,,,,,,,
Evan Turner,,24,,1,17,,,1,17,10,,,,,,,,,,
Damian Lillard,,,,,17,,,1,20,4,,,,,,1,,,,
Jonas Valanciunas,,14,8,,18,,,,,,,,,,,,,,,
DeMar DeRozan,1,30,3,4,18,,,,,,,,,,2,,,,,
Kyle Lowry,3,22,2,,18,,,,,,,,,,2,,,,,
Tyler Hansbrough,,,,,18,,,,,,,,24,,,,,,,
Greivis Vasquez,2,12,2,1,18,,,,,,,,,,,,,,,
James Johnson,,,,,18,,,,,,,,20,,,,,,,
Luol Deng,3,18,4,1,18,,,,,,,,,,,1,,,,
Shawne Williams,,16,,,18,,,,,,,,,,,,,,,
Chris Bosh,4,21,11,1,18,,,,,,,,,,,,,,,
Dwyane Wade,7,19,11,,18,,1,1,11,7,6,4,,,,2,,,,
Mario Chalmers,,12,,,18,,,,,,,,,,,,,,,
Chris Paul,20,20,5,3,19,,,3,16,8,,1,30,3,,,,,,
Jamal Crawford,,22,,1,19,,,,13,10,,,,1,,,,,,
Marreese Speights,,17,,,19,,,3,12,7,,,,,1,,,,,
Nikola Vucevic,,,12,,20,,,,10,1,,,,,,,,,,
Evan Fournier,,14,,,20,,,,,,,,,,,,,,,
Elfrid Payton,,12,,,20,,,,,,,,,,,,,,,
Aaron Gordon,,11,,,20,,,,,,,,,,,,,,,
Paul George,,13,,,20,,,,,,,,,,,,,,,
Thaddeus Young,,11,,,20,,,,,,,,,,,,,,,
Monta Ellis,,13,,,20,,,,,,,,,,,,,,,
Jeff Teague,,11,,,20,,,,,,,,,,,,,,,
CJ Miles,,16,,,20,,,,,,,,23,,,,,,,
Dirk Nowitzki,,14,,,21,,,,,,,,,,,,,,,
Zaza Pachulia,,13,10,1,21,,1,,,,,,,,,,,,,
Wesley Matthews,,11,,,21,,7,3,,,2,2,,,,,,,,
Deron Williams,,10,2,,21,2,,,,,,,,,,,,,,
Raymond Felton,,16,4,,21,4,4,4,,,,,,4,,,,,,
J.J. Barea,4,16,,,21,,4,,,,,,,4,,,,,,
Jeff Green,3,19,7,,21,,,,,,,,,,,2,,,,
Matt Barnes,3,14,7,2,21,,,,,,,,38,,,,,,,
Marc Gasol,,15,10,,21,,,,,,,,,,1,,,,,
Mike Conley,6,21,,,21,,,,,,,,,,,,,,,
Mario Chalmers,,14,,,21,,,,,,,,,,,,,,,
JaMychal Green,,13,,,21,,,,,,,,17,,,,,,,
Ryan Anderson,,22,,,22,,,4,,,4,4,,,,,,,,
James Harden,11,34,,,22,,,4,,,,,,,,,,,,
Harrison Barnes,,21,,,22,,,,,,,,,,,,,,,
Dirk Nowitzki,,7,,,22,,,,8,2,,,15,,,,,,,
Kenneth Faried,,15,7,,23,,,,,,,,,,,,,,,
Arron Afflalo,2,34,2,,23,2,,,,,,,,,,,,,,
Ty Lawson,12,8,,,23,,,,,,,,,,,,,,,
Jusuf Nurkic,,14,,,23,,,,,,,,,,,,,,,
JJ Hickson,,16,11,,23,,,,,,,,,,,,,,,
Nate Robinson,6,12,,,23,,,,,,,,,,,,,,,
Shabazz Muhammad,,19,,,23,,,,,,,,37,,,,,,,
Gorgui Dieng,,22,12,,23,,,,,,,,,,,,,,,
Andrew Wiggins,,20,7,,23,,,,,,,,,,,,,,,
Michael Carter-Williams,,,,1,24,1,,,12,2,,,,1,,,1,,,
Jerryd Bayless,5,14,8,,24,,,,,,,,34,,,,,,,
John Henson,,,,,24,,,,,,4,,,,,4,,,,
Quincy Pondexter,,18,,,24,,,5,,,,,,,,,,,,
Anthony Davis,4,20,12,1,24,,,,,,,,42,,,3,,,,
Tyreke Evans,6,12,,1,24,,,,,,,,37,,,,,,,
Anthony Davis,,26,3,,25,,,,,,,,,,,,,,,
Gal Mekel,6,,,,25,,,,,,,,11,,,,,,,
Blake Griffin,,30,,,25,,,,,,,,30,,,,,,,
Chris Paul,16,18,,,25,,,,,,,,30,,,,,,,
Garrett Temple,5,5,6,,26,,,,,,,,,,,,,,,
John Wall,8,28,7,1,26,,,,,,,,,,,,,,,
Bradley Beal,1,22,5,,26,,,,,,,,22,,,,,,,
Gary Neal,3,12,4,,26,,,,,,,,,,,,,,,
DeJuan Blair,1,12,6,2,26,,,,,,,,,,,,,,,
Ramon Sessions,5,10,3,2,26,,,,,,,,23,,,,,,,
Paul George,7,21,5,3,26,,,,,,,,,,,1,,,,
Monta Ellis,3,17,3,1,26,,,,,,,,,,,1,,,,
George Hill,1,19,8,1,26,,,,,,,,34,,,,,,,
Lavoy Allen,1,15,3,,26,,,,,,,,,,,,,,,
Gordon Hayward,2,18,6,2,27,,2,1,12,7,3,3,38,,,,,,,
Rudy Gobert,,13,18,,27,,,,,,,,38,,,5,,,,
Shelvin Mack,8,12,5,2,27,,,,,,,,29,,,,,,,
Zach Randolph,,25,8,,27,,1,1,18,9,6,6,35,,,,,,,
Mike Conley,4,12,,,27,,,,,,,,,,,,,,,
Mario Chalmers,5,11,6,,27,,,,,,,,30,,,,,,,
Lance Stephenson,,16,5,,27,,,,11,8,,,,,,,,,,
Mason Plumlee,7,10,11,,28,,,,,,,,,,,,,,,
CJ McCollum,2,25,2,,28,,10,6,16,9,,,34,,,,,,,
Damian Lillard,6,16,2,,28,,6,2,16,7,,,34,,,,,,,
Marcin Gortat,,16,13,,28,,,,,,,,,,,2,,,,
Garrett Temple,,18,,,28,,5,3,10,6,,,,,,,,,,
Bradley Beal,5,16,,,28,,5,3,8,4,6,5,24,,,,,,,
Carmelo Anthony,,30,4,,29,,,,,,,,,,,,,,,
Victor Oladipo,,21,,,29,,,,17,9,,,,,,,,,,
Russell Westbrook,12,38,14,,29,,5,3,22,13,,,,,,,,,,
Rudy Gay,,4,,,30,,,,8,1,,,,,,,,,,
DeMarcus Cousins,2,27,10,,30,,,,,,,,,,,2,,,,
Ben McLemore,,15,,,30,,,,15,,,,,,,,,,,
Ramon Sessions,5,11,4,,30,,,,,,,,31,,,,,,,
Reggie Evans,,,11,,30,,,,,,,,,,,,,,,
Derrick Favors,,,,,30,,,,,,,,33,,,,,,,
Enes Kanter,,17,13,,30,,,,,,,,33,,,,,,,
Rudy Gobert,,,,,30,,,,2,2,2,,,,,2,2,,,
Gordon Hayward,9,36,5,2,31,,,,,,,,,,,1,,,,
Rudy Gobert,,14,14,1,31,,,,7,,,,,,,2,,,,
Trey Burke,2,25,3,1,31,,,,23,,,,,,,,,,,
Trevor Booker,1,12,8,1,31,,,,,,,,,,,1,,,,
Marvin Williams,1,19,7,1,31,,,,,,,,,,,,,,,
Cody Zeller,1,14,6,,31,,,,,,,,,,,1,,,,
Nicolas Batum,4,10,9,1,31,,,,,,,,,,,,,,,
Kemba Walker,8,52,9,2,31,,,,,,,,,,,,,,,
Frank Kaminsky,,17,7,,31,,,,,,,,,,,1,,,,
LeBron James,2,25,9,1,32,,,1,26,10,,,,,,2,,,,
Kevin Love,,10,18,,32,,,,,,,,,,,,,,,
JR Smith,,14,1,1,32,1,8,4,,,,,,,,,,,,
Kyrie Irving,2,13,3,1,32,,,,,,,,26,,,,,,,
Matthew Dellavedova,,10,,,32,,,,,,,,31,,,,,,,
Draymond Green,7,22,15,,32,,3,2,,,,,39,2,,2,1,47,,
Klay Thompson,1,18,6,,32,,,,,,,,,,,1,,,,
Stephen Curry,,19,,,32,,,,15,6,,,,,,,,,,
Shaun Livingston,,16,,,32,,,,,,,,,,,,,,,
Michael Carter-Williams,6,10,3,,33,,,,,,,,,,5,,,,,
Jerami Grant,,16,,,33,,,,,,,,,,,,,,,
Larry Drew II,4,9,,,33,,,,,,,,20,,,,,,,
Jeff Green,,18,,,33,,,,,,,,,,,,,,,
Zach Randolph,4,17,14,,33,,,,,,,,27,,,,,,,
Vince Carter,,13,,,33,,,,,,,,,,,,,,,
Kawhi Leonard,,21,,,34,,,,16,5,,,,,,,,,,
LaMarcus Aldridge,,5,,,34,,,,9,2,,,,,,,,,,
Danny Green,,11,,,34,,,,,,,,,,,,,,,
Patty Mills,,23,,,34,,6,5,12,9,,,,,,,,,,
Harrison Barnes,,17,,,34,,,,,,,,,,,,,,,
Wesley Matthews,,26,,,34,,,,,,,,37,,,,,,,
Dwight Powell,,10,,,34,,,,,,,,,,,,,,,
Seth Curry,,14,,,34,,,,,,,,,,,,,,,
Trevor Ariza,5,19,,,35,,8,5,,,4,4,,,,,,,,
Donatas Motiejunas,,2,,,35,,,,5,,,,13,5,,,,,,
Dwight Howard,,,10,,35,,,,,,,,,,5,,,,,
James Harden,10,25,9,,35,,,,,,,,,,,,,,,
Patrick Beverley,1,15,,,35,,7,4,8,5,2,1,,,1,,1,,,
Shawne Williams,,14,5,,35,,4,3,6,4,4,3,,,,,,,,
Chris Bosh,,21,8,,35,,,,,,,,,,,,,,,
Dwyane Wade,,19,,,35,,,,,,,,,,,,,,,
Norris Cole,,,,,35,,,,,,,,16,,,,,,,
Mario Chalmers,,12,5,,35,,,,12,4,5,2,29,,,,,,,
Shabazz Napier,4,5,,,35,,,,,,,,27,,,,,,,
Rudy Gay,,,,,36,,,3,,,,,,,,,,,,
DeMarcus Cousins,,36,13,,36,,,3,,,,,,,,,,,,
Darren Collison,6,21,,,36,,,,,,4,4,,,4,,,,,
Andrew Wiggins,,10,4,,37,,1,0,11,5,,,,,,,,,,
Adreian Payne,,10,3,,37,,,,9,3,4,4,29,,,,,,,
Kevin Martin,,16,,,37,,,,8,5,7,6,,,,,,,,
Justin Hamilton,,15,3,,37,,4,1,12,7,,,,1,,2,1,,,
Markieff Morris,2,24,3,,37,,2,0,15,10,4,4,37,,,,,,,
Eric Bledsoe,9,18,2,,37,2,5,2,14,7,2,2,,,,,,,,
Marcus Thornton,,14,4,,37,,5,1,12,6,1,1,22,,,,,,,
TJ Warren,,17,,,37,,1,0,10,8,2,1,19,,,,,,,
Derrick Favors,,20,12,3,38,,,,17,,,,,,,2,,,,
Rodney Hood,,17,,,38,,,,,,,,,,,,,,,
Alec Burks,,15,,,38,,,,,,,,,,,,,,,
Nerlens Noel,,8,,,38,,,,12,2,,,,,,,,,,
Marc Gasol,8,31,4,2,39,,,,,,,,42,,,1,,,,
Mike Conley,2,18,1,3,39,,,,,,,,,,,,,,,
Steven Adams,,16,12,,39,,,,13,7,,,44,,,,,,,
Russell Westbrook,12,38,13,,39,,,,,,,,,,,,,,,
Anthony Morrow,,15,,,39,,4,3,,,,,19,,,,,,,
Joffrey Lauvergne,,16,,,39,,4,3,7,6,,,29,,,,,,,
Rudy Gay,,,,,40,,,2,,,,,,,2,,2,,,
DeMar DeRozan,,23,,,40,,,,,,,,,,,,,,,
Marquese Chriss,,23,11,2,41,,,,,,,,,,,1,,,,
Alex Len,1,11,11,2,41,,,,,,,,,,,2,,,,
Devin Booker,,28,2,3,41,,,,,,,,,,,,,,,
Tyler Ulis,12,10,,2,41,,,,,,,,,,,,,,,
Leandro Barbosa,1,11,6,1,41,,,,,,,,,,,,,,,
Rondae Hollis-Jefferson,2,5,16,2,41,,,,,,,,,,,1,,,,
Brook Lopez,,19,6,,41,,,,,,,,,,,1,,,,
Jeremy Lin,5,13,3,,41,,,,,,,,,,,,,,,
Quincy Acy,,12,,,41,,,,,,,,,,,,,,,
Isaiah Whitehead,3,11,4,2,41,,,,,,,,28,,,1,,,,
KJ McDaniels,1,16,8,2,41,,,,,,,,,,,1,,,,
Trevor Booker,1,14,8,,41,,,,,,,,,,,,,,,
Justin Hamilton,,10,,,41,,,,,,,,,,,,,,,
Archie Goodwin,,12,,,41,,,,,,,,,,,,,,,
Devin Booker,,33,,,42,,,,24,11,,,,,,,,,,
Eric Bledsoe,4,20,6,,42,,,,,,,,,,,,,,,
DeMarcus Cousins,12,22,,,42,,,,,,,,,,,,,,,
Ty Lawson,,18,,,42,,,,,,,,,,,,,,,
Joakim Noah,6,11,16,,43,,,,8,5,,,,,,,,,,
Jimmy Butler,8,22,6,,43,,4,1,17,6,10,9,,,,,,,,
Nikola Mirotic,,,7,,43,,4,1,10,5,,,,,,,,,,
Blake Griffin,,19,10,,43,,,,15,7,10,5,,,,,,,,
DeAndre Jordan,,10,17,,43,,,,6,5,,,,,,,,,,
Jamal Crawford,5,24,,,43,,5,1,17,10,5,3,,,,,,,,
JaMychal Green,,10,6,,44,,,,,,,,,,,,,,,
Marc Gasol,8,19,,1,44,,,,,,,,,,,1,,,,
James Ennis III,,5,3,,44,,,,,,,,,,,,,,,
Mike Conley,6,32,1,1,44,,,,,,11,,37,,,,,,,
Vince Carter,1,14,3,2,44,,,,,,,,,,,,,,,
Brandan Wright,1,17,,1,44,,,,,,,,21,,,,,,,
Bojan Bogdanovic,2,11,5,,44,,,,,,,,,,,,,,,
Rondae Hollis-Jefferson,2,13,3,2,44,,,,,,,,,,,,,,,
Brook Lopez,5,17,3,1,44,,,,,,,,,,,,,,,
Spencer Dinwiddie,1,17,3,,44,,,,,,,,,,,,,,,
Trevor Booker,,,4,1,44,,,,,,,,,,,,,,,
Sean Kilpatrick,3,15,6,1,44,,,,,,,,,,,,,,,
Rodney McGruder,2,11,1,2,45,,,,,,,,,,,,,,,
Hassan Whiteside,1,23,14,,45,,,,,,,,,,,5,,,,
Dion Waiters,7,23,,,45,,,,,,,,,,,,,,,
Goran Dragic,5,21,1,,45,,,,,,,,,,,,,,,
Tyler Johnson,4,16,7,,45,,,,,,,,,,,,,,,
Ryan Anderson,1,17,6,,45,,,,,,,,,,,,,,,
Clint Capela,,12,2,,45,,,,,5,,,,,,,,,,
James Harden,12,38,12,,45,,,4,,,,,,5,4,1,,,,
Eric Gordon,2,,2,1,45,,,,,,,,32,,,,,,,
Jon Leuer,,22,7,3,46,,,,,,,,,,,,,,,
Andre Drummond,,13,17,,46,,,,,,10,1,,,,,,,,
Tobias Harris,,15,6,,46,,,,,,,,,,,,,,,
Anthony Davis,3,33,14,,46,,,,17,11,,,,,,,,,,
Jrue Holiday,5,22,4,,46,,,,,,,,,,,,,,,
Kenneth Faried,,14,7,2,47,,,,11,6,3,2,32,,,1,,,,
Jusuf Nurkic,,15,9,,47,,,,9,7,2,1,,,,2,,,,
Arron Afflalo,,20,,,47,,7,4,13,7,,,,,,,,,,
Ty Lawson,13,5,,,47,,2,1,12,2,,,,,,,,,,
Anthony Davis,,24,12,,47,,,,15,8,10,8,,,,2,,,,
Eric Gordon,6,11,6,,47,,6,2,15,4,2,1,,,,,,,,
Tyreke Evans,,25,6,1,47,,4,1,22,11,3,2,,,,,,,,
Ryan Anderson,,11,7,,47,,3,0,10,3,5,5,,,,,,,,
Klay Thompson,,,,,48,,10,2,,,,,,,,,,,,
Stephen Curry,,,,,48,,10,0,,,,,,,,,,,,
Julius Randle,,,14,,48,,,,,,,,,,,,,,,
Larry Nance Jr.,,12,9,,48,,,,,,,,,,,,,,,
TJ Warren,,14,5,3,49,,,,,,,,,,,,,,,
Marquese Chriss,3,7,6,,49,,,,,,,,,,,,,,,
Alex Len,2,13,,,49,,,,,,,,,,,1,,,,
Devin Booker,2,18,1,1,49,,,,,,,,,,,,,,,
Tyler Ulis,6,13,,1,49,,,,,,,,,,,,,,,
Jared Dudley,2,12,6,1,49,,,,,,,,,,,1,,,,
Leandro Barbosa,,12,3,,49,,,,,,,,,,,,,,,
Trevor Ariza,,9,9,3,49,,,,,,,,,,,,,,,
Ryan Anderson,1,16,4,1,49,,,,,,,,,,,1,,,,
Clint Capela,2,9,5,,49,,,,,,,,,,,1,,,,
Patrick Beverley,5,19,,2,49,,,,,,,,,,,,,,,
James Harden,8,40,6,,49,,,,,,,,,,,,,,,
Sam Dekker,1,14,4,,49,,,,,,,,,,,1,,,,
Kobe Bryant,,10,,,50,,,,9,,,,,,,,,,,
Julius Randle,,11,9,,50,,,,,,,,,,,,,,,
D'Angelo Russell,2,21,3,1,50,,2,1,12,8,5,4,,,,,,,,
Noah Vonleh,,11,6,,50,,,,,,,,,,,,,,,
Mason Plumlee,,13,8,,50,,,,,,,,,,,,,,,
CJ McCollum,,28,,,50,,,,,,,,,,,,,,,50
Damian Lillard,,36,,,50,,8,5,19,14,4,3,,,,,,,,
Ed Davis,,,8,,50,,,,,,,,,,,,,,,
Jeff Teague,6,,,,51,,,,,,,,,,,,,,,
Ed Davis,,14,10,,52,,,,,,,,,,,2,,,,
Maurice Harkless,,15,8,1,52,,,,,,,,,,,1,,,,
Damian Lillard,6,22,5,2,52,,,,,,,,,,,,,,,
CJ McCollum,5,16,5,,52,,,,,,,,,,,,,,,
Evan Turner,,11,,,52,,,,,,,,,,,,,,,
Carmelo Anthony,,17,6,1,52,,,,22,7,,,,,,1,,,,
Kristaps Porzingis,1,31,9,,52,,,,,,,,,,,1,,,,
Kyle O'Quinn,,,5,,52,,,,,,,,,,,,,,,
Courtney Lee,,5,,,52,,,,,,,,,,,,,,,
Derrick Rose,5,18,4,2,52,,,,,,,,,,,1,,,,
Mindaugas Kuzminskas,1,10,3,1,52,,,,,,,,,,,,,,,
Kristaps Porzingis,,27,5,,53,,,,,,5,,,5,,,,,,
Derrick Rose,11,,,,53,,,,,,,,,,,,,,,
Dwyane Wade,,35,,,53,,,5,,,,,,,,,,,75,
Carmelo Anthony,5,11,6,,54,,5,1,16,4,2,2,29,,,,,,,
Kristaps Porzingis,,16,5,,54,,,,,,,,,,,,,,,
Derrick Williams,,24,7,,54,,,,17,8,,,21,,,,,,,
Greg Monroe,4,22,14,,54,,,,17,7,10,8,,,,,,,,
Luis Scola,,11,2,3,55,,3,3,,,,,,,,,,,,
Jonas Valanciunas,2,,9,1,55,,,,,,,,,2,,3,,,,
DeMar DeRozan,,13,11,1,55,,2,,,,,,,2,2,,2,,,
Kyle Lowry,,24,8,1,55,,,,,,14,12,,,,1,,,,
Cory Joseph,4,19,3,2,55,,,,,,,,36,,,,,,,
Bismack Biyombo,,11,,,55,,,,,,,,,,,,,,,
Patrick Patterson,,11,,,55,,,,,,,,36,,,,,,,
Tobias Harris,3,16,11,1,55,,,,,,,,,,,,,,,
Nikola Vucevic,4,17,11,,55,,,,,,,,,,,3,2,,,
Evan Fournier,3,21,3,1,55,2,,2,11,,,,,,,,,,,
Victor Oladipo,6,27,6,2,55,,,,,,2,2,,,,,,,,
Jason Smith,4,16,5,,55,,,,,,,,,,,1,,,,
Isaiah Thomas,,25,,,56,,,,,,,,,,,,,,,
Jimmy Butler,,24,,,56,,,,,,,,,,,,,,,
Dwyane Wade,,,,,56,4,,4,,,4,4,,4,,,,,,
Monta Ellis,,33,,,57,,,,,,,,,,,,,,,
Rajon Rondo,,,5,,57,,,,7,0,,,,,,,,,,
Al-Farouq Aminu,,,,3,57,6,,,,,,,,,,6,,,,
Joey Dorsey,,,4,,57,,,,,,,,13,,,,,,,
James Harden,,17,,4,57,4,,,14,7,,,,,4,,,,,
Josh Smith,,18,6,,57,,5,4,,,,,,,,,,,,
Jimmy Butler,5,35,,,58,,,,,,,,,,,,,,,
Robin Lopez,,,8,,58,,,,,,,,,,,6,,,,
Jusuf Nurkic,,14,14,,58,,,,,,,,,,,,,,,
Wilson Chandler,,16,9,,58,,,,,,,,,,,,,,,
Jamal Murray,,24,,,58,,,,13,9,,,,,,,,,,
Nicolas Batum,7,19,,,59,,,,19,7,,,,,,,,,,
