,id,claim
62,24543,Laura Robson won the Wimbledon Junior Girls' Championship at age 14.
63,88008,"In 1996's Game of Thrones, Ned Stark was introduced."
64,132244,Wolfgang Amadeus Mozart showed he was a child protege.
65,163810,Ukrainian Soviet Socialist Republic was in an international organization.
66,22202,Carol Danvers appears in the American comic books The Amazing Spider-man and The X-men.
67,23673,B. R. Ambedkar lived in India.
68,17090,"Pattern recognition systems are trained from labeled ""training"" data."
69,1431,Port of Spain is a retail and administrative center.
70,28706,Key & Peele has won a Peabody Award.
71,203053,Akon is a singer.
72,124875,Brie Larson is an American actress.
73,73041,Parkinson's disease causes slowness of voluntary movement.
74,43668,Superhuman abilities may be prevented by human enhancement by genetic modification.
75,107543,The Africa Cup of Nations is a football tournament.
76,155390,Two and a Half Men is an US television sitcom.
77,163803,Ukrainian Soviet Socialist Republic was a founding participant of the UN.
78,221251,"The Block (album) has a single, which was released on May 13, 2008."
79,220449,"The Church of Jesus Christ of Latter-day Saints has laws on chastity, health, and fasting."
80,122596,Adam Lambert was the first openly gay artist to top the U.S. Billboard 200.
81,194741,L. Ron Hubbard spent the remaining months of his life on his ranch.
82,39670,Malta has an authorized religion.
83,70041,2 Hearts is a musical composition by Minogue.
84,32520,The Bengal tiger is from a region.
85,19069,Color of Night came out in the summer of 1994.
86,179834,Vic Mensa is an American.
87,225798,Chinatown's writer is a convicted statutory rapist.
88,37801,The Book of Mormon won a Grammy Award for Best Musical Theater Album.
89,127820,The Incredibles 2 is scheduled to be released in June of 2018.
90,60162,Stephenie Meyer created Edward Cullen.
91,136213,Cordilleran Ice Sheet covered a large portion of North America.
92,9277,"Pocahontas became, in her lifetime, a kind of celebrity and was noted in the context and culture she lived in."
93,205103,Gaius Julius Caesar was the father of Gaius Julius Caesar.
94,90529,"George Harrison's first marriage started in January, 1966."
95,58449,The MP for Maidenhead was once Theresa May.
96,223220,FC Bayern Munich was founded.
97,1606,Personality is affected by the development of social relationships.
98,227098,Blank Space is on a list in a country.
99,92675,"Emperor Norton is immortalized by authors from different countries including Sweden, America, and England."
100,87808,Eurotas (river) is one of the rivers of Greece.
101,174520,Formula One's Red Bull Racing races under an Austrian license.
102,219201,Species distribution can be understood through factors such as river capture and available resources.
103,12482,Richard Dawson was a game show host in the United States.
104,51284,"The End of Time is the Tenth Doctor's final adventure, terminating in his death."
105,220439,The Church of Jesus Christ of Latter-day Saints has a fasting law.
106,177543,There is a remake called Brick Mansions.
107,2147,Elizabeth Olsen was born.
108,19326,Ed and Lorraine Warren were Roman Catholic.
109,195142,Backing vocalists sing with the lead vocalist in a band.
110,100177,Donald Duck typically wears a neck tie.
111,174869,The Alfred P. Murrah Federal Building was located in the geographic center of the Oklahoma City metropolitan area.
112,228072,Caleb McLaughlin attended acting school.
113,203040,Akon has had more than ten songs certified as gold.
114,225802,Chinatown is a film from the United States.
115,64318,Syco was founded by Simon Cowell.
116,23925,Laura Robson is an athlete.
117,77573,The Washington Monument is 554.5 ft tall.
118,10721,Port of Spain is a city.
119,142025,"South Island is referred to as the ""mainland"" by South Island residents and it is a cultured place."
120,222652,A United Kingdom is a film.
121,136089,Dulquer Salmaan acted in a 2012 film.
122,107589,Kenny Chesney is involved in music.
123,198888,Lois Lane's name was taken from Lola Lane's name.
124,157460,The Burj Khalifa is in Asia.
125,192752,The Colbert Report was taped Monday.
126,203044,Akon is a musician.
127,201464,A static web page is delivered to the user.
128,129654,Japan consists of islands.
129,72751,Jamie Lee Curtis had a starring role in John Carpenter's Halloween.
130,182050,The Fly was edited in 1986.
131,19091,NXT Tag Team Championship is a professional wresting competition aired on the WWE network.
132,223705,UNICEF UK is one of 36 UNICEF National councils.
133,122545,Scandal is fronted by someone born on a plane.
134,110035,The Tenth Doctor appears in at least one episode of Doctor Who.
135,67746,Scandinavia includes the remote Norwegian islands of Svalbard and Jan Mayen.
136,104697,Shut Up is a song by Stormzy.
137,155865,The basis for The Beguiled is a novel with a setting in the American South.
138,114278,Georgians came about from an ancient realm on the shore of the Black Sea.
139,127772,"University of Chicago Law School is ranked second by Brain Leiter on the 2015 list of ""Top 15 Schools From Which the Most `Prestigious' Law Firms Hire New Lawyers."""
140,179817,Vic Mensa has been nominated for a Grammy Award.
141,225868,Revolver has topped multiple charts.
142,53319,The Big Country is a novel.
143,204310,There was a republic of the Soviet Union called the Latvian Soviet Socialist Republic.
144,188571,Pitch Perfect 2 centers on a fictional educational institution.
145,31675,Jed Whedon is the son of a screenwriter.
146,173670,Moesia included most of the territory of modern-day Western Serbia.
147,161715,Multicellular organisms include eurkaryotes.
148,74488,Laura Robson is a Wimbledon Junior Girls' Championship winner.
149,85571,The Mormon population has increased significantly in recent decades.
150,65597,Uganda was ruled by the British.
151,123375,Brown University's main campus is located in the city in Rhode Island with the highest population.
152,72727,Google Search can return monetary conversions.
153,169327,Hammer Film Productions produced the horror movie The Quiet Ones.
154,221124,Ted Cruz is a politician and attorney.
155,70980,Goldie Hawn was in one movie with Chevy Chase.
156,212212,Gory Guerrero was a wrestler.
157,87073,Anne Boleyn went back to England.
158,218090,The Indian National Congress was founded during the British Raj.
159,121923,The House of the Spirits is about the life of a young lady during the military dictatorship in Chile.
160,177970,It is customary to wear outfits while Trick-or-Treating.
161,217029,Jab Tak Hai Jaan was praised for its lead actors.
162,219198,Species distribution can be understood through factors such as global warming.
163,51885,A Good Day to Die Hard was directed by John Moore.
164,39174,See You on the Other Side was released by Korn.
165,216193,Tenacious D achieved chart status after its release.
166,17731,Hollow Man has a sequel called Hollow Man 2 released in 2006.
167,178216,Move (Little Mix song) was released on the radio in September of 2013.
168,192037,American Library Association is old.
169,41091,"In the British Virgin Islands and Turks and Caicos Islands, the United States dollar is the sole currency."
170,164101,Annie is a movie.
171,14310,Qin dynasty dates back to 221 BC.
172,151428,"Sonny Bono, whose full name is Salvatore Phillip Bono, was born on February 16, 1935."
173,195124,Backing vocalists provide vocal harmony.
174,194247,Coins of the Swiss franc are used in Liechtenstein.
175,89156,Doxycycline may cause teeth to change color in children.
176,188132,Stephen Moyer acted in a film adaptation of a book.
177,222661,A United Kingdom is a biographical romantic comedy film.
178,217390,Fiji Hindi has been subject to impact by Magahi and other Bihari languages.
179,212241,"Gory Guerrero's date of birth was January 11th, 1921."
180,7581,Adidas designs boots.
181,104562,Yvonne Strahovski was involved in an ABC period drama.
182,4133,A.J. Styles is a cruiserweight.
183,68908,Eurotas (river) is the main river of Laconia.
184,20890,ASAP Rocky has directed music videos for Kanye West.
185,23496,Netscape Navigator was a web browser.
186,25406,The Paper stars a cat.
187,195481,Becoming chief justice was William Howard Taft's personal ambition.
188,81710,A member of the Grateful Dead was Tom Constanten.
189,158017,Two of Mozart's sons were alive after his death.
190,70280,Scandinavia does not include the remote Norwegian islands of Svalbard and Jan Mayen as of 2002.
191,80289,The Cyclades are in a Sea.
192,67148,Richard Fortus has recorded a studio album with a band.
193,61233,Half Girlfriend was partially filmed in Delhi.
194,124459,"James, Viscount Severn is the youngest grandchild and first grandson of Queen Elizabeth II."
195,203038,Akon has had more than ten songs certified as 1 × platinum.
196,173931,An Education is about a young person's change.
197,164508,The Nobel Prize in Chemistry was given to a human from Holland.
198,193557,Bala has received the National Film Award for Best Director in 2011.
199,37432,Automated teller machines are part of Bank of America.
200,53472,Ned Stark's cast was nominated for a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.
201,81727,Pharmacology deals with the elucidation of cellular and organismal function.
202,14501,Qin dynasty introduced several legislation.
203,182692,Nina Jacobson is an executive.
204,29720,Keegan-Michael Key played the character of Luther twice.
205,222887,An all-seater stadium is a place for sports.
206,76543,Ekta Kapoor worked on an Indian historical romance film.
207,67998,Kareena Kapoor had later success.
208,8740,Robert Zemeckis has directed movies.
209,148844,The Maze Runner earned over $348 million worldwide at the box office.
210,147821,Payphone is a lead single on Overexposed.
211,211873,See.SZA.Run is influenced by gangsta rap and drone music.
212,55066,Dark matter is a theoretical kind of matter.
213,196159,Jon Hamm received eight Primetime Emmy Award nominations.
214,124578,The Gettysburg Address is a speech.
215,22103,Barbarella was directed by Roger Vadim.
216,16646,Andrew Moray led an uprising against occupation in 1297.
217,57989,Arjit Singh is an Indian male musician.
218,161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.
219,175449,Death Note is a Japanese television series that has won critical acclaim.
220,104298,MS-13 is a thing.
221,81029,"In The Babe, John Goodman played Babe Ruth."
222,11418,Natasha Lyonne also goes by the name Natasha Bianca Lyonne Braunstein.
223,181269,Sean Gunn is best known for his role as Kirk Gleason on Gilmore Girls.
224,222749,Practical Magic is an American romantic drama film.
225,54298,"In states still employing the electric chair to execute people, the prisoner is allowed the choice of lethal injection as an alternative method."
226,75584,Faye Resnick is known for her appearances on television.
227,152870,Simon Cowell was a part of a reality show.
228,162843,Islamabad is home to Quaid-i-Azam University and NUST.
229,64114,Menace II Society is set in the 1990s.
230,2295,Richard LaGravenese directed the film P.S I Love You (film).
231,227114,Blank Space is on a top 100 list in numerous countries.
232,33235,The Walking Dead (comic book) inspired The Walking Dead: Torn Apart.
233,50650,Clueless (film) was followed by a spin-off television sitcom with the same name.
234,59956,"There are currently 15,882,417 Mormon members as of April 2017."
235,34830,Serotonin causes neuromodulation.
236,125440,Stomp the Yard has Meagan Good in a minor role.
237,152356,Solanum contains plants with ornamental gold.
238,105645,Prices for stocks can be shown in Google Search.
239,214988,Sensitive Skin's first series aired on a television channel.
240,30961,Georges Gilles de la Tourette described symptoms of Tourette's syndrome.
241,123794,Jonah Hill is a screenplay writer.
242,92471,Sands Hotel and Casino started as a casino.
243,78534,Benjamin Franklin was an author.
244,5560,Alberto Contador was stripped of his wins.
245,188637,"Foot Locker operates in 28 countries worldwide, including China."
246,205087,The Little Prince (2015 film) is about a prince.
247,2961,Taarak Mehta Ka Ooltah Chashmah is produced by Neela Tele Films Private Limited and has run a long time.
248,13876,Brazilian jiu-jitsu includes grappling.
249,201595,A thunderstorm can also be called a catastrophe.
250,80356,Solanum contains ripe horse nettles.
251,44837,One of the cast members of the DC Extended Universe is Henry Cavill.
252,162206,Ding Yanyuhang is male.
253,127090,Jenny McCarthy is a model.
254,69722,Kajol is a civilian woman.
255,131823,The Punisher is American.
256,138377,Adidas designs athletic clothing.
257,228576,Telephone consists of an expanded musical element.
258,192784,A staging area is a location where vehicles are assembled after use.
259,122281,Samsung has developed and sold phones.
260,37105,"Benjamin Franklin, Founding Father, lead the American Revolution."
261,118160,Gray Matters is a motion picture.
262,30790,Grease was a cinematic work.
263,141205,"Manchester United's home stadium is located on Sir Matt Busby Way in Old Trafford, Greater Manchester, England."
264,174518,Red Bull Racing races under an Austrian permit.
265,148776,The ability of organizations to connect to the internet is called Internet Access.
266,123238,The New England Patriots got to seven Super Bowls.
267,185184,You Only Live Twice is the first Bond movie with the director Lewis Gilbert.
268,105195,The Selma to Montgomery marches were part of a broader voting rights movement underway in writing.
269,124677,One of the most notable features of Zoroastrianism is the belief and doctrine that is focused on the arrival of the messiah.
270,189715,A subgenre of action films is martial arts films.
271,46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.
272,221153,Ted Cruz's middle name is Edward which his mother gave to him.
273,169573,Annie Lenox has listened to six solo studio albums.
274,19865,Yemen's temporary capital is Aden.
275,21110,Azithromycin is viewed under many trade names worldwide.
276,217115,Innovation is often also ignored as the application of better solutions that meet existing market needs.
277,199260,Prince Charles and Lady Diana were married in July 1981.
278,207340,Military deception is a form of strategic use of data.
279,3216,The Tenth Doctor appears in The Time of the Doctors.
280,112981,Toy Story 2 was released by Walt Disney Pictures worldwide in 1999.
281,114514,Personality is affected by the development of task performance.
282,202736,The Chaperone (film) is a creative work.
283,116129,Salt River Valley is a river valley that contains the Phoenix metropolitan area.
284,55541,Brown University's main campus is located in the second largest city in New England.
285,28741,The Bengal tiger has stripes.
286,92851,John Frusciante incorporated experimental rock into his music.
287,102312,Daenerys Targaryen's older brother and only living relative is named Viserys.
288,134995,Southern Hospitality peaked on the Top 40 at number 23.
289,67569,Jonah Hill earned $16 million dollars in 2014.
290,50920,A polynomial is an expression and it is important in mathematics.
291,21720,Antigua and Barbuda was named after the Virgin of La Antigua in order to show respect to her.
292,39958,Leslie Alexander is a former bond trader.
293,15542,Sky UK is a telecommunications company.
294,222737,Vedic Sanskrit is the language of the Vedic texts of Hinduism.
295,47365,Vincent D'Onofrio is an Emmy Award winner.
296,138595,Aphrodite performs with the god of blacksmiths.
297,49593,Quay premiered at a movie theater.
298,62751,Heaven Can Wait came out.
299,108739,James Brolin has had roles in situational comedies.
300,220237,"The Greek word for ""rule of the best"" is the origin of aristocracy."
301,106836,Exotic Birds opened for an award-winning music duo.
302,127626,Woodrow Wilson established Wilsonianism which was an activist foreign policy he implemented during World War I.
303,149489,The United States dollar is used in the Caribbean in two British Overseas Territories.
304,102594,Musala is a certain amount of meters tall.
305,156499,The Icelandic Coast Guard is responsible for Iceland's coastal defense and it is significant to infrastructure.
306,69930,Simon Cowell volunteers at charities.
307,222643,A United Kingdom is a biographical romantic drama film.
308,66059,Johnny Van Zant still performs with a band.
309,168931,The Boeing 767 is used for international flights.
310,198545,Catherine Hardwicke is an award-winning film director.
311,53478,Pink was born in 1979.
312,27702,"In the southwestern United States is Phoenix, Arizona."
313,151104,Veep is a show on television.
314,51425,Mutiny on the Bounty is based on a book.
315,60693,Mercedes-Benz is the largest division of Daimler AG.
316,116991,Ed and Lorraine Warren investigated the paranormal.
317,173929,An Education was created by a journalist.
318,177851,Milk is a biopic.
319,136062,"In 2008, Touch My Body was released."
320,145339,Emmanuel Macron worked as a banker.
321,212029,A Pet can give companionship to elderly adults.
322,144169,Music videos have been directed by ASAP Rocky for Danny Brown.
323,193556,Bala has received the National Film Award for Best Producer.
324,43981,Birmingham is a city and metropolitan borough.
325,190664,Alan White is an official who represents a country abroad.
326,76117,I Want to Know What Love Is is a song.
327,7727,Hinduism has shared textual resources.
328,218114,"The Indian National Congress was founded in 1885, during the British Raj."
329,155860,Richard Fortus is a guitarist of Guns N' Roses.
330,130978,Kaya Scodelario was nominated for two BAFTA.
331,93878,"Warren Beatty was the co-writer, producer, and director of an epic drama movie."
332,83504,Vampires were undead beings and they were feared.
333,77007,Mom (TV series) has been nominated at an award show.
334,127133,The Dodo has been depicted with brownish-grey hair.
335,119989,"On October 25, 2007, The Airbus A380 entered commercial service."
336,118195,Warren Beatty was a co-writer on Heaven Can Wait.
337,13768,Eurotas (river) is in Greece.
338,51174,Acetylcholine induces neuromodulation by binding to receptors.
339,65590,"The Stanford prison experiment was financed by a group that coordinates, executes, and advocates the science and technology programs of the U.S. Navy and Marine Corps."
340,223214,"In 1900, FC Bayern Munich was founded."
341,173030,Barcelona is the capitol city of Catalonia.
342,16394,Google Search can find stock quotes.
343,70421,One of the co-executive producers of Buffy the Vampire Slayer was Jane Espenson.
344,75778,Brown University's main campus is located in the College Hill Historic District of Providence.
345,50486,The Atlanta metropolitan area covers 39 counties.
346,49869,Dopamine induces neuromodulation.
347,8552,Heath Ledger was in I'm Not There.
348,99706,Jonah Hill made $16 million dollars in France.
349,164891,Hezbollah is part of Iran.
350,178219,Move (Little Mix song) was released in October of 2013.
351,194572,Kyle Maclachlan has been nominated for an Emmy award because of a television series called Twin Peaks.
352,124632,Google Search displays ticket prices.
353,195229,Kevin Bacon appeared in a film Barry Levinson directed.
354,57782,Camp Flog Gnaw is an event.
355,52326,MSG is used by Chinese restaurants.
356,74331,Bob Ross was a landscape painter.
357,38808,Google Search can find business addresses.
358,139831,Brie Larson and Destin Daniel worked together.
359,160534,Meghan Markle's birthday occurs in August.
360,119448,Jamie Lee Curtis starred in John Carpenter's Halloween as teenager Laurie Strode.
361,105594,Robinson Crusoe on Mars was a science fiction film.
362,188887,Numenius of Apamea was a Greek philosopher who lived in Syria.
363,107258,Anneliese van der Pol had an early career.
364,184285,Vera Wang is an American Fashion Designer.
365,123777,Times Higher Education World University Rankings is a publication of university rankings by Times Higher Education (THE) magazine.
366,187571,Dan Brown published a 2003 bestselling novel.
367,45302,The Battle of the Trebia took place in the province of Piacenza.
368,68488,Issa Rae appears in Awkward Black Girl.
369,14366,"Michael Hutchence died on November 22nd, 1997."
370,168622,The Thin Red Line (1998 film) features a performance by an American actor born in the 1960s.
371,206990,Punch-Drunk Love features Jeremy Blake's dog.
372,149726,Shortness of breath by half capacity is one symptom of pulmonary embolism.
373,99736,Maggie Q starred in a Die Hard movie.
374,109817,Louis Malle worked in a French industry.
375,1934,Multiple personality disorder is another name for Dissociative identity disorder.
376,43120,Python supports multiple programming paradigms and is highly usable.
377,101407,Benjamin Franklin had indefatigable campaigning for colonial unity and was regarded.
378,12218,The Africa Cup of Nations had its branding changed to avoid conflict with the World Cup.
379,211022,Resident Evil is loosely based on a novel series.
380,49169,"In 2004, Spider-Man 2 was released."
381,138664,Gotham got its premiere on Fox.
382,34029,Southern Hospitality peaked at number 23 on the Top 40 in 2001.
383,62817,The Cyclades are 110 miles southeast of mainland Greece.
384,40296,Leslie Alexander owns a team in the NBA.
385,143300,The site of the battle of the Trebia was south from the confluence of the Po and Trebbia rivers.
386,70984,House of Balloons is someone's first mixtape.
387,49398,Hannah and Her Sisters is an American comedy-drama.
388,198080,Story of My Life was recorded by an Armenian band.
389,44809,The Independent Spirit Awards are held the day before the Academy Awards in Santa Monica.
390,69918,The only money used in America is the United States dollar.
391,26623,Pearl (Steven Universe) is a fictional alien being.
392,87019,Theresa May served.
393,39454,Temple Grandin stars Claire Danes as Temple Grandin.
394,178217,Move (Little Mix song) was released in the UK on the album Salute.
395,201597,A thunderstorm has an effect on the Earth's atmosphere.
396,157320,Certain chemicals induce neuromodulation.
397,102872,Pharmacology is a science.
398,16474,Eurotas (river) is one of Peloponnese's major rivers.
399,132312,"Charlotte, North Carolina was the second-largest banking center in the United States from 1995 to 2017."
400,65459,Julie Bowen has a career.
401,194214,Mike Friedrich is a comic book writer.
402,93535,The House of the Spirits is about the life of a young lady named Clara during the military dictatorship in Chile in 1988.
403,113106,Sky UK is a British telecommunications company.
404,40642,Tangled was released in 2010.
405,192191,"Sacre-Coeur, Paris is made in a manner that is political."
406,211859,See.SZA.Run is a picture book.
407,1772,Sabbir Khan directed a film starring an Indian actress.
408,212039,A Pet helps those who live.
409,31422,Dev Patel appeared in a movie.
410,68680,A.J. Styles is an athlete in a combat sport.
411,143222,Scaramuccia is another name for Scaramouche.
412,3540,"Jonah Hill ranked 28th on Forbes magazine's ranking of world's highest paid actors from June 5, 2014 to June 5, 2015."
413,105896,"For two hundred and nineteen years, The Times printed in broadsheet format."
414,142729,Arjit Singh is male.
415,10567,Google Search shows no home information.
416,42117,One form of ground fighting is Brazilian jiu-jitsu.
417,164890,Iran provided weapons training to Hezbollah.
418,45759,Chris Paul is a two-time Olympic gold winner in basketball.
419,36953,Part of The Last Song (film) was filmed on a beach.
420,29786,Anne Boleyn lived in England.
421,140442,"In odd-numbered years, the Africa Cup of Nations occurs."
422,194740,L. Ron Hubbard passed away in 1986.
423,35703,Stomp the Yard stars an American actress born in 1981.
424,20561,Jamie Lee Curtis' mother was famous.
425,26340,Pocahontas's birth name was Matoaka.
426,54930,The Icelandic Coast Guard is a service and it is significant to modern infrastructure.
427,168626,The Thin Red Line (1998 film) has a performance by an actor from the United States who was in The Passion of the Christ.
428,226458,Chadwick Boseman portrayed a film character.
429,162409,The Suite Life of Zack & Cody was created by Danny Kallis.
430,198553,Catherine Hardwicke has done production design for television shows.
431,50202,Designated Survivor (TV series) was founded on ABC.
432,112876,Keith Stanfield is a person.
433,7277,Exit the King is by Eugene Ionesco.
434,147707,The Visigoths adapted.
435,116502,Cthulhu is a gigantic Lovecraftian entity worshipped by cultists.
436,16604,China is the world's second largest economy by nominal GDP.
437,140330,A Good Day to Die Hard is a piece of the Die Hard franchise.
438,104036,The English Wikipedia is the English-language edition of Wikipedia.
439,205278,"In the 1994 Rwanda genocide in Rwanda, Hutu extremists were involved."
440,88851,"The Vandals were an East Germanic social group comprising numerous families, clans, or generations together with slaves, dependents, or adopted strangers, or groups of such a group."
441,47570,The United States dollar is the sole currency in paying employees.
442,148559,The Paper was produced by Ron Howard.
443,25395,Elizabeth of York was someone's niece.
444,94483,The Hunger Games' goal is dystopian science fiction.
445,7031,The Battle of the Trebia occurred on the left bank of the Trebbia River.
446,130010,The Beguiled had a script.
447,35115,The Selma to Montgomery marches were part of a broader voting rights movement underway in Selma and they were a significant event of the 20th century.
448,136192,The Tenth Doctor is accompanied by Rose Tyler for The End of Time.
449,104178,House of Balloons is a mixtape.
450,11253,Solanum has horse nettles.
451,165701,American Idol (season 8) had Randy Jackson as a judge for the eighth year in a row.
452,36844,Watchmen explores the superhero genre through a dark satirical and dystopian lens.
453,38046,Ricardo Montalbán acted in film and television.
454,55888,"The electric chair is an optional form of execution in Alabama, Florida, South Carolina, and Virginia."
455,26836,Rick Ross released Hood Billionaire.
456,92196,Taarak Mehta Ka Ooltah Chashmah is from India where it is most popular.
457,128613,"One Flew Over the Cuckoo's Nest won the five major Academy Awards the year it was released, the second film to do so."
458,153736,Ron Howard directed The Paper.
459,195222,Kevin Bacon played a former murderer.
460,97204,Hannah and Her Sisters is an American 1986 film.
461,139427,Tom Kenny stars in The SpongeBob SquarePants Movie.
462,144183,The Battle of the Trebia took place in the province of Piacenza in Roman Italy.
463,11443,David Attenborough served as director of BBC Two.
464,160589,"Charlotte, North Carolina was the second-largest economic center in the United States from 1995 to 2017."
465,68742,John Frusciante is a musician.
466,188992,William Cohen is a man.
467,89309,The Mormon population has grown significantly since 1980.
468,16392,Keegan-Michael Key played President Barack Obama's anger translator.
469,3637,"There are currently 15,882,417 Mormon members as of 2017."
470,199674,Andrea Pirlo is an Italian.
471,134473,"On June 14th, 2009, The Last Song (film) began filming."
472,222725,Vedic Sanskrit is an ancient language dating at least as far back as the second millennium BCE.
473,73017,The Challenge XXX: Dirty 30 is the thirtieth season of a TV series.
474,123031,No Strings Attached was released in a country of the Northern Hemisphere.
475,66211,Psych (season 2) originally aired off of the USA Network.
476,124565,"Phoenix, Arizona is a capital."
477,80573,"On April 10, 2008 Shomu Mukherjee died."
478,70935,The world's second largest economy by GDP is China.
479,173925,An Education is a coming-of-age drama film.
480,134592,Project Y's goal was to invent the first nukes.
481,177976,Children get bubble gum from Trick-or-Treating.
482,67544,Laura Robson participated in the International Tennis Federation.
483,124240,Honeymoon is a collection of music.
484,140523,Sands Hotel and Casino started as a casino with 200 employees.
485,220452,There is a law of chastity in the Church of Jesus Christ of Latter-day Saints.
486,21959,"The Incredibles 2 is scheduled to be released at 2 p. m. on June 15, 2018."
487,126590,The Burj Khalifa contains elevators.
488,34470,Charles Howard Hinton was a seminal science fiction writer responsible for conceiving of a fourth spatial dimension.
489,121472,Golf is played in a place.
490,66473,Watchmen is a film set in an alternate history in the year 1985.
491,129672,Amy Adams stars in Trouble with the Curve.
492,197664,The University of Leicester contributed to the identification of the remains of King Richard III in 2013.
493,113279,The Hit is a 1984 film.
494,32939,Louis Malle produced films.
495,129789,"Google Search can find stock quotes, updated in real time."
496,115065,The Silver Surfer appears in Dutch comic books.
497,177863,Milk is based on the life of an activist.
498,179107,The dramatic film The Good German starred Tobey Maguire.
499,175450,Death Note is a Japanese television series that is available on DVD.
500,215860,Jerome Flynn is an English singer.
501,108734,Manchester by the Sea is a film that was premiered at the Sundance Film Festival.
502,127402,Mandy Moore is a writer.
503,74648,Ned Stark was introduced in 1996's A Game of Thrones.
504,11276,Ekta Kapoor worked on a sitcom.
505,161906,Alan Shepard served in the US Navy.
506,87293,Ian Gillan is a producer.
507,119992,The Ellen Show began its broadcast in the 21st century.
508,64885,James Spader is known for portraying eccentric villains.
509,176630,Great white sharks do not prefer dolphins as prey.
510,192777,A staging area is a location where organisms are examined before use.
511,185999,Kyra Sedgwick received a Golden Globe Award.
512,33604,Birmingham is in the West Midlands.
513,48607,Pakistan's economy is 42nd largest in nominal gross domestic product.
514,64155,Ed Decter is a film director.
515,43011,Scandinavia does not include Greenland.
516,123656,John DiMaggio has had roles on multiple shows from 1990 onward.
517,77359,The Winds of Winter book six in a series of novels.
518,6650,The Icelandic Coast Guard is responsible for something.
519,162832,Islamabad contains Quaid-i-Azam University.
520,205131,Gaius Julius Caesar was the father of a Roman dictator.
521,103325,Spider-Man 2 was released in the 2000s.
522,150321,Lorelai Gilmore has a mother who appears on the show.
523,72271,Heaven Can Wait was filmed after Here Comes Mr. Jordan.
524,114251,Road House is a movie.
525,113476,Mikhail Prokhorov is an erstwhile chairman of Polyus Gold.
526,15247,The New England Patriots won six Super Bowls.
