,id,claim
82,19091,NXT Tag Team Championship is a professional wresting competition aired on the WWE network.
83,168931,The Boeing 767 is used for international flights.
84,53478,Pink was born in 1979.
85,74555,DodgeBall: A True Underdog Story 's writer and director was Rawson Marshall.
86,177851,Milk is a biopic.
87,144169,Music videos have been directed by ASAP Rocky for Danny Brown.
88,203068,Akon has had more than ten songs certified as silver.
89,14366,"Michael Hutchence died on November 22nd, 1997."
90,114251,Road House is a movie.
91,162630,Probot had a guitarist.
92,168086,Jean-Jacques Dessalines ruled over a territory.
93,176630,Great white sharks do not prefer dolphins as prey.
94,149063,Raven-Symoné is an entertainer.
95,82587,Aphrodite is a goddess in Greek mythology.
96,110035,The Tenth Doctor appears in at least one episode of Doctor Who.
97,111151,Hinduism contains the Yoga philosophy.
98,164502,The Nobel Prize in Chemistry was awarded to a person from the Kingdom of Denmark.
99,43120,Python supports multiple programming paradigms and is highly usable.
100,12453,Tangled is a musical.
101,118448,"Richard Dawson's date of birth was November 20, 1932."
102,4778,Betsy Hodges was a candidate for a 2013 election.
103,87019,Theresa May served.
104,163803,Ukrainian Soviet Socialist Republic was a founding participant of the UN.
105,49398,Hannah and Her Sisters is an American comedy-drama.
106,11253,Solanum has horse nettles.
107,71096,The Romani people have settled.
108,114158,There is a software that is branded with a number for the versions it is released as called Adobe Photoshop.
109,70041,2 Hearts is a musical composition by Minogue.
110,21959,"The Incredibles 2 is scheduled to be released at 2 p. m. on June 15, 2018."
111,175864,Chris Mullin played with a team who play basketball professionally.
112,117767,Louis Malle produced films in the English language.
113,124240,Honeymoon is a collection of music.
114,45310,The Africa Cup of Nations had its schedule changed in 2013 to avoid conflict with the World Cup.
115,106392,Michael Hutchence died in a hotel room in Sydney.
116,92196,Taarak Mehta Ka Ooltah Chashmah is from India where it is most popular.
117,38046,Ricardo Montalbán acted in film and television.
118,30108,Pocahontas attended a masque at Whitehall Palace which was a place where mostly English people gathered.
119,113106,Sky UK is a British telecommunications company.
120,169328,Hammer Film Productions produced Let Me In in the United States in 2010.
121,220452,There is a law of chastity in the Church of Jesus Christ of Latter-day Saints.
122,90291,Color of Night won a Golden Raspberry Award in 1994.
123,55024,Lorelai Gilmore's father is a banker.
124,143222,Scaramuccia is another name for Scaramouche.
125,212039,A Pet helps those who live.
126,68680,A.J. Styles is an athlete in a combat sport.
127,34470,Charles Howard Hinton was a seminal science fiction writer responsible for conceiving of a fourth spatial dimension.
128,152656,Zoe Saldana is a citizen of somewhere.
129,28788,Maggie Q starred in a CW series.
130,126590,The Burj Khalifa contains elevators.
131,42117,One form of ground fighting is Brazilian jiu-jitsu.
132,197664,The University of Leicester contributed to the identification of the remains of King Richard III in 2013.
133,182050,The Fly was edited in 1986.
134,45759,Chris Paul is a two-time Olympic gold winner in basketball.
135,104697,Shut Up is a song by Stormzy.
136,122281,Samsung has developed and sold phones.
137,179107,The dramatic film The Good German starred Tobey Maguire.
138,141205,"Manchester United's home stadium is located on Sir Matt Busby Way in Old Trafford, Greater Manchester, England."
139,26340,Pocahontas's birth name was Matoaka.
140,140442,"In odd-numbered years, the Africa Cup of Nations occurs."
141,20561,Jamie Lee Curtis' mother was famous.
142,169573,Annie Lenox has listened to six solo studio albums.
143,50197,"Scandal is fronted by someone born on June 26, 1957."
144,170100,Ann Biderman refuses to be a television writer.
145,215860,Jerome Flynn is an English singer.
146,161906,Alan Shepard served in the US Navy.
147,147707,The Visigoths adapted.
148,112981,Toy Story 2 was released by Walt Disney Pictures worldwide in 1999.
149,217115,Innovation is often also ignored as the application of better solutions that meet existing market needs.
150,116502,Cthulhu is a gigantic Lovecraftian entity worshipped by cultists.
151,21720,Antigua and Barbuda was named after the Virgin of La Antigua in order to show respect to her.
152,54298,"In states still employing the electric chair to execute people, the prisoner is allowed the choice of lethal injection as an alternative method."
153,16604,China is the world's second largest economy by nominal GDP.
154,7031,The Battle of the Trebia occurred on the left bank of the Trebbia River.
155,15542,Sky UK is a telecommunications company.
156,112876,Keith Stanfield is a person.
157,28741,The Bengal tiger has stripes.
158,44837,One of the cast members of the DC Extended Universe is Henry Cavill.
159,220237,"The Greek word for ""rule of the best"" is the origin of aristocracy."
160,222749,Practical Magic is an American romantic drama film.
161,192777,A staging area is a location where organisms are examined before use.
162,7277,Exit the King is by Eugene Ionesco.
163,80167,John Goodman has had cancer.
164,154815,There have been more than 4 and a half million copies of The Fame sold.
165,51425,Mutiny on the Bounty is based on a book.
166,138377,Adidas designs athletic clothing.
167,27702,"In the southwestern United States is Phoenix, Arizona."
168,218114,"The Indian National Congress was founded in 1885, during the British Raj."
169,173929,An Education was created by a journalist.
170,127626,Woodrow Wilson established Wilsonianism which was an activist foreign policy he implemented during World War I.
171,123656,John DiMaggio has had roles on multiple shows from 1990 onward.
172,140330,A Good Day to Die Hard is a piece of the Die Hard franchise.
173,145339,Emmanuel Macron worked as a banker.
174,89521,Mom (TV series) has received one nomination.
175,50942,Yemen has a eastern coast.
176,35804,There was an attempt to incorporate Cyprus into Greece.
177,146837,The Catcher in the Rye deals with issues.
178,118160,Gray Matters is a motion picture.
179,222643,A United Kingdom is a biographical romantic drama film.
180,88851,"The Vandals were an East Germanic social group comprising numerous families, clans, or generations together with slaves, dependents, or adopted strangers, or groups of such a group."
181,132874,Daredevil is based on the character of the same name.
182,173030,Barcelona is the capitol city of Catalonia.
183,148776,The ability of organizations to connect to the internet is called Internet Access.
184,116991,Ed and Lorraine Warren investigated the paranormal.
185,189715,A subgenre of action films is martial arts films.
186,174518,Red Bull Racing races under an Austrian permit.
187,49869,Dopamine induces neuromodulation.
188,214790,The 2007 Toronto International Film Festival featured The Tracey Fragments.
189,205278,"In the 1994 Rwanda genocide in Rwanda, Hutu extremists were involved."
190,188994,"William Cohen is from Bangor, Maine."
191,119989,"On October 25, 2007, The Airbus A380 entered commercial service."
192,3216,The Tenth Doctor appears in The Time of the Doctors.
193,47482,Cleopatre is related to a work.
194,98448,"Dissociative identity disorder, or DID, may result from disruptions in memory caused by psychological trauma."
195,182701,Nina Jacobson worked for Buena Vista Motion Pictures Group until July.
196,194432,The Indiana Pacers were established as an ABA member.
197,102597,Night of the Living Dead is a series of seven zombie horror films made between 1968 and 2010.
198,207009,Punch-Drunk Love features zero video art.
199,169934,"For the last five consecutive FIFA World Cups, Japan national football team qualified."
200,67244,The current Duke of York is a person.
201,52326,MSG is used by Chinese restaurants.
202,116129,Salt River Valley is a river valley that contains the Phoenix metropolitan area.
203,57008,"Nymphomaniac (film) is part of the ""Depression Trilogy"" along with Antichrist."
204,105645,Prices for stocks can be shown in Google Search.
205,75778,Brown University's main campus is located in the College Hill Historic District of Providence.
206,175434,The Japanese television drama series Death Note is based on the manga series of the same name.
207,215272,PBS is a television program distributor.
208,47365,Vincent D'Onofrio is an Emmy Award winner.
209,10845,Manchester by the Sea is a title.
210,219704,France is the owner of Corsica.
211,21404,Brie Larson is an actress.
212,13885,Cleopatre debuted after a death..
213,61233,Half Girlfriend was partially filmed in Delhi.
214,3597,Ice-T began his career as a rapper in the 1980s.
215,50137,The Selma and Montgomery marches were part of a broader voting rights movement throughout American letters.
216,140762,ASAP Rocky has directed videos for his own music.
217,102594,Musala is a certain amount of meters tall.
218,35703,Stomp the Yard stars an American actress born in 1981.
219,198553,Catherine Hardwicke has done production design for television shows.
220,45014,Cambridgeshire's local government is only one unitary authority.
221,169916,Japan national football team is one of the most successful teams in a continent.
222,46755,Little Dorrit was later published in serial form.
223,67148,Richard Fortus has recorded a studio album with a band.
224,95542,Dan Trachtenberg is a person.
225,54930,The Icelandic Coast Guard is a service and it is significant to modern infrastructure.
226,60693,Mercedes-Benz is the largest division of Daimler AG.
227,158017,Two of Mozart's sons were alive after his death.
228,226458,Chadwick Boseman portrayed a film character.
229,15645,"Inside Llewyn Davis was screened for the Cannes Film Festival on May 19th, 2013."
230,14231,Melilla has an area of 11.3 km2.
231,43981,Birmingham is a city and metropolitan borough.
232,50202,Designated Survivor (TV series) was founded on ABC.
233,7581,Adidas designs boots.
234,3661,Riz Ahmed acted in an American miniseries based on a British television series.
235,78534,Benjamin Franklin was an author.
236,7727,Hinduism has shared textual resources.
237,42274,Deepika Padukone has been in at least four Indian films.
238,11145,Benzodiazepine is a medication.
239,88008,"In 1996's Game of Thrones, Ned Stark was introduced."
240,3808,Sonny & Cher began in the mid-1960's.
241,128720,Chris Bosh is incapable of playing in the National Basketball Association.
242,13876,Brazilian jiu-jitsu includes grappling.
243,13768,Eurotas (river) is in Greece.
244,70280,Scandinavia does not include the remote Norwegian islands of Svalbard and Jan Mayen as of 2002.
245,127090,Jenny McCarthy is a model.
246,132244,Wolfgang Amadeus Mozart showed he was a child protege.
247,51174,Acetylcholine induces neuromodulation by binding to receptors.
248,14671,The Vandals moved around Eurasia.
249,222644,A United Kingdom is about a biographical romantic drama film.
250,86387,Fuller House (TV series) is in a genre.
251,152802,"On August 18th, 2009, The Last Song (film) ended filming."
252,89156,Doxycycline may cause teeth to change color in children.
253,163810,Ukrainian Soviet Socialist Republic was in an international organization.
254,140070,Agent Raghav – Crime Branch was nominated for Best Weekend Show at the Indian Telly Awards.
255,16079,Solanum contains plants with ornamental flowers.
256,70536,"SZA's music combines beats from soul, hip hop, and R&B."
257,144391,The year 1990 saw the release of the movie Ghost.
258,195124,Backing vocalists provide vocal harmony.
259,185184,You Only Live Twice is the first Bond movie with the director Lewis Gilbert.
260,221137,Ted Cruz is an American male.
261,45566,Clueless (film) was followed by books.
262,64318,Syco was founded by Simon Cowell.
263,46262,Henry III assumed the throne at nine years old in the middle of the First Barons' War.
264,1431,Port of Spain is a retail and administrative center.
265,174870,"In the geographic center of the Oklahoma City metropolitan area, the Alfred P. Murrah Federal Building was located."
266,77573,The Washington Monument is 554.5 ft tall.
267,22726,"In Kentucky, the electric chair has been kept in operation except for those whose capital crimes were committed prior to March 31, 1998, and who choose electrocution."
268,120781,Sands Hotel and Casino was originally a casino with 200 rooms.
269,226845,Sejong the Great passed away in 1450.
270,19865,Yemen's temporary capital is Aden.
271,78516,"Doug Petrie made a cameo in Dr. Horrible's Sing-Along Blog as ""Professor Normal""."
272,1219,The Vandals were an East Germanic tribe or group of tribes.
273,203053,Akon is a singer.
274,124875,Brie Larson is an American actress.
275,106132,"The Siege of Fort Stanwix ended on August 22, 1777."
276,62587,Anne Boleyn was maid of honour to the Queen of England.
277,73041,Parkinson's disease causes slowness of voluntary movement.
278,24454,Azithromycin is sold worldwide.
279,148255,"Wolfgang Amadeus Mozart was married to a woman named Constanze, who survived him."
280,107589,Kenny Chesney is involved in music.
281,185999,Kyra Sedgwick received a Golden Globe Award.
282,194741,L. Ron Hubbard spent the remaining months of his life on his ranch.
283,58352,Woodrow Wilson formed the belief system Wilsonianism.
284,66585,Azithromycin is available as a generic medication for infections.
285,179834,Vic Mensa is an American.
286,69108,Maria Theresa was Emperor Charles VI's daughter.
287,19069,Color of Night came out in the summer of 1994.
288,225798,Chinatown's writer is a convicted statutory rapist.
289,81029,"In The Babe, John Goodman played Babe Ruth."
290,185183,You Only Live Twice was directed by a man.
291,39670,Malta has an authorized religion.
292,211019,Resident Evil is loosely based on a series of video games.
293,46309,Parkinson's disease has afflicted Davis Phinney.
294,37801,The Book of Mormon won a Grammy Award for Best Musical Theater Album.
295,136213,Cordilleran Ice Sheet covered a large portion of North America.
296,162843,Islamabad is home to Quaid-i-Azam University and NUST.
297,174986,The 1998 romantic comedy The Man in the Iron Mask starred Leonardo DiCaprio.
298,44380,Richard Dawson was born November 20th 1932.
299,219676,Corsica contains Haute-Corse.
300,227098,Blank Space is on a list in a country.
301,127820,The Incredibles 2 is scheduled to be released in June of 2018.
302,54151,Gray Matters is a TV show.
303,4717,Moscovium is an element.
304,152870,Simon Cowell was a part of a reality show.
305,135212,Joni Mitchell released an album.
306,152955,I Want to Know What Love Is is a single.
307,198534,Catherine Hardwicke is American.
308,201462,A dynamic web page can be driven by server-side scripting.
309,80335,Amancio Ortega was born in 1936.
310,104677,Apple Inc. marketed the IPhone 4.
311,121548,Cyprus is a place where tourists go.
312,50650,Clueless (film) was followed by a spin-off television sitcom with the same name.
313,126173,"Half Girlfriend's principal photography began on June 16, 2016."
314,170015,The Brat Pack is a nickname given to a group of young actors who appeared together in films during the 1980s.
315,171519,Fringe aired in 2008.
316,223220,FC Bayern Munich was founded.
317,223201,FC Bayern Munich was founded in 1900.
318,2961,Taarak Mehta Ka Ooltah Chashmah is produced by Neela Tele Films Private Limited and has run a long time.
319,178874,Dawood Ibrahim was birthed in 1955.
320,90529,"George Harrison's first marriage started in January, 1966."
321,192784,A staging area is a location where vehicles are assembled after use.
322,162206,Ding Yanyuhang is male.
323,205087,The Little Prince (2015 film) is about a prince.
324,220974,Peru was a member of the Group of 15.
325,149016,The 2003 NCAA Division I Men's Basketball Tournament was widely viewed.
326,141268,There is a drama called Exit the King.
327,108420,There are one or more seasons of Heroes.
328,220439,The Church of Jesus Christ of Latter-day Saints has a fasting law.
329,5555,Uranium has an atomic number.
330,39959,Leslie Alexander is a former Lawrence Kotkin Associates bond trader.
331,49582,Warren Beatty co-wrote television advertisements.
332,174520,Formula One's Red Bull Racing races under an Austrian license.
333,10498,Oscar Isaac acted in X-Men: Apocalypse.
334,223678,UNICEF UK is a National Committee.
335,162046,Benjamin Walker (actor) has stage fright and as a result avoided ever becoming a comic.
336,219201,Species distribution can be understood through factors such as river capture and available resources.
337,5560,Alberto Contador was stripped of his wins.
338,192210,"Sacre-Coeur, Paris is privately dedicated to the Sacred Heart of Jesus."
339,88712,Manchester United has had two home fields.
340,225749,David Lloyd George was voted the second greatest British prime minister of the 20th century.
341,152730,Food Network is available in the United States.
342,177543,There is a remake called Brick Mansions.
343,152165,I (film) was released in German.
344,84292,Google Search can return etymology and synonyms.
345,94476,Georgians arose from a place.
346,153736,Ron Howard directed The Paper.
347,5747,Baloch persons are an Iranic group of humans.
348,155006,Jamie Babbit directed The Quiet.
349,162668,Norman Bates is main antagonist in Psycho.
350,182675,Nina Jacobson was born in 1965.
351,15406,Shomu Mukherjee died of liver failure.
352,127166,Alvin and the Chipmunks was directed in America.
353,179088,Cate Blanchett starred in the film The Good German.
354,139427,Tom Kenny stars in The SpongeBob SquarePants Movie.
355,171503,"Jiang Wen was born on January 5, 1963."
356,99461,Personality is affected by the hindrance of values.
357,204576,Commodore is ranked superior to a navy captain from Portugal.
358,68742,John Frusciante is a musician.
359,152140,David Attenborough was controller of BBC Two.
360,102019,"Around the world, medical school vary in the nature of medical programs."
361,101462,The Invisible Man was a horror film.
362,189885,"Augustus Prew was born in Westminster, London."
363,74789,Victor Frankenstein is a 2015 American film.
364,89309,The Mormon population has grown significantly since 1980.
365,89908,Doxycycline may induce diarrhea.
366,39811,"Benjamin Franklin was not born on April 17th, 1790."
367,151555,"The Washington Monument is made of a rare type of marble, granite, and bluestone gneiss."
368,62491,Battle of the Bastards had a viewership of over a million in its initial broadcast.
369,53319,The Big Country is a novel.
370,225723,David Lloyd George served as a prime minister.
371,226849,Sejong the Great died in the fifteenth century.
372,146730,Balibo (film) takes place in Indonesia.
373,179817,Vic Mensa has been nominated for a Grammy Award.
374,85923,Adidas designs items.
375,204556,Commodore is a naval rank.
376,154383,Warren Beatty co-wrote Reds.
377,129426,"In 2016, Sausage Party was released."
378,73017,The Challenge XXX: Dirty 30 is the thirtieth season of a TV series.
379,187390,Rob McElhenney plays the character Mac on It's Always Sunny in Philadelphia.
380,22609,Therasia is based on the volcanic island group of Santorini.
381,160337,"Jarhead, a 2005 American biographical war drama, was directed by the award-winning auteur Sam Mendes."
382,173670,Moesia included most of the territory of modern-day Western Serbia.
383,140523,Sands Hotel and Casino started as a casino with 200 employees.
384,133233,Touch My Body was released in 2008.
385,17783,The Guthrie Theater's first building stopped operating in 2006.
386,83173,Sky UK is a company which serves a sovereign country in debt.
387,76354,Ice-T's Rhyme Pays was his first commercial full length record.
388,18477,"Psych (season 2) began on July 13th, 2007."
389,201450,A dynamic web page is generated by a computer application.
390,182041,The Fly is a science fiction character.
391,128180,Dan Trachtenberg is from the United States.
392,227773,Lyon is the third-largest city in France.
393,123031,No Strings Attached was released in a country of the Northern Hemisphere.
394,11830,Kenny Chesney is a songwriter and record producer.
395,85571,The Mormon population has increased significantly in recent decades.
396,124578,The Gettysburg Address is a speech.
397,123375,Brown University's main campus is located in the city in Rhode Island with the highest population.
398,1933,Dissociative identity disorder is known as multiple personality disorder.
399,29550,The Invisible Man was a science fiction horror film.
400,123153,Clueless (film) was followed by a series of films.
401,129672,Amy Adams stars in Trouble with the Curve.
402,74224,"The Last Song (film) began filming on Monday, June 14th, 2009."
403,69436,SpongeBob SquarePants is a media franchise.
404,169327,Hammer Film Productions produced the horror movie The Quiet Ones.
405,100271,Sarah Hyland is a New Yorker.
406,43510,Samsung was separated into four business groups in 1982.
407,161101,"Dissociative identity disorder, or DID, may be the result of memory disruptions that have been induced by psychological trauma."
408,67544,Laura Robson participated in the International Tennis Federation.
409,22409,Faye Resnick is an interior designer.
410,20672,Vincent D'Onofrio was nominated for an Emmy Award.
411,197632,There was a contribution to the discovery of the remains of King Richard III by the University of Leicester.
412,204997,Tyler Perry is associated with the title comedian.
413,57989,Arjit Singh is an Indian male musician.
414,212212,Gory Guerrero was a wrestler.
415,17915,Fred Seibert has produced comedy programs.
416,153148,Pakistan's economy is 32nd largest in nominal gross domestic product.
417,129789,"Google Search can find stock quotes, updated in real time."
418,115065,The Silver Surfer appears in Dutch comic books.
419,177970,It is customary to wear outfits while Trick-or-Treating.
420,33235,The Walking Dead (comic book) inspired The Walking Dead: Torn Apart.
421,227114,Blank Space is on a top 100 list in numerous countries.
422,215878,"Jerome Flynn was born on March 16, 1963."
423,197636,There was a contribution of the identification of the remains of King Richard III by the University of Leicester.
424,228079,Caleb McLaughlin was named in the year 2001.
425,175450,Death Note is a Japanese television series that is available on DVD.
426,119857,Issa Rae shows various media created by people of color.
427,74648,Ned Stark was introduced in 1996's A Game of Thrones.
428,178219,Move (Little Mix song) was released in October of 2013.
429,93901,DodgeBall: A True Underdog Story has Vince Vaughn and Ben Stiller in starring roles.
430,30961,Georges Gilles de la Tourette described symptoms of Tourette's syndrome.
431,156694,"South Island is referred to as the ""mainland."""
432,103003,Kate Walsh was on a television show.
433,206997,Punch-Drunk Love was distributed by Columbia Pictures.
434,125440,Stomp the Yard has Meagan Good in a minor role.
435,129996,Keegan-Michael Key has yet to appear at a White House Correspondents' Dinner.
436,16378,Scandal is an American band.
437,162664,Norman Bates is a fictional character.
438,201595,A thunderstorm can also be called a catastrophe.
439,132834,Gamal Abdel Nasser's business was in the capital of Egypt.
440,62117,Aestheticism values aesthetics over socio-political themes.
441,91111,Half Girlfriend was partially filmed in India.
442,92586,Firefox is one of the most popular web browsers.
443,224137,Celebrity Rehab with Dr. Drew is a TV show.
444,64885,James Spader is known for portraying eccentric villains.
445,32534,Japan is in Asia.
446,34769,Multiple people were involved in the development of Team Fortress 2.
447,96584,Donald Duck wears a shirt.
448,184285,Vera Wang is an American Fashion Designer.
449,56959,Samsung entered the shipbuilding industries in the 1970's.
450,150751,Paul von Hindenburg was a man.
451,92851,John Frusciante incorporated experimental rock into his music.
452,72751,Jamie Lee Curtis had a starring role in John Carpenter's Halloween.
453,157602,John DiMaggio has had roles on eighteen shows from Cartoon Network.
454,143242,Castlevania was developed for the Nintendo Wii.
455,1729,Joni Mitchell released 17 albums of original songs.
456,194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.
