,player_name,_col_1
43,Jonas Jerebko,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on my general knowledge, here are the answers:

Joe Harris - Chelan, Washington
Joe Ingles - Happy Valley, Australia
Joe Johnson - Little Rock, Arkansas
Joel Anthony - Montreal, Canada
Joey Dorsey - Baltimore, Maryland

So, the answer would be: Chelan, Washington"
44,John Henson," Torrance, California"
45,Kendall Marshall,Indianapolis
46,PJ Tucker, Peoria
47,Adreian Payne,"Dayton, Ohio"
48,Nicolas Batum, Trenton
49,Marc Gasol, Stockholm
50,Chase Budinger,Encinitas
51,Cristiano Felicio," Pouso Alegre, Brazil"
52,Kevon Looney, Toronto
53,Rajon Rondo,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on my knowledge, here are the answers:

Omer Asik - Bursa, Turkey
PJ Tucker - Raleigh, North Carolina
Pablo Prigioni - Río Tercero, Argentina
Patrick Beverley - Chicago, Illinois
Patrick McCaw - St. Louis, Missouri

So, the answer would be:
Bursa"
54,Pau Gasol,São Carlos
55,Martell Webster,Melbourne
56,Brandon Jennings, Compton
57,Dario Saric, Sibenik
58,Blake Griffin, Oklahoma City
59,Malcolm Brogdon, Brooklyn
60,Perry Jones III,Sombor
61,Kevin Durant,"To answer the question about the birthplace of each player, I'll need to provide the birthplace for each of the given players. Here are the answers:

Jusuf Nurkic - Tuzla, Bosnia and Herzegovina
Karl-Anthony Towns - Piscataway, New Jersey
Kawhi Leonard - Los Angeles, California
Kelly Olynyk - Toronto, Ontario
Kelly Oubre Jr. - New Orleans, Louisiana

So, the answer is: Tuzla"
62,Joe Ingles," Saginaw, Michigan"
63,Ed Davis," 
Ed Davis - Washington"
64,Solomon Hill,Meridian
65,Deyonta Davis," Muskegon, Michigan"
66,Shane Larkin,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each of the given players. Based on available data:

- Ray McCallum was born in Detroit, Michigan
- Reggie Bullock was born in Baltimore, Maryland
- Reggie Williams was born in Prince George, Virginia
- Robin Lopez was born in North Hollywood, California
- Rodney Hood was born in Meridian, Mississippi

So, the answer would be: Detroit"
67,CJ Watson," Las Vegas, Nevada"
68,Terry Rozier,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Sergey Karasev was born in St. Petersburg, Russia.
Sergio Rodriguez was born in San Juan, Puerto Rico, but I found that Sergio Rodríguez, the Spanish basketball player, was born in San Cristóbal de La Laguna, Spain, so I will use this information.
Shane Larkin was born in Cincinnati, Ohio, USA.
Shawn Long was born in Morgan City, Louisiana, USA.
Shawn Marion was born in Waukegan, Illinois, USA.

So, the answer is: St. Petersburg"
69,Carl Landry,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Based on available data, here are the answers:

Carl Landry - Milwaukee, Wisconsin
Caron Butler - Racine, Wisconsin
Chandler Parsons - Casselberry, Florida (near Orlando)
Channing Frye - White Plains, New York
Chase Budinger - Encinitas, California (near San Diego, but some sources say Encinitas or La Costa, so I'll use Encinitas)

So, the answer is: Milwaukee"
70,Timofey Mozgov, Cincinnati
71,Reggie Williams,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Patty Mills - Canberra, Australia
Pau Gasol - Sant Boi de Llobregat, Spain
Pero Antic - Skopje, Macedonia
Perry Jones III - Winchendon, Massachusetts, USA
Pierre Jackson - Las Vegas, Nevada, USA

So, the answer is: Canberra"
72,Robin Lopez,Sant Boi de Llobregat
73,Russ Smith,Las Vegas
74,J.J. Barea,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Hassan Whiteside - Gastonia, North Carolina
Hedo Turkoglu - Istanbul, Turkey
Henry Sims - Baltimore, Maryland
Hollis Thompson - Pasadena, California
Ian Clark - Memphis, Tennessee

So, the answer is: Gastonia, North Carolina"
75,Troy Daniels,Akron
76,Marcus Smart," Melbourne

So the final answer is: Zanesville"
77,Briante Weber,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Briante Weber - Chesapeake, Virginia
Brook Lopez - North Hollywood, California
CJ McCollum - Canton, Ohio
CJ Watson - Las Vegas, Nevada
Cameron Payne - Memphis, Tennessee

So, the answer is: Chesapeake, Virginia"
78,Danny Granger," New Orleans, Louisiana"
79,Aaron Brooks,"Seattle, Washington"
80,Dwyane Wade," 
Dwyane Wade - Chicago"
81,Al-Farouq Aminu,"Atlanta, Georgia"
82,Alan Anderson,"To answer the question about the birthplace of the player, I would need to look up the birthplace of each player. Here are the answers:

Alan Anderson - Buffalo, New York, USA
Alex Len - Antratsit, Ukraine
Allen Crabbe - Los Angeles, California, USA
Anderson Varejao - Santa Teresa, Brazil
Andrew Bogut - Melbourne, Australia

So, the answer is: Buffalo"
83,Chris Copeland,Orange
84,Al Jefferson,"Monticello, Mississippi"
85,Tarik Black,Brooklyn
86,Chris McCullough,Bronx
87,Elfrid Payton," 
Elfrid Payton - Gretna

So, the answer is: Grand Forks"
88,LaMarcus Aldridge,"Kelford, North Carolina"
89,Jason Terry,Biloxi
90,Patrick McCaw,Mitchell
91,Pero Antic,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Nicolas Batum - Lisieux, France
Nikola Jokic - Sombor, Serbia
Norris Cole - Dayton, Ohio
O.J. Mayo - Huntington, West Virginia
Okaro White - Brooklyn, New York

So, the answer is: Lisieux"
92,Jordan McRae," Montreal, Canada"
93,Jeff Taylor,Mayagüez
94,Domantas Sabonis," Portland, Oregon"
95,Jon Leuer," Nashville, Tennessee"
96,Mindaugas Kuzminskas, Anaheim
97,Jodie Meeks," Norfolk, Virginia"
98,Larry Drew II,"Suitland, Maryland"
99,Jerian Grant,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

James Harden - Bellflower, California
James Michael McAdoo - Norfolk, Virginia
Jarell Eddie - Tampa, Florida
Jason Richardson - Saginaw, Michigan
Jason Terry - Seattle, Washington

So, the answer is: Bellflower, California"
100,Yogi Ferrell,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Timothe Luwawu-Cabarrot: Cannes, France
Tobias Harris: Islip, New York
Tony Allen: Chicago, Illinois
Tony Parker: Bruges, Belgium
Tony Wroten: Seattle, Washington

So, the answer is: Cannes"
101,Tristan Thompson,Seattle
102,Kyle Anderson,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Kendall Marshall - Born in Dumfries, Virginia
Kenneth Faried - Born in Newark, New Jersey
Kent Bazemore - Born in Kelford, North Carolina
Kevin Durant - Born in Suitland, Maryland
Kevin Garnett - Born in Greenville, South Carolina

So, the answer is: Dumfries, Virginia"
103,Markel Brown,Stockholm
104,Austin Daye, Irvine
105,Malachi Richardson,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Zanesville"
106,Spencer Hawes,New York City
107,Marcus Morris, Newark
108,Shawn Marion,Prince George
109,Alex Len,Antratsit
110,Taj Gibson,Carmel
111,Aron Baynes, Gisborne
112,Larry Sanders,"Greenville, South Carolina"
113,Allen Crabbe,Los Angeles
114,Anthony Bennett,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Anthony Bennett - Toronto, Canada
Anthony Morrow - Charlotte, North Carolina
Aron Baynes - Gisborne, New Zealand
Arron Afflalo - Los Angeles, California
Austin Daye - Irvine, California

So, the answer is: Toronto"
115,Joey Dorsey," Nurnberg, Germany"
116,Kelly Oubre Jr.,Norfolk
117,Gorgui Dieng, Inglewood
118,Will Barton,Wau
119,Rashad Vaughn,Raleigh
120,Jeff Ayres,Mostar
121,Shawn Long,Baltimore
122,Sergio Rodriguez," Belo Horizonte, Brazil"
123,Ian Mahinmi,Kébémer
124,DeAndre Jordan,"To answer the question about the birthplace of each player, I would need access to a database or information about the birthplaces of these players. Given the names:

1. DeAndre Jordan
2. DeAndre Liggins
3. DeAndre' Bembry
4. Dejounte Murray
5. Delon Wright

And assuming I have the correct information about their birthplaces:

1. DeAndre Jordan - Houston, Texas
2. DeAndre Liggins - Chicago, Illinois
3. DeAndre' Bembry - Charlotte, North Carolina
4. Dejounte Murray - Seattle, Washington
5. Delon Wright - Los Angeles, California

The answer would be: Houston, Texas"
125,Rodney Hood,Skopje
126,Anthony Morrow, Charlotte
127,Karl-Anthony Towns,"Kinna, Sweden"
128,Jordan Hamilton," Little Rock, Arkansas"
129,Corey Brewer,Portland
130,Sonny Weems,"To answer the question about the birthplace of each player, I'll need to provide the birthplace for each of the given players. Here are the answers:

Rudy Gay - Brooklyn, New York
Russ Smith - New York City, New York
Ryan Hollins - Pasadena, California
Ryan Kelly - Carmel, New York
Sebastian Telfair - Brooklyn, New York

So, the answer is: Brooklyn"
131,Eric Bledsoe,Washington
132,Ryan Hollins,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Quincy Acy - Tyler, Texas
Quincy Miller - Chicago, Illinois
Rajon Rondo - Louisville, Kentucky
Rashad Vaughn - Minneapolis, Minnesota
Raul Neto - Belo Horizonte, Brazil

So, the answer is: Tyler, Texas"
133,Jason Richardson,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Ian Mahinmi - Rouen, France
Isaiah Canaan - Biloxi, Mississippi
Ivica Zubac - Mostar, Bosnia and Herzegovina
J.J. Barea - Mayagüez, Puerto Rico
Jae Crowder - Villa Rica, Georgia

So, the answer is: Rouen"
134,Nikola Jokic, Atlanta
135,Derrick Rose," Chicago, Illinois"
136,CJ McCollum," Canton, Ohio"
137,John Wall," Silver Spring, Maryland"
138,Kevin Garnett, Piscataway
139,Chasson Randle,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Based on available data, here are the answers:

Chasson Randle - Rock Island, Illinois
Chris Copeland - Orange, New Jersey
Chris McCullough - Bronx, New York
Clint Capela - Geneva, Switzerland
Corey Brewer - Portland, Tennessee

So, the answer is: Rock Island"
140,Joe Harris," Tampa, Florida"
141,D.J. Augustin," New Orleans, Louisiana"
142,Hedo Turkoglu,Santiago
143,Tony Wroten,West Memphis
144,Kyrie Irving,"Newark, New Jersey"
145,Stephen Curry,Pasadena
146,Tony Parker,Harvey
147,Ian Clark,Baton Rouge
148,Nene, Fort Pierce
149,Ryan Kelly," Chicago, Illinois"
150,Jae Crowder,"Istanbul, Turkey"
151,Festus Ezeli," 
Eric Gordon - Indianapolis"
152,James Harden,"Baltimore, Maryland"
153,Evan Fournier," 
Emmanuel Mudiay - Kinshasa"
154,Channing Frye,White Plains
155,Kenneth Faried,Edmond
156,Dante Exum,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Dante Exum - Melbourne, Australia
Dario Saric - Sibenik, Croatia
Darren Collison - Rancho Cucamonga, California
Darrun Hilliard - Bethlehem, Pennsylvania
Davis Bertans - Valmiera, Latvia

So, the answer is: Melbourne"
157,Andrew Bogut,Melbourne
158,Brandan Wright, Nashville
159,Patrick Beverley,Edmonds
160,Cory Joseph," Toronto, Ontario"
161,Ivica Zubac,Harvey
162,O.J. Mayo, Philadelphia
163,Brian Roberts, Toledo
164,Caron Butler,Racine
165,Arron Afflalo, Los Angeles
166,Darrun Hilliard, Bethlehem
167,Clint Capela,Geneva
168,Pablo Prigioni,"To answer the question about the birthplace of the player, I would need to look up the birthplace of each player. Here are the answers:

Marquese Chriss - Sacramento, California
Martell Webster - Edmonds, Washington
Mike Miller - Mitchell, South Dakota
Mindaugas Kuzminskas - Vilnius, Lithuania
Nene - São Carlos, Brazil

So, the answer is: Sacramento"
169,Eric Gordon,Gretna
170,James Michael McAdoo,"Pasadena, California"
171,Tyler Ennis,Memphis
172,Pierre Jackson,Dayton
173,Hassan Whiteside,Benin City
174,Giannis Antetokounmpo, Birmingham
175,Cory Jefferson,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Based on available data, here are the answers:

Cory Jefferson - Killeen, Texas
Cory Joseph - Toronto, Ontario
Cristiano Felicio - Pouso Alegre, Brazil
D.J. Augustin - New Orleans, Louisiana
Danny Granger - New Orleans, Louisiana

So, the answer is: Killeen, Texas"
176,Kelly Olynyk,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on my research, here are the birthplaces for each player:

Jordan Hamilton - Los Angeles, California
Jordan McRae - Norfolk, Virginia
Josh McRoberts - Indianapolis, Indiana
Josh Richardson - Edmond, Oklahoma
Justise Winslow - Houston, Texas

So, the answer would be:
Los Angeles"
177,Thon Maker, San Cristóbal de La Laguna
178,Elijah Millsap,Chicago
179,Greg Monroe,Chicago
180,Dejounte Murray," Seattle, Washington"
181,Sheldon McClellan,North Hollywood
182,Jonathon Simmons," Happy Valley, Australia"
183,Delon Wright," Los Angeles, California"
184,Zaza Pachulia, Islip
185,Beno Udrih,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given players. Here are the answers:

Beno Udrih - Celje, Slovenia
Blake Griffin - Oklahoma City, Oklahoma
Brandan Wright - Nashville, Tennessee
Brandon Jennings - Compton, California
Brian Roberts - Toledo, Ohio

So, the answer is: Celje"
186,Kent Bazemore,Houston
187,Chandler Parsons,Casselberry
188,Tobias Harris, Waukegan
189,Anderson Varejao,Santa Teresa
190,Reggie Bullock,St. Louis
191,Will Bynum,Stavropol
192,Norris Cole,"To answer the question about the birthplace of each player, I'll need to provide the birthplace for each of the given players. Here are the answers:

Marc Gasol - Barcelona, Spain
Marcus Morris - Philadelphia, Pennsylvania
Marcus Smart - Flower Mound, Texas
Marcus Thornton - Baton Rouge, Louisiana
Markel Brown - Peoria, Illinois

So, the answer is: Barcelona"
193,Kostas Papanikolaou, New Orleans
194,Timothe Luwawu-Cabarrot, Morgan City
195,Tony Allen,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Sheldon McClellan - Miami, Florida
Solomon Hill - Harvey, Illinois
Sonny Weems - West Memphis, Arkansas
Spencer Hawes - Seattle, Washington
Stephen Curry - Akron, Ohio

So, the answer is: Miami"
196,Jeremy Lin,Villa Rica
197,Marcus Thornton,Brooklyn
198,Wesley Matthews,Youngstown
199,Darren Collison, Rancho Cucamonga
