,player_name,_col_1
23,Ray McCallum,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each of the given players. Based on available data:

- Ray McCallum was born in Detroit, Michigan
- Reggie Williams was born in Prince George, Virginia (note: there might be multiple individuals with this name, but based on a well-known basketball player with this name)
- Robin Lopez was born in North Hollywood, California
- Rudy Gay was born in Brooklyn, New York
- Russ Smith was born in New York City, New York

Given this information, the answer would be:

Detroit"
24,Jusuf Nurkic,"Tuzla, Bosnia and Herzegovina"
25,Joel Anthony," Montreal, Canada"
26,Cameron Payne,Memphis
27,Troy Williams,Virginia
28,Henry Sims,Baltimore
29,Jarell Eddie,"Tampa, Florida"
30,A.J. Price,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Here are the answers:


A.J. Price - Born in Orange, New Jersey
Aaron Brooks - Born in Seattle, Washington
Adreian Payne - Born in Dayton, Ohio
Al Jefferson - Born in Monticello, Mississippi
Al-Farouq Aminu - Born in Atlanta, Georgia


So, the answer is: Orange, New Jersey"
31,Sebastian Telfair,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Sebastian Telfair - Brooklyn, New York
Sergey Karasev - St. Petersburg, Russia
Shane Larkin - Cincinnati, Ohio
Solomon Hill - Harvey, Illinois
Tarik Black - Memphis, Tennessee

So, the answer is: Brooklyn"
32,Francisco Garcia,"Santo Domingo, Dominican Republic"
33,Patty Mills,"Canberra, Australia"
34,Omer Asik,"Bursa, Turkey"
35,Kawhi Leonard,"Los Angeles, California"
36,Denzel Valentine," Lansing, Michigan"
37,Quincy Miller,Chicago
38,DeAndre Liggins,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Here are the answers:


DeAndre Liggins - Chicago, Illinois
DeAndre' Bembry - Charlotte, North Carolina
Denzel Valentine - Lansing, Michigan
Deron Williams - Parkersburg, West Virginia
Deyonta Davis - Muskegon, Michigan


So the answer is: Chicago, Illinois"
39,Hollis Thompson,Pasadena
40,Grant Jerrett,La Verne
41,Josh McRoberts," Indianapolis, Indiana"
42,Gary Harris,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on available information, here are the answers:

Gary Harris - Indianapolis, Indiana
Glen Davis - Baton Rouge, Louisiana
Grant Jerrett - La Verne, California
Henry Sims - Baltimore, Maryland
Hollis Thompson - Pasadena, California

So, the answer would be: Indianapolis"
43,Jonas Jerebko," Borås, Sweden"
44,John Henson,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Based on available data, here are the answers:

John Henson - Lansing, Michigan (or just ""Lansing, Michigan"" as per the request for only the birthplace)
Jon Leuer - Long Lake, Minnesota (or just ""Long Lake, Minnesota"")
Jonas Jerebko - Kinna, Sweden (or just ""Kinna, Sweden"" but more commonly known as being from Borås, Sweden, however, I found Kinna and also Borås, I will use Borås)
Jordan McRae - Savannah, Georgia (or just ""Savannah, Georgia"")
Josh McRoberts - Indianapolis, Indiana (or just ""Indianapolis, Indiana"")

So the answer is: Lansing, Michigan"
45,Kendall Marshall,"Dumfries, Virginia"
46,PJ Tucker,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given players. Here are the answers:

PJ Tucker - Raleigh, North Carolina
Patrick McCaw - St. Louis, Missouri
Patty Mills - Canberra, Australia
Pau Gasol - Sant Boi de Llobregat, Spain
Pero Antic - Skopje, Macedonia

So, the answer is: Raleigh, North Carolina"
47,Adreian Payne,"Dayton, Ohio"
48,Nicolas Batum,"Lisieux, France"
49,Marc Gasol," Barcelona, Spain"
50,Chase Budinger,Encinitas
51,Cristiano Felicio,"Pouso Alegre, Brazil"
52,Kevon Looney,"Milwaukee, Wisconsin"
53,Rajon Rondo,Louisville
54,Pau Gasol,"Sant Boi de Llobregat, Spain"
55,Martell Webster," Edmonds, Washington"
56,Brandon Jennings," Compton, California"
57,Dario Saric,"Sibenik, Croatia"
58,Blake Griffin," Oklahoma City, Oklahoma"
59,Malcolm Brogdon,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Malcolm Brogdon - Atlanta, Georgia
Marc Gasol - Barcelona, Spain
Marcus Smart - Flower Mound, Texas
Marquese Chriss - Sacramento, California
Martell Webster - Edmonds, Washington

So, the answer is: Atlanta, Georgia"
60,Perry Jones III,"To answer the question about the birthplace of each player, I would need to look up the birthplace for each of the given names. Based on available information:

- Perry Jones III was born in Winchendon, Massachusetts (but commonly associated with Boston due to his high school career), however, for simplicity, we might just say ""Winchendon"" or more generally ""Massachusetts"".
- Quincy Acy was born in Tyler, Texas.
- Quincy Miller was born in Chicago, Illinois.
- Rajon Rondo was born in Louisville, Kentucky.
- Raul Neto was born in Belo Horizonte, Brazil.

Given the instruction to return a string containing **only** the birthplace, the answer would be:

Winchendon"
61,Kevin Durant,"To answer the question about the birthplace of the player, I'll need to provide the birthplace for each of the given players. Here are the answers:

Kevin Durant - Suitland, Maryland
Kevin Martin - Zanesville, Ohio
Kevon Looney - Milwaukee, Wisconsin
LaMarcus Aldridge - Dallas, Texas
Larry Drew II - Anaheim, California

So, the answer is: Suitland, Maryland"
62,Joe Ingles," Happy Valley, Australia"
63,Ed Davis,Washington
64,Solomon Hill,Harvey
65,Deyonta Davis," Muskegon, Michigan"
66,Shane Larkin,Cincinnati
67,CJ Watson,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on my research, here are the answers:

CJ Watson - Las Vegas, Nevada
Cameron Payne - Memphis, Tennessee
Carl Landry - Milwaukee, Wisconsin
Chase Budinger - Encinitas, California
Chris Copeland - Orange, New Jersey

So, the answer would be:
Las Vegas"
68,Terry Rozier,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Terry Rozier - Youngstown, Ohio
Timofey Mozgov - Stavropol, Russia (now Stavropol, Russia is often referred to in English as simply 'Stavropol')
Troy Daniels - Roanoke, Virginia
Troy Williams - Virginia, USA (more specifically, Hampton or Newport News, Virginia, but for simplicity, 'Virginia')
Zoran Dragic - Ljubljana, Slovenia

So, the answer is: Youngstown, Ohio"
69,Carl Landry,Milwaukee
70,Timofey Mozgov,Stavropol
71,Reggie Williams,Prince George
72,Robin Lopez,North Hollywood
73,Russ Smith,New York City
74,J.J. Barea,"Mayagüez, Puerto Rico"
75,Troy Daniels,"Roanoke, Virginia"
76,Marcus Smart," Flower Mound, Texas"
77,Briante Weber," Chesapeake, Virginia"
78,Danny Granger,"New Orleans, Louisiana"
79,Aaron Brooks,"Seattle, Washington"
80,Dwyane Wade,Chicago
81,Al-Farouq Aminu,"Atlanta, Georgia"
82,Alan Anderson,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Alan Anderson - Windsor, Connecticut (but I will only return ""Windsor, Connecticut"" without any additional text as per your request, so: Windsor, Connecticut)
Blake Griffin - Oklahoma City, Oklahoma (returning: Oklahoma City, Oklahoma)
Brandon Jennings - Compton, California (returning: Compton, California)
Briante Weber - Chesapeake, Virginia (returning: Chesapeake, Virginia)
Brook Lopez - North Hollywood, California (returning: North Hollywood, California)

So, the answer is: Windsor, Connecticut"
83,Chris Copeland,Orange
84,Al Jefferson,"Monticello, Mississippi"
85,Tarik Black,Memphis
86,Chris McCullough,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Chris McCullough - Bronx, New York
Cristiano Felicio - Pouso Alegre, Brazil
Danny Granger - New Orleans, Louisiana
Dario Saric - Sibenik, Croatia
Davis Bertans - Valmiera, Latvia

So, the answer is: Bronx, New York"
87,Elfrid Payton,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Elfrid Payton - Gretna, Louisiana
Emmanuel Mudiay - Kinshasa, Zaire (now Democratic Republic of the Congo)
Erick Green - Inglewood, California
Evan Turner - Chicago, Illinois
Francisco Garcia - Santo Domingo, Dominican Republic

So, the answer is: Gretna, Louisiana"
88,LaMarcus Aldridge,"Dallas, Texas"
89,Jason Terry,"Seattle, Washington"
90,Patrick McCaw,"St. Louis, Missouri"
91,Pero Antic,"Skopje, Macedonia"
92,Jordan McRae," Savannah, Georgia"
93,Jeff Taylor,"Nørresundby, Denmark"
94,Domantas Sabonis,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given players. Here are the answers:

Domantas Sabonis - Portland, Oregon
Doug McDermott - Grand Forks, North Dakota
Dwyane Wade - Chicago, Illinois
E'Twaun Moore - East Chicago, Indiana (often reported as Chicago, Illinois, due to proximity, but specifically East Chicago)
Ed Davis - Washington, D.C.

Given the instruction to return a string containing **only** the birthplace, the answer would be:

Portland"
95,Jon Leuer," Long Lake, Minnesota"
96,Mindaugas Kuzminskas,"Vilnius, Lithuania"
97,Jodie Meeks," Norcross, Georgia"
98,Larry Drew II,"Anaheim, California"
99,Jerian Grant,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Jerian Grant - Bowie, Maryland
Jodie Meeks - Norcross, Georgia
Joe Ingles - Happy Valley, Australia
Joe Johnson - Little Rock, Arkansas
Joel Anthony - Montreal, Canada

So, the answer is: Bowie, Maryland"
