,player_name,_col_1
67,CJ Watson,CJ Watson
68,Terry Rozier,Florence
69,Carl Landry,Houston
70,Timofey Mozgov,Moscow
71,Reggie Williams,Baltimore
72,Robin Lopez,Philadelphia
73,Russ Smith," Lancaster, KY"
74,J.J. Barea,Houston
75,Troy Daniels,Chicago
76,Marcus Smart,Fremont
77,Briante Weber,Briante Weber
78,Danny Granger,Indianapolis
79,Aaron Brooks,Dallas
80,Dwyane Wade,Chicago
81,Al-Farouq Aminu,Brooklyn
82,Alan Anderson,"Alan Anderson
Alex Len
Allen Crabbe
Anderson Varejao
Andrew Bogut"
83,Chris Copeland,Unknown
84,Al Jefferson,Chicago
85,Tarik Black,Memphis
86,Chris McCullough,Unknown
87,Elfrid Payton,Frankfurt
88,LaMarcus Aldridge,Dallas
89,Jason Terry,Dallas
90,Patrick McCaw,USA
91,Pero Antic,Split
92,Jordan McRae,
93,Jeff Taylor,
94,Domantas Sabonis,Vilnius
95,Jon Leuer,
96,Mindaugas Kuzminskas,Vilnius
97,Jodie Meeks,
98,Larry Drew II,Akron
99,Jerian Grant,
100,Yogi Ferrell,"Indianapolis, Indiana"
101,Tristan Thompson,Los Angeles
102,Kyle Anderson,Dallas
103,Markel Brown,Federal Way
104,Austin Daye,Chicago
105,Malachi Richardson,Waterbury
106,Spencer Hawes,Seattle
107,Marcus Morris,Philadelphia
108,Shawn Marion,USA
109,Alex Len,
110,Taj Gibson,Chicago
111,Aron Baynes,Australia
112,Larry Sanders,San Antonio
113,Allen Crabbe,
114,Anthony Bennett,Canada
115,Joey Dorsey,Joey
116,Kelly Oubre Jr.,Germany
117,Gorgui Dieng,Sudan
118,Will Barton,"El Segundo, California"
119,Rashad Vaughn,Rashad
120,Jeff Ayres,
121,Shawn Long,USA
122,Sergio Rodriguez,Spain
123,Ian Mahinmi,Paris
124,DeAndre Jordan,Seattle
125,Rodney Hood,Fairfield
126,Anthony Morrow,United States
127,Karl-Anthony Towns,Dominican Republic
128,Jordan Hamilton,N/A
129,Corey Brewer,Unknown
130,Sonny Weems,Indianapolis
131,Eric Bledsoe,Kentucky
132,Ryan Hollins," Seattle, WA"
133,Jason Richardson,California
134,Nikola Jokic,Serbia
135,Derrick Rose,"Chicago, IL"
136,CJ McCollum,CJ McCollum
137,John Wall,
138,Kevin Garnett,"Maumee, OH"
139,Chasson Randle,Unknown
140,Joe Harris,Joe
141,D.J. Augustin,Memphis
142,Hedo Turkoglu,Turkey
143,Tony Wroten,Washington
144,Kyrie Irving,Millburn
145,Stephen Curry,Akron
146,Tony Parker,France
147,Ian Clark,USA
148,Nene,Brazil
149,Ryan Kelly," Anaheim, CA"
150,Jae Crowder,Sheboygan
151,Festus Ezeli,Festus Ezeli
152,James Harden,Oklahoma City
153,Evan Fournier,Evan Fournier
154,Channing Frye,Phoenix
155,Kenneth Faried,"Alviso, CA"
156,Dante Exum,Australia
157,Andrew Bogut,
158,Brandan Wright,Dayton
159,Patrick Beverley,Canada
160,Cory Joseph,Cory Joseph
161,Ivica Zubac,Zadar
162,O.J. Mayo,Oklahoma
163,Brian Roberts,Long Beach
164,Caron Butler,Houston
165,Arron Afflalo,United States
166,Darrun Hilliard,Detroit
167,Clint Capela,Switzerland
168,Pablo Prigioni,Argentina
169,Eric Gordon,Indianapolis
170,James Michael McAdoo,New York
171,Tyler Ennis,Regina
172,Pierre Jackson,Oklahoma City
173,Hassan Whiteside,Lebanon
174,Giannis Antetokounmpo,Milwaukee
175,Cory Jefferson,Cory Jefferson
176,Kelly Olynyk,Canada
177,Thon Maker,South Sudan
178,Elijah Millsap,Stanford
179,Greg Monroe,Louisville
180,Dejounte Murray,Buffalo
181,Sheldon McClellan,New York
182,Jonathon Simmons,
183,Delon Wright,Cleveland
184,Zaza Pachulia, Tbilisi
185,Beno Udrih,Bosnia and Herzegovina
186,Kent Bazemore,"Cincinnati, OH"
187,Chandler Parsons,Houston
188,Tobias Harris,New York
189,Anderson Varejao,
190,Reggie Bullock,Detroit
191,Will Bynum,"Baltimore, Maryland"
192,Norris Cole,Florida
193,Kostas Papanikolaou,Larissa
194,Timothe Luwawu-Cabarrot,France
195,Tony Allen,New York
196,Jeremy Lin,
197,Marcus Thornton,Dallas
198,Wesley Matthews,Dallas
199,Darren Collison,Cleveland
