,Game ID,Wins,Losses
303,321.0,6,6
304,322.0,20,21
305,323.0,0,6
306,324.0,-1,-1
307,325.0,18,47
308,326.0,10,43
309,327.0,28,22
310,328.0,2,2
311,329.0,5,7
312,331.0,32,30
313,332.0,39,27
314,333.0,11,19
315,334.0,-1,-1
316,335.0,36,18
317,336.0,31,41
318,337.0,2,3
319,338.0,40,42
320,339.0,14,21
321,340.0,20,9
322,341.0,15,29
323,342.0,36,34
324,344.0,31,19
325,346.0,27,29
326,347.0,-1,-1
327,348.0,23,42
328,349.0,0,14
329,350.0,0,2
330,351.0,13,24
331,352.0,-1,-1
332,353.0,23,32
333,354.0,28,20
334,355.0,1,1
335,356.0,38,28
336,357.0,-1,-1
337,358.0,1,1
338,359.0,14,57
339,360.0,-1,-1
340,361.0,-1,-1
341,362.0,5,16
342,364.0,10,38
343,365.0,33,48
344,366.0,24,37
345,367.0,6,7
346,368.0,12,9
347,369.0,2,5
348,370.0,9,15
349,371.0,-1,-1
350,372.0,4,15
351,373.0,0,3
352,374.0,26,43
353,375.0,-1,-1
354,376.0,44,28
355,377.0,25,35
356,378.0,20,19
357,380.0,28,45
358,381.0,6,7
359,382.0,-1,-1
360,383.0,16,24
361,384.0,-1,-1
362,385.0,,
363,386.0,25,45
364,387.0,-1,-1
365,388.0,26,35
366,389.0,-1,-1
367,390.0,18,61
368,392.0,8,13
369,393.0,46,9
370,394.0,6,1
371,395.0,25,28
372,396.0,-1,-1
373,397.0,11,42
374,399.0,-1,-1
375,400.0,6,8
376,401.0,12,11
377,402.0,9,23
378,403.0,13,3
379,404.0,16,46
380,405.0,1,8
381,406.0,-1,-1
382,407.0,0,13
383,408.0,3,4
384,409.0,12,35
385,410.0,12,14
386,411.0,6,18
387,412.0,43,36
388,413.0,20,16
389,414.0,14,12
390,415.0,21,60
391,416.0,34,38
392,417.0,-1,-1
393,418.0,8,20
394,419.0,4,9
395,420.0,51,21
396,421.0,-1,-1
397,422.0,29,35
398,424.0,18,40
399,425.0,35,32
400,426.0,25,22
401,427.0,20,22
402,428.0,-1,-1
403,429.0,18,5
404,430.0,2,4
405,431.0,7,37
406,432.0,20,36
407,433.0,-1,-1
408,434.0,-1,-1
409,435.0,9,8
410,436.0,,
411,437.0,-1,-1
412,438.0,11,16
413,440.0,13,30
414,441.0,36,35
415,442.0,11,10
416,443.0,0,12
417,444.0,5,12
418,445.0,27,34
419,446.0,1,-1
420,447.0,19,14
421,448.0,10,13
422,449.0,0,6
423,450.0,0,6
424,451.0,8,10
425,452.0,-1,-1
426,453.0,-1,-1
427,454.0,4,13
428,455.0,,
429,456.0,18,22
430,457.0,13,4
431,458.0,30,51
432,459.0,15,13
433,460.0,19,43
434,461.0,24,30
435,462.0,1,3
436,463.0,19,29
437,464.0,0,3
438,465.0,10,16
439,466.0,50,11
440,467.0,-1,-1
441,468.0,,
442,469.0,6,7
443,470.0,-1,-1
444,471.0,-1,-1
445,473.0,19,31
446,474.0,11,14
447,475.0,4,15
448,476.0,43,26
449,477.0,6,7
450,478.0,-1,-1
451,479.0,12,25
452,480.0,-1,-1
453,481.0,8,10
454,482.0,7,6
455,483.0,36,21
456,484.0,4,27
457,485.0,20,57
458,486.0,21,59
459,487.0,41,32
460,488.0,26,19
461,489.0,-1,-1
462,490.0,39,40
463,491.0,28,43
464,492.0,14,13
465,493.0,27,22
466,494.0,19,14
467,495.0,13,17
468,496.0,3,2
469,497.0,9,40
470,498.0,5,10
471,501.0,,
472,502.0,,
473,503.0,,
474,504.0,,
475,505.0,,
476,506.0,,
477,507.0,,
478,508.0,,
479,509.0,,
480,510.0,,
481,511.0,,
482,512.0,,
483,513.0,,
484,514.0,,
485,515.0,,
486,516.0,,
487,517.0,,
488,518.0,,
489,519.0,,
490,520.0,,
491,521.0,,
492,522.0,,
493,523.0,,
494,524.0,,
495,525.0,,
496,526.0,,
497,527.0,,
498,528.0,,
499,529.0,,
500,,-1,-1
501,,15,50
502,,9,22
503,,38,26
504,,29,41
505,,2,7
506,,35,42
507,,35,17
508,,19,32
509,,1,5
510,,11,20
511,,3,11
512,,33,24
513,,7,19
514,,35,37
515,,-1,-1
516,,3,1
517,,30,32
518,,25,32
519,,-1,-1
520,,7,8
521,,29,23
522,,0,1
523,,33,22
524,,-1,-1
525,,0,1
526,,34,34
