,Game ID,Wins,Losses
92,96,34.0,
93,97,7.0,7.0
94,98,4.0,14.0
95,99,,3.0
96,100,30.0,28.0
97,101,21.0,13.0
98,102,0.0,9.0
99,103,,
100,104,0.0,53.0
101,105,17.0,18.0
102,106,,20.0
103,107,-1.0,2.0
104,108,11.0,37.0
105,109,45.0,19.0
106,110,33.0,17.0
107,111,,2.0
108,112,6.0,-1.0
109,113,43.0,10.0
110,114,-1.0,14.0
111,115,0.0,
112,116,94.0,21.0
113,117,37.0,10.0
114,118,11.0,
115,119,6.0,13.0
116,120,4.0,34.0
117,121,,-1.0
118,124,35.0,2.0
119,125,27.0,52.0
120,126,,14.0
121,127,-1.0,
122,128,,-1.0
123,129,,28.0
124,130,50.0,8.0
125,131,,37.0
126,132,,32.0
127,133,21.0,21.0
128,134,-1.0,
129,135,18.0,-1.0
130,136,38.0,
131,137,37.0,24.0
132,138,11.0,14.0
133,139,17.0,
134,140,5.0,62.0
135,141,7.0,
136,142,35.0,8.0
137,143,8.0,-1.0
138,144,28.0,
139,145,,-1.0
140,146,,
141,147,8.0,
142,148,8.0,
143,149,12.0,18.0
144,151,8.0,-1.0
145,152,27.0,10.0
146,153,33.0,-1.0
147,154,11.0,8.0
148,156,13.0,9.0
149,157,11.0,-1.0
150,158,,38.0
151,159,,
152,160,,-1.0
153,161,21.0,15.0
154,162,,
155,163,12.0,20.0
156,164,3.0,8.0
157,165,29.0,28.0
158,166,,31.0
159,167,-1.0,6.0
160,168,,4.0
161,169,,
162,170,0.0,-1.0
163,171,,41.0
164,172,28.0,24.0
165,173,12.0,17.0
166,174,,
167,175,14.0,19.0
168,176,,
169,177,9.0,19.0
170,178,,35.0
171,179,13.0,-1.0
172,180,22.0,26.0
173,181,,-1.0
174,182,18.0,
175,183,,-1.0
176,184,2.0,5.0
177,185,13.0,
178,186,38.0,16.0
179,187,-1.0,19.0
180,188,1.0,16.0
181,189,26.0,
182,190,,-1.0
183,191,,45.0
184,193,,
185,194,2.0,13.0
186,195,3.0,
187,196,17.0,2.0
188,197,,22.0
189,198,13.0,3.0
190,200,38.0,
191,201,21.0,-1.0
192,202,21.0,9.0
193,203,19.0,37.0
194,204,,0.0
195,205,,
196,206,9.0,7.0
197,207,27.0,17.0
198,208,,
199,209,20.0,33.0
200,210,0.0,31.0
201,212,5.0,18.0
202,213,3.0,
203,215,,-1.0
204,216,30.0,34.0
205,217,-1.0,-1.0
206,218,-1.0,-1.0
207,219,-1.0,
208,220,30.0,22.0
209,221,,-1.0
210,222,,28.0
211,223,35.0,3.0
212,224,-1.0,18.0
213,225,42.0,
214,226,29.0,17.0
215,227,13.0,4.0
216,228,13.0,-1.0
217,229,43.0,5.0
218,230,23.0,23.0
219,231,17.0,0.0
220,232,0.0,13.0
221,233,26.0,
222,234,12.0,
223,235,11.0,
224,236,16.0,
225,237,-1.0,
226,238,,21.0
227,239,14.0,-1.0
228,240,,16.0
229,241,4.0,47.0
230,242,,42.0
231,243,62.0,57.0
232,244,-1.0,-1.0
233,245,14.0,35.0
234,246,2.0,23.0
235,247,0.0,
236,248,38.0,27.0
237,249,,27.0
238,250,,45.0
239,251,41.0,-1.0
240,252,2.0,-1.0
241,253,-1.0,-1.0
242,254,18.0,3.0
243,256,,
244,257,7.0,49.0
245,258,36.0,58.0
246,259,39.0,-1.0
247,260,4.0,19.0
248,261,-1.0,
249,262,,-1.0
250,263,,35.0
251,264,22.0,-1.0
252,265,-1.0,-1.0
253,266,-1.0,-1.0
254,268,31.0,
255,269,14.0,
256,270,2.0,-1.0
257,271,,-1.0
258,272,5.0,32.0
259,273,24.0,
260,275,26.0,16.0
261,276,19.0,50.0
262,277,-1.0,
263,278,21.0,-1.0
264,279,,51.0
265,280,,3.0
266,281,3.0,1.0
267,282,34.0,
268,283,2.0,36.0
269,284,,50.0
270,285,16.0,23.0
271,286,,6.0
272,287,-1.0,-1.0
273,288,,-1.0
274,289,,36.0
275,291,18.0,35.0
276,292,14.0,8.0
277,293,,45.0
278,295,31.0,9.0
279,296,,
280,297,,50.0
281,298,22.0,
282,299,3.0,-1.0
283,300,3.0,11.0
284,301,15.0,
285,302,-1.0,
286,303,,
287,304,11.0,2.0
288,305,28.0,7.0
289,306,3.0,27.0
290,307,43.0,38.0
291,308,8.0,35.0
292,309,31.0,-1.0
293,310,4.0,41.0
294,311,12.0,
295,312,4.0,21.0
296,314,-1.0,-1.0
297,315,,
298,316,38.0,
299,317,0.0,8.0
300,318,18.0,1.0
301,319,24.0,16.0
302,320,27.0,-1.0
303,321,19.0,29.0
304,322,3.0,10.0
305,323,37.0,11.0
306,324,-1.0,-1.0
307,325,,
308,326,-1.0,41.0
309,327,11.0,25.0
310,328,,
311,329,-1.0,
312,331,-1.0,-1.0
313,332,35.0,-1.0
314,333,9.0,
315,334,28.0,-1.0
316,335,14.0,
317,336,1.0,
318,337,,-1.0
319,338,0.0,2.0
320,339,12.0,
321,340,,-1.0
322,341,,40.0
323,342,4.0,
324,344,,
325,346,0.0,
326,347,0.0,27.0
327,348,8.0,29.0
328,349,4.0,
329,350,,
330,351,22.0,23.0
331,352,-1.0,6.0
332,353,,
333,354,-1.0,1.0
334,355,4.0,10.0
335,356,49.0,15.0
336,357,22.0,21.0
337,358,5.0,37.0
338,359,32.0,
339,360,0.0,36.0
340,361,-1.0,9.0
341,362,-1.0,
342,364,10.0,4.0
343,365,,50.0
344,366,-1.0,
345,367,-1.0,-1.0
346,368,-1.0,30.0
347,369,,115.0
348,370,18.0,8.0
349,371,,36.0
350,372,32.0,19.0
351,373,13.0,14.0
352,374,,8.0
353,375,19.0,21.0
354,376,42.0,
355,377,11.0,60.0
356,378,79.0,57.0
357,380,,27.0
358,381,,26.0
359,382,,15.0
360,383,4.0,
361,384,60.0,4.0
362,385,16.0,-1.0
363,386,-1.0,-1.0
364,387,-1.0,9.0
365,388,0.0,33.0
366,389,14.0,
367,390,15.0,0.0
368,392,,8.0
369,393,21.0,27.0
370,394,-1.0,
371,395,-1.0,-1.0
372,396,41.0,
373,397,18.0,
374,399,,24.0
375,400,-1.0,-1.0
376,401,39.0,4.0
377,402,-1.0,37.0
378,403,38.0,
379,404,,20.0
380,405,42.0,22.0
381,406,,22.0
382,407,21.0,21.0
383,408,0.0,
384,409,,-1.0
385,410,,6.0
386,411,,10.0
387,412,-1.0,-1.0
388,413,1.0,
389,414,2.0,
390,415,25.0,14.0
391,416,3.0,38.0
392,417,17.0,31.0
393,418,,6.0
394,419,9.0,
395,420,7.0,
396,421,39.0,-1.0
397,422,,
398,424,3.0,10.0
399,425,-1.0,8.0
400,426,37.0,22.0
401,427,19.0,38.0
402,428,,
403,429,0.0,26.0
404,430,88.0,30.0
405,431,6.0,4.0
406,432,22.0,15.0
407,433,23.0,29.0
408,434,,
409,435,38.0,
410,436,,8.0
411,437,19.0,27.0
412,438,,14.0
413,440,7.0,43.0
414,441,45.0,
415,442,8.0,29.0
416,443,17.0,24.0
417,444,-1.0,
418,445,26.0,
419,446,20.0,11.0
420,447,15.0,-1.0
421,448,9.0,89.0
422,449,4.0,1.0
423,450,13.0,-1.0
424,451,,7.0
425,452,20.0,43.0
426,453,18.0,4.0
427,454,,
428,455,-1.0,-1.0
429,456,1.0,-1.0
430,457,6.0,37.0
431,458,30.0,13.0
432,459,1.0,32.0
433,460,22.0,14.0
434,461,33.0,
435,462,,-1.0
436,463,9.0,
437,464,24.0,51.0
438,465,,28.0
439,466,24.0,16.0
440,467,13.0,7.0
441,468,,
442,469,43.0,22.0
443,470,30.0,29.0
444,471,6.0,28.0
445,473,4.0,
446,474,-1.0,-1.0
447,475,16.0,13.0
448,476,,-1.0
449,477,16.0,19.0
450,478,,4.0
451,479,4.0,35.0
452,480,8.0,32.0
453,481,18.0,2.0
454,482,26.0,8.0
455,483,-1.0,
456,484,9.0,
457,485,,1.0
458,486,3.0,
459,487,10.0,
460,488,28.0,19.0
461,489,27.0,22.0
462,490,,24.0
463,491,,
464,492,23.0,38.0
465,493,19.0,-1.0
466,494,30.0,32.0
467,495,27.0,
468,496,,22.0
469,497,4.0,1.0
470,498,20.0,
471,501,-1.0,-1.0
472,502,4.0,
473,503,,5.0
474,504,8.0,27.0
475,505,,3.0
476,506,0.0,15.0
477,507,,
478,508,32.0,20.0
479,509,24.0,20.0
480,510,-1.0,-1.0
481,511,14.0,
482,512,,
483,513,,22.0
484,514,0.0,13.0
485,515,,2.0
486,516,24.0,
487,517,46.0,27.0
488,518,,
489,519,-1.0,
490,520,35.0,
491,521,13.0,56.0
492,522,40.0,40.0
493,523,29.0,8.0
494,524,3.0,34.0
495,525,12.0,
496,526,,
497,527,8.0,
498,528,9.0,-1.0
499,529,38.0,
