,Game ID,Wins,Losses
281,298,18.0,
282,299,6.0,6.0
283,300,9.0,11.0
284,301,13.0,
285,302,-1.0,
286,303,9.0,24.0
287,304,0.0,
288,305,-1.0,29.0
289,306,38.0,31.0
290,307,17.0,27.0
291,308,22.0,
292,309,11.0,98.0
293,310,16.0,21.0
294,311,21.0,22.0
295,312,27.0,-1.0
296,314,-1.0,-1.0
297,315,,38.0
298,316,,
299,317,31.0,
