review,sentiment
"This film is worth seeing since it is a classic in the sense of being the very first full length film released in the process of three demention. It was not very good in its acting or story plot, but can be a great movie quiz question from an historical standpoint. It should be seen in the 3 D process with polarized lenses.",negative
"Certain aspects of Punishment Park are less than perfect, specifically some of the acting. However I feel that this is probably the most important movie of the ""war on terror"" era. I grew up hating hippies and in some respects I still do. It wasn't until the United States was started down the path of an unnecessary and deceitful war in Iraq that I began to see the world through their eyes. I can feel what they must have felt. Although the film is somewhat dated, watching it brings those uncomfortable emotions about our present situation right to the surface. It's clear enough early in the film that Punishment Park is designed to be a concentration and death camp for all the ""unpatriotic"" elements of American society. This is certainly an exaggerated and extreme view of our polarized society, but it is CREDIBLE. At times I find myself believing that the USA could easily slip into fascism. As I watched this film I could only think about how I hear similar sentiments from people on both sides of the political spectrum almost daily. This movie is a raw, concentrated distillation of America's PRESENT political scene. I am both impressed and saddened that something this relevant (and yes, accurate) was filmed more than 30 years ago. If you take a more moderate view of the movie and choose to believe that this couldn't happen here, look more closely at Guantanamo Bay, some of our ""enemy combatants,"" the rumored CIA secret prisons and the many incidents similar to the one in Greensboro, NC in 1979 (8 full years AFTER the making of this movie).",positive
"....shut it off. The prologue with Fu Manchu's birthday, and the opening credits of the assassins training, is amusing. Then it drops off faster than hair sprayed with Neat. Look for a cameo by Cato in the beginning, with a figurative wink at the audience.",negative
"Who doesn't love the muppets?! Impossible it is to watch them without getting some kind of warm, fuzzy feeling inside. So, I guess what's important is that this movie seemed to very successfully capture what makes the muppets so special. I don't remember much about the details of the plot but the various moments and characters in the film I recall quite fondly. In fact, there was quite a nostalgic atmosphere to the whole movie but without being self-conscious in any bad way. Refreshing for someone who possibly gets too hung up on meticulous details and technique; the ""magic"" transcends all that other stuff. 'Tis indeed what movies are made of.<br /><br />So, how does the film achieve these things? Hmmm, nice question! Stumped am I? Let's see. Really, I feel like it's quite simple. The filmmakers believe in their material and don't take themselves too seriously in the process. I probably wouldn't say the film has many truly inspired moments, but it does have a certain life to it (that funnily enough a great many ""real people"" movies lack). A zest. You really want to believe in these funny little people and their adventures. They also have a certain innocence about them that makes them all the more endearing.<br /><br />Generally I get the impression that the people that made the movie just weren't afraid to try whatever felt right to them at the time which gives the whole thing quite a loose feel. Kind of like a really accessible and enjoyable extended jazz session. Lots of talent, little predictability and plenty of warm personalities coming through. The cameos were of course a bunch of nice surprises for instance. Maybe I don't feel I have much to say about it because I was half-asleep when I saw it (and/or as I write this review). Anyway, I'm sort of semi-repeating myself here but I really liked the sense of family the movie had. Full of love I suppose you might say. Again, a feeling of nostalgia comes to mind which not many films manage to achieve so effectively or effortlessly.<br /><br />And to repeat myself once more, one of the film's best charms is its very relaxed and welcoming atmosphere. Like the Nathaniel Hawthorne quote about happiness being (like) a butterfly, so The Muppet Movie greatly succeeds partially by not seeming to try to do so. Same with beauty being best undiscovered or untouched or unforced or something like that. Anyway, if that sounds sappy, I also reckon it was pretty hilarious.<br /><br />So, all in all, this movie was very funny, touching and difficult not to smile along to. Plus it features lots of great music! Highly recommended to all humans, both the young and the young at heart.",positive
"IN THE LINE OF FIRE, in my opinion, is an excellent, suspenseful, and edge-of-your-seat action/drama/thriller! I thought that Agent Horrigan (Clint Eastwood) and Agent Raines (Rene Russo) looked good in the attire they wore at the presidential dinner. As for Leary (John Malkovich), he was a sick man who loved to toy with Frank by phone. He looked good in the tuxedo he wore near the end of the film, though. One thing that surprised me was the growing attraction between Agent Horrigan and Agent Raines. Before I wrap this up, I'd like to say that the entire cast and crew did an outstanding job, I loved the setting, and I couldn't get enough of it. Now, in conclusion, to all you Clint Eastwood fans who haven't seen this excellent, suspenseful, and edge-of-your-seat action/drama/thriller, I highly recommend it.",positive
"The first time I had heard of Guest House Paridiso was in the, er... ""washroom"" after having just seen Fight Club. In each urinal was deposited a small, round black circle. When the circle came into contact with moisture (to put it delicately), it caused a colour picture to form, with photographs of the two stars and the tag line ""You'll P*** Yourself Laughing"". When you'd finished washing your hands, the circle had dried and faded to black again, waiting to spring it's surprise on the next ""victim"".<br /><br />Okay, maybe the punchline wasn't terribly sophisticated, but you have to admit it was innovative. In fact, I think I can honestly say I've never seen anything like it in my life before, and these days of over a century of cinema and marketing, that's a real feat. What a pity the film that went with it failed to live up to the promise.<br /><br />I hate to pan Guest House Paridiso and I am indebted to Rik Mayall (Richard Twat) and Adrian Edmondson (Eddie Elizabeth Ndingombaba) for many years of laughter through their appealing television series, be it the invention of The Young Ones (1982-1984), the sitting room plays of Bottom (1991-1995), or even solo work, such as Rik in the New Statesman (1988-1993). In fact, this would have made an hilarious 45 minute tv special. Unfortunately, its an 89 minute film.<br /><br />There's definitely some merit to be had, and I laughed continuously throughout the protracted finale, which spoofed the Exorcist and Raiders of the Lost Ark, and involved... well, you'll have to see that bit for yourself. Yet often the pace is leaden, and a sterile atmosphere is throughout. The two stars (Edmondson taking his usual backseat, this time due to the fact that he adequately directs) never really get into first gear, Mayall only sporadically showing the foul-mouthed mania that makes us love him on the small screen. Indeed, the writers' presumption that we are already familiar with the characters leads to them being underdelivered to the audience. The slight hints of depth seen in the series (Richie's effeminate, failed social-climbing for example) are not present here, and instead we are left with parodies of parodies.<br /><br />The Fawlty Towers accusation does pass water, complete with drunken chef and unseen, called-for waiter ""Pasquele"", which uncannily rhymes with Manuel. Some of the ideas, such a hotel next to a nuclear reactor with a childrens' swing hanging over a cliff face, are very, very funny, but ultimately the frenetic pace is stolen, the two constantly looking for a studio audience that isn't there, and all the ""dead laugh"" areas patched up with incidental ""comedy"" music that would have been dated in a Carry On film two decades ago.<br /><br />Paridiso's brand of puerile, sadistic, perverse humour IS funny, and I feel sure it will make you laugh ... just not as often as it should.",negative
"Hayden Christianson and Jessica Alba two of my least favourite actors of this century team up in what is quite possibly the flattest attempt at remake the already dire The Butterfly Effect. Awake is so dull and so utterly uninteresting that you'd be better off asleep. Terrance Howard still recovering from the diabolical August Rush puts up a decent fight as the sadistic doctor who seems hell bent on killing Christianson and after viewing his performance I would gladly assists.<br /><br />Alba, still recovering after Fantastic Four Rise of the Silver surfer. Is naturally disastrous and equally unwatchable as she always was. Only once has she ever been rather brilliant at that was in the safe hands of master director Robert Rodriguez in Sin City. Could it possibly be that Jessica alba isn't as poor of an actress as most give her credit for and is is possibly that her acting abilities are being weight down by a poor script. If so then that would explain Awake. What with a script that would shame that of Plan 9 from Outer Space.<br /><br />Jessica Alba, Hayden Christenson, and Terrence Howard star in first-time director/screenwriter Joby Harold's nerve-jangling psychological thriller about a man who experiences the frighteningly common surgical phenomenon known as ""aesthetic awareness,"" in which those laid out on the operating table remain acutely aware of what is going on around them despite remaining completely paralyzed and unable to cry out for help. When a successful young young man (Christenson) goes under the knife and realizes that the anaesthesia hasn't quite done its job, the horror quickly sets in as his worried wife (Alba) waits anxiously and a terrifying drama unfolds in the operating room.<br /><br />Hoping to do for operating tables what Final Destination did for planes, this first effort from director Joby Harold pivots on a blood-frosting conceit. The pre-credits sequence tells us one in 700 people suffers from a phenomenon known as 'anaesthetic awareness', where the patient remains conscious but paralysed during surgery. One such unfortunate individual is Clayton Beresford Jr (Hayden Christensen), who finds himself wide awake during a heart transplant... and he can feel every single slice.<br /><br />Intermittently inventive as it probes away at his tortured psyche, Awake fails to inject true terror into its novel premise. Spiralling from chilling simplicity into absurd conspiracy, it's hindered by stilted turns from Christensen and Jessica Alba. You'll wish you'd popped a sedative before watching <br /><br />VERDICT: Awake is at very best extremely undemanding. A pull no punches film that undoubtedly looked better on paper. As a film though its awfully generic and extremely derived. Awake fails to inject terror into its novel premise. The end result is really quite lousy. Alba and Christian are the very least of your worries as the films main flaw lies in its inability to scare its audience. Awake is a film you'll most likely sleep through.",negative
"Doctor Mordrid is one of those rare films that is completely under the radar, but is totally worthwhile. It really reminds me of the old serials from the 30s and 40s. Which is why I'd have loved to see follow-up movies... but judging by the rest of Full Moon's output there simply weren't enough tits to satisfy the typical audience. Unfortunately, thanks to a completely superfluous sacrifice scene there two too many for a family audience - which is unfortunate, because without em' this could have been a Harry Potter-style magicfest that kids would have eaten up. Both Jeffrey Combs and Yvette Nipar are great - I wasn't sure if Ms. Nipar hadn't wandered off an A-list picture onto this film, she was very believable. No, seriously! Anyway - it's a shame they didn't have the bucks to license Dr. Strange, because I think this could have been a total kiddie phenom.",positive
"We went to the movie with a group because the play we were going to was cancelled. It is without doubt one of the worst movies ever. It is not that i don't like cult-movies I do. But nothing happens in the film. One does not feel any connection with the characters whatsoever. endless times without dialog. And the car. How do thay carry a huge tent and beds chairs and clothing for every day in that car? It is a two seater! I have to say however the scenery is beautiful, but not in a movie, the director should have made a photoshoot of the movie, so that we could skip about 80 minutes of useless time in with nothing happens anyway.<br /><br /> I would not recommend it, as it is a waste of your time",negative
"""Die Sieger"" was highly recommended to be one of the few good action movies made in Germany. I watched it last night and I must admit, that I am deeply disappointed. If that is supposed to be ""the last best hope"" for entertaining and challenging German action cinema, well then there is not much left.<br /><br />""Die Sieger"" tries to be sexy, daring and furious but it is nothing of that kind. The characters are wooden and stereotype and whenever they do something unexpected (which doesn't happen too much) the act against their nature. That makes it hard - for me almost impossible - to follow them or even identify with them.<br /><br />Most of all I think the film is very bad cast. There is not one character in whom I believe. Maybe the superior officer at the SWAT unit - but that's about it. Those people that try to look like or act like special units, like elite cops - I don't believe them. Not for a second.<br /><br />The story is not so bad after all. But I think it's badly told. You don't get to know the bad guy at all - for example. And when after a ""very dark"" show down Karl Simon (the good guy) asks his already dead opponent ""why? ... what for?"" I did ask myself that very same question, knowing, that Dominik Graf wouldn't have the answer.<br /><br />I sincerely hope - no - I believe that Germany can do better, even with action films.",negative
"This film was bad because there was nothing interesting about it. It was sort of a remake but then again, not really. I was very disappointed considering the tools that Tim Burton has at his disposal. He had great make up and CGI available and lots of money ($100 million) but can you honestly say that what we got was as good as the original film that was made for less than $6 million? Heck no. So in that regard, the film fails.<br /><br />At least in the original film, the statue of liberty scene was shocking but there was nothing shocking in this film even the end scene because you could kind of see it coming. And, by the way, if you give it some thought, and I did, you can figure out how the ending could come about. I just wish I had back the time that I wasted thinking about it.<br /><br />This film would have been brilliant and fun if it stayed along the lines of the first film and adopted part of ""Beneath the Planet of the Apes"". Here's how I would have written it:<br /><br />An astronaut (it really should have been more than Marky Mark because he's not good enough to care a film all by himself so I would have put in three guys) that would land on what they would think would be another planet, encounter humans (not mutes), a city ruled by apes, were hunted, made friends with some good apes, discover that they're on earth via finding some destroyed ruins, end up running into crazy mutant humans living beneath the earth, a war breaks out between the mutant humans and the apes, and then....well, let your imagination run wild on how you want to end it.<br /><br />But my point is that there could have been so much more to this film. Sadly, Tim Burton really knows how to wreck a good thing. Consider what he did with the Batman series. He's a rotten director inspite what of people think. He's trendy so he must be good goes the thinking. Sorry, but no. If anyone else had done this film, it would have turned out far better and would have been far more satisfying.",negative
"*****Classic ****Excellent ***Good **Fair *Tragic<br /><br />Review:<br /><br />Oldboy is not for everyone. It's pervasive violence, its live octopus eating and it's unimaginary story.<br /><br />The film focuses around a man who's been kidnapped and is imprisoned for 15 years, Oh Dae-Su is released, only to find that he must find his captor in 5 days. Now the story though may seem gripping to start with but once watching this bloated and un-original blood fest it develops into a mash of bitter blood and a forceful film.<br /><br />It's directing is on par of average and by no means the standards of what a South Korean thriller should be. Oldboys acting scenes are paralleled with dull humour and a poorly writtern script.<br /><br />Oldboy is occasionlly presented with thin straw performances that one could only feel shameful about.<br /><br />Verdict:<br /><br />Not for everyone but it's scope and vision isn't clear enough to see further than the grey abyss of fog.<br /><br />*Tragic",negative
"Belushi at his most ingratiating and Courtney Cox before Friends has a small role. I often think Belushi is under-used in Hollywood and this film role is one of his best. For those of you who watch his TV show, this is a very different and likable character. The movie itself is not earth shattering, nor is the message new but rather it is sweet and endearing. The supporting cast of familiar faces and unfamiliar names is a perfect balance although Lovitz's whining can get tiresome, and Michael Caine's charming spiritual guide has a slightly sinister if not well-meaning edge. Hamilton, as Belushi's wife is unfortunately two-dimensional and one wonders why he married her. In addition, Renee Russo is wasted and not terribly convincing at the ""prom queen"" who got away. Nevertheless, a nice way to spend two hours.",positive
"I carefully checked if there's another movie named as this one, and there isn't ! But I really don't think we all saw the same movie ! There's no way ! How can you vote more than ""1"" for this movie ?! The idea of this movie let's say it's acceptable. Oh, and the acting of Dan Gordon (Chris) is quite good. But those are the only two things acceptable in this project. The others are... awful ? It's a very delicate word to describe the acting of the other actors, the directing, the (so said) ""special"" effects, even the way that the crew was filming ! I don't even like the way that the camera operators were moving to record the scenes ! This may be the most miserable film I've ever seen. I really don't remember a movie lower than this one... Maybe there is, but... I don't think so... Ehh, what's done, it's done... That's the movie and there's too late for anyone to change anything. I've voted ""1"", but my realistic vote starts with a ""-"" (minus) in front....",negative
"Holy crap. This was the worst film I have seen in a long time. All the performances are fine, but there is no plot. Really! No plot! A bunch of clowns talk about this and that and that's your film. Ug... Robert Duvall's character is senile and keeps asking the same people the same qestions over and over. This earns him the same responses over and over. I am pretty sure this film got upto a six because people think they should like it. Good performances with famous and well regarded actors, but the actual complete work is a steamy turd. Well, maybe that's a bit deceptive since steam rising from a fresh pile sounds a little like something happening and in this film NOTHING HAPPENS! Sack",negative
"Garbo's first spoken words in this 1930 film electrified audiences and became part of Hollywood legend. Garbo had become a star in her first American film, The Torrent, in 1926. And audiences waited til this film to see if Garbo could make the transition to talkies. She did. And while Pola Negri, Vilma Banky, and Renee Adoree fell by the wayside because of their accents, Garbo sailed on for another decade. Despite the staginess of this film, Garbo is really excellent, especially in the opening scene with the equally great Marie Dressler as Marthy. The two great stars trade dirty looks and sharp words as they size each other up while they have a few drinks and set the tone for the remainder of the film. Garbo was 25; Dressler was 60. Charles Bickford is OK as Matt, and George F. Marion is good as Old Chris. Marion originated this role on Broadway in 1922 and also played it in the 1923 silent version with Blanche Sweet. This Eugene O'Neill play is a true classic yet, oddly, was never filmed again. Anna Christie ranks as one of Garbo's greatest performances. And despite the staginess of the film and the grimness of the story, she is truly a marvel. See this one for Garbo and Dressler!",positive
"Like in a circle the movie leads back to its point of departure, the image of the cranes that are crossing a Muscovite sky. They represent the freedom to realize your life as you wish, in order to aspire the greatest possible fulfilment.<br /><br />In the beginning Veronica and Boris experience such a promise of happiness, and their eyes follow the path of the cranes in exhilaration. It seems as if they might be able to live according to their dreams.<br /><br />But Man is not a bird. Life draws up its own rules, from which no human can escape and which we cannot change - not even by making a supreme effort. War breaks out, and without much hesitation Boris signs up for the front in order to fulfil his patriotic duty. He cannot even say good-bye to Veronica, for she arrives late at the assembly point from which the soldiers are sent away. Surrounded by a jubilant crowd all her attempts to attract Boris' attention must inevitably fail.<br /><br />Boris eventually gets killed in war, without Veronica learning about it for the moment. His brother Mark, a vigorous musician, who obtained the exemption from military service by corruption, is eager to take his place. Veronica initially resists, but in a frightful night of bombing she finally falls victim to his charms. A marriage takes place, which is never accepted by the family.<br /><br />Soon feelings of guilt seize hold of Veronica and she realizes that Boris' return is the one and only thing she actually longs for. She therefore eases her bad conscience and despair by the self-sacrificing work in a field hospital.<br /><br />When war finally is over, once again a crowd of enthusiastic people gathers in order to cheer the victorious soldiers. Again Veronica is among them, forcing her way through a wall of bodies. In her hand she is carrying a bunch of flowers, until she finally has to give it away to complete strangers, for one of the homecomers has just dashed her hopes by confirming the sad certainty of Boris' death.<br /><br />Once again the cranes invade the sky, drawing their wayward lines. But now Veronica is watching them on her own, and the look in her eyes is a different one. She has had to accept the impossibility to live according to preconceived plans, to follow the guidelines of your dreams. For all humans are nothing but helpless puppets hanging on the inscrutable strings of fate.<br /><br />",positive
"Ernest P. Worrell comes through with his third movie presentation. Jim Varney not only plays Ernest, but doubles as the evil Mr. Nash. From start to finish this movie has some solid laughs and makes a good family film! Rated PG for comic book violence.",positive
"I have to point out, before you read this review, that in no way, is this a statement against Iranian people ... if you really want to read something into it, than hopefully you see, that I'm against politicians in general ... but if you're looking to be offended ... I can't help you!<br /><br />Not in Iran as this movie is banned there (see IMDb trivia for this movie). Which is a shame, because the movie is great. Would it not be for ""Grbavica"", this movie would have won at the International Film Festival in Berlin.<br /><br />Rightfully so (it was the runner-up, or second place if you will). Why? Because it is a movie about oppression. It's not even that this is a complete women issue. It is about the government trying to keep the people down. An analogy so clear that the government felt the need to ban the movie. But by banning it nothing is resolved and/or can they make this movie disappear! <br /><br />Another reviewer had a great summary line: ""Comedy about a tragedy"", that sums it up pretty well!",positive
"'Mojo' is a story of fifties London, a world of budding rock stars, violence and forced homosexuality. 'Mojo' uses a technique for shooting the 1950s often seen in films that stresses the physical differences to our own time but also represents dialogue in a highly exaggerated fashion (owing much to the way that speech was represented in films made in that period); I have no idea if people actually spoke like this outside of the movies, but no films made today and set in contemporary times use such stylised language. It's as if the stilted discourse of 1950s screenwriters serves a common shorthand for a past that seems, in consequence, a very distant country indeed; and therefore stresses the particular, rather than the universal, in the story. 'Mojo' features a strong performance from Ian Hart and annoying ones from Aiden Gillan and Ewan Bremner, the latter still struggling to build a post-'Trainspotting' career; but feels like a period piece, a modern film incomprehensibly structured in an outdated idiom. Rather dull, actually.",negative
"This was far and away the worst movie i've ever seen in my entire life. It was slow, boring, not scary, not funny, not dramatic, not entertaining.<br /><br />Sarah Michelle Gellar was up to her old playbook of empty expressions of fright and shock. She couldn't sell her character nor could anyone else in the picture.<br /><br />For those who thought the Grudge was 'kind of alright' then don't go see this unless you get enjoyment out of wasting your time and your life.<br /><br />I saw this movie for free by the way so I don't want this to come across as a rant from a guy that lost 8 bucks on a terrible movie. It was free, it still sucked, I hated it.<br /><br />Avoid.",negative
Why did it sound like the husband kept calling her Appy ? It ruined a great episode and so I can only give it a 6. Proper grammar and pronunciation are essential to a film.<br /><br />It was very Hellraiser what with all the skin ripping though I dunno how anyone can survive without skin the skin is a vital organ to the body the biggest organ actually and without we would die. The more a horror film is true the more creepy it can be and more entertaining.<br /><br />I do admit though that the stories from the great horror directors are very disappointing and very mediocre. <br /><br />6/10 come on Yankies get your English up to par !,positive
"I'm desperately trying to stay awake while watching the movie Solomon Kane. I have about a 20 minutes to go. If it gets any better, I will come back here and let you know, but somehow I doubt that will happen. Solomon Kane looks like it is based on the video game Dark Watch, and it sounds like it is based on the video game Legacy of Kane, but unfortunately neither is true. I hear it is based on some comic book or graphic novel or pulp fiction or something else that I have never heard of, but whatever it is based on, there is nothing original in this excruciatingly boring movie. The atmosphere is stolen from the movie 300, which wasn't that great in the first place. The tedious overacting takes itself so seriously that it's nearly hypnotic, and to be clear I mean that in a bad way. The plot is practically non-existent: violent guy trying to be nonviolent meets friendly family, friendly family is murdered, violent guy becomes violent again. All the characters are stereotypes taken from Waterworld or Book of Eli or The Hills Have Eyes or, whatever, just choose another apocalyptic slash fantasy slash wizardry movie that you have seen and there you have it. Someone, somewhere, said, this is how to make a movie: use a blue filter to make everything look mysterious, add plenty of slow motion shots of horse hooves splashing in murky puddles, add snowflakes hovering around while two boring characters are speaking to each other, and oh yes rain pouring down dramatically to distract from the fact that nothing is really happening, and don't forget the black silhouettes walking toward us with fire blazing behind them, and lots of torches burning, and of course blurry fight scenes during which it's not clear what is actually happening because we don't have the budget for the gory special effects so just throw in the sound of metal clanking, and, oh, by the way, don't let any character live long enough for the audience to understand them, relate to them or sympathize with them, and cross fingers, hope that fans of sword and sorcery films will eat it up, even though it is complete doo doo, and go straight to video, do not pass GO . . .",negative
"If you have sons or daughters who love action, adventure, intrigue, and imagination - without the need to break into song every twelve minutes - then this is the Disney movie for you! My sons loved every minute of this film, and I have to admit that I laughed out loud many times throughout the movie. There are no sappy songs to get in the way of a wonderfully told story, and the characters are all lovable and identifiable in their own right. This should go down as one of the Disney ""classics"" because of its beautifully illustrated scenery and its non-stop excitement!",positive
"Seriously, I don't even know where to begin. It's like somebody gave a bazillion dollar budget to an autistic third-grader and said 'make me a movie about the secret service'. The editing is ridiculous, the cinematography was random at best, every single syllable of dialogue was completely retarded and the directing ... well, was there even a director there? Everything was just so pointless and lame and pointless...and random....and lame.<br /><br />Here's a SPOILER for you; this movie is the dumbest thing you'll ever see. <br /><br />However, if you liked this piece, you'll also enjoy; Deterrance, Dark Blue, and a partial frontal lobotomy.",negative
"Not one of Monogram's better(not trying to be amusing here either)Chan entries. The Shanghai Cobra has a lot going for it, but, in the end, is just way too confusing and cluttered to be overly satisfying. The film opens with a murderer named the Shanghai Cobra having already struck twice and now is about in a scene at a diner in some way. We have a guy, a girl, and another guy having some implied connection when one guy dies in the streets. Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation. I haven't even gone into the diner cook who has some involvement and a juke box that talks to you and has a screen and everyone doesn't seem to have a problem with that! All this is in the first five minutes or so. Then Chan enters film working for the government and flying out to help a friend. He also has right to check a bank's store of radium and is looking for a man wrapped in bandages that he helped arrest in Shanghai many years earlier. I found the plot very involved as stated earlier. Toler is back as Chan. He is ever affable. Benson Fong and Mantan Moreland are back too. Both do good jobs and are quite amusing. But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance. This isn't a bad movie not just a very interesting one except for the most devoted of Chan fans.",negative
"Words cannot describe how asinine, juvenile,and repetitive this steaming pile of a series is. It relies on 3 things: 1. Constant 80s pop culture references 2. the tired ""stretch out a joke to the point of awkwardness"" bit, and 3. at least 3 or 4 pointless flashbacks per episode. The only reason I can see for this crap fest being as popular as it is for the constant pop culture references which I suppose elicit an ""OMG LOL THAT'S FROM SUPERFRIENDS!! THAT IS SO TOTALLY IRONIC, AND I AM SO EDGY AND SMART FOR GETTING IT!!"" response from the viewer. The writing is beyond lazy, and panders to its viewers, mostly in their 20s and 30s. Plus there's the character design, which seems to consist of the same three characters with the same bored expressions drawn over and over again, but with different skin colors and maybe a different hairline occasionally. Insulting crap.",negative
