,Game ID,Player Name,points,assists,Total rebounds,steals,blocks
57,8,Carmelo Anthony,45,-1,-1,-1,-1
58,8,Brandon Jennings,18,11,-1,-1,-1
59,8,Courtney Lee,17,-1,9,-1,-1
60,8,Kristaps Porzingis,15,-1,9,-1,-1
61,8,Justin Holiday,15,-1,-1,-1,-1
62,8,Mindaugas Kuzminskas,13,-1,-1,-1,-1
63,8,Kyle O'Quinn,8,-1,13,-1,-1
64,8,Joakim Noah,8,-1,13,-1,-1
65,8,Paul Millsap,37,-1,19,-1,-1
66,8,Kent Bazemore,24,-1,-1,-1,-1
67,8,Dennis Schroder,23,15,-1,-1,-1
68,8,Dwight Howard,19,-1,13,-1,-1
69,8,Tim Hardaway,19,-1,-1,-1,-1
70,8,Mike Dunleavy,12,-1,-1,-1,-1
71,9,Steph Curry,29,11,-1,-1,-1
72,9,Kevin Durant,26,10,8,-1,-1
73,9,Klay Thompson,21,-1,7,-1,-1
74,9,Blake Griffin,31,-1,-1,3,-1
75,9,Jamal Crawford,21,-1,-1,-1,-1
76,10,Carmelo Anthony,26,4,12,-1,1
77,10,Jose Calderon,9,6,3,1,-1
78,10,Robin Lopez,16,2,8,-1,2
79,10,Derrick Williams,8,1,9,2,1
80,10,Kristaps Porzingis,-1,-1,-1,-1,-1
81,10,Kobe Bryant,14,0,2,1,-1
82,10,Jordan Clarkson,12,2,3,3,-1
83,10,D'Angelo Russell,4,2,2,1,-1
84,10,Lou Williams,15,5,1,1,-1
85,11,DeMar DeRozan,28,-1,-1,-1,-1
86,11,Terrence Ross,28,-1,-1,-1,-1
87,11,Kyle Lowry,18,-1,-1,-1,-1
88,11,DeMarre Carroll,13,-1,-1,-1,-1
89,11,Jonas Valanciunas,11,-1,13,-1,-1
90,11,Giannis Antetokounmpo,30,-1,-1,-1,-1
91,11,Jabari Parker,27,-1,-1,-1,-1
92,11,Greg Monroe,11,-1,-1,-1,-1
93,11,Tony Snell,8,-1,-1,-1,-1
94,11,John Henson,7,-1,-1,-1,-1
95,11,Matthew Dellavedova,2,-1,-1,-1,-1
96,12,Marc Gasol,32,3,9,2,2
97,12,Zach Randolph,25,1,13,-1,1
98,12,Mike Conley,16,6,1,1,-1
99,12,Courtney Lee,14,0,-1,-1,-1
100,12,Thaddeus Young,26,4,4,2,-1
101,12,Mo Williams,18,4,-1,1,-1
102,12,Andrew Wiggins,6,1,3,2,-1
103,13,Brook Lopez,26,-1,9,-1,-1
104,13,Bojan Bogdonavic,22,-1,-1,-1,-1
105,13,Jarrett Jack,14,-1,-1,-1,-1
106,13,Thaddeus Young,10,-1,-1,-1,-1
107,13,Deron Williams,9,9,7,-1,-1
108,13,Bradley Beal,24,-1,-1,-1,-1
109,13,Marcin Gortat,21,-1,16,-1,-1
110,13,Ramon Sessions,2,10,7,-1,-1
111,14,John Wall,22,13,5,-1,-1
112,14,Marcin Gortat,16,-1,10,-1,-1
113,14,D’Angelo Russell,22,-1,-1,-1,-1
114,14,Kobe Bryant,17,2,1,-1,-1
115,15,Kendrick Perkins,-1,-1,-1,-1,-1
116,15,Dejuan Blair,-1,-1,-1,-1,-1
117,15,Matthew Dellavedova,18,12,-1,2,-1
118,15,Iman Shumpert,18,-1,6,2,-1
119,15,Tristan Thompson,12,-1,8,-1,-1
120,15,Kevin Love,19,-1,3,-1,-1
121,15,Martell Webster,20,-1,3,-1,-1
122,15,Rasual Butler,17,-1,7,2,-1
123,15,Kevin Seraphin,12,-1,12,-1,3
124,15,Ramon Sessions,14,6,-1,-1,-1
125,16,Kobe Bryant,31,-1,-1,-1,-1
126,16,Jordan Clarkson,-1,-1,-1,-1,-1
127,16,Lou Williams,-1,-1,-1,-1,-1
128,16,Will Barton,25,-1,-1,-1,-1
129,17,Yogi Ferrell,32,-1,-1,-1,-1
130,17,Wesley Matthews,27,-1,6,-1,-1
131,17,Damian Lillard,-1,-1,-1,-1,-1
132,17,Evan Turner,24,-1,-1,-1,-1
133,18,Chris Bosh,21,4,11,1,-1
134,18,Dwyane Wade,19,7,11,-1,2
135,18,Luol Deng,18,3,4,1,1
136,18,Mario Chalmers,12,0,-1,-1,-1
137,18,Shawne Williams,16,-1,-1,-1,-1
138,18,DeMar DeRozan,30,1,3,4,-1
139,18,Kyle Lowry,22,3,2,-1,-1
140,18,Jonas Valanciunas,14,0,8,-1,-1
141,18,Patrick Patterson,-1,-1,-1,-1,-1
142,18,Tyler Hansbrough,-1,-1,-1,-1,-1
143,18,James Johnson,-1,-1,-1,-1,-1
144,18,Greivis Vasquez,12,2,2,1,-1
145,19,Chris Paul,20,20,5,3,-1
146,19,Jamal Crawford,22,-1,-1,-1,-1
147,19,Marreese Speights,17,-1,-1,-1,-1
148,20,Evan Fournier,14,-1,-1,-1,-1
149,20,Elfrid Payton,12,-1,-1,-1,-1
150,20,Nikola Vucevic,14,-1,12,-1,-1
151,20,Aaron Gordon,11,-1,-1,-1,-1
152,20,Paul George,13,-1,-1,-1,-1
153,20,Monta Ellis,13,-1,-1,-1,-1
154,20,Thaddeus Young,11,-1,-1,-1,-1
155,20,Jeff Teague,11,-1,-1,-1,-1
156,20,C.J. Miles,16,-1,-1,-1,-1
157,21,Marc Gasol,15,-1,10,-1,-1
158,21,Mike Conley,21,6,4,-1,-1
159,21,Matt Barnes,14,3,7,2,-1
160,21,Jeff Green,19,3,7,-1,2
161,21,Dirk Nowitzki,14,-1,10,1,1
162,21,Zaza Pachulia,13,-1,10,-1,-1
163,21,Deron Williams,10,-1,-1,-1,-1
164,21,Wesley Matthews,11,-1,-1,-1,-1
165,21,J.J. Barea,16,-1,-1,-1,-1
166,21,Raymond Felton,16,-1,-1,-1,-1
167,21,Mario Chalmers,14,-1,-1,-1,-1
168,21,JaMychal Green,13,-1,-1,-1,-1
169,22,James Harden,34,11,-1,-1,-1
170,22,Ryan Anderson,22,-1,-1,-1,-1
171,22,Dirk Nowitzki,7,-1,-1,-1,-1
172,22,Harrison Barnes,21,-1,-1,-1,-1
173,23,Arron Afflalo,34,-1,-1,-1,-1
174,23,Kenneth Faried,15,-1,7,-1,-1
175,23,Ty Lawson,8,12,-1,-1,-1
176,23,J.J. Hickson,16,-1,11,-1,-1
177,23,Jusuf Nurkic,14,-1,-1,-1,-1
178,23,Nate Robinson,12,6,-1,-1,-1
179,23,Gorgui Dieng,22,-1,12,-1,-1
180,23,Andrew Wiggins,20,-1,7,-1,-1
181,23,Shabazz Muhammad,19,-1,7,-1,-1
182,24,Anthony Davis,20,4,12,1,3
183,24,Tyreke Evans,12,6,10,1,-1
184,24,Quincy Pondexter,18,-1,-1,-1,-1
185,24,Michael Carter-Williams,-1,-1,-1,-1,-1
186,24,Jerryd Bayless,14,5,8,-1,-1
187,24,John Henson,-1,-1,-1,-1,4
188,24,Ersan Ilyasova,-1,-1,-1,-1,-1
189,25,Blake Griffin,30,-1,-1,-1,-1
190,25,Chris Paul,18,16,-1,-1,-1
191,25,Gal Mekel,-1,6,-1,-1,-1
192,25,Anthony Davis,26,-1,3,-1,-1
193,26,John Wall,28,8,7,1,-1
194,26,Nene Hilario,8,2,8,1,1
195,26,Garrett Temple,5,5,6,-1,-1
196,26,DeJuan Blair,12,1,6,2,-1
197,26,Gary Neal,12,3,4,-1,-1
198,26,Ramon Sessions,10,5,3,2,-1
199,26,Paul George,21,7,5,3,1
200,26,George Hill,19,1,8,1,-1
201,26,Monta Ellis,17,3,3,1,1
202,26,Lavoy Allen,15,1,3,-1,-1
203,27,Zach Randolph,25,-1,8,-1,-1
204,27,Lance Stephenson,16,-1,5,-1,-1
205,27,Mario Chalmers,11,5,6,-1,-1
206,27,Mike Conley,12,4,-1,-1,-1
207,27,Rudy Gobert,13,-1,18,-1,5
208,27,Gordon Hayward,18,2,6,2,-1
209,27,Shelvin Mack,12,8,5,2,-1
210,28,C.J. McCollum,25,2,2,-1,-1
211,28,Damian Lillard,16,6,2,-1,-1
212,28,Mason Plumlee,10,7,11,-1,-1
213,28,Garrett Temple,18,-1,-1,-1,-1
214,28,Bradley Beal,16,5,-1,-1,-1
215,28,Marcin Gortat,16,-1,13,-1,2
216,29,Russell Westbrook,38,12,14,-1,-1
217,29,Victor Oladipo,21,-1,-1,-1,-1
218,29,Carmelo Anthony,30,-1,4,-1,-1
219,30,Gordon Hayward,50,-1,-1,-1,-1
220,30,Derrick Favors,50,-1,-1,-1,-1
221,30,Enes Kanter,17,-1,13,-1,-1
222,30,Rudy Gobert,0,-1,-1,-1,2
223,30,Steve Novak,-1,-1,-1,-1,-1
224,30,Ramon Sessions,11,5,4,-1,-1
225,30,Ben McLemore,15,-1,-1,-1,-1
226,30,Reggie Evans,-1,-1,11,-1,-1
227,30,DeMarcus Cousins,27,2,10,-1,2
228,30,Rudy Gay,4,-1,-1,-1,-1
229,30,Elijah Millsap,-1,-1,-1,-1,-1
230,31,Kemba Walker,52,8,9,2,-1
231,31,Gordon Hayward,36,9,5,2,1
232,31,Trey Burke,25,2,3,1,-1
233,31,Rudy Gobert,14,3,14,1,2
234,31,Trevor Booker,12,1,8,1,1
235,31,Marvin Williams,19,1,7,1,-1
236,31,Cody Zeller,14,1,6,-1,1
237,31,Nicolas Batum,10,4,9,1,-1
238,31,Frank Kaminsky III,17,-1,7,-1,1
239,32,Lebron James,25,2,9,1,2
240,32,J.R. Smith,14,-1,-1,-1,-1
241,32,Kyrie Irving,13,2,3,1,-1
242,32,Kevin Love,10,0,18,-1,-1
243,32,Matthew Delladedova,10,-1,-1,-1,-1
244,32,Draymond Green,22,7,15,-1,2
245,32,Stephen Curry,19,7,7,2,-1
246,32,Klay Thompson,18,1,6,-1,1
247,32,Shaun Livingston,16,-1,-1,-1,-1
248,33,Zach Randolph,17,4,14,-1,-1
249,33,Courtney Lee,-1,-1,-1,-1,-1
250,33,Jeff Green,18,-1,-1,-1,-1
251,33,Vince Carter,13,-1,-1,-1,-1
252,33,Jerami Grant,16,-1,-1,-1,-1
253,33,Michael Carter-Williams,10,6,3,-1,-1
254,33,Larry Drew II,9,4,-1,-1,-1
255,34,Patty Mills,23,-1,-1,-1,-1
256,34,Kawhi Leonard,21,-1,-1,-1,-1
257,34,LaMarcus Aldridge,5,-1,-1,-1,-1
258,34,Danny Green,11,-1,-1,-1,-1
259,34,Wesley Mathews,26,-1,-1,-1,-1
260,34,Harrison Barnes,17,-1,-1,-1,-1
261,34,Seth Curry,14,-1,-1,-1,-1
262,34,Dwight Powell,10,-1,-1,-1,-1
263,35,Dwight Howard,25,-1,10,-1,-1
264,35,James Harden,25,10,9,-1,-1
265,35,Patrick Beverley,15,-1,-1,-1,-1
266,35,Trevor Ariza,19,5,-1,-1,-1
267,35,Donatas Motiejunas,2,-1,-1,-1,-1
268,35,Chris Bosh,21,-1,8,-1,-1
269,35,Dwyane Wade,19,-1,-1,-1,-1
270,35,Mario Chalmers,12,-1,-1,-1,-1
271,35,Norris Cole,-1,-1,-1,-1,-1
272,35,Shawne Williams,14,-1,5,-1,-1
273,35,Shabazz Napier,5,4,-1,-1,-1
274,36,DeMarcus Cousins,36,-1,13,-1,-1
275,36,Darren Collison,21,6,-1,-1,-1
276,36,Rudy Gay,-1,-1,-1,-1,-1
277,36,Russell Westbrook,31,9,11,-1,-1
278,37,Markieff Morris,24,2,3,-1,-1
279,37,Eric Bledsoe,18,9,-1,-1,-1
280,37,T.J. Warren,17,-1,-1,-1,-1
281,37,Marcus Thornton,14,-1,4,-1,-1
282,37,Kevin Martin,16,-1,-1,-1,-1
283,37,Justin Hamilton,15,-1,3,-1,2
284,37,Adreian Payne,10,-1,3,-1,-1
285,37,Andrew Wiggins,10,-1,4,-1,-1
286,38,Rodney Hood,17,-1,-1,-1,-1
287,38,Alec Burks,15,-1,-1,-1,-1
288,38,Derrick Favors,20,-1,12,3,2
289,38,Nerlens Noel,8,-1,-1,-1,-1
290,39,Russell Westbrook,38,12,13,-1,-1
291,39,Steven Adams,16,-1,12,-1,-1
292,39,Joffrey Lauvergne,-1,-1,-1,-1,-1
293,39,Anthony Morrow,15,-1,-1,-1,-1
294,39,Marc Gasol,31,8,4,2,1
295,39,Mike Conley,18,2,1,3,0
296,40,DeMarcus Cousins,-1,-1,-1,-1,-1
297,40,Rudy Gay,-1,-1,-1,-1,-1
298,40,Kyle Lowry,-1,-1,-1,-1,-1
299,40,DeMar DeRozan,23,-1,-1,-1,-1
300,40,Jonas Valanciunas,-1,-1,-1,-1,-1
301,41,Devin Booker,28,-1,2,3,-1
302,41,Marquese Chriss,23,-1,11,2,1
303,41,Alex Len,11,1,11,2,2
304,41,Tyler Ulis,10,12,-1,2,-1
305,41,Leandro Barbosa,11,1,6,1,-1
306,41,Brook Lopez,19,-1,6,-1,1
307,41,K.J. McDaniels,16,1,8,2,1
308,41,Trevor Booker,14,1,8,-1,-1
309,41,Jeremy Lin,13,5,3,-1,-1
310,41,Archie Goodwin,12,-1,-1,-1,-1
311,41,Quincy Acy,12,-1,-1,-1,-1
312,41,Isaiah Whitehead,11,3,4,2,1
313,41,Justin Hamilton,10,-1,1,-1,-1
314,41,Rondae Hollis-Jefferson,5,2,16,2,1
315,42,DeMarcus Cousins,22,12,12,-1,-1
316,42,Devin Booker,33,-1,-1,-1,-1
317,42,Eric Bledsoe,20,4,6,-1,-1
318,42,Ty Lawson,18,-1,-1,-1,-1
319,43,Jimmy Butler,22,8,6,-1,-1
320,43,Joakim Noah,11,6,16,-1,-1
321,43,Nikola Mirotic,11,-1,7,-1,-1
322,43,Blake Griffin,19,0,10,-1,-1
323,43,Jamal Crawford,24,5,-1,-1,-1
324,43,DeAndre Jordan,10,-1,17,-1,-1
325,44,Mike Conley,32,6,1,1,-1
326,44,Marc Gasol,19,8,9,1,1
327,44,Brandan Wright,17,1,3,1,-1
328,44,Vince Carter,14,1,3,2,-1
329,44,JaMychal Green,10,-1,6,-1,-1
330,44,James Ennis,5,-1,5,-1,-1
331,44,Brook Lopez,17,5,3,1,-1
332,44,Spencer Dinwiddie,17,1,3,-1,-1
333,44,Sean Kilpatrick,15,3,6,1,-1
334,44,Rondae Hollis-Jefferson,13,2,3,2,-1
335,44,Trevor Booker,13,-1,4,1,-1
336,44,Bojan Bogdanovic,11,2,5,-1,-1
337,45,Hassan Whiteside,23,1,14,-1,5
338,45,Dion Waiters,23,7,9,-1,-1
339,45,Goran Dragic,21,5,1,-1,-1
340,45,Rodney McGruder,11,2,1,2,-1
341,45,Tyler Johnson,16,4,7,-1,-1
342,45,James Harden,38,12,12,-1,1
343,45,Ryan Anderson,17,1,6,-1,-1
344,45,Clint Capela,12,-1,2,-1,-1
345,45,Eric Gordon,12,2,2,1,-1
346,45,Patrick Beverley,-1,-1,-1,-1,-1
347,45,Trevor Ariza,-1,-1,-1,-1,-1
348,46,Anthony Davis,33,3,14,-1,-1
349,46,Andre Drummond,13,-1,17,-1,-1
350,46,Jon Leuer,22,-1,7,3,-1
351,46,Tobias Harris,15,-1,6,-1,-1
352,46,Jrue Holiday,22,5,4,-1,-1
353,46,Tim Frazier,-1,-1,-1,-1,-1
354,47,Arron Afflalo,20,10,-1,-1,-1
355,47,Jusuf Nurkic,15,-1,9,-1,2
356,47,Kenneth Faried,14,-1,7,2,1
357,47,Ty Lawson,5,13,-1,-1,-1
358,47,Tyreke Evans,25,-1,6,1,-1
359,47,Anthony Davis,24,-1,12,-1,2
360,47,Eric Gordon,11,6,6,-1,-1
361,47,Ryan Anderson,11,-1,7,-1,-1
362,48,Steph Curry,-1,-1,-1,-1,-1
363,48,Klay Thompson,-1,-1,-1,-1,-1
364,48,Julius Randle,-1,-1,14,-1,-1
365,48,Larry Nance Jr.,12,-1,9,-1,-1
366,49,James Harden,40,8,6,-1,-1
367,49,Devin Booker,18,2,1,1,-1
368,49,T.J. Warren,14,0,5,3,-1
369,49,Alex Len,13,2,8,-1,1
370,49,Tyler Ulis,13,6,2,1,-1
371,49,Jared Dudley,12,2,6,1,1
372,49,Leandro Barbosa,12,0,3,-1,-1
373,49,Marquese Chriss,7,3,6,-1,-1
374,49,Patrick Beverley,19,5,10,2,-1
375,49,Ryan Anderson,16,1,4,1,1
376,49,Sam Dekker,14,1,4,1,1
377,49,Trevor Ariza,9,2,9,3,-1
378,49,Clint Capela,9,2,5,-1,1
379,50,Damian Lillard,36,-1,-1,-1,-1
380,50,CJ McCollum,28,-1,-1,-1,-1
381,50,Mason Plumlee,13,-1,8,-1,-1
382,50,Noah Vonleh,11,-1,6,-1,-1
383,50,Ed Davis,-1,-1,8,-1,-1
384,50,D’Angelo Russell,21,2,3,-1,-1
385,50,Lou Williams,-1,-1,-1,-1,-1
386,50,Jordan Clarkson,13,-1,-1,-1,-1
387,50,Julius Randle,11,-1,9,-1,-1
388,50,Kobe Bryant,10,-1,-1,-1,-1
389,51,Jeff Teague,26,6,-1,-1,-1
390,51,DeMarre Carroll,9,0,5,-1,-1
391,51,Josh Smith,-1,-1,-1,-1,-1
392,52,Kristaps Porzingis,31,1,9,-1,1
393,52,Carmelo Anthony,17,-1,6,1,1
394,52,Maurice Harkless,15,0,8,1,1
395,52,Damian Lillard,22,6,5,2,-1
396,52,C.J. McCollum,16,5,5,-1,-1
397,52,Ed Davis,14,0,10,-1,2
398,52,Evan Turner,11,-1,-1,-1,-1
399,52,Derrick Rose,18,5,4,2,1
400,52,Kyle O'Quinn,-1,-1,-1,-1,-1
401,52,Courtney Lee,-1,-1,-1,-1,-1
402,52,Mindaugus Kuzminskas,10,1,3,1,-1
403,52,Anthony,17,-1,6,1,1
404,53,Kristaps Porzingis,-1,-1,-1,-1,-1
405,53,Derrick Rose,27,11,-1,-1,-1
406,53,Dwyane Wade,35,-1,-1,-1,-1
407,53,Jimmy Butler,35,-1,-1,-1,-1
408,53,Nikola Mirotic,-1,-1,-1,-1,-1
409,54,Kristaps Porzingus,16,-1,5,-1,-1
410,54,Derrick Williams,24,-1,7,-1,-1
411,54,Carmelo Anthony,11,5,6,-1,-1
412,54,Greg Monroe,22,4,14,-1,-1
413,54,Michael Carter-Williams,20,-1,-1,-1,-1
414,55,DeMar DeRozan,13,-1,11,-1,-1
415,55,Kyle Lowry,24,7,8,1,1
416,55,Victor Oladipo,27,6,6,2,-1
417,55,Evan Fournier,21,3,3,1,-1
418,55,Jonas Valanciunas,13,2,9,1,3
419,55,Luis Scola,11,-1,2,3,-1
420,55,Corey Joseph,19,4,3,2,-1
421,55,Bismack Biyombo,11,-1,-1,-1,-1
422,55,Patrick Patterson,11,-1,-1,-1,-1
423,55,Nikola Vucevic,17,4,11,-1,3
424,55,Tobias Harris,16,3,11,1,-1
425,55,Jason Smith,16,4,5,-1,1
426,56,Dwyane Wade,-1,-1,-1,-1,-1
427,56,Rajon Rondo,-1,-1,-1,-1,-1
428,56,Jimmy Butler,24,-1,-1,-1,-1
429,56,Isaiah Thomas,25,-1,-1,-1,-1
430,57,Joey Dorsey,-1,-1,-1,-1,-1
431,57,Josh Smith,18,-1,-1,-1,-1
432,57,James Harden,17,7,6,2,1
433,57,Monta Ellis,33,-1,-1,-1,-1
434,57,Chandler Parsons,-1,-1,-1,-1,-1
435,57,Dirk Nowitzki,-1,-1,-1,-1,-1
436,57,Al-Farouq Aminu,-1,-1,-1,3,6
437,57,Rajon Rondo,-1,7,5,-1,-1
438,58,Jamal Murray,24,-1,-1,-1,-1
439,58,Wilson Chandler,16,-1,9,-1,-1
440,58,Jusuf Nurkic,14,-1,14,-1,-1
441,58,Robin Lopez,10,-1,8,-1,6
442,58,Jimmy Butler,35,5,8,-1,-1
443,59,Kemba Walker,21,7,7,-1,-1
444,59,Al Jefferson,21,0,10,-1,-1
445,59,Nicolas Batum,19,7,-1,-1,-1
446,59,Luol Deng,22,-1,-1,-1,-1
447,59,Josh Richardson,18,-1,-1,-1,-1
448,59,Hassan Whiteside,17,-1,7,-1,-1
449,60,J.J. Redick,27,-1,-1,-1,-1
450,60,Blake Griffin,21,-1,-1,-1,-1
451,60,Chris Paul,21,10,3,2,1
452,60,DeAndre Jordan,15,-1,14,1,-1
453,60,Isaiah Thomas,19,-1,-1,-1,-1
454,60,Tyler Zeller,16,-1,5,-1,-1
455,60,Kelly Olynyk,14,2,5,1,-1
456,61,Solomon Hill,30,7,6,3,-1
457,61,Anthony Davis,24,3,15,2,-1
458,61,Jrue Holiday,19,6,3,-1,2
459,61,Tim Frazier,14,6,5,-1,-1
460,61,James Harden,41,11,14,-1,-1
461,61,Lou Williams,14,-1,-1,-1,-1
462,61,Eric Gordon,-1,-1,-1,-1,-1
463,62,Pau Gasol,25,-1,15,-1,-1
464,62,Jimmy Butler,27,5,-1,6,-1
465,62,Joakim Noah,18,-1,9,2,-1
466,62,Derrick Rose,10,11,-1,-1,-1
467,62,Victor Oladipo,18,6,-1,2,-1
468,62,Tobias Harris,15,-1,8,3,-1
469,62,Nikola Vucevic,-1,-1,7,-1,-1
470,62,Evan Fournier,14,3,-1,-1,-1
471,63,Kemba Walker,20,-1,-1,-1,-1
472,63,Nicolas Batum,20,10,11,1,1
473,63,Cody Zeller,13,-1,-1,-1,-1
474,63,Michael Kidd-Gilchrist,12,-1,9,-1,4
475,63,Frank Kaminsky III,13,-1,-1,-1,-1
476,63,Butler,26,-1,-1,-1,-1
477,63,Dwyane Wade,12,-1,-1,-1,-1
478,63,Taj Gibson,10,-1,-1,-1,-1
479,63,Rajon Rondo,7,10,9,2,-1
480,63,Doug McDermott,15,-1,-1,-1,-1
481,63,Nikola Mirotic,11,-1,10,-1,-1
482,64,Jeff Teague,20,-1,-1,-1,-1
483,64,Paul Millsap,13,8,17,-1,-1
484,64,Al Horford,16,0,10,-1,-1
485,64,Kent Bazemore,17,5,9,5,-1
486,64,Devin Booker,34,2,5,2,-1
487,64,Ronnie Price,14,0,-1,-1,-1
488,65,Karl-Anthony Towns,37,-1,13,-1,4
489,65,Andrew Wiggins,23,4,3,-1,-1
490,65,Zach LaVine,20,2,6,2,-1
491,65,Shabazz Muhammad,18,-1,-1,-1,-1
492,65,Brook Lopez,25,-1,7,-1,2
493,65,Sean Kilpatrick,14,-1,-1,-1,-1
494,65,Caris LaVert,11,0,4,2,-1
495,66,Steph Curry,-1,-1,-1,-1,-1
496,66,Patrick Beverley,-1,-1,-1,-1,-1
497,66,Klay Thompson,23,-1,-1,-1,-1
498,66,Andre Iguodala,22,-1,-1,-1,-1
499,66,Dwight Howard,19,-1,15,-1,-1
500,66,James Harden,18,10,7,7,-1
501,66,Michael Beasley,17,-1,-1,-1,-1
502,67,Kevin Love,22,-1,19,-1,3
503,67,LeBron James,29,4,6,-1,-1
504,67,Paul George,32,6,11,-1,-1
505,68,James Harden,29,13,11,-1,-1
506,68,Eric Gordon,29,0,-1,-1,-1
507,68,Trevor Ariza,20,1,5,3,-1
508,68,Anthony Davis,19,-1,-1,-1,-1
509,68,Terrence Jones,16,-1,8,-1,-1
510,68,Buddy Hield,11,-1,5,-1,-1
511,69,DeMarcus Cousins,-1,-1,-1,-1,-1
512,69,Rudy,-1,-1,-1,-1,-1
513,69,Darren Collison,-1,-1,-1,-1,-1
514,70,LaMarcus Aldridge,23,-1,-1,-1,-1
515,70,Kawhi Leonard,19,-1,-1,-1,-1
516,70,Mike Conley,22,6,-1,-1,-1
517,70,Marc Gasol,13,-1,10,-1,-1
518,71,Anthony Davis,28,4,16,-1,-1
519,71,Jrue Holiday,7,11,-1,-1,-1
520,71,Langston Galloway,16,-1,-1,-1,-1
521,71,E'Twaun Moore,-1,-1,-1,-1,-1
522,71,Deron Williams,24,9,-1,-1,-1
523,71,Seth Curry,16,7,-1,-1,-1
524,71,Harrison Barnes,15,-1,7,-1,-1
525,71,Wesley Matthews,17,-1,7,-1,-1
526,72,Chris Bosh,34,-1,7,-1,-1
527,72,Dwyane Wade,17,10,-1,-1,-1
528,72,Hassan Whiteside,23,-1,16,2,2
529,72,Luol Deng,10,-1,-1,-1,-1
530,72,Blake Griffin,26,-1,8,-1,-1
531,72,Chris Paul,23,9,-1,-1,-1
532,72,J.J. Redick,14,-1,-1,-1,-1
533,73,Chris Paul,19,18,6,-1,-1
534,73,DeAndre Jordan,7,-1,18,-1,-1
535,73,Goran Dragic,24,5,5,-1,-1
536,73,Hassan Whiteside,15,-1,13,-1,-1
537,73,J.J. Redick,25,-1,7,-1,-1
538,73,James Johnson,12,2,6,-1,-1
539,73,Marreese Speights,19,-1,-1,-1,-1
540,73,Tyler Johnson,12,2,6,-1,-1
541,74,John Wall,8,12,-1,-1,-1
542,74,Nene,8,-1,8,-1,-1
543,74,Kris Humphries,20,-1,20,-1,-1
544,74,Ty Lawson,14,10,-1,3,-1
545,74,Wilson Chandler,20,-1,-1,-1,-1
546,74,Kenneth Faried,9,-1,3,-1,-1
547,75,Rajon Rondo,15,11,-1,-1,-1
548,75,DeMarcus Cousins,29,4,10,-1,4
