"Game ID","name","Points","Assists","Total rebounds","Steals","Blocks"
"18","jonas valanciunas","14","null","eight","null","null"
"18","kyle lowry","22","three","two","null","null"
"18","luol deng","18","three","four","a","a"
"18","shawne williams","16","null","null","null","null"
"18","vasquez","12","two","two","a","null"
"19","chris paul","20","20","null","three","null"
"19","crawford","22","null","null","null","null"
"19","marreese speights","17","null","null","null","null"
"20","aaron gordon","11","null","null","null","null"
"20","c. j. miles","16","null","null","null","null"
"20","elfrid payton","12","null","12","null","null"
"20","evan fournier","14","null","null","null","null"
"20","jeff teague","11","null","null","null","null"
"20","monta ellis","13","null","null","null","null"
"20","nikola vucevic","null","null","12","null","null"
"20","paul george","13","null","null","null","null"
"20","thaddeus young","11","null","null","null","null"
"21","deron williams","10","null","null","null","null"
"21","dirk nowitzki","14","three","10","a","a"
"21","jamychal green","13","null","null","null","null"
"21","marc gasol","21","six","10","null","null"
"21","mario chalmers","14","null","null","null","null"
"21","matt barnes","14","three","seven","pair","null"
"21","mike conley","21","six","four","null","null"
"21","raymond felton","16","null","null","null","null"
"21","wesley matthews","11","null","null","null","null"
"21","zaza pachulia","null","null","10","null","null"
"22","dirk nowitz","seven","null","null","null","null"
"22","harden","123","11","null","null","null"
"22","harrison barnes","21","null","null","null","null"
"22","ryan anderson","22","null","null","null","null"
"23","andrew wiggins","20","null","seven","null","null"
"23","arron afflalo","34","null","null","null","null"
"23","gorgui dieng","22","null","12","null","null"
"23","j. j. hickson","16","null","11","null","null"
"23","jusuf nurkic","14","null","null","null","null"
"23","kenneth faried","15","12","seven","null","null"
"23","nate robinson","12","six","null","null","null"
"23","shabazz muhammad","19","null","null","null","null"
"23","ty lawson","eight","12","null","null","null"
"24","anthony davis","20","six","12","one","three"
"24","jerryd bayless","14","five","eight","null","null"
"24","quincy pondexter","18","null","null","one","null"
"24","tyreke evans","12","six","10","one","null"
"25","anthony davis","26","null","three","null","null"
"25","blake griffin","30","null","null","null","null"
"25","chris paul","18","16","null","null","null"
"25","gal mekel","null","six","null","null","null"
"26","allen","null","null","null","null","null"
"26","beal","22","an","five","null","null"
"26","dejuan blair","12","three","null","pair","null"
"26","garrett temple","22","five","six","null","null"
"26","gary neal","null","three","null","null","null"
"26","george hill","19","an","eight","a","null"
"26","john wall","28","two","seven","a","null"
"26","lavo","null","null","null","null","null"
"26","monta ellis","17","three","three","a","a"
"26","nene hilario","null","two","null","a","null"
"26","paul george","21","seven","five","three","a"
"26","ramon sessions","10","five","three","two","null"
"27","gordon hayward","18","two","six","two","null"
"27","lance stephenson","16","null","five","null","null"
"27","mario chalmers","11","five","six","null","null"
"27","mike conley","13","four","null","null","null"
"27","rudy gobert","18","null","18","null","five"
"27","shelvin mack","12","eight","five","two","null"
"27","zach randolph","25","null","five","null","null"
"28","bradley beal","16","five","null","null","null"
"28","c. j. mccollum","16","five","two","null","null"
"28","damian lillard","16","five","two","null","null"
"28","garrett temple","16","five","null","null","null"
"28","good","16","null","null","null","null"
"28","marcin gortat","16","five","13","null","two"
"28","mason plumlee","16","five","11","null","null"
"29","oklahoma","null","12","null","null","null"
"29","russell westbrook","38","12","14","null","null"
"29","victor oladipo","21","null","null","null","null"
"30","ben mclemore","15","null","null","null","null"
"30","cousins","27","two","10","null","null"
"30","darren collison","11","five","null","null","null"
"30","demar","27","two","null","null","null"
"30","enes kanter","17","null","13","null","null"
"30","ramon sessions","11","five","four","null","null"
"30","reggie evans","null","five","11","null","null"
"30","rudy gay","four","two","null","null","two"
"31","cody zeller","14","an","six","null","a"
"31","frank kaminsky","17","null","seven","null","a"
"31","gordon hayward","36","nine","five","null","a"
"31","kemba walker","52","eight","nine","null","null"
"31","marvin williams","19","an","seven","a","null"
"31","nicolas batum","10","four","nine","a","null"
"31","rudy gobert","14","hayward","14","null","two"
"31","trevor booker","12","an","eight","a","a"
"32",". smith","14","null","null","null","null"
"32","14","25","null","null","a","pair"
"32","draymond green","22","seven","15","null","pair"
"32","j.","14","null","null","a","pair"
"32","kevin love","10","null","18","null","pair"
"32","klay thompson","18","an","six","null","a"
"32","kyrie","13","two","three","a","null"
"32","lebron","25","two","nine","a","pair"
"32","matthew delladedova","10","null","null","null","pair"
"33","jeff green","18","null","null","null","null"
"33","jerami grant","10","six","three","null","null"
"33","larry drew ii","nine","four","null","null","null"
"33","vince carter","13","null","null","null","null"
"33","zach randolph","17","four","14","null","null"
"34","aldridge","five","null","null","null","null"
"34","dwight powell","10","null","null","null","null"
"34","harrison barnes","17","null","null","null","null"
"34","kawhi leonard","21","null","null","null","null"
"34","leonard","21","null","null","null","null"
"34","manu ginobili","null","null","null","null","null"
"34","patty mills","23","null","null","null","null"
"34","pau gasol","null","null","null","null","null"
"34","seth curry","null","null","null","null","null"
"34","wesley mathews","26","null","null","null","null"
"35","chris bosh","null","null","11","null","null"
"35","donatas motiejunas","null","null","null","null","null"
"35","dwight howard","25","null","11","null","null"
"35","dwyane wade","19","null","null","null","null"
"35","harden","25","10","nine","null","null"
"35","mario chalmers","12","null","null","null","null"
"35","shabazz napier","five","four","null","null","null"
"35","shawne williams","14","null","five","null","null"
"35","trevor ariza","19","five","null","null","null"
"36","darren collison","21","six","null","null","null"
"36","demarcus cousins","36","null","13","null","null"
"36","russell westbrook","null","nine","11","null","null"
"37",".","null","null","null","null","null"
"37","adreian payne","null","null","three","null","null"
"37","andrew wiggins","10","null","four","null","null"
"37","eric bledsoe","18","nine","null","null","null"
"37","justin hamilton","15","null","three","null","two"
"37","kevin martin","16","null","null","null","null"
"37","marcus thornton","14","null","four","null","null"
"37","markieff morris","24","two","three","null","null"
"37","warren","17","null","null","null","null"
"38","alec burks","null","null","null","null","two"
"38","derrick favors","20","null","12","three","two"
"38","nerlens noel","eight","null","null","null","null"
"38","rodney hood","null","null","null","null","null"
"39","anthony morrow","15","null","null","null","null"
"39","joffrey lauvergne","16","null","null","null","null"
"39","marc gasol","31","eight","four","two","one"
"39","mike conley","18","two","one","three","null"
"39","russell westbrook","19","12","13","null","null"
"39","steven adams","16","null","12","null","null"
"40","demarcus cousins","null","null","null","null","null"
"40","kyle lowry","null","null","null","null","null"
"40","rudy gay","null","null","null","null","null"
"40","valan","null","null","null","null","null"
"41","alex len","11","null","11","null","two"
"41","archie goodwin","12","null","null","null","null"
"41","brook lopez","19","null","six","null","one"
"41","isaiah whitehead","11","three","four","two","one"
"41","jeremy lin","13","five","three","null","null"
"41","justin hamilton","10","null","one","null","null"
"41","leandro barbosa","11","one","six","one","one"
"41","marquese chriss","23","one","11","two","one"
"41","mcdaniels","16","one","eight","two","one"
"41","quincy acy","12","null","null","null","one"
"41","rondae hollis - jefferson","five","two","16","two","one"
"41","trevor booker","14","one","eight","null","one"
"41","tyler ulis","10","12","null","one","null"
"42","demarcus cousins","22","12","12","null","null"
"42","devin booker","33","null","null","null","null"
"42","eric bledsoe","20","null","null","null","null"
"42","ty lawson","18","null","null","null","null"
"43","deandre jordan","10","null","17","null","null"
"43","griffin","24","five","10","null","null"
"43","jamal crawford","24","five","null","null","null"
"43","jimmy butler","22","eight","six","null","null"
"43","joakim noah","null","six","16","null","null"
"43","nikola mirotic","11","null","seven","null","null"
"44","bojan bogdanovic","11","two","five","null","null"
"44","brandan wright","17","null","three","one","null"
"44","james ennis","17","five","three","null","null"
"44","jamychal green","10","null","six","null","null"
"44","lopez","null","null","null","null","null"
"44","marc gasol","19","eight","nine","one","one"
"44","mike conley","32","six","one","one","one"
"44","rondae hollis - jefferson","13","two","three","two","null"
"44","sean kilpatrick","15","three","six","one","null"
"44","spencer dinwiddie","17","five","three","null","null"
"44","tony allen","null","null","null","null","null"
"44","trevor booker","null","null","four","a","null"
"44","vince carter","14","one","three","two","null"
"45","clint capela","12","two","two","one","null"
"45","dion waiters","23","seven","nine","null","five"
"45","eric gordon","null","two","null","one","null"
"45","goran dragic","21","five","one","null","null"
"45","harden","17","one","six","null","a"
"45","hassan whiteside","23","one","14","null","five"
"45","rodney mcgruder","11","two","one","two","null"
"45","ryan anderson","17","one","null","null","null"
"45","tyler johnson","16","four","seven","null","null"
"46","andre drummond","13","null","17","null","null"
"46","anthony davis","33","three","14","null","null"
"46","jon leuer","22","null","seven","three","null"
"46","jrue holiday","22","five","four","null","null"
"46","tobias harris","15","null","six","null","null"
"47","anthony davis","24","null","12","a","two"
"47","arron afflalo","38","null","null","null","null"
"47","eric gordon","11","six","six","null","null"
"47","jusuf nurkic","15","null","nine","null","two"
"47","kenneth faried","14","null","seven","two","a"
"47","ryan anderson","null","six","seven","null","null"
"47","ty lawson","five","13","null","null","null"
"47","tyreke evans","25","null","six","a","two"
"48","julius randle","null","null","14","null","null"
"48","larry nance jr.","12","null","nine","null","null"
"49","alex len","13","two","eight","null","one"
"49","clint capela","nine","two","five","three","a"
"49","devin booker","18","two","one","one","null"
"49","harden","19","five","six","two","one"
"49","jared dudley","12","two","null","null","null"
"49","leandro barbosa","12","two","three","one","one"
"49","marquese chriss","seven","three","six","null","null"
"49","ryan anderson","16","one","four","one","one"
"49","sam dekker","14","one","four","null","one"
"49","t.","14","null","five","three","one"
"49","trevor ariza","nine","two","five","three","null"
"49","tyler ulis","13","six","two","one","null"
"49","warren","14","null","five","three","one"
"50","cj mccollum","28","null","null","null","null"
"50","d ’ angelo russell","21","two","three","null","null"
"50","damian lillard","36","null","null","null","null"
"50","ed davis","null","null","eight","null","null"
"50","jordan clarkson","null","null","null","null","null"
"50","julius randle","11","null","nine","null","null"
"50","kobe bryant","nine","null","nine","null","null"
"50","lou williams","26","null","null","null","null"
"50","mason plumlee","13","null","eight","null","null"
"50","noah venloe","11","null","six","null","null"
"51","demarre carroll","nine","null","five","null","null"
"51","jeff teague","26","six","null","null","null"
"52","11","null","null","null","null","null"
"52","22","null","six","null","null","null"
"52","anthony","15","null","six","a","null"
"52","c. j. mccollum","16","five","five","null","a"
"52","courtney lee","null","null","nine","null","null"
"52","damian lillard","22","six","five","two","null"
"52","derrick rose","18","five","four","two","a"
"52","ed davis","14","null","10","null","null"
"52","evan turner","11","null","null","null","null"
"52","harkless","15","null","eight","a","a"
"52","kristaps porzingis","31","five","nine","two","a"
"52","mindaugus kuzminskas","10","an","three","a","null"
"53","27","null","null","null","null","null"
"53","derrick rose","null","null","null","null","null"
"53","dwyane wade","35","null","null","null","null"
"53","jimmy butler","null","null","null","null","null"
"53","kristaps porzingis","27","null","null","null","null"
"53","mirotic","null","null","null","null","null"
"54","anthony","null","five","six","null","null"
"54","derrick williams","24","null","seven","null","null"
"54","greg monroe","22","four","14","null","null"
"54","kristaps porzingus","16","null","five","null","null"
"55","bismack biyombo","null","null","three","null","null"
"55","corey joseph","19","four","three","null","null"
"55","demar derozan","null","null","11","a","three"
"55","evan fournier","17","four","three","a","three"
"55","jason smith","16","four","five","null","a"
"55","jonas valanciunas","null","two","nine","a","three"
"55","kyle lowry","24","seven","eight","a","a"
"55","luis scola","19","four","three","three","null"
"55","nikola vucevic","17","four","11","a","three"
"55","patrick patterson","null","null","null","null","null"
"55","tobias harris","16","three","null","a","null"
"55","victor oladipo","27","three","three","a","null"
"56","dwyane wade","null","null","null","null","null"
"56","isaiah thomas","25","null","null","null","null"
"56","jimmy butler","24","null","null","null","null"
"56","rajon rondo","null","null","null","null","null"
"57","james harden","28","null","null","null","null"
"57","josh smith","18","null","null","null","null"
"57","monta ellis","33","null","null","null","null"
"57","rajon rondo","9","7","5","null","null"
"58","jamal murray","24","null","null","null","null"
"58","jimmy butler","35","five","eight","null","null"
"58","jusuf nurkic","10","null","eight","null","null"
"58","robin lopez","10","null","eight","null","six"
"58","wilson chandler","16","null","nine","null","null"
"59","al jefferson","21","null","10","null","null"
"59","dwyane wade","null","null","null","null","null"
"59","hassan whiteside","17","null","seven","null","null"
"59","josh richardson","18","null","null","null","null"
"59","kemba walker","null","seven","null","null","null"
"59","luol deng","22","null","null","null","null"
"59","nicolas batum","19","seven","null","null","null"
"60","blake griffin","14","two","five","null","one"
"60","chris paul","14","two","five","two","one"
"60","deandre jordan","14","two","five","one","null"
"60","isaiah thomas","14","two","five","null","null"
"60","j.","null","null","five","null","one"
"60","kelly olynyk","14","two","five","one","null"
"60","redick","14","two","five","null","null"
"60","tyler zeller","14","two","five","null","null"
"61","anthony davis","24","three","15","two","null"
"61","cousins","null","null","null","three","null"
"61","eric gordon","12","null","null","null","null"
"61","jrue holiday","19","six","three","null","two"
"61","lou williams","14","null","null","null","null"
"61","solomon hill","30","seven","six","three","null"
"61","tim frazier","14","six","five","null","null"
"62","derrick rose","10","11","null","null","null"
"62","evan fournier","14","three","three","null","null"
"62","jimmy butler","18","five","null","six","null"
"62","joakim noah","18","null","nine","two","null"
"62","nikola vucevic","14","null","seven","null","null"
"62","pau gasol","25","null","15","null","null"
"62","tobias harris","15","null","eight","three","null"
"63","cody zeller","13","null","null","null","null"
"63","doug","15","null","null","null","null"
"63","dwyane wade","12","null","null","null","null"
"63","frank kaminsky","13","null","null","null","null"
"63","kemba walker","20","10","11","a","a"
"63","mcdermott","15","null","null","null","null"
"63","michael kidd - gilchrist","12","null","nine","null","four"
"63","nicolas batum","null","10","11","a","a"
"63","nikola mirotic","11","null","10","null","null"
"63","rajon rondo","seven","10","nine","two","null"
"63","taj gibson","10","null","null","null","null"
"64","20","null","null","null","null","null"
"64","al horford","16","null","10","null","null"
"64","devin booker","34","two","five","two","null"
"64","jeff teague","20","null","null","null","null"
"64","kent bazemore","17","five","nine","five","null"
"64","mills","13","eight","17","null","null"
"64","price","14","null","null","null","null"
"64","ronnie","14","null","null","null","null"
"65","andrew wiggins","23","four","three","two","null"
"65","caris lavert","11","null","four","two","null"
"65","sean kilpatrick","14","null","null","null","null"
"65","shabazz muhammad","18","null","null","null","null"
"65","zach lavine","20","two","six","two","null"
"66","andre iguodala","22","null","null","null","null"
"66","curry","23","null","null","null","null"
"66","dwight howard","19","null","15","null","null"
"66","james harden","18","10","seven","seven","null"
"66","klay thompson","23","null","null","null","null"
"66","michael beasley","17","null","null","null","null"
"67","kevin love","22","null","null","null","three"
"67","lebron james","36","four","six","null","null"
"67","paul george","32","six","11","null","null"
"68","anthony davis","19","null","null","null","null"
"68","buddy hield","11","null","five","null","null"
"68","eric gordon","29","null","null","null","null"
"68","harden","29","13","11","null","null"
"68","olajuw","29","13","11","null","null"
"68","terrence jones","16","null","eight","null","null"
"68","trevor ariza","20","one","five","three","null"
"70","ka","null","null","null","null","null"
"70","leonard","null","null","null","null","null"
"71","anthony","28","four","null","null","null"
"71","harrison barnes","15","null","seven","null","null"
"72","blake","26","null","null","null","null"
"72","chris bosh","34","null","seven","null","null"
"72","chris paul","23","nine","null","null","null"
"72","deng","10","null","null","null","null"
"72","dwyane wade","34","10","null","null","null"
"72","hassan whiteside","26","null","16","two","two"
"72","redick","14","null","null","null","null"
"73","chris paul","19","18","six","null","null"
"73","deandre jordan","seven","null","18","null","null"
"73","goran dragic","24","five","five","null","null"
"73","hassan whiteside","15","null","13","null","null"
"73","j.","25","null","null","null","null"
"73","james johnson","null","four","13","null","null"
"73","marreese speights","19","null","null","null","null"
"73","redick","25","null","seven","null","null"
"73","tyler","24","four","13","null","null"
"74","john","null","null","null","three","null"
"74","kenneth faried","nine","null","three","null","null"
"74","kris humphries","20","null","null","null","null"
"74","nene","eight","null","null","null","null"
"74","ty lawson","14","null","null","three","null"
"74","wilson chandler","20","null","null","null","null"
"75","beal","24","four","three","null","null"
"75","bradley","null","four","null","null","null"
"75","bradley beal","24","four","three","null","null"
"75","darren collison","13","10","null","null","null"
"75","demarcus cousins","29","four","10","null","four"
"75","gay","15","null","four","null","null"
"75","john wall","seven","four","four","null","null"
"75","omri casspi","13","null","null","null","null"
"75","rondo","13","10","null","null","four"
"76","kawhi leonard","41","null","null","null","null"
"77","giannis antetokounmpo","30","six","four","two","one"
"77","ja","28","five","null","two","one"
"77","kevin durant","33","five","six","two","null"
"78","deandre jordan","null","null","13","null","null"
"78","isiah thomas","24","null","null","null","null"
"78","marcus smart","null","two","null","null","null"
"79","durant","26","10","five","null","null"
"79","enes kanter","21","null","eight","null","null"
"79","kenneth faried","25","null","11","null","null"
"79","russell westbrook","26","12","nine","null","null"
"79","will barton","19","five","five","null","null"
"80","bojan bogdanovic","21","five","four","null","null"
"80","brook lopez","16","null","null","null","null"
"80","chase budinger","18","null","null","null","null"
"80","jarrett jack","16","five","null","null","null"
"80","joe johnson","14","null","five","null","null"
"80","justin hamilton","15","null","six","null","null"
"80","kevin martin","20","six","null","null","null"
"80","thaddeus young","14","null","5","2","null"
"80","zach lavine","20","six","null","null","null"
"81","kemba walker","31","null","null","null","null"
"81","kevin love","36","null","null","null","null"
"81","kyrie irving","36","null","null","null","null"
"81","lebron james","19","null","null","null","null"
"81","marvin williams","31","nine","null","null","null"
"81","michael kidd - gilchrist","11","null","10","null","null"
"81","nicolas batum","31","nine","15","null","null"
"82","mike conley","null","two","four","three","null"
"82","spencer hawes","14","null","10","null","null"
"83","gordon hayward","22","two","five","two","one"
"83","marc gasol","17","null","null","null","null"
"83","mike conley","19","nine","two","one","null"
"83","rudy gobert","three","two","13","three","one"
"83","trey lyles","11","null","null","null","one"
"83","zach randolph","13","null","11","null","null"
"84","dwyane wade","31","five","five","null","null"
"84","lebron james","30","eight","four","null","null"
"85","aaron gordon","34","null","11","six","null"
"85","cousins","null","null","null","null","null"
"85","darren collison","null","null","null","null","null"
"85","demar","null","null","five","null","null"
"85","elf","null","null","null","null","null"
"85","evan","34","null","null","six","null"
"85","fournier","34","null","11","six","null"
"85","kosta koufos","19","null","null","null","null"
"85","nikola vu","null","null","null","null","null"
"85","rajon rondo","16","14","five","null","null"
"85","rudy gay","null","null","null","null","null"
"85","victor ol","34","null","11","six","null"
"86",". smith","14","three","three","null","null"
"86","avery bradley","null","null","null","null","one"
"86","cleveland","20","27","11","two","one"
"86","isaiah thomas","27","four","three","null","null"
"86","j.","14","null","three","null","one"
"86","jae crowder","null","null","null","null","one"
"86","jared sullinger","17","null","13","null","one"
"86","kyrie irving","20","four","three","null","null"
"86","lebron james","28","eight","11","two","one"
"87","caldwell - pope","five","null","null","null","null"
"87","goran dragic","12","four","null","null","null"
"87","jennings","19","seven","null","null","null"
"87","josh smith","five","null","null","null","null"
"87","monroe","18","seven","12","null","null"
"87","morris","10","four","null","null","null"
"87","phoenix","18","four","six","null","null"
"87","tucker","16","null","null","null","null"
"89","beal","21","null","null","null","null"
"89","brandan wright","14","null","six","null","null"
"89","ellis","34","null","null","null","null"
"89","marcin gortat","17","six","null","null","null"
"89","mont","34","null","null","null","null"
"89","tyson","14","null","16","null","null"
"90","amir johnson","five","null","null","null","null"
"90","isaiah thomas","28","six","four","one","two"
"90","jeff teague","13","null","null","null","null"
"90","jonas jerebko","16","null","10","null","null"
"90","korver","10","null","null","null","null"
"90","marcus smart","20","five","eight","two","null"
"90","paul millsap","45","three","13","two","four"
"91","aaron gordon","20","eight","null","null","null"
"91","brandon jennings","20","null","null","null","null"
"91","curry","27","three","13","null","null"
"91","draymond green","one","10","nine","null","null"
"91","fournier","20","null","null","null","null"
"91","klay thompson","27","null","null","null","null"
"91","victor oladipo","19","eight","nine","null","null"
"92","andre drummond","21","null","18","null","null"
"92","andrea bargnani","null","null","null","null","null"
"92","brook lopez","27","null","five","null","null"
"92","ersan ilyasova","null","null","null","null","null"
"92","jacksom","19","six","null","null","null"
"92","kentavious caldwell - pope","16","null","null","null","null"
"92","reggie jackson","null","null","null","null","null"
"92","wayne ellington","11","null","null","null","null"
"93","ben mclemore","18","null","four","null","null"
"93","marc gasol","18","five","six","null","null"
"93","reggie evans","17","null","null","null","null"
"93","rudy gay","20","null","four","null","null"
"93","tony allen","13","null","null","four","null"
"93","zach randolph","22","null","12","null","null"
"94","chris paul","23","nine","five","one","one"
"94","danilo gallinari","null","null","null","null","null"
"94","deandre jordan","14","two","22","null","three"
"94","erick green","11","null","null","null","null"
"94","j.","null","null","null","null","null"
"94","j. j. hickson","seven","null","six","null","null"
"94","jameer nelson","11","null","null","null","null"
"94","jusuf nurkic","null","null","null","null","null"
"94","kenneth faried","10","three","14","null","null"
"94","matt barnes","null","null","null","null","null"
"94","randy foye","null","null","null","null","null"
"94","redick","null","null","five","two","one"
"94","will barton","19","null","null","null","null"
"94","wilson chandler","17","null","null","null","null"
"95","carmelo anthony","33","four","six","null","null"
"95","jameer nelson","16","12","null","null","null"
"95","nikola jokic","40","five","nine","two","null"
"95","quinn","16","null","null","null","four"
"95","will barton","15","null","10","null","null"
"95","wilson chandler","19","three","four","null","null"
"96","giannis antetokounmpo","23","five","eight","two","two"
"96","jabari parker","27","four","11","two","null"
"96","jamal murray","18","null","null","null","null"
"96","john henson","16","null","five","null","four"
"96","kenneth faried","19","null","11","null","null"
"96","wilson chandler","23","three","null","two","null"
"97","clint capela","13","null","10","null","null"
"97","dwight powell","eight","two","six","two","null"
"97","eric gordon","18","three","null","null","null"
"97","harrison barnes","20","null","null","null","null"
"97","james harden","18","16","nine","null","null"
"97","trevor ariza","17","null","seven","null","null"
"97","wesley matthews","26","two","three","null","null"
"98","andrew wiggins","eight","three","three","null","two"
"98","dario saric","null","three","seven","null","two"
"98","ersan ilyasova","19","an","five","a","a"
"98","gorgui dieng","10","three","nine","a","two"
"98","joel embiid","25","three","eight","null","two"
"98","karl - anthony towns","10","three","nine","a","two"
"98","nerlens noel","eight","null","seven","null","null"
"98","ricky rubio","five","three","three","two","two"
"98","robert covington","13","two","10","null","a"
"98","shabazz muhammad","10","three","five","a","two"
"98","zach lavine","28","three","three","two","two"
"99",". barea","20","seven","one","two","null"
"99","brook","27","null","null","null","null"
"99","devin","11","null","null","null","null"
"99","dirk nowitzki","23","null","nine","null","null"
"99","harrison barnes","19","two","six","null","null"
"99","isaiah whitehead","10","two","two","null","null"
"99","j.","20","null","null","null","null"
"99","quincy acy","null","null","three","null","null"
"99","randy foye","11","two","three","one","null"
"99","rondae hollis - jefferson","six","null","nine","null","a"
"99","spencer dinwiddie","18","null","null","one","null"
"99","wesley matthews","15","three","five","one","null"
"99","yogi ferrell","eight","five","two","three","a"
"100","frye","11","null","null","null","null"
"100","hardaway jr","36","null","null","null","null"
"100","irving","38","eight","13","null","null"
"100","james","null","eight","13","null","null"
"100","jefferson","null","null","null","null","null"
"100","paul millsap","27","null","nine","null","null"
"100","tim","36","null","null","null","null"
"101","alec burks","13","null","null","null","null"
"101","andrew bogut","10","four","13","null","null"
"101","draymond green","15","six","nine","null","two"
"101","gordon hayward","null","null","null","null","null"
"101","trey burke","13","null","null","null","null"
"102","andrew bogut","16","null","eight","null","three"
"102","brook lopez","26","null","null","null","null"
"102","klay thompson","seven","null","null","null","null"
"102","nets","26","null","null","null","null"
"102","steph curry","26","seven","null","null","null"
"103","c. j. mccollum","24","seven","null","four","null"
"103","dwyane wade","null","null","null","null","null"
"103","hassan whiteside","20","null","13","null","four"
"103","luol deng","14","null","13","null","null"
"103","mason plumlee","17","five","eight","null","null"
"104",". watson","10","null","null","null","null"
