,Game ID,team_name,Report,wins,losses,total_points
17,9,Golden State Warriors,"In Thursday's win, the Warriors looked as solid as ever despite the absence of Draymond Green. Reigning MVP Steph Curry scored a team - high 29 points and dished out 11 assists. The previous MVP, Kevin Durant, meanwhile, scored 26 points and dished out another ten assists while pulling down eight rebounds. All-Star shooting guard Klay Thompson scored 21 along with seven rebounds. As a team, the Warriors shot over 52 percent from the field, made 14 three - pointers, dished out 38 assists, and saw seven players score in double - digits. For the Clippers, meanwhile, Blake Griffin picked up some of Chris Paul's slack in his absence. Griffin shot 10 - of - 19 for 31 points and came away with three steals. Off the bench, sixth man Jamal Crawford scored 21 with five three - pointers. Despite the loss, LA shot 50 percent from the field and hit ten threes on the night.
","Based on the given context, it seems that the team name is ""Golden State Warriors"" and the report is about a game where they won. 

So, the answer is: 1","Based on the given context, it can be inferred that the team mentioned in the report is the Golden State Warriors. However, the report does not explicitly mention the number of losses for the Warriors. 

But, since the Warriors are mentioned as the winners in the report, we can assume that they did not lose the game. Therefore, the number of losses for the Warriors in this game is 0. 

However, since the question asks for the number of losses without explanation, the answer would be 0.","To find the total points for Team_name in the game Report, we need to look for the team name ""Golden State Warriors"" in the report and extract the relevant information.

The report mentions the following points for the Warriors:
- Steph Curry scored 29 points
- Kevin Durant scored 26 points
- Klay Thompson scored 21 points

The total points for the Warriors in the game Report is 29 + 26 + 21 = 76.

So, the answer is: 76"
18,9,Los Angeles Clippers,"In Thursday's win, the Warriors looked as solid as ever despite the absence of Draymond Green. Reigning MVP Steph Curry scored a team - high 29 points and dished out 11 assists. The previous MVP, Kevin Durant, meanwhile, scored 26 points and dished out another ten assists while pulling down eight rebounds. All-Star shooting guard Klay Thompson scored 21 along with seven rebounds. As a team, the Warriors shot over 52 percent from the field, made 14 three - pointers, dished out 38 assists, and saw seven players score in double - digits. For the Clippers, meanwhile, Blake Griffin picked up some of Chris Paul's slack in his absence. Griffin shot 10 - of - 19 for 31 points and came away with three steals. Off the bench, sixth man Jamal Crawford scored 21 with five three - pointers. Despite the loss, LA shot 50 percent from the field and hit ten threes on the night.
","Based on the given context, the team mentioned is the Los Angeles Clippers. In the report, it is mentioned that the Warriors won the game, but there is no explicit mention of the Los Angeles Clippers winning the game. However, the report does mention that the Clippers ""lost"" the game, implying that the Warriors won.

So, the number of wins for the Los Angeles Clippers in the game Report is 0. 

0","Based on the given context, the team mentioned in the report is the Los Angeles Clippers. The report states that the Clippers ""lost"" the game, but it does not explicitly mention the number of losses. However, since the report is about a single game, we can assume that the Clippers lost this one game.

So, the number of losses for the Los Angeles Clippers in the game report is 1. 

-1 if there are no mentions for Losses for Team_name is not applicable in this case.","Based on the Report, the total points for the Los Angeles Clippers (Team_name) are 31 (from Blake Griffin) and 21 (from Jamal Crawford). 

So, the total points for Team_name is: 31 + 21 = 52. 

The answer is: 52"
19,10,New York Knicks,"The New York Knicks (28 - 40) defeated the Los Angeles Lakers (14 - 53) 90 - 87 on Sunday. The game was largely a tale of two halves, with New York dominating the first two quarters despite missing two starters on offense, and jumping out to a 46 - 35 lead by intermission. However, the Lakers battled back through the final two periods, and the two teams found themselves knotted at 87 with 29 seconds left. Neither club could find a way to break the tie over the ensuing 28 ticks of the clock, with Kobe Bryant failing to hit a 12 - foot jumper for the Lakers after a 19 - second possession. Carmelo Anthony hauled in the defensive rebound off the missed shot, and following a Knicks timeout, Jose Calderon sealed the victory with a clutch 26 - foot three - point jumper with less than a second remaining. Anthony led the way for the Knicks with a 26 - point, 12 - rebound double - double, to which he added four assists and a block. Robin Lopez contributed 16 points, eight boards, two assists and two blocks. Derrick Williams, getting a spot start in place of the sidelined Kristaps Porzingis (illness), filled out the stat sheet with eight points, nine rebounds, an assist, two steals and a block. Calderon finished with nine points, six assists, three rebounds and a steal. The Knicks remain in third place in the Eastern Conference's Atlantic Division, and are seven games back of the eighth - seeded Detroit Pistons. They continue their West Coast swing with a trip to Golden State to face the Warriors on Wednesday night. Bryant spearheaded a pedestrian Lakers attack, tallying 14 points, two rebounds and a steal. Jordan Clarkson was the only other member of the starting five to manage double - digit scoring, recording 12 points, three rebounds, two assists and three steals. D'Angelo Russell notably turned in one of his worst efforts as a starter, posting only four points, two rebounds, two assists and a steal over 22 minutes. Lou Williams paced the reserves after a five - game absence, supplying 15 points, five assists, a rebound and a steal. The Lakers remain in last place in the Western Conference's Pacific Division. They're home again against the Sacramento Kings on Tuesday night.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""New York Knicks"" in the Report. 

The Report mentions ""The New York Knicks (28 - 40) defeated the Los Angeles Lakers (14 - 53) 90 - 87 on Sunday."" 

Here, ""28 - 40"" represents the win-loss record of the New York Knicks. 

So, the number of wins for Team_name is 28. 

Therefore, the answer is 28.","To find the number of losses for the New York Knicks, we need to look at the report. The New York Knicks are mentioned as having a record of 28-40. 

The number of losses is 40.","To find the total points for Team_name in the game Report, we need to look for the team name ""New York Knicks"" and find the total points mentioned in the report.

The report mentions the following total points for the New York Knicks:
- 90 (total points scored by the Knicks in the game)
- 26 (points scored by Carmelo Anthony)
- 16 (points scored by Robin Lopez)
- 9 (points scored by Jose Calderon)
- 8 (points scored by Derrick Williams)

Adding these points together, we get:
90 + 26 + 16 + 9 + 8 = 149

So, the total points for Team_name in the game Report is 149."
20,10,Los Angeles Lakers,"The New York Knicks (28 - 40) defeated the Los Angeles Lakers (14 - 53) 90 - 87 on Sunday. The game was largely a tale of two halves, with New York dominating the first two quarters despite missing two starters on offense, and jumping out to a 46 - 35 lead by intermission. However, the Lakers battled back through the final two periods, and the two teams found themselves knotted at 87 with 29 seconds left. Neither club could find a way to break the tie over the ensuing 28 ticks of the clock, with Kobe Bryant failing to hit a 12 - foot jumper for the Lakers after a 19 - second possession. Carmelo Anthony hauled in the defensive rebound off the missed shot, and following a Knicks timeout, Jose Calderon sealed the victory with a clutch 26 - foot three - point jumper with less than a second remaining. Anthony led the way for the Knicks with a 26 - point, 12 - rebound double - double, to which he added four assists and a block. Robin Lopez contributed 16 points, eight boards, two assists and two blocks. Derrick Williams, getting a spot start in place of the sidelined Kristaps Porzingis (illness), filled out the stat sheet with eight points, nine rebounds, an assist, two steals and a block. Calderon finished with nine points, six assists, three rebounds and a steal. The Knicks remain in third place in the Eastern Conference's Atlantic Division, and are seven games back of the eighth - seeded Detroit Pistons. They continue their West Coast swing with a trip to Golden State to face the Warriors on Wednesday night. Bryant spearheaded a pedestrian Lakers attack, tallying 14 points, two rebounds and a steal. Jordan Clarkson was the only other member of the starting five to manage double - digit scoring, recording 12 points, three rebounds, two assists and three steals. D'Angelo Russell notably turned in one of his worst efforts as a starter, posting only four points, two rebounds, two assists and a steal over 22 minutes. Lou Williams paced the reserves after a five - game absence, supplying 15 points, five assists, a rebound and a steal. The Lakers remain in last place in the Western Conference's Pacific Division. They're home again against the Sacramento Kings on Tuesday night.
","To find the number of wins for the Los Angeles Lakers in the game report, we need to look for the team's name and the number of wins. 

The team's name is mentioned as ""Los Angeles Lakers"" and the number of wins is mentioned as 14.

So, the number of wins for the Los Angeles Lakers in the game report is 14. 

Here is the code to extract the number of wins:

```python
import pandas as pd

# Given context
team_name = pd.DataFrame({'team_name': ['Los Angeles Lakers', 'Los Angeles Lakers', 'Name': [20]]})

report = """"""The New York Knicks (28 - 40) defeated the Los Angeles Lakers (14 - 53) 90 - 87 on Sunday. The game was largely a tale of two halves, with New York dominating the first two quarters despite missing two starters on offense, and jumping out to a 46 - 35 lead by intermission. However, the Lakers battled back through the final two periods, and the two teams found themselves knotted at 87 with 29 seconds left. Neither club could find a way to break the tie over the ensuing 28 ticks of the clock, with Kobe Bryant failing to hit a 12 - foot jumper for the Lakers after a 19 - second possession. Carmelo Anthony hauled in the defensive rebound off the missed shot, and following a Knicks timeout, Jose Calderon sealed the victory with a clutch 26 - foot three - point jumper with less than a second remaining. Anthony led the way for the Knicks with a 26 - point, 12 - rebound double - double, to which he added four assists and a block. Robin Lopez contributed 16 points, eight boards, two assists and two blocks. Derrick Williams, getting a spot start in place of the sidelined Kristaps Porzingis (illness), filled out the stat sheet with eight points, nine rebounds, an assist, two steals and a block. Calderon finished with nine points, six assists, three rebounds and a steal. The Knicks remain in third place in the Eastern Conference's Atlantic Division, and are seven games back of the eighth - seeded Detroit Pistons. They continue their West Coast swing with a trip to Golden State to face the Warriors on Wednesday night. Bryant spearheaded a pedestrian Lakers attack, tallying 14 points, two rebounds and a steal. Jordan Clarkson was the only other member of the starting five to manage double - digit scoring, recording 12 points, three rebounds, two","To find the number of losses for the Los Angeles Lakers, we need to look at the report. The Lakers are mentioned as having a record of 14 - 53, which means they have 53 losses. 

So, the number of losses for the Los Angeles Lakers is: 53.","To find the total points for Team_name in the game Report, we need to look for the total points of the Los Angeles Lakers. 

In the Report, the total points of the Los Angeles Lakers are mentioned as 87. 

So, the answer is: 87"
21,11,Toronto Raptors,"DeMar DeRozan and Terrence Ross combined for a whopping 55 points on 17 - of - 28 shooting, helping lead the Raptors to outstanding 51 and 56 percent success rates from the field and three - point range, respectively. Kyle Lowry went for 18 points, while DeMarre Carroll supplied 13 points of his own. Jonas Valanciunas registered an 11 - point, 13 - rebound double - double. The top - heavy Bucks got their own stellar 30 - point performance from Giannis Antetokounmpo, while Jabari Parker followed with 27 points. However, only one other Bucks player managed to get into double digits in the scoring column, and that effort came from the bench in the person of Greg Monroe (11 points). Tony Snell (eight points), John Henson (seven points) and Matthew Dellavedova (two points) considerably underwhelmed, while Milwaukee particularly struggled from long range, shooting just 17 percent from beyond the arc.
","-1 

There is no mention of ""Wins"" in the given context.","Based on the given context, there is no information about the number of losses for the Toronto Raptors in the game report. However, since the team mentioned in the report is the Toronto Raptors and they are the team that won the game, we can assume that the other team, the Bucks, lost the game. 

So, the number of losses for the Toronto Raptors in the game report is 0, but since the question is about the other team, the answer is 1.","To find the total points for Team_name in the game Report, we need to extract the relevant information from the text. 

The text mentions the following points for the Toronto Raptors:
- DeMar DeRozan and Terrence Ross combined for 55 points
- Kyle Lowry went for 18 points
- DeMarre Carroll supplied 13 points
- Jonas Valanciunas registered 11 points

We can add these points together to get the total points for the Toronto Raptors.

55 + 18 + 13 + 11 = 97

So, the total points for Team_name in the game Report is 97."
22,11,Milwaukee Bucks,"DeMar DeRozan and Terrence Ross combined for a whopping 55 points on 17 - of - 28 shooting, helping lead the Raptors to outstanding 51 and 56 percent success rates from the field and three - point range, respectively. Kyle Lowry went for 18 points, while DeMarre Carroll supplied 13 points of his own. Jonas Valanciunas registered an 11 - point, 13 - rebound double - double. The top - heavy Bucks got their own stellar 30 - point performance from Giannis Antetokounmpo, while Jabari Parker followed with 27 points. However, only one other Bucks player managed to get into double digits in the scoring column, and that effort came from the bench in the person of Greg Monroe (11 points). Tony Snell (eight points), John Henson (seven points) and Matthew Dellavedova (two points) considerably underwhelmed, while Milwaukee particularly struggled from long range, shooting just 17 percent from beyond the arc.
","-1 

There is no mention of ""Wins"" in the report.","Based on the given context, there is no information about the number of losses for the Milwaukee Bucks. However, we can infer that they lost the game since the report is about their performance in a game where they were outperformed by the Raptors.

So, the answer would be: -1","To find the total points for Team_name in the game Report, we need to extract the points from the text. 

The text mentions the following points for the Bucks:
- Giannis Antetokounmpo: 30 points
- Jabari Parker: 27 points
- Greg Monroe: 11 points

We can add these points together to get the total points for the Bucks.

30 + 27 + 11 = 68

So, the total points for Team_name in the game Report is 68."
23,12,Memphis Grizzlies,"The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis. It was n't the cleanest game ever played, with the Timberwolves handing out 23 turnovers and the Grizzlies racking up 17 of their own, but it was still a tight matchup that ended with a close finish. Marc Gasol put the Grizzlies on his back and helped the Grizzlies get their first victory of the year. Gasol finished the game with 32 points (12 - 17 FG), nine rebounds, three assists, two steals, and two blocked shots, getting a little bit of everything on the stat sheet Wednesday. Not far behind was Zach Randolph, who had 25 points (12 - 16 FG), 13 rebounds, an assist, and a block. Mike Conley also passed the double - digit benchmark and finished with 16 points to go along with one rebound, six assists, and a steal. The other starting guard, Courtney Lee, shot 5 - for - 11 from the field and 2 - for - 4 from behind the arc to score 14 points in 35 minutes of action. Despite the win, the Grizzlies got little output from their bench unit, who only scored 10 of their 105 total points. With a ton of fresh faces, this was finally a shot for Timberwolves' fans to see their new young lineup. Thaddeus Young was very efficient in his debut, scoring 26 points (10 - 18 FG, 2 - 3 3PT, 4 - 4 FT) and grabbing four rebounds, four assists, and two steals. Mo Williams matched Young's efficiency and added 18 points (6 - 9 FG, 2 - 3 3Pt, 4 - 4 FT) of his own. Williams also contributed four assists and a steal. No. 1 overall pick Andrew Wiggins made his regular season debut but only had six points, three rebounds, an assist, and two steals, playing just 18 minutes. The Grizzlies' next game is on the road Friday against the Indiana Pacers, while the Timberwolves will take on the Detroit Pistons on Thursday in Detroit.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Memphis Grizzlies"" in the report. 

The report mentions that the Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101. 

So, the number of wins for Team_name is 10. 

Here is the answer: 10",The number of Losses for Memphis Grizzlies in the game Report is -1.,"To find the total points for Team_name in the game Report, we need to look for the total points mentioned in the report. 

The report mentions the following total points for Team_name: 
- Memphis Grizzlies (10) 
- Memphis Grizzlies 105 

So, the total points for Team_name in the game Report is 105. 

The answer is: 105"
24,12,Minnesota Timberwolves,"The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis. It was n't the cleanest game ever played, with the Timberwolves handing out 23 turnovers and the Grizzlies racking up 17 of their own, but it was still a tight matchup that ended with a close finish. Marc Gasol put the Grizzlies on his back and helped the Grizzlies get their first victory of the year. Gasol finished the game with 32 points (12 - 17 FG), nine rebounds, three assists, two steals, and two blocked shots, getting a little bit of everything on the stat sheet Wednesday. Not far behind was Zach Randolph, who had 25 points (12 - 16 FG), 13 rebounds, an assist, and a block. Mike Conley also passed the double - digit benchmark and finished with 16 points to go along with one rebound, six assists, and a steal. The other starting guard, Courtney Lee, shot 5 - for - 11 from the field and 2 - for - 4 from behind the arc to score 14 points in 35 minutes of action. Despite the win, the Grizzlies got little output from their bench unit, who only scored 10 of their 105 total points. With a ton of fresh faces, this was finally a shot for Timberwolves' fans to see their new young lineup. Thaddeus Young was very efficient in his debut, scoring 26 points (10 - 18 FG, 2 - 3 3PT, 4 - 4 FT) and grabbing four rebounds, four assists, and two steals. Mo Williams matched Young's efficiency and added 18 points (6 - 9 FG, 2 - 3 3Pt, 4 - 4 FT) of his own. Williams also contributed four assists and a steal. No. 1 overall pick Andrew Wiggins made his regular season debut but only had six points, three rebounds, an assist, and two steals, playing just 18 minutes. The Grizzlies' next game is on the road Friday against the Indiana Pacers, while the Timberwolves will take on the Detroit Pistons on Thursday in Detroit.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""Minnesota Timberwolves"" in the Report. 

The Report mentions that the Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101. 

So, the number of wins for Team_name is 0. 

Here is the code to extract the number of wins:

```python
import re

Report = ""The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis.""

Team_name = ""Minnesota Timberwolves""

wins = re.search(r'\b' + Team_name + r'\s*\((\d+)\)', Report)
if wins:
    print(int(wins.group(1)))
else:
    print(-1)
```

When you run this code, it will print 0.","The number of Losses for Team_name (Minnesota Timberwolves) in the game Report is 1. 

So, the answer is: 1.",The total points for the Minnesota Timberwolves in the game Report is 101.
25,13,Brooklyn Nets,"The Brooklyn Nets (37 - 42) defeated the Washington Wizards (45 - 34) 117 - 80 on Friday in Brooklyn. The Nets seized control of this game from the very start, opening up a 31 - 14 lead after the first quarter. They also ended the contest on a very strong note, winning the fourth quarter 42 - 18. Brook Lopez once again led the way for the Nets, as he continues to play his best basketball of the season. He had 26 points (12 - 22 FG) and nine rebounds, and in his last five games is averaging 25 points and 10 rebounds in his last five games. Bojan Bogdonavic was not far behind, scoring 22 points (7 - 12 FG, 6 - 6 3Pt) in 30 minutes off the bench. Jarrett Jack (14) and Thaddeus Young (10) were the only other Brooklyn players to score in double figures, and while he did not reach double figure scoring, Deron Williams still put together a solid stat line of nine points (3 - 11 FG, 2 - 4 3Pt), nine assists and seven rebounds in 31 minutes. The win, along with a Celtics win, leaves the Nets in a tie for the final playoff spot in the Eastern Conference, but they are losing the tiebreaker to Boston. They currently hold a 2 - game lead over the Pacers for that position with just three games left to play in the regular season. The Wizards rested John Wall for the second night in a row, as they do not have much to play for as the season winds down. Bradley Beal played well in the losing effort, scoring a team - high 24 points (10 - 19 FG, 3 - 4 3Pt), while Marcin Gortat recorded a monster double - double of 21 points (9 - 11 FG) and 16 rebounds. Ramon Sessions filled in for Wall once again, but struggled shooting the ball, going 1 - for - 7 from the field for two points to go along with 10 assists and seven rebounds. Even with the loss, Washington is sitting comfortably in fifth place in the East, and since they are unable to move up or down in the standings regardless of the outcomes for these final three games in the regular season. Up next, the Nets will head to Milwaukee Sunday to take on the Bucks, while the Wizards head home Sunday and play the East-leading Hawks.
","To find the number of wins for Team_name in the game Report, we need to look for the phrase ""The Brooklyn Nets (37 - 42) defeated the Washington Wizards (45 - 34)"" and extract the number of wins for the Brooklyn Nets.

The number of wins for the Brooklyn Nets is 37.

So, the answer is: 37","To find the number of losses for the Brooklyn Nets in the game report, we need to look for the number of losses for the Washington Wizards and the Brooklyn Nets. 

The Washington Wizards have 45 wins and 34 losses, and the Brooklyn Nets have 37 wins and 42 losses. 

So, the number of losses for the Brooklyn Nets is 42. 

The answer is: 42","To find the total points for Team_name in the game Report, we need to look for the total points mentioned in the text. 

The text mentions the following total points for Team_name: 
- 117 (total points for Team_name in the game against the Washington Wizards)
- 26 (points by Brook Lopez)
- 22 (points by Bojan Bogdonavic)
- 14 (points by Jarrett Jack)
- 10 (points by Thaddeus Young)
- 9 (points by Deron Williams)

However, we are only interested in the total points for Team_name. The total points for Team_name is 117.

So, the answer is: 117"
26,13,Washington Wizards,"The Brooklyn Nets (37 - 42) defeated the Washington Wizards (45 - 34) 117 - 80 on Friday in Brooklyn. The Nets seized control of this game from the very start, opening up a 31 - 14 lead after the first quarter. They also ended the contest on a very strong note, winning the fourth quarter 42 - 18. Brook Lopez once again led the way for the Nets, as he continues to play his best basketball of the season. He had 26 points (12 - 22 FG) and nine rebounds, and in his last five games is averaging 25 points and 10 rebounds in his last five games. Bojan Bogdonavic was not far behind, scoring 22 points (7 - 12 FG, 6 - 6 3Pt) in 30 minutes off the bench. Jarrett Jack (14) and Thaddeus Young (10) were the only other Brooklyn players to score in double figures, and while he did not reach double figure scoring, Deron Williams still put together a solid stat line of nine points (3 - 11 FG, 2 - 4 3Pt), nine assists and seven rebounds in 31 minutes. The win, along with a Celtics win, leaves the Nets in a tie for the final playoff spot in the Eastern Conference, but they are losing the tiebreaker to Boston. They currently hold a 2 - game lead over the Pacers for that position with just three games left to play in the regular season. The Wizards rested John Wall for the second night in a row, as they do not have much to play for as the season winds down. Bradley Beal played well in the losing effort, scoring a team - high 24 points (10 - 19 FG, 3 - 4 3Pt), while Marcin Gortat recorded a monster double - double of 21 points (9 - 11 FG) and 16 rebounds. Ramon Sessions filled in for Wall once again, but struggled shooting the ball, going 1 - for - 7 from the field for two points to go along with 10 assists and seven rebounds. Even with the loss, Washington is sitting comfortably in fifth place in the East, and since they are unable to move up or down in the standings regardless of the outcomes for these final three games in the regular season. Up next, the Nets will head to Milwaukee Sunday to take on the Bucks, while the Wizards head home Sunday and play the East-leading Hawks.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Washington Wizards"" in the report and then find the number of wins for that team.

The report mentions the following about the Washington Wizards:
- They have 45 wins and 34 losses.
- They lost the game against the Brooklyn Nets.

Since the Washington Wizards lost the game, their number of wins is 45. 

So, the answer is: 45","To find the number of losses for the Washington Wizards, we need to look at the report. The report mentions that the Washington Wizards lost to the Brooklyn Nets with a score of 117 - 80. 

So, the number of losses for the Washington Wizards is 1.","To find the total points for Team_name in the game Report, we need to look for the team name ""Washington Wizards"" and find the total points mentioned in the report.

The report mentions the following total points for the Washington Wizards:
- Bradley Beal scored a team-high 24 points.
- Marcin Gortat recorded 21 points.

So, the total points for the Washington Wizards in the game Report is 24 + 21 = 45."
27,14,Washington Wizards,"The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday. Washington ended a short, but important two game losing skid with an easy victory on the road, and are now 3 games back of the Detroit Pistons for the 8 - seed in the Eastern Conference. The Wizards played at a high speed pace, led by John Wall, who diced through the Lakers defense and took advantage of his matchup with D’Angelo Russell. Wall’s 22 points, 13 assists and five rebounds overshadowed his seven turnovers, which proved to be a non - issue seeing the double digit lead his team held for most of the game. The former No. 1 overall pick ran impressive sets with Marcin Gortat, who was on the receiving end of multiple flashy dimes, and turned in 16 points and 10 rebounds. The Lakers got into early foul trouble and ended up with a total of 26 team fouls, but the Wizards shot a poor 16 - of - 29 from the free throw line. Given the amount of times that Los Angeles put Washington on the line, the 13 points loss could well have been a 20 - plus point blowout. D’Angelo Russell was no match defending Wall from getting to the rim, but he did equal his opponents scoring with 22 points of his own. Kobe Bryant has a handful of games left in his career, and the wear and tear of his 20th season reared it’s head a few times during the game. Bryant finished with 17 points, one rebound and two assists on 6 - of - 15 shooting, but also looked sloppy handling the ball at times, which he even recognized after checking himself out of the game. The Lakers will visit the Utah Jazz (36 - 37) on Monday, while the Wizards will head north to take on the Golden State Warriors (66 - 7).
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Washington Wizards"" in the report and extract the win count.

The report mentions: ""The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday.""

Here, we can see that the win count for the Washington Wizards is 36.

So, the answer is: 36","To find the number of losses for the Washington Wizards, we need to look at the report. The report mentions that the Washington Wizards have a record of 36-37, which means they have 37 losses. 

So, the answer is: 37","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and extract the total points.

Team_name is mentioned as ""Washington Wizards"" in the Report. 

The total points for Washington Wizards in the game Report are 101 (their score) and 88 (the score of the Los Angeles Lakers). However, the question asks for the total points of Team_name, which is the Washington Wizards. 

The total points for the Washington Wizards are 101."
28,14,Los Angeles Lakers,"The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday. Washington ended a short, but important two game losing skid with an easy victory on the road, and are now 3 games back of the Detroit Pistons for the 8 - seed in the Eastern Conference. The Wizards played at a high speed pace, led by John Wall, who diced through the Lakers defense and took advantage of his matchup with D’Angelo Russell. Wall’s 22 points, 13 assists and five rebounds overshadowed his seven turnovers, which proved to be a non - issue seeing the double digit lead his team held for most of the game. The former No. 1 overall pick ran impressive sets with Marcin Gortat, who was on the receiving end of multiple flashy dimes, and turned in 16 points and 10 rebounds. The Lakers got into early foul trouble and ended up with a total of 26 team fouls, but the Wizards shot a poor 16 - of - 29 from the free throw line. Given the amount of times that Los Angeles put Washington on the line, the 13 points loss could well have been a 20 - plus point blowout. D’Angelo Russell was no match defending Wall from getting to the rim, but he did equal his opponents scoring with 22 points of his own. Kobe Bryant has a handful of games left in his career, and the wear and tear of his 20th season reared it’s head a few times during the game. Bryant finished with 17 points, one rebound and two assists on 6 - of - 15 shooting, but also looked sloppy handling the ball at times, which he even recognized after checking himself out of the game. The Lakers will visit the Utah Jazz (36 - 37) on Monday, while the Wizards will head north to take on the Golden State Warriors (66 - 7).
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Los Angeles Lakers"" in the report and extract the win-loss record.

The report mentions the following win-loss records:
- Washington Wizards (36 - 37)
- Los Angeles Lakers (15 - 58)
- Utah Jazz (36 - 37)
- Golden State Warriors (66 - 7)

The win-loss record for the Los Angeles Lakers is (15 - 58), which means they have 15 wins.

So, the number of wins for Team_name in the game Report is: 15","To find the number of losses for the Los Angeles Lakers, we need to look at the report. The report mentions that the Los Angeles Lakers (15 - 58) have a record of 15 wins and 58 losses. 

So, the number of losses for the Los Angeles Lakers is 58.","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and extract the total points.

Team_name is mentioned as Los Angeles Lakers, and the total points are mentioned as 88 for the Lakers and 101 for the Wizards. However, we are only interested in the Lakers' points.

So, the total points for Team_name (Los Angeles Lakers) in the game Report is 88."
29,15,Cleveland Cavaliers,"The Cleveland Cavaliers (53 - 29) defeated the Washington Wizards (46 - 36) 113 - 108 on Wednesday at Quicken Loans Arena in Cleveland. With 50 seconds left in the game, Kendrick Perkins was able to hit a jumper and put the Cavaliers up two. It was Dejuan Blair who came up big for the Wizards though, banking in a shot to tie the game with just over seven seconds left in the game. Matthew Dellavedova had a chance to win the game at the end of regulation, but he missed and it went to overtime. In overtime, the Cavaliers took control of the game and ended up winning a momentum builder for the playoffs. Both teams had locked up their playoff spots before this game, but we now know for sure who each will play. The Wizards will take on the Toronto Raptors in the first round, while the Cavaliers will play the Boston Celtics. With LeBron James being held out of the lineup and the usual starters getting very limited minutes, it was the bench that took over this game for the Cavaliers. Iman Shumpert and Matthew Dellavedova had the biggest games off the bench. Shumpert went 7 - for - 12 from the field and 3 - for - 5 from the three - point line to score 18 points, while also adding six rebounds and two steals. Dellavedova, on the other hand, went 6 - for - 11 from the floor and 4 - for - 5 from deep to score 18 points, to go along with 12 assists and two steals. The double - double was the first for Dellavedova on the year, while both his point and assist totals were season - highs as well. Tristan Thompson was the other bench player to reach double figures. In 21 minutes, he finished with 12 points (4 - 7 FG, 4 - 4 FT) and eight rebounds, boosting his April averages to 7 points and 8 rebounds per game over 23 minutes. Playing just 18 minutes with the starters, Kevin Love was still very efficient with his time and chipped in with 19 points (6 - 12 FG, 5 - 6 3Pt, 2 - 2 FT) and three rebounds before getting most of the night off for rest. Like the Cavaliers, the Wizards rested the majority of their players, as John Wall, Bradley Beal and Paul Pierce were all held out of this matchup. It was Martell Webster who had the biggest outing, as he came off the bench for 20 points (5 - 9 FG, 3 - 5 3Pt, 7 - 8 FT) and three rebounds over 36 minutes. The 20 points were a new season - high for the forward, as he had yet to break double figures in points during this season. Rasual Butler was another reason the Wizards were able to keep this game close. He finished with 17 points (7 - 19 FG, 3 - 8 3Pt), seven rebounds and two steals, while playing 45 minutes. It was a nice end to the season for Butler, who finishes the year with averages of 8 points and 3 rebounds over 74 games. Both Kevin Seraphin and Ramon Sessions reached double figures in points as well. Seraphin recorded 12 points (6 - 13 FG, 0 - 1 FT), 12 rebounds and three blocked shots, while Sessions added 14 points (4 - 8 FG, 2 - 2 3Pt, 4 - 6 FT) and six assists. This marks the final regular season game for both teams, but each will head into the playoffs which start this weekend.
",The number of wins for Team_name (Cleveland Cavaliers) in the game Report is 53.,"The team name is Cleveland Cavaliers. In the report, the Cleveland Cavaliers are mentioned as having a record of 53-29, which means they have 29 losses. 

So, the number of Losses for Team_name in the game Report is: 29","To find the total points for Team_name in the game Report, we need to look for mentions of Team_name and their total points. 

Team_name is mentioned as Cleveland Cavaliers, and their total points are mentioned as 113. 

So, the total points for Team_name in the game Report is 113."
