Message ID,Subject,Message,Spam/Ham,Date
13521,abb and texmex,"louise ,
it is possible that abb will raise the subject of our option with them for the construction of the hvdc tie while in our meeting tomorrow .
as you know , we paid a considerable sum in the past for this option , which effectively expires at the end of november .
under current market conditions , i think it will be possible to pay a much lower sum - and in fact , i think we can apply this sum against the abb contracted project cost in the event we proceed .
no decisions are needed on this tomorrow , and it might not even come up - but clearly , we ' ve kept these guys hanging on the line for some time now and i expect that realistically we will not be in a position to give them a notice to proceed until middle of next year , given contracting and presidential permit issues .
dave",ham,2001-10-25
17982,schedule crawler : hourahead failure,start date : 2 / 2 / 02 ; hourahead hour : 17 ; hourahead schedule download failed . manual intervention required .,ham,2002-02-02
21944,"photoshop , windows , office . cheap . verbalizes meringue","know , yes five write . fire inch save put , of . but , got just , our
number said . speak ask brown . hear , those , govern , try pass
ground old . best cry arm care sun an . sign rest change . window
man noon . the new up help may .
",spam,2005-05-15
24939,fortune 500 work at home reps needed !,"immediate help needed . we are a fortune 500 company that is
growing at a tremendous rate of over 1000 % per year . we simply cannot
keep up . we are looking for motivated individuals who are looking to
earn a substantial income working from home .
this is a real opportunity to make an excellent income from home . no
experience is required . we will provide you with any training you may need .
we are looking for energetic and self motivated people . if that is you
than click on the link below and complete our online information request
form ,
and one of our employment specialist will contact you .
http : / / ter . netblah . com : 27000
so if you are looking to be employed at home , with a career that will
provide you vast opportunities and a substantial income , please fill
out our online information request form here now :
http : / / ter . netblah . com : 27000
to be removed from our list simply click on the link below now :
http : / / ter . netblah . com : 27000
1631 pl 5",spam,2002-09-20
8255,re : ca for henwood engagement,"sandeep ,
it probably makes sense for you to directly coordinate the signing of the
contract for henwood . attached is another copy of the earlier email
containing a draft contract provided by bonnie nelson in legal . she would
still like to change section 6 on exclusivity . her number in houston is
713 646 7712 .
let me know whatever i can do to help .
- - stinson
- - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 01 / 18 / 2001
08 : 43 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bonnie nelson @ enron _ development
01 / 11 / 2001 12 : 51 pm
to : stinson gibner / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect , sandeep
subject : re : ca for henwood engagement
stinson ,
attached please find a draft consulting agreement for use with henwood .
you will want to review it before you send it to henwood . please see section
6 in particular . also , i put in that arbitration will be in houston and
texas law will apply . we could move that to new york , with new york law if
that is better for henwood . if pressed , we could make it singapore or u . k .
law , with arb in singapore . but any other law , including australian law ,
would mean we would need to get this contract reviewed by foreign counsel - - so
i strongly urge you to argue for texas or ny law ( no other state , please ) .
i tried to make this agreement reflect the terms in henwood ' s proposal , and
believe i succeeded . our form has some additional terms not contained in
their proposal , as well as fcpa boilerplate ( ie . , the "" business conduct "" and
"" drug policy "" language ) . also , i just want to point out that this agreement
allows them to subcontract the work - - but only with our written agreement .
under their proposal , the subcontractor costs will be charged to us at cost
plus 15 % - - so you might not want to do it .
please let me know if you have any comments or questions .
bonnie",ham,2001-01-18
18317,fwd : everything 4 u x @ nax \ vail | ium . vl @ gra ~ % rnd _ med _ vic - odin ; somia | ' pnterm : i : n 5 hh 8 k,"we are your your convenient , safe and private online source for fda approved pharmacy prescriptions .
we have : * : p : ntermin ` vl @ gra . val . i . um % x @ nax ` so . m . a
plus : x 3 ni ' ca | , a : mbi 3 n , sonat ' a , f : l 3 xeril , ce | 3 bre ' x , fi ' 0 ric 3 t , tram @ d . o | , uit ` r @ m , l ` 3 vitra , pr . 0 p 3 cia , ac . yc | 0 vir , proz @ : c , p @ x ` il , bu ' sp @ r , adipe . x , iona ` min , m 3 rid ' ia
we actually stock the drugs .
enjoy deep discount meds here .
",spam,2004-02-08
26140,visual identity and logo now,"working on your company ' s image ? start with a
visual identity a key to the first good impression . we are here to
help you ! we ' ll take part in buiiding a positive visuai image
of your company by creating an outstanding loqo , presentabie stationery
items and professional website . these marketinq tools will significantly
contributeto success of your business . take a iook at our work sampies , hot deal packaqes and
see what we have to offer . we work for you !
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam,2005-06-30
2900,re : guadalupe meter diagram,"daren , here ' s a simplified schematic on the major interconnects to our
guadalupe pipeline . hope it helps .
( see attached file : guadalupe pipeline . ppt )
- guadalupe pipeline . ppt",ham,2001-03-28
2672,updated for march,"i have added a swing on mobil oil and moved the sale number over to the swing
column for equistar .",ham,2001-03-06
7182,re : exploration data as the root of the energy ( oil ) supply chain,"and consulting
john ,
congratulations on a career move .
yes , we were contacted regarding geophysical data gathering / transmission
project .
we asked our geophysicists for help and are shooting for
a meeting on thursday to run our ideas by them .
vince
from : john bloomer @ enron communications on 10 / 10 / 2000 10 : 20 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : exploration data as the root of the energy ( oil ) supply chain and
consulting
good morning vince :
1 ) we met with some geophysical data gathering / transmission people last
week . i observed that there is an opportunity to get in the early steps of
the ( oil exploration ) energy supply chain - we can get at the key data
driving oil drilling earlier than anyone else by extending into this area of
broadband networking - to build a way to hedge oil and other energy trades .
i asked adler or reichardt to present the idea to your team for validation .
have they contacted you yet ?
2 ) i ' m converting to consultant - i ' ve had a great year here but need to get
back north more often ( family ) . i will be converting to consultant status
starting next week . do not hesitate to call me if there is anything i can do
for you or your team to help out .
john bloomer cell 610 574 3945",ham,2000-10-10
10313,save your money by getting an oem software !,"need in software for your pc ? just visit our site , we might have what you need . . .
best regards ,
astrid
",spam,2005-06-29
12915,california update 9 - 19 - 2001,"for questions or comments regarding this report please contact g . britt whitman at ex : 5 - 4014 or kristin walsh at ex : 3 - 9510 .
executive summary
? weekend developments of the socal mou
? socal & creditors weigh bankruptcy options
california senate adjourns without a bailout vote
as previously reported ( 9 / 14 ) , our prediction of sen . john burton discouraging support of the socal bailout did , in fact , play - out . burton ' s last minute vote polls indicated that there were only four senate democrats favoring the mou and an in extraordinary move , burton adjourned the senate without bothering to let ab 67 xx face a floor vote . the following outline the prevailing factors that led to burton ' s decision :
? reportedly , in addition to virtually no republican support , a coalition between at least 7 far left democrats and pro - business democrats convinced legislators not to vote on bailout legislation .
? at one point treasurer angelides pulled senator bowen aside and told her that the revenue bonds might sell with direct access after all . she then accused angelides of having lied to her about this in originally telling her that a bond sale would not be possible if direct access was included .
? both governor davis and treasurer angelides appear to have damaged their relationship with the senate . davis stated that he would not sign burton ' s legislation due to its ineffectiveness and additionally he would veto burton ' s bill separating the revenue streams for bond payment and payments for power .
given the state of relations in sacramento , senators are likely to offer little or no cooperation on a bailout plan if davis calls another emergency session . see burton ' s response ( paraphrased ) : "" i ' m going to be on jury duty , and i ' m not going to exercise my right to be excused . "" he ' s also not going to ask people to come back and , as of last saturday ( 9 / 15 ) , most people on the business democrat and republican side at least were not planning on doing so .
bankruptcy looms for socal
it currently looks bleak for socal . davis and bryson have expended their political capital on this effort . the creditors ' committee is reportedly meeting to discuss how , when and by whom a filing should take place . edison executives have assured davis that the company will not file for bankruptcy and that its creditors will show restraint . however , it ' s unclear whether all of the utility ' s creditors will forebear on an involuntary bankruptcy filing . spokespersons for several large generators said friday ( 9 / 14 ) afternoon that they couldn ' t speculate on what their companies would do if the legislature failed to act on the edison rescue bill that night . davis aides say the governor would seek a reduced rescue package for edison when the legislature returns , but in the meantime , davis continues informal negotiations with legislators in effort to stave - off socal ' s bankruptcy .",ham,2001-09-19
18530,valium diazepam,"order valium directly from here
* * * would you like to order your medication online
and have it shipped to your door overnight ? * * *
join the tens of thousands of customers who safely ,
conveniently , and discreetly order prescription meds from us .
- all types available
- inexpensive
- very easy ordering
- no prior prescription needed
- no doctor ' s appointments
- us licensed
ready to try us today ? http : / / fine 8755 rx . biz / g 30 /
",spam,2004-03-22
21495,matter of urgency,"matter of urgency from williams familyabidjan . ivory coast
dearest one .
my name is martin williams son of late dr and mrs alfred williams , my fahter was a very wealthy cocoa merchant based in abidjan . the economic capital of ivory coast before he was poisoned to death by his business associates on one of their outing to discuss on a business deal .
when my mother died , my father took me so special because i am motherless . before the death of my father in a private hospital here in abidjan . he secretly called me on his bedside and told me that he deposited the sum of us $ 1 . 800 . 000 ( one million eight hundred thousand , united states dollars ) in abidjan . he also explained to me that it was because of this wealth that he was poisoned by his business associates , that i should seek for a foreign partner in a country of my choice where i will transfer this money and use it for investment purpose .
i am honourably seeking your assistance in the following ways :
1 ) to help us stand as partner / beneficary so that this money would be transferred safely to you in your destination 2 ) to serve as the guardian of this fund since i am 21 years and my sister shara 17 years 3 ) to make arrangement for me to come over to your country after the money has been transferred , to further our education .
moreover , we are willing to offer you 15 % of the total fund as compensation for your effort input after the successful transfer of this fund to your nominated account .
furthermore , you can indicate your option towards assisting me as i believe that this transaction would be concluded within seven ( 7 ) days you signify interest to assist me .
anticipating to hear from you soon . do hurry to assist us now that this country is in political choas , we urgently needs your kind attention .
kindly call us on this telephone line : + + 22508120833
thanks and god blessmartin and shara williams . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ya puedes ganar con la bolsa sin arriesgar ni un c?ntimo . nuevo deposito naranja bolsa garantizado de ing directhttp : / / ad . doubleclick . net / clk ; 14721373 ; 7829128 ; m ? http : / / www . ingdirect . es / track / tracker . asp ? medio = wanp & cod = dgo 44",spam,2005-03-10
16025,re : phara . macy colo ured 27,"hello , vislt our great pharmac - ybymail
shop and save 75 %
v
rava
luma
lenci
is
, man
lag
l
mb
al
yother .
have a good day .
p . s . you will be pieasantiy surprised with our prlcess ; - )
courage . now the mischievousness that normally inhabited her fresh young doctor blood , said he . he was a short , broad man of five - and - fo heavily upon a stout ebony cane . after him , in the uniform of a who the hell may you be ? he exploded . colour and grow troubled once more . could i be guilty of that ? protested the captain . i realize t that restless spirit by which he was imbued . a set of curious the bulkheads , and there was a carved walnut sideboard laden with yielded . already bishop was moving down the line . for mr . blood we might send don diego de espinosa in a boat manned by his though it took a fortnight , blood bubbled him . he sent me and mo stately red - hulled frigate , flying the english ensign . fortunes of the duke of monmouth . he was a sturdy , resolute fell fraught with loss of dignity . but there were those volunteers th",spam,2005-03-20
6017,summer intern,"we can hire the person as a summer intern
directly ( outside the a & a pool ) .
shirley , please arrange a phone interview
as in the case of other candidates osman found .
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 26 / 2000
09 : 09 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
osman sezgen @ ees
04 / 25 / 2000 05 : 41 pm
to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect
cc :
subject : summer intern
fyi .
osman
- - - - - - - - - - - - - - - - - - - - - - forwarded by osman sezgen / hou / ees on 04 / 25 / 2000 05 : 39
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
amyn saleh on 04 / 10 / 2000 06 : 11 : 50 pm
to : "" osman sezgen ""
cc :
subject : re : job opportunities at enron
hi osman ,
hope you are doing well . thank you for replying to my phone call . i have
attached my resume to this email and would be extremely grateful if you
could pass it around to hiring managers . thank you and i look forward to
hearing from you .
regards ,
amyn saleh
- amyn saleh ' s resume . doc
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
amyn saleh
( 510 ) 644 - 9642
amyn @ uclink 4 . berkeley . edu
icq : 51792087",ham,2000-04-26
21077,open now grab your money and beautifil girls today - baby dearie,"you could make a $ 1000 a day
work from home and make a $ 1000 a day
in the adult internet . hurry before the gold
rush is over .
dont lose out turn your dreams into reality
make a
fortune with porn today part or full time
if you would prefer not to receive these messages
check here your email will be
removed within 48 hrs
deathward
rheumatic wheat mosquito panic asynchronous inboard daimler flare indirect circumcise sizzle
",spam,2005-01-26
27412,high school pledge . com - say no to drugs and alcohol,"highschoolpledge . com 
provides a free forum for students , friends and relatives to communicate and assist high school students in making the correct decisions when it comes to drugs and alcohol .
please help us to spread the word about highschoolpledge . com .
unsubscribe to future emails ? - simply reply to this email with unsubscribe as the subject of your reply .",spam,2005-07-19
11108,merlin summary memo for distribution for 11 am meeting tomorrow,"attached please find the memo that will be discussed in the 3 / 7 / 01 meeting on merlin at 11 : 00 am .
if you have any questions , please contact me at x 3 - 0420 .
thank you ,
megan angelos
assistant to joe deffner",ham,2001-03-06
27549,do you use eyedrops ?,"do you use eye drops ?
www . stilabs . com
if so , you should know about the most effective products on the market !
sti labs international has developed revolutionary eye care products that are the most effective and very finest solutions on the market today . all of our products are fda approved . all of our products are of exceptional standards using only the highest quality ingredients . all of our products are alcohol - free formulations and are backed by a harvard university study proving the effectiveness and benefits of our active ingredients as compared to the competition .
our formulations generate a soothing and comfortable sensation using all - natural plant extracts such as chamomile and the like . unique formulas - effective results ensuring our trademark slogan . . .
pure . clear . vision .
click here to order now ! http : / / www . stilabs . com / orderonline . htm
www . stilabs . com
sti labs international 269 south beverly dr . , # 503 beverly hills , ca 90212 this e - mail message is an advertisement and / or solicitation .
",spam,2005-07-20
27291,failure notice,"hi . this is the qmail - send program at backup - smtp - 2 . star . net . uk .
i ' m afraid i wasn ' t able to deliver your message to the following addresses .
this is a permanent error ; i ' ve given up . sorry it didn ' t work out .
:
81 . 171 . 128 . 25 does not like recipient .
remote host said : 550 , recipient unknown
giving up on 81 . 171 . 128 . 25 .
- - - below this line is a copy of the message .
return - path :
received : ( qmail 28287 invoked from network ) ; 19 jul 2005 10 : 58 : 25 - 0000
received : from catv - 219 - 099 - 025 - 107 . medias . ne . jp ( helo mailwisconsin . com ) ( 219 . 99 . 25 . 107 )
by backup - smtp - 2 . star . net . uk with smtp ; 19 jul 2005 10 : 58 : 25 - 0000
received : from 205 . 214 . 42 . 66
( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;
by mailwisconsin . com with http id j 87 gzo 38191062 ;
tue , 19 jul 2005 10 : 57 : 46 + 0000
message - id :
date : tue , 19 jul 2005 10 : 57 : 46 + 0000
subject : just to her . . .
from : "" barry castillo ""
to : distinctively @ hamilton - school . co . uk
user - agent : squirrelmail / 1 . 4 . 3 a
x - mailer : squirrelmail / 1 . 4 . 3 a
mime - version : 1 . 0
content - type : text / html ; charset = iso - 8859 - 1
content - transfer - encoding : 8 bit
x - priority : 3 ( normal )
importance : normal
soft viagra at $ 1 . 62 per dose
ready to boost your sex life ? positive ?
time to do it right now !
order soft viagra at incredibly low prices
startinq at $ 1 . 99 per dose ! unbelivable !",spam,2005-07-19
29751,,"cialis ( super viagra ) at $ 2 . 00 per dose
ready to boost your sex life ? positive ?
time to do it right now . order cialis at incredibly low prices
$ 2 . 00 per dose . unbelivable
no more",spam,2004-09-21
33242,important information,"love - potion for your darling is all you want !
we present the most famous products for men !
meet your wishes !
we assure  you  ll receive it at one stroke !
answer your demands using this lovely thing !
pay now . forget about problems .
be deleted :
best , regards ,
glen",spam,2005-06-20
18843,* * * * ipys * * * * ipys * * * * ipys * * * * ipys * * * * ipys * * * * ipys * * * * ipys * * * * ipys * * * *,"special alert : ( otcbb : ipys ) - - 200 % gains expected
this urgent investor bulletin has been sent out to our millions of subscribers immediately to allow investors the opportunity to accumulate a substantial position in this great stock . instapay systems , inc . . ( otcbb : ipys ) is the latest new pick , set to really move in near future . this company deserves your immediate attention . stock mule team found a new winner yet again !
instapay systems , inc . , ( otcbb : ipys )
current price : $ 0 . 40
short term target : $ 1 . 20
short term gain ; 300 %
instapay systems highlights
no competition - ipys is the first and only transaction processing production system to enable internet merchants to accept atm card ( "" pin "" debit ) payments - this is a multibillion market currently , and the fastest growing segment of the transaction processing industry . online credit card and electronic check purchases totaled more than $ 90 billion in the us in 2003 .
merchants pay only a fixed fee per transaction for pin debit transactions , as opposed to the way credlt card transactions are currently processed , as a percentage of the dollar amount of the transactions . merchants will save billions in transaction processing fees paid to visa , mc and other credit card companies .
ipys developed the encrypted processing system enabling the use of atm cards over the internet and owns the patents to it as well as the gateway service for delivering this service over the internet .
the company has already identified several major credit card transaction processing providers that are violating the company ' s patent and ipys is filing several civil law suits to collect the tens of millions due the company by some of the biggest names in the processing business .
many large chain store merchants are opting to lower their electronic transaction processing costs by offering pin debit payment solutions to customers . in february 2004 wal - mart ( nyse : wmt ) began refusing mastercard signature debit cards and requires customers to enter their pin number , saving the chain tens of millions annually . ipys owns the patents to this process that walmart ' s processors are using .
ebay ( nasdaq : ebay ) acquisition of paypal for 1 . 5 billion tied them into direct debit processing for ebay purchases this year . direct debit processing is expected to account for 45 % of all transactions by 2005 . ipys patents will allow the company to literally own this market .
the stock mule team can ' t predict a long term target for ipys because no one knows what will happen when ipys signs its next several large nationally based chain stores to its transactions processing system . this stock could skyrocket to $ 10 . 00 overnight ; and then explode beyond our wildest dreams ! thank you for your trust and keep the faith the stock mule team
this profile is not without bias , and is a paid release . writers and mailers have been compensated for the dissemination of company information on behalf of one or more of the companies mentioned in this release . parties involved in the creation and distribution of this profile have been compensated 40 , 000 dollars by a third party ( third party ) , who is nonaffiliated , for services provided including dissemination of company information in this release . pr and other individuals and other creators and mailers of this letter will sell all of its original shares during the distribution of this profile . parties involved may immediately sell some or any shares in a profiled company held by profile creators and may have previously sold shares in a profiled company held by pr individuals involved . our optin mailing services for a company may cause the company stock price to increase , in which event involved parties would make a profit when it sells its stock in the company . in addition , our selling of a company stock may have a negative effect on the market price of the stock . the past profiles are only the winners not all of our recommendations
",spam,2004-05-04
3083,re : fw : king ranch balancing . xls,"in looking at the mtd prod . vs . nom numbers , we have consistently been under nominated by about 2 , 000 / day at three rivers and 2 , 000 / day at the saxet well . we are making our imbalance worse , cumulative . we need to update our forward position and our nomination by 4 , 000 / day to stay in balance to entitlements .
mary",ham,2001-04-19
4231,- want a new laptop ? - get one free !,,spam,2004-08-26
17362,schedule crawler : hourahead failure,start date : 12 / 19 / 01 ; hourahead hour : 16 ; hourahead schedule download failed . manual intervention required .,ham,2001-12-19
1558,intraday eastrans nomination change for 9 / 6 / 00,"deliveries continue to be 30 , 000",ham,2000-09-06
