review,sentiment
"Of all the E.R.Burroughs screen adaptations that Doug McClure starred in the 70s, this is the stagiest of all. It's so stagy, you can taste the dust of the sets and feel the heath of the lamps above. The thing looks like a very, very big budget school play, or indeed, a very very low budget action movie, which it actually is. It's been said on many occasions that this was the last of the genre entries, and I do hope it was. The genre didn't die peacefully, but in horrible agony, amidst a lot of smoke, fake blood and lousy sound effects. Peter Cushing must have felt a boy again, as a nutty professor whose shirt stays white as snow after the gentlemen has dragged himself through the slimy crap-holes of the Underworld. What a sport he was, to accept a part in this mishmash and carry it so bravely.<br /><br />Shot entirely on a sound stage and accompanied by then trendy, now unbearable synthesizer soundtrack, the main anti-attraction of this film are the cardboard monsters. Yes, there are always monsters like that in a Burroughs adaptation, but they rarely manage to be so completely ridiculous, helpless or void of any credibility. On a few occasions, during the elevated action-combat scenes where Mr McClure heroically attacks the creatures, you can almost hear the empty, hollow sound as his head bangs against the side of a triplodactocryptosaurus. Fortunately, the animals explode and go up in flames the minute they trip and fell over. Indeed, there is a great deal of unmotivated exploding as the film (and the genre) draws towards the finale. And lovely Miss Munroe loses her underworldly accent.<br /><br />The triple bill, currently on the market, features this film plus two others - The Land That Time Forgot and The War Lords Of Atlantis. The first two are quite strong entries, especially the first one, with a lot of money invested and occasionally even fascinating script turns. Don't expect any of these qualities from this film. Get drunk with pals and laugh shamelessly at what you see. After all, the makers didn't have any shame either.",negative
"This is a terrible production of Bartleby, though not, as the other reviewer put it because it is ""unfilmable,"" but rather because this version does not maintain the spirit of the book. It tells the story, almost painfully so. Watching it, I could turn the pages in my book and follow along, which is not as much fun when dealing with an adaptation. Rather, see the 2001 version of Bartleby featuring Crispin Glover. That version, while humorous, brings new details to the film while maintaining the spirit of the novel. What's important is the spirit, not the minutiae of things like setting, character names, and costumes. The difference between these film versions is like night and day, tedious and hilarious. This version is a lesson as to what can go wrong if an adaptation is handled poorly, painful, mind-numbing schlock.",negative
"Richard Attenborough who already given us magnific films as ""A Chorus Line"" and ""Gandhi"", once more surprise us making a beautiful hymn to the Nature. Indeed, the vast and (in that time) unexplored territory of Canada helps to compose the stunning beauty of the landscapes picked up by the motion picture camera. If the movie is really based on a true story, once more becomes evidente that ""men of vision"" are, in truth, men that lives beyond their time, with a historical perspective that only the Time will give them reason. The cinematography is magnificient, such as the cast lead by Pierce Brosnan, whose performance is due to Attenborough's master hands. A pleasing surprise is the appearance of Annie Galipeau in the role of Archie's beloved. Movie that must appears in a list of those who really loves the Nature...",positive
"Filmatography: Excellent, nice camera angles (I don't remember seeing a movie of late, with good close-ups, until this one). Could have avoided gruesome scenes with a soft camera. NY is pictured good.I liked the upside down angles, in particular (a different touch).<br /><br />Music: Not impressive. Songs don't stick around in your mind even after watching the movie. May be, I expected same quality like ""Anniyan"". A disappointment. <br /><br />Actors: Kamal needs to slowly pull away from hard-core action sequences. His age and belly really show up. Also, he should avoid close romantic sequences going forward. It was a very awkward to see a mature/aged star still trying to play like a 20+ heroes scenes. Love can be expressed at any age; as we get older, you still can express love nicely from a distance (without touching a woman too much. For example, the love expressed by Rajinikanth in ""chandrmukhi"").<br /><br />Jyotika just appears for the namesake in the movie. Not sure why she accepted this. Well, that is not my problem, I guess.<br /><br />Others just have a small presence.<br /><br />Direction: I expected Gautham to excel (or measure-up) to his other movie ""Kakka Kakka"". He disappointmented me. It took a long time to release the movie due to various issues. He slips in few scenes. Even abvious things got slipped from a famous director.<br /><br />Overall: Just a okay movie. Too much graphics. DEFINITELY not for kids (and adults who expect some kind of ""Entertainment"").<br /><br />Thx",negative
"An in-name-only sequel to John Carpenter's Vampires, this movie takes place in Thailand and involves a sect of bad vampires, who enjoy killing people, and a sect of good vampires who do not. While it's an interesting idea to set a vampire film in Thailand, the writers don't seem to do a lot with the exotic locale. This film could just as easily have been set in Los Angeles. Which brings me to my next point, which is that this seems a lot like Blade Lite. We've got the rock soundtrack, the martial art battle scenes, a dance club bloodletting and, of course, lots of sharp objects going through vampires. What we don't have is the budget and talent. Yes, the hero is a good martial arts fighter, too bad his acting wasn't as good, and there's plenty of decent wire work, and tons of revved up fight sequences, maybe too many. The problem is they just don't have the same impact as the ones in any of the Blade films. Perhaps it's just that the film has a ""been there seen that"" feel to it.<br /><br />However, for me the biggest problem was that the filmmakers didn't take enough time to establish the relationship between the lead, played by the buff and bland Colin Egglesfield, and his girlfriend. She gets snatched at the very beginning of the flick after a whiny exchange with her boyfriend. We have no vested interest in her welfare at this point and no reason to believe that her boyfriend would be willing to risk his neck to save her. Now that's a major drawback when that's the major thrust of the plot.<br /><br />In the end, you could do worse than waste 85 minutes of your time with this, but I can think of a lot better things to do with your time, like renting any of the Blade movies.",negative
"'Shock Corridor (1963)' was my first film from Samuel Fuller, and there I was impressed with the director's astute blending of B-movie and big-budget aesthetics, even if the story itself was pure schlock. 'Pickup on South Street (1953)' was released a decade earlier in Fuller's career, obviously produced on a larger budget from a big-name studio, Twentieth Century-Fox. Nevertheless, the visuals are still notable in that there's a somewhat raw, naturalistic element to the photography, not unlike Dassin's 'The Night and the City (1950)' and Kazan's 'Panic in the Streets (1950)' {the latter was also shot by cinematographer Joe McDonald}. In some scenes, Fuller shoves the camera so close to his actors' faces that they're out of focus, bluntly registering the intimate thoughts, emotions and brief inflections that are communicated through that most revealing of facial features, the eye. Though (unexpectedly) prone to melodrama, and with just a hint of anti-Communist propaganda, 'Pickup on South Street' is a strong film noir that succeeds most outstandingly in its evocation of setting  the underground of New York City.<br /><br />When just-out-of-prison pickpocket Skip McCoy (Richard Widmark) snags the purse of a woman on the subway (Jean Peters), he pockets more than he'd originally bargained for. The woman, Candy, and her cowardly ex-boyfriend Joey (Richard Kiley) had been smuggling top-secret information to the Communists, and McKoy has unexpectedly retrieved an important roll of micro-film. Will he turn in the MacGuffin to the proper authorities, or sell it to the highest bidder? If 'Pickup on South Street' has a flaw, it's that the story seems designed solely to bolster an anti-Communist agenda, reeking of propaganda like nothing since WWII {Dwight Taylor, who supplied the story, also notably wrote 'The Thin Man Goes Home (1944),' the only propagandistic movie of the series}. For no apparent reason, every identifiable character  even the smugly self-serving Skip McCoy  eventually becomes a self-sacrificing patriot, the transformation predictable from the outset. In traditional film noir, the unapologetic criminal always gets his comeuppance, the rational punishment for his sins, but apparently not when they've served their country; patriotism wipes the slate clean.<br /><br />Richard Widmark, an actor who I'm really beginning to like, plays the haughty pickpocket with composure, though always with that hint of ill-ease that suggests he's biting off more than he can chew. The opening scene on the train is the film's finest, as McCoy breathlessly and silently fishes around in his victim's hand bag, recalling Bresson's 'Pickpocket (1959).' Thelma Ritter is terrific as a tired street-woman who'll peddle information to anybody willing to pay for it (though, of course, she draws the line at Commies). Jean Peters is well-cast as the trashy dame passing information to the other side, playing the role almost completely devoid of glamour; Fuller reportedly cast the actress on the observation that she had the slightly bow-legged strut of a prostitute. Nevertheless, Peters must suffer a contrived love affair with Widmark that really brings down the film's attempts at realism. Fascinatingly, upon its release, 'Pickup on South Street' was promptly condemned as Communist propaganda by the FBI, and the Communist Party condemned it for being the exact opposite. Go figure.",positive
"Not only does this film have one of the great movie titles, it sports the third teaming of 70s child actors Ike Eissenman and Kim Richards. I seem to remember this film being broadcast Halloween week back in '78 going against Linda Blair in Stranger in our House. I missed it on the first run choosing to see the other film. Later, on repeat, I saw I made the right choice. The movie is not really bad, but, really lacks any chills or surprises. Although, I did like the scene where Richard Crenna shoots the family dog to no avail.",positive
"This typical teenagers movie is one of the best, beside the story is good, the music is well accompany the movie all along. <br /><br />Although i do not enjoy classic movie unless it is classic and better written script, this one is exceptional. Maybe the hair style and language should be change a bit, in the 80's i believe offensive language is still rarely heard.<br /><br />",positive
"This last Dutch speaking film of Verhooven made me laugh good. As a film buff looking for all the small details and cross references etc in any movie I can assure anyone interested in film art that this piece amuses all the senses. I haven't read Gerard Reves book, on which the film is based, but I still believe we get a candid picture of a somewhat self-conceited poet/writer who gets his (in a way - no spoiling here). An anti-hero surrounded by characters that have their ambiguous intentions, as has he. All this in a superbly packaged cinematography, Paul Verhopven manages to turn the otherwise rather cute ""gesellich(?)"" Dutch locations into a suspenseful film-noir setting, impressive work!",positive
"When one of my friends recommended this to me, raving about how well it was filmed, the underlying themes and the general greatness of the film, I obviously expected an amazing, at least entertaining film.<br /><br />The two hours I spent watching this turned out to be a huge disappointing waste of my time.<br /><br />I understand that this movie is meant to be surreal, but even in surreal movies, there is something which anchors it down, even if it is only in the slightest. This movie, on the other hand, felt forced and fake. A lot of the shots were unnecessary and watching it made me think the director was trying to hard to be artistic.<br /><br />The acting was poor, and the relationships between characters were not nearly developed enough. Maybe that's just me missing something that others could see but I hadn't even realised there was any sort of attraction between Dae su and Migo before they started getting at it like rabbits randomly half way through the film. Then again, maybe this film was just bad.<br /><br />I am not against violence in movies, but in this one, almost all of it was just unnecessary. Throughout all the fight scenes I felt myself cringing at how painfully cliché it all was.<br /><br />And the plot? The word laughable comes to mind. I would be amused if I hadn't wasted two hours of my life following this poorly thought out and ridiculous plot. Despite all the movie's flaws, by the end of it, I was expecting something interesting to conclude it. I won't discuss the ending, because I wouldn't want to ""spoil"" the movie for those who haven't seen it. Just that the metaphor ""Be it a rock or a grain of sand, in water they sink as the same."" cannot be used as an explanation for everything.<br /><br />This entire movie was made for shock value and shock value only. I just hope sooner or later people will stop being so pretentious and recognise a bad movie for what it is. I've seen many other great Korean films and it depresses me that people have hailed Oldboy as the best.",negative
"Just like wine, ""Johnny Dangerously"" gets better and better with every day. This clever, witty, well-acted film could very well stand on its own - but as a parody of the gangster genre, it's truly outstanding. In fact, it's quite obviously the best film of its kind... the funniest spoof of mob movies and even the respective period - although, admittedly, this position is probably easier to achieve when its main competitors are such primitive, vulgar and dull pseudocomedies as ""Jane Austen's Mafia"".",positive
"Now, I love bad, old skifee movies as much as most people. And I understand that a budget is a budget. That said, Planet of the Dinosaurs is as bad as a bad movie can get. The thing has no actors, and only one attractive female whom they kill off two minutes after swimming ashore. There are literally no redeeming qualities to be found in this pile of wasted celluloid. The only thing not wasted was paper...the screenplay must have been no more than four pages long. Surely no one actually WROTE dialogue this pointless. I'm constantly amazed that such movies ever got made, much less released. I'm only glad I didn't pay to see this waste of time. It's 75 minutes of my life I'll never get back.",negative
"The four LA cops in fedoras driving around in a big black convertible look faintly absurd, and even more ridiculous when it turns out that Nick Nolte, the dumbest-looking of the lot, is in charge. The writer never manages to create a spirit of camaraderie among the squad members, and the director fails to wring articulacy out of the man-mountain Nolte. Foprget questioning anyone. Nolte's character lights a cigaret, gets mad, and beats interviewees to a pulp. His methods get him nowhere, until at one point in the action he is wandering from tossed residence to tossed residence with his mouth open and his brain shut. He smashes up an FBI squad, and throws two military officers out of a plane in flight, with only a vague report of anger at HQ and no punishment at all. At the end of the film he is as gormless and muscle-bound as he was at the outset. How he managed to get a beautiful whore to fall deeply in love with him is a mystery, as is the eternal devotion and tragic sense of betrayal expressed by his jobless wife. Two interesting shots in the picture: one, of an atomic explosion, the other of a gigantic crater, ostensibly caused by a Bomb. It's almost as wrecked and puffy as Nolte's face.",negative
"""Emma"" was a product of what might be called by the First Great Jane Austen Cycle of the mid-nineties, and it was recently shown on British television, doubtless because of the interest in the author created by the Second Great Jane Austen Cycle which started with ""Pride and Prejudice"" two years ago. We currently have in the cinemas the Austen biopic ""Becoming Jane"", and ITV have recently produced three TV movies based on Austen novels. These include ""Northanger Abbey"", the only one of the six major novels not to have been filmed previously, so the cycle should now be complete. No doubt, however, there will be more to come in the near future. (There is, after all, her juvenile ""Love and Freindship"" (sic), the short novella ""Lady Susan"", and someone, somewhere, has doubtless supplied endings to her two unfinished fragments ""The Watsons"" and ""Sanditon"". Then there are all those Austen sequels churned out by modern writers).<br /><br />The main character is Emma Woodhouse, a young lady from an aristocratic family in Regency England. (Not, as some reviewers have assumed, Victorian England- Austen died before Queen Victoria was even born). Emma is, financially, considerably better off than most Austen heroines such as Elizabeth Bennett or Fanny Price, and has no need to find herself a wealthy husband. Instead, her main preoccupation seems to be finding husbands for her friends. She persuades her friend Harriet to turn down a proposal of marriage from a young farmer, Robert Martin, believing that Harriet should be setting her sights on the ambitious clergyman Mr Elton. This scheme goes disastrously wrong, however, as Elton has no interest in Harriet, but has fallen in love with Emma herself. The speed with which Emma rejects his proposal makes one wonder just why she was so keen to match her friend with a man she regards (with good reason) as an unsuitable marriage partner for herself. This being a Jane Austen plot, Emma turns out to be less of a committed spinster than she seems, and she too finds herself falling in love, leading to further complications.<br /><br />Emma always insists that she will not marry without affection, and when she does find a partner, the handsome Mr Knightley, we feel that this will indeed be an affectionate marriage. It does not, however, seem likely to be a very passionate one (unlike, say, that of Elizabeth Bennett and Mr Darcy). Knightley, who is sixteen years older than Emma (she is 21, he 37), and related to her by marriage, is more like a father-figure than a lover. Much more of a father-figure, in fact, than her actual father, a querulous and selfish old hypochondriac who seems more like her grandfather. When Emma is rude to her unbearably garrulous and tedious friend Miss Bates, it is Knightley who chides her for her lack of manners. (His surname is probably meant to indicate his gentlemanly nature- nineteenth-century gentlemen liked to think of themselves as the modern equivalent of mediaeval knights with their elaborate codes of chivalry). Both Gwyneth Paltrow and Jeremy Northam play their parts very well, but this is not really one of the great screen romances.<br /><br />Of the other characters, I liked Juliet Stephenson's vulgar Mrs Elton and Toni Collette's Harriet. I know that in the novel Harriet was a naïve young teenager, whereas here she is more like the character Collette played in ""Muriel's Wedding""- a gauche, slightly overweight twentysomething, fretting about her chances of finding a man. Nevertheless, I felt that this characterisation worked well in the context of the film and did not detract from Austen's themes.<br /><br />""Emma"" is one of Austen's more light-hearted works, without the darker overtones of ""Mansfield Park"" or even ""Pride and Prejudice"", and this is reflected on screen. We see a world of beauty and grace, full of stately homes and elegant costumes and fine manners. Apart from the ruffianly gypsies, who make a very brief appearance, the only ""poor"" people we see are Mrs Bates and her daughter, and, as they live in the sort of picturesque rose-strewn thatched cottage which today would change hands for over £500,000, we can be sure that their poverty is relative, not absolute. In Emma's world, poverty is defined as not having your own stately home. This is, of course, not a comprehensive picture of early nineteenth-century life, but nobody has ever claimed Austen as the Regency equivalent of a kitchen-sink realist. Sophisticated romantic comedy, combined with a keen eye for analysing human character, was more in her line.<br /><br />I would not rate this film quite as highly as the 1994 ""Sense and Sensibility"" or the recent ""Pride and Prejudice""- it tends to drag a bit in the middle, although it has a strong beginning and strong ending- but it is, in the main, a highly enjoyable Austen adaptation. 7/10",positive
"If you want to see the true, vile nature of Communism, watch the movie DARK BLUE WORLD. (Tvamomodrý Svet) It recounts how the brave Czech pilots who refused to surrender fled to England to join the fight against the Nazis. After the war, the Communists feared they had picked up dangerous Western ideas about freedom. So, they had these heroic Czech pilots thrown into a nightmarish prison, where some of the guards were the same Nazis they risked their lives to defeat.<br /><br />If Hollywood wants to understand why so many of their movies fall flat, they should compare the character drama portions of ""Pearl Harbor"" with this movie. In Dark Blue World, you really make a connection to all the characters. In Pearl Harbor, everyone is like some slick cartoon version of a real person.<br /><br />There are innumerable instances of brilliant writing in this movie. One funny scene that sticks in my mind is when the character Karel is being taught English by a rather formal Englishwoman. When he can't pronounce a word, he ridicules the lesson. In typical stoic English fashion, the teacher calmly but forcefully confronts Karel, and shames him into behaving.<br /><br />The aerial battle sequences in this movie are amazing, and they help to keep the movie lively. I read that it cost $11,000 an hour to rent the planes, but it was worth every penny.<br /><br />Ladies, you are expected to cry at sad movies, but guys.... beware! This movie would make General Patton weep. And if you are a dog lover, you'll use up half a box of Kleenex. Don't say I didn't warn you.",positive
"I love this movie. I mean the story may not be the best, but the dancing most certainly makes up for it. You get to know a little bit about each character the way THEY want you to learn about them. I just think that you won't like this movie unless you're into Broadway...",positive
"Recap: Zandalee is a young woman that feels more and more trapped in her marriage with Thierry. Thierry himself is struggling with the death of his father the previous year and has lost his way. He has submerged himself in work, laid of his writing, and Zandalee desperately misses the attraction between them. Into this enters Johnny, and old friend of Thierry's who once were artists in exile together. But Johnny has kept on painting, and just have a day job for the rent. He takes the day as it comes and leaves tomorrow to its destiny. There is an instant raw attraction between Zandalee and Johnny, and they enter into an affair. But Zandalee struggles with her lust to be desired and her conscience and love for her husband. But none of them, not Zandalee, not Johnny and not Thierry can stop the relationships between them to spin totally out of control.<br /><br />Comments: It is set as a thriller. But maybe more a thriller of heart than a normal thriller where it's about life and death, and threat of violence. Not that a thriller of heart can't take on fatal proportions, but the threat comes from a different angle. And it is not really until the second half in Zandalee until the thriller emerges, and even though the foundation for it is laid in the first half, I can't really describe the genre as a thriller then. Much more of a romantic drama than anything else, but with the underlying currents of other genres. The developing thriller is there, but it also has more than a little tint of a sensual erotic kind. Because that is what it is all about, what drives the characters and therefore the entire story. Desire. The need to have, and the need to be.<br /><br />In my opinion it is quite good, definitely a lot better than its current (4.1) rating anyway. It takes its time but it grows a good feeling of suspense, and it handles the erotic part very well, with taste. It is always an integral part of the story, needed to be there to give the story it's needed weight, and I never felt it was an excuse to show a naked breast or anything like that. But unfortunately the climax of the story comes well before the end, and the end itself feels kind of flat, even if in its own way kind of dramatic.<br /><br />The cast is impressive, spearheaded by known actors like Nicholas Cage and Judge Reinhold. But the show is almost completely stolen by Erika Anderson. Beautiful and very adept at acting out the sometimes subtle feelings of desire, she excels were both Cage and Reinhold sometimes goes a bot overboard and become a little rough. Her career afterward is too thin for the talent she shows in Zandalee, I can only hope it is because of her own choices. Also two personal favorites appear in small roles that give some extra edge to the movie, it is Steve Buscemi and Joe Pantoliano.<br /><br />When you're in the right mood this is a very good movie, it could have used another end to get the credit it really deserves.<br /><br />7/10",positive
