review,sentiment
"Does anyone else think that ""Reba"" is basically a ripoff of ""Roseanne""? Just look at the characters from the two families, Connors (Roseanne) and Harts (Reba) ; the blonde bombshell elder daughter (Becky Connor and Cheyenne Hart) who's married to a moron (Mark Healy and Van Montgomery), the sarcastic brunette younger daughter (Darlene Connor and Kyra Hart), the little brother (DJ Connor and Jake Hart), and the quirky relative (Jackie Connor and Barbara-Jean Booker Hart). <br /><br />And then, of course, there is the biggest similarity, Reba Hart and Roseanne Connor. ""Reba"" tried to copy the sarcastic and tough-love style mom without giving her the same lovable qualities as Roseanne had. Or, perhaps, they made her *too* lovable, for Reba Hart seems to waver between being mean and scary (hence Van's line to his wife Cheyenne ""I'm not afraid of you, I'm afraid of your mother!"") and being sweet and caring with little transition in between. Roseanne at least managed to get it across that she was being cruel to be kind, since she was always mean and sarcastic and, whenever she tried to open up, it was hard for her. As inconsistent as Reba's character is, it's hard for her to be believable. <br /><br />But even if the characters weren't completely ripped off of ""Roseanne"", nothing could've saved the show from being sub-par in the plot area. The writers try to give the show substance but they really can't lay off the corny jokes long enough to give any impact. And you'd better believe the jokes are corny; it's as if they were written by a twelve-year-old who thinks that any joke is hilarious. While occasionally they come out with something that's funny (I don't pretend that I didn't laugh at a few episodes) these gems are too few and far between to make ""Reba"" witty. <br /><br />Overall, ""Reba"" is a very mediocre show with obvious ripoffs of ""Roseanne"", sub-par plots and sub-sub-par humor, and (let's face it) terrible acting. The show might be a bit better, actually, if they replaced all the actors, especially Reba herself, who is more community- theater quality than prime-time sitcom quality. <br /><br />I give it a 3 out of 10 just to be fair to the good jokes that make it in.",negative
"I am sligthly biased because I appear in this film but i loved it and I am only in about seven dispersed minutes and am not nearly the most interesting part of it. The film is an honest and intriguing account of a noble independent group of filmmakers trying to make a lovable movie. It is also an account of bloated expectations and fallen heros The interviews are well patched together in the editing. The different people are all interesting and there is never really too much of one person. Also, the interviews are shot in a pretty interesting fashion keeping the film visually satisfying. Definitely a worthwhile film. I hope it gets around.",positive
"As I drove from Skagway, Alaska to Dawson City,Yukon a couple of years ago and was impressed with the scenery, I cannot help but wish that this film even though it has beautiful color and scenic views would have been shot in the actual location. Jasper in the Canadian Rockies is a magnificent place, but still not the real place where the film takes place. When the story moves to Dawson, that is when I feel Anthony Mann, who used the outdoor locations so well, could have made the most if he filmed in the actual place. James Stewart here is again a man fighting within himself, one side of him does not want to get involved and help people who stand in the way of him making money, and the other side just is not able to look away from people being murdered. Ruth Roman is the ambitious woman who does not care on whom she steps, Corinne Calvet is the nice girl. Mann is excellent directing the shootouts, but the high point of the film is how well he does in the outdoor scenes. He uses the outdoors as much as he can and he is helped by the winter scenery, the predominating white, like it was with the greens in ""The Naked Spur"" and the browns in ""The Man From Laramie"". Like all of the Mann-Stewarts, this is a traditional western, with a difference in the elaboration of Stewart's character which is more complex.",positive
"This two disc set is incredible! If you're like me and never had the opportunity to actually see the band live, then this is the next best thing. Jimmy Page, who in my opinion is the second best guitarist ever to walk the face of the earth (second only to Slowfingers himself), He puts on an amazing show in every piece of footage in this film. John Paul Jones, although not as up front as Page, puts on one hell of a show. Although in the live atmosphere, his rythmic bass lines aren't as defined as they are on studio recordings, except of course in songs like Dazed and Confused, or What is and What Should Never Be), but his wide array of instumental talent is well displayed in these DVD's. John Bonham is John Bonham, what can I say? There is no comparison, his beats stand out like no other, and this DVD is proof. Last, but not least, Robert Plant wails like no other can wail. If you've ever read Hammer of the Gods, you'll be wondering the same thing as Page was when he first met Robert Plant, why the hell isn't this guy already famous? And so concludes my review, sorry about and spelling or grammar mistakes, Zeppelin rocks.",positive
"This is first of all a good, exciting story, with well developed characters. But all the other details are well crafted on top of that, leading to a wonderful film. Don't let the Disney label lead you to think this is dumbed-down or only for kids -- it has a lot to offer to all ages, whether you like golf or not. One of the more impressive things is that the film manages to make a golf game look really exciting. And speaking as one of many who can't abide golf on TV, this is no small feat.<br /><br />The first half of the film does a good job of laying out the basic characters with their motivations and backgrounds, enough that you end up liking all the important competitors once the pivotal match begins halfway through. Sure, you root for Ouimet's character all along, but his primary opponents are likable and interesting in their own right. The background layer is important once the golf match becomes a match using minds as well as golf clubs, since you get a good understanding for what each person's strengths and weaknesses are as the play progresses.<br /><br />The computer effects are flashy, but they do help the story more often than not. The directing has all sorts of clever golf shots, and the period costumes and sets are really top notch.<br /><br />There are a few small quibbles -- many of the minor characters seem a little too stereotypically cast from the class warfare mold, but this is forgivable with the major characters so well drawn.<br /><br />Shia LaBoeuf playing Francis Ouimet is, as usual, callow and sympathetic. But the real standout is Steven Dillane, playing Harry Vardon. He rarely moves his face, but his intense, often sad, eyes and minor changes of expression say so much.<br /><br />Ouimet's caddy Eddie Lowery, played by Josh Flitter, steals the scenes he is in. After you see the film, Google to find the actual photograph of Ouimet and Lowery at the tournament, to get an even better appreciation of how incredible this match truly was.",positive
"I didn't approach ""Still Crazy"" with any real anticipation. Just another rock'n'roll picture, I figured... good nostalgia for the baby boomers. This film is partially that, but so much more. Brian Gibson, the director, previously helmed a biography of Tina Turner, and is quite successful in his style. I suppose it is fitting that this was his last film.<br /><br />The cast is well-chosen. Bill Nighy is perfect in his role as the band's frontman. Actor-turned-director Bruce Robinson appears as the band's washed-up guitarist. He does a superb job, even though he hasn't appeared on film since the late 70's. If you're looking for an touching and funny film (with some great songs), you've found it.<br /><br />7.4 out of 10",positive
"Forest Whitaker's performance is all the more impressive for making it almost worthwhile to sit through this dreck. ""Historical fiction"" does not justify changing history. The absurdity begins from the ground up with the imaginary lead character played by James McAvoy. To create a fictional observer for the purpose of giving the reader a point of connection in the book is regrettable, regrettable that white people can't just read a book without a white protagonist to connect to, but at least he was placed in a somewhat passive role. Making up a fake historical actor and crediting this fiction with exposing Amin to the world is irresponsible, lazy and stupid. Not making the actions of this creation believable or even sane is just criminal, and has opened the door for movies like the one they're planning to make with Leonardo DiCaprio as a heroic Enron whistleblower who NEVER EXISTED. The logic of the world does not apply in this film where some Scottish kid thinks its okay to sleep with the wife of a murderous dictator. It doesn't apply where the wife of the dictator desires to sleep with some stupid scrawny irresponsible white boy. For that matter EVERYBODY is lined up to sleep with this scrawny, irresponsible, arrogant white boy, he even has Gillian Anderson licking her comely chops.<br /><br />Let me declare, I do not like James McAvoy. I'm not sure what it is about him, but I thought his Mr. Tumnus in Narnia was creepy and pervy. I think that Kerry Washington would never look twice at him so I can't believe that the wife of a powerful dangerous man like Amin would risk and lose her life for him. I don't believe him as a Doctor, and I just don't see the appeal. His character seems to have far more arrogance than would make sense, and trying to make him look like a badass in shooting the cow was just...there's that word again...absurd. Think about it, you are watching all of these characters bend themselves into knots in order to accommodate this unbelievable main character and there never was such a guy.<br /><br />Gillian Anderson looks incredible and sounds more British than most Brits. Whitaker gives a great expansive magnetic performance, and highlighted, with his incomprehensible pre-Oscar speeches, just how much he was acting. It's a shame the film around him had no reason to exist.",negative
"Jack Black can usually make me snicker simply by breathing, but in this movie...<br /><br />Besides the direction, writing, lack of plot, constant mugging (aided and abetted by constant straight-on camera shots), and a .050 joke batting average, it was still an utter waste of time. The idea sounds promising, but what potential there was gets wasted with an utter lack of comedy and some of the worst direction I've seen this side of you-tube.<br /><br />I kept hearing that this film portrayed Mexicans very negatively. While that's no doubt true, I really don't think this movie is meant to be racist. I think that's it's more a result of a ""creative"" team desperately trying to find something funny in this mess. You can almost hear them crying out from behind the camera: ""Hey look, it's an ugly Mexican! Laugh, people! Please, for the love of all things tenacious, LAUGH!""<br /><br />But put the racism charges aside. When you get down to it, it's anyone who plunked down good money and time to watch this pile of leftover refried beans that should be offended, IMO.",negative
"It's one of the funny things about being young that one can be fooled easily by advertising. I have spoken before on another film,in which the commercial for the (comedy) film makes it seem funnier than it is. Seeing the ad for this in 1981 made me think this was going to be a wildly funny film. What I and my brother who went and saw it with me didn't know is that the scene used in the TV ad was the very last scene in the film! <br /><br />Since this scene is the end result of all that came before in the film,I can only guess that there was nothing else funny to use! The last scene is,thanks to a youth potion,Dr. Fu Manchu turns from a long bearded old man,into a bright young Asian/Elvis like rock star! (With back up singers no less!) <br /><br />Set for no real reason,in the 1930's,Peter Sellers does his best with the material at hand but he's not given any really good reason for his ""comedic"" moments. The rest of the actors were just plain dull and my brother and I sat all through this barely laughing at anything. It was only natural that we were expecting a ""Pink Panther"" type comedy,Peter Sellers was so great at that. <br /><br />It's a pitiful shame this was his last film before he died. His appearance on the Muppet Show was more entertaining than this ill-conceived flop. Still,I don't fault him. I fault everyone else involved for not trying to make a better film of this. 2 stars is being generous!!",negative
"I really tried, but this movie just didn't work for me. The action scenes were dull, the acting was surprisingly poor, and some of these characters were TOO stereotypical to even be funny. Pam Grier tries, but when you have nothing to work with, even her considerable talent cannot prevent a disaster. Even by the standards of this weak genre, this film is pretty bad.",negative
"Curiously, it is Rene Russo's eyes and mouth--not Buddy the Gorilla's-- that emerge as the focal point of ""Buddy"", a Jim Henson Pictures production through Francis Ford Coppola's Zoetrope. Somehow, countless close-ups of Russo's face slipped passed in the post-production stages, and she literally fills the screen so many times the poor apes are upstaged. Unintentionally funny true story adapted from Gertrude ""Trudy"" Davies Lint's memoirs about a wealthy doctor's wife who turns their mansion into a menagerie for pets and wild-life. The movie goes beyond good intentions...it positively drips with earnest sincerity. The movie never sparkles with the kind of ""family film"" magic that it needed, and before too long both the people and the animals seem distinctly programmed (nothing here feels real). About ten minutes in, two chimpanzees are goofing around in Russo's kitchen and start throwing a butcher's knife back and forth (it misses Alan Cumming's head by inches); yet, no eyebrows are raised because it's all in a day's fun. Still, when full-grown gorilla Buddy gets crazy during a thunderstorm, the cops are called--and everyone stares at Buddy through the window while he busts up the living room furniture. The furniture should be the least of anyone's worries in this flabbergasting, do-gooder failure. But, at least we know Russo was in good hands: whenever director Caroline Thompson needs a good pick-up shot, she gives unstartled Rene another extreme close-up. I wonder what the lipstick budget was on this picture? ** from ****",negative
"Chokher Bali was shown at the (Washington) DC Filmfest April 15, 2005. The director, Rituparno Ghosh, was there to give a short introduction and answer questions afterwards.<br /><br />As always, I think Aishwarya did a fantastic job. I can understand those who think she should be been more aggressive or more bitchy, but would that really be realistic in 1904? Possible, maybe; realistic, I'm not so sure. I think her interpretation was valid, although there could certainly be other ways to do it.<br /><br />I hate to use the word, but this was the most ""inaccessible"" of the Indian movies I have seen so far. I know a fair amount of Indian history, Hindu religion, etc., but the level of detail here was far beyond me. Clearly you would have a much better understanding of the movie if you were intimately familiar with Hinduism and its customs, esp. as they were c. 1904. I missed a lot of things--one of them being the fact that the mother-in-law would want Binodini in the house as sort of a counter-weight to her daughter-in-law Ashalata.<br /><br />*spoilers* Ghosh had several things to say that explained the movie much better for me. First, the original Bengali version was 20+ minutes longer. So what was left out? Apparently three main things: a beginning segment where Binodini (Aishwarya) leaves E. Bengal for Calcutta. According to the director, different characters are speaking W. Bengali vs. E. Bengali--setting up some of the political comments later. Of course all of this is lost in the Hindi version, and certainly to a non-Indian like me, it wouldn't have mattered anyway--but a set-up of the Bengali situation sure would have. Next, there was a segment where Binodini was writing a poem--a sign of her independence, etc. Finally, some more business about the jewellery. So, although some people think it was too long, I think the original, longer version would have been clearer.<br /><br />The women's hair was apparently another sign (Ghosh again)--the mother-in-law had short hair (short hair for Hindu widows), her sister--also a widow--had longer hair (more modern!), and of course Binodini/Aishwarya had extremely long waist-length hair (rejection of status of widowhood).<br /><br />The ending really threw me--all of a sudden Binodini, who had never had a political thought, is writing a political manifesto? Whoa! Ghosh explained that he was in Locarno, at a film festival, when the subtitles were done. The subtitles use the word ""country"" throughout Binodini's letter. Gosh said a more appropriate word would have been (I forget his exact word) something like ""self"" or ""independence""--she was talking about her own liberation and ""finding herself""--not about Bengal, India, and the British. So why does Binodini just disappear the day after finding Behari again? Apparently because during her stay on the Ganges she realizes that she doesn't need a man--any man--to define/complete her. She can just be herself. So she rejects Behari, who she threw herself at a few months (?) before, and just goes off. Of course I'm not sure how she buys her next meal, but that's another question.<br /><br />The red shawl (Ghosh again)she buys represents ""revolution"" as well as ""passion."" I'm not 100% sure why she puts the shawl on the dying woman, but perhaps she is rejecting passion/revolution? The binoculars, which Binodini uses throughout the movie (to watch Mahendra and Ashalata, the boat on the Ganges, etc.). She is being a voyeur to see a life she yearns for but can't have. At the end (I missed this!) she leaves the binoculars on the table with the letter, showing that she doesn't need them any more--she's going off to lead her own life.<br /><br />Finally, the Tagore quote at the beginning saying how he apologized for the ending... Apparently Tagore wrote this as a serial, hooking his readers with the sexy widow bits. But at the end he sold out to conservatism and had Binodini kneel down at the feet of Mahendra and Behari, begging their forgiveness. One of his students (?) wrote to Tagore taking him to task for his sell-out ending...and Tagore replied with his apology for the ending. In the movie, of course, Ghosh goes in the other direction.",positive
Kalifornia is the story of a writer and his girlfriend photographer who are looking for someone to help pay gas money and take turns at the wheel for a cross country road trip to famous murder sights. Ironically a serial killer and his girlfriend answer the post. Kalifornia is a diamond in the rough and a very intriguing journey with a serial killer. Great performances all around by the leads with Pitt in particular being exceptional. Check it out!!,positive
"This is one of Crichton's best books. The characters of Karen Ross, Peter Elliot, Munro, and Amy are beautifully developed and their interactions are exciting, complex, and fast-paced throughout this impressive novel.<br /><br />And about 99.8 percent of that got lost in the film. Seriously, the screenplay AND the directing were horrendous and clearly done by people who could not fathom what was good about the novel. I can't fault the actors because frankly, they never had a chance to make this turkey live up to Crichton's original work. I know good novels, especially those with a science fiction edge, are hard to bring to the screen in a way that lives up to the original. But this may be the absolute worst disparity in quality between novel and screen adaptation ever. The book is really, really good. The movie is just dreadful.",negative
"They loved him up and turned him into a horny toad! God, that gets to me every time.<br /><br />This is a great movie. Memorable lines, from ""Thank God your momma died given birth; she'da seen ya she'da died of shame"" to ""I don't understand, Big Dan."" Great scenes, from the opening train scene (laughed so hard I cried) to the bluegrass.<br /><br />Watch it. It's good, it's great, it's funny, and it's based on a famous story. Worth your while, believe me. Don't watch this if you have a weak bladder, for you will definitely wet your pants laughing.",positive
"This movie really has no beginning or end. And it's really VERY unbelievable. Mary-K and Ashley are supposed to be interns working in a mailing room for an Italian fashion company. But, for some reason, they're put up in a 5-star hotel (conveniently located across the street from the Coliseum), and all of the other interns they work with are just as abnormally model-looking as they are. One thing that I found obvious in this movie is the way that one of the twins DOESN'T end up with the guy. I guess they tried to twist their usual plot a bit. Nice try.",negative
"Have just seen the Australian premiere of Shower [Xizhao] at the Sydney Film Festival. The program notes said it was - A perfect delight -deftly made, touching, amusing, dramatic and poignantly meaningful. I couldn't agree more. I just hope the rest of the Festival films come up to this standard of entertainment and I look forward to seeing more Chinese films planned to be shown in Sydney in the coming months.",positive
"i expected it to be good, after i'd seen some other ozon's superb moments, and read much about it... but this movie is brilliant - clever, very bright (emotionally and visionally), perfect in all moments. every movement is there for a reason, everything fits so closely and primordially true and honest. this is the movie about the beauty and innocence; about it's simplicity.",positive
