"Game ID","name","Wins","Losses","Total points"
"207","los angeles lakers","2","13","96"
"207","portland trail blazers","7","10","108"
"208","charlotte hornets","null","19","114"
"208","houston rockets","31","9","121"
"209","brooklyn nets","3","null","119"
"209","minnesota timberwolves","1","5","110"
"210","golden state warriors","null","null","111"
"210","oklahoma city thunder","null","null","95"
"211","indiana pacers","null","null","null"
"211","oklahoma city thunder","null","null","null"
"212","golden state warriors","58","14","114"
"212","sacramento kings","27","45","100"
"213","milwaukee bucks","30","40","85"
"213","utah","34","36","null"
"213","utah jazz","34","36","null"
"214","hawks","null","null","null"
"214","thunder","null","null","null"
"214","westbrook","null","null","null"
"215","chicago bulls","37","23","86"
"215","los angeles clippers","6","3","96"
"216","dallas mavericks","15","5","107"
"216","milwaukee bucks","10","10","105"
"217","brooklyn nets","18","44","121"
"217","denver nuggets","24","38","120"
"218","dallas mavericks","null","null","null"
"218","houston rockets","null","null","null"
"219","san antonio","32","null","87"
"220","indiana pacers","null","null","91"
"220","los angeles clippers","14","4","70"
"221","atlanta hawks","1","1","104"
"221","washington wizards","1","1","90"
"222","memphis grizzlies","35","12","85"
"222","oklahoma city thunder","23","24","74"
"223","minnesota timberwolves","11","20","95"
"223","san antonio spurs","27","6","101"
"224","golden state warriors","2","1","106"
"224","phoenix suns","0","3","100"
"225","detroit pistons","3","1","82"
"225","indiana pacers","1","3","94"
"226","brooklyn nets","5","7","94"
"226","oklahoma city thunder","3","11","92"
"227","milwaukee bucks","19","27","99"
"227","new orleans pelicans","16","27","116"
"228","memphis grizzlies","19","17","91"
"228","portland trail","15","22","78"
"229","sacramento kings","null","39","104"
"229","san antonio spurs","null","null","114"
"230","cleveland cavaliers","22","9","104"
"230","orlando magic","19","15","79"
"231","dallas mavericks","17","8","98"
"231","golden warriors","20","2","105"
"232","boston celtics","35","19","112"
"232","utah jazz","34","21","104"
"233","new orleans pelicans","18","30","97"
"233","san antonio spurs","41","8","110"
"234","golden state warriors","16","3","127"
"234","houston rockets","12","7","132"
"235","indiana pacers","25","34","94"
"235","indianapolis","25","34","94"
"235","philadelphia 76ers","13","46","74"
"236","cleveland cavaliers","25","20","108"
"236","oklahoma city thunder","22","22","98"
"237","milwaukee bucks","32","33","102"
"237","minnesota timberwolves","null","38","95"
"238","brooklyn nets","35","40","114"
"238","toronto raptors","45","31","109"
"239","charlotte hornets","null","4","116"
"239","new orleans pelicans","null","null","121"
"240","atlanta hawks","38","8","113"
"240","brooklyn nets","18","27","null"
"241","indiana","null","null","99"
"241","raptors","null","null","106"
"242","atlanta hawks","24","null","108"
"242","new york knicks","null","null","107"
"243","memphis grizzlies","24","19","101"
"243","new orleans pelicans","13","null","99"
"244","oklahoma city thunder","38","13","117"
"244","orlando magic","21","27","114"
"245","clippers","16","6","96"
"245","washington","16","6","104"
"246","indiana pacers","12","7","119"
"246","utah jazz","9","9","122"
"247","brooklyn nets","7","19","97"
"247","indiana pacers","16","9","104"
"248","charlotte hornets","25","26","108"
"248","washington wizards","3","27","104"
"249","76ers","8","45","110"
"249","sacramento kings","22","31","114"
"250","dallas mavericks","47","31","107"
"250","phoenix suns","39","40","104"
"251","brooklyn nets","14","40","90"
"251","memphis grizzlies","31","22","109"
"252","miami heat","9","null","86"
"252","washington wizards","11","5","107"
"253","grizzlies","null","null","null"
"254","houston rockets","36","38","101"
"254","indiana pacers","39","34","104"
"256","minnesota timberwolves","2","1","101"
"256","portland trail blazers","2","2","106"
"257","phoenix suns","0","1","94"
"257","sacramento kings","null","null","113"
"258","boston celtics","32","23","139"
"258","los angeles clippers","35","18","134"
"258","milwaukee","null","23","null"
"259","san antonio","25","16","110"
"260","chicago bulls","21","12","117"
"260","milwaukee bucks","14","23","106"
"262","atlanta hawks","13","9","100"
"262","lakers","3","16","87"
"263","charlotte hornets","39","30","93"
"263","denver nuggets","29","41","101"
"264","chicago","11","6","null"
"265","houston","null","null","null"
"265","phoenix","null","null","null"
"266","brooklyn","null","null","null"
"266","memphis","null","null","null"
"268","boston celtics","21","19","117"
"268","phoenix suns","13","28","103"
"269","los angeles","null","null","null"
"269","miami","null","null","null"
"270","indiana pacers","null","null","105"
"270","washington wizards","15","16","111"
"271","chicago","null","null","null"
"271","los angeles","null","null","null"
"272","atlanta hawks","10","8","100"
"272","golden state warriors","16","2","105"
"273","detroit pistons","3","6","96"
"273","oklahoma city thunder","3","7","89"
"274","clippers","null","null","null"
"275","covington","null","null","null"
"275","milwaukee bucks","41","40","107"
"275","philadelphia 76ers","18","63","97"
"276","memphis grizzlies","16","4","82"
"276","miami","null","null","87"
"277","orlando","null","null","null"
"277","spurs","null","null","null"
"278","new york knicks","5","27","129"
"278","sacramento kings","13","17","135"
"279","24","null","null","84"
"279","denver nuggets","13","24","84"
"279","memphis grizzlies","20","18","91"
"280","new york knicks","20","21","104"
"281","boston celtics","33","18","107"
"281","los angeles clippers","31","20","102"
"282","charlotte hornets","27","33","103"
"282","toronto raptors","38","24","94"
"283","golden state warriors","null","null","106"
"283","utah","8","8","106"
"283","utah jazz","8","8","106"
"284","cleveland cavaliers","42","21","101"
"284","detroit pistons","32","33","106"
"285","los angeles lakers","19","37","122"
"285","milwaukee bucks","22","30","114"
"287","jazz","null","null","null"
"287","knicks","null","null","null"
"289","brooklyn nets","null","19","107"
"289","philadelphia 76ers","null","null","108"
"291","dallas mavericks","17","30","105"
"291","san antonio spurs","36","11","101"
"292","phoenix suns","20","16","125"
"292","toronto raptors","24","10","109"
"293","oklahoma city","null","null","null"
"293","sixers","null","null","null"
"295","charlotte hornets","26","26","108"
"295","chicago bulls","27","24","91"
"296","sacramento kings","25","37","109"
"296","utah jazz","39","24","110"
"297","charlotte hornets","21","27","92"
"297","washington wizards","31","18","88"
"298","los angeles clippers","53","29","105"
"298","phoenix suns","23","59","114"
"299","houston rockets","41","18","129"
"299","new orleans pelicans","23","35","99"
"300","milwaukee bucks","9","13","null"
"300","portland trail blazers","9","13","88"
"301","minnesota timberwolves","24","36","102"
"301","sacramento kings","22","null","88"
"302","minnesota timberwolves","12","29","93"
"302","oklahoma city thunder","29","12","113"
"303","milwaukee bucks","12","18","113"
"303","philadelphia 76ers","1","30","100"
"304","miami heat","23","30","106"
"304","milwaukee bucks","22","29","88"
"305","detroit pistons","3","8","93"
"305","orlando magic","5","7","107"
"306","brooklyn nets","6","15","110"
"306","houston rockets","10","12","105"
"307","oklahoma city thunder","50","22","113"
"307","utah jazz","35","37","91"
"308","clippers","null","null","null"
"308","memphis","null","null","null"
"309","dallas mavericks","null","null","86"
"309","toronto raptors","44","29","94"
"310","los angeles clippers","40","20","103"
"310","oklahoma city thunder","42","19","98"
"311","hornets","null","null","null"
"312","oklahoma city thunder","41","30","122"
"312","philadelphia 76ers","null","null","97"
"314","bucks","null","null","null"
"315","miami heat","35","26","92"
"315","phoenix suns","15","46","108"
"316","charlotte hornets","10","19","108"
"316","milwaukee bucks","14","15","101"
"317","brooklyn nets","12","33","116"
"317","oklahoma city thunder","33","13","106"
"318","indiana pacers","11","5","107"
"318","los angeles lakers","2","13","103"
"319","grizzlies","41","35","95"
"319","toronto raptors","51","24","99"
"320","dallas mavericks","22","18","89"
"320","oklahoma city","28","12","108"
"321","miami heat","21","14","90"
"321","new york knicks","18","19","98"
"322","los angeles clippers","null","null","88"
"322","utah jazz","null","null","75"
"323","indiana pacers","30","26","93"
"323","miami heat","32","24","101"
"325","brooklyn nets","17","24","90"
"325","washington wizards","28","13","99"
"326","boston celtics","null","null","111"
"326","new orleans pelicans","null","null","93"
"327","houston rockets","9","23","99"
"327","san antonio spurs","39","7","130"
"328","detroit pistons","11","9","102"
"328","milwaukee bucks","7","13","95"
"329","boston celtics","1","2","87"
"329","san antonio spurs","null","null","95"
"331","philadelphia","null","null","null"
"331","wizards","null","null","null"
"332","boston celtics","3","1","107"
"332","chicago bulls","null","null","100"
"334","angeles lakers","null","null","113"
"334","oklahoma city thunder","26","11","75"
"335","los angeles clippers","26","14","103"
"335","sacramento kings","17","23","110"
"336","portland trail blazers","39","36","105"
"336","sacramento kings","29","45","93"
"337","milwaukee bucks","10","9","115"
"337","portland trail blazers","12","10","107"
"338","detroit pistons","20","32","101"
"338","minnesota timberwolves","11","40","112"
"339","brooklyn nets","9","41","97"
"339","indiana pacers","27","22","106"
"340","indiana","null","null","null"
"340","memphis","null","null","null"
"341","atlanta hawks","28","21","93"
"341","miami heat","20","30","116"
"342","dallas mavericks","3","3","107"
"342","new orleans pelicans","0","6","98"
"343","jazz","null","null","null"
"343","miami","null","null","null"
"344","celtics","null","null","null"
"344","philadelphia","null","null","null"
"346","brooklyn nets","18","47","89"
"346","philadelphia 76ers","9","56","95"
"347","new york knicks","10","43","83"
"347","orlando magic","17","39","89"
"348","chicago bulls","25","25","128"
"348","oklahoma city thunder","28","22","100"
"349","dallas mavericks","2","null","91"
"349","toronto raptors","null","null","102"
"350","new york knicks","5","7","112"
"350","reserves","null","null","null"
"350","washington wizards","3","8","119"
"351","chicago bulls","31","30","108"
"351","houston rockets","30","32","100"
"352","charlotte hornets","27","null","100"
"352","indiana pacers","null","30","88"
"353","boston celtics","39","27","98"
"353","houston rockets","33","32","102"
"354","atlanta hawks","18","12","106"
"354","portland trail blazers","11","19","97"
"355","miami","null","null","null"
"356","oklahoma city thunder","null","null","null"
"356","portland trail blazers","36","18","76"
"356","utah jazz","20","34","92"
"357","denver nuggets","28","45","107"
"357","utah jazz","31","41","91"
"358","new york","null","null","null"
"358","pistons","1","3","98"
"359","boston celtics","40","42","100"
"359","cleveland cavaliers","53","29","113"
"360","dallas mavericks","20","15","117"
"360","sacramento kings","14","21","116"
"361","atlanta hawks","20","7","105"
"361","dallas mavericks","20","9","102"
"362","atlanta hawks","35","8","110"
"362","indiana pacers","15","29","91"
"364","charlotte hornets","null","null","121"
"364","los angeles clippers","36","23","124"
"365","denver nuggets","null","25","123"
"365","phoenix suns","null","null","112"
"366","atlanta hawks","41","9","115"
"366","washington wizards","31","19","96"
"367","milwaukee","null","null","null"
"367","phoenix","null","null","null"
"368","chicago bulls","27","29","105"
"368","toronto raptors","32","24","94"
"369","brooklyn nets","null","null","99"
"370","los angeles clippers","40","26","112"
"370","philadelphia 76ers","null","null","75"
"371","miami heat","8","4","96"
"371","philadelphia","null","14","91"
"372","golden state warriors","null","null","97"
"372","new orleans pelicans","0","2","87"
"373","jazz","13","24","null"
"373","oklahoma city","null","19","null"
"374","dallas","null","null","null"
"374","orlando","null","null","null"
"375","new york knicks","23","32","108"
"375","washington wizards","23","27","111"
"376","cleveland cavaliers","32","14","107"
"376","oklahoma city thunder","null","20","91"
"377","boston celtics","1","1","103"
"377","toronto raptors","null","20","113"
"378","miami heat","32","34","104"
"378","toronto","null","null","89"
"379","76ers","null","null","null"
"380","rockets","null","null","null"
"381","denver nuggets","1","1","78"
"381","minnesota timberwolves","null","null","95"
"382","memphis grizzlies","50","21","103"
"382","new york knicks","14","57","82"
"383","pelicans","null","null","null"
"383","philadelphia","null","null","null"
"385","sacramento kings","11","10","101"
"385","utah jazz","5","16","92"
"386","chicago","null","null","null"
"387","atlanta hawks","40","8","91"
"387","philadelphia 76ers","10","38","85"
"388","milwaukee bucks","33","48","98"
"388","orlando magic","35","46","107"
"389","denver nuggets","24","37","117"
"389","los angeles lakers","12","50","107"
"390","los angeles clippers","6","7","80"
"390","toronto raptors","9","6","91"
"391","miami","null","null","null"
"391","oklahoma city","46","null","null"
"392","chicago bulls","11","9","110"
"392","portland trail blazers","12","10","112"
"393","houston rockets","7","1","113"
"393","minnesota timberwolves","2","5","101"
"394","celtics","null","null","null"
"394","orlando","null","null","null"
"394","washington","null","6","91"
"395","celtics","null","null","null"
"395","charlotte","null","null","null"
"396","brooklyn nets","7","9","98"
"396","new york knicks","4","15","93"
"397","cleveland cavaliers","null","null","105"
"397","orlando magic","null","null","99"
"398","atlanta","null","null","null"
"398","miami","null","null","null"
"399","miami heat","41","29","113"
"399","new orleans","null","null","99"
"400","los angeles","null","null","null"
"400","mavericks","null","null","null"
"401","new york","27","44","101"
"401","utah jazz","44","28","108"
"402","brooklyn nets","25","35","100"
"402","phoenix suns","33","30","108"
"403","denver nuggets","15","23","140"
"403","indiana pacers","null","23","112"
"404","denver nuggets","5","8","105"
"404","utah jazz","null","null","91"
"405","detroit pistons","28","45","102"
"405","miami heat","34","39","109"
"406","cleveland cavaliers","null","null","104"
"406","detroit pistons","null","null","81"
"407","milwaukee","null","null","null"
"407","suns","null","null","null"
"408","oklahoma city thunder","null","null","122"
"408","sacramento kings","null","24","118"
"409","cleveland","null","null","null"
"409","memphis","null","null","null"
"410","houston","null","null","null"
"410","suns","null","null","null"
"411","philadelphia 76ers","null","54","106"
"411","sacramento kings","25","45","107"
"412","cavaliers","null","null","null"
"412","dallas","null","null","null"
"413","charlotte hornets","26","35","103"
"413","nuggets","null","null","103"
"413","phoenix suns","19","42","120"
"415","philadelphia 76ers","18","61","90"
"415","washington wizards","45","33","119"
"416","los angeles clippers","34","17","100"
"416","miami heat","29","23","93"
"417","memphis grizzlies","12","9","95"
"417","phoenix suns","8","13","93"
"418","denver nuggets","null","null","132"
"418","golden state warriors","null","null","110"
"419","atlanta hawks","5","2","110"
"419","cleveland cavaliers","null","null","106"
"420","detroit pistons","25","28","121"
"420","los angeles lakers","null","null","102"
"421","clippers","null","null","75"
"421","sixers","null","null","null"
"422","los angeles","11","42","null"
"422","san antonio spurs","43","8","106"
"424","boston celtics","null","null","121"
"424","brooklyn nets","0","1","105"
"425","philadelphia","null","null","null"
"426","milwaukee bucks","6","7","93"
"426","orlando magic","6","8","89"
"427","charlotte hornets","14","null","94"
"427","indiana pacers","13","12","110"
"428","brooklyn nets","9","23","93"
"428","orlando magic","19","13","100"
"429","dallas mavericks","12","5","106"
"429","toronto","13","3","102"
"430","dallas mavericks","41","24","100"
"430","lakers","16","46","75"
"431","angeles","null","null","null"
"431","san antonio spurs","5","3","93"
"433","new york knicks","4","10","91"
"433","philadelphia","null","null","83"
"434","boston celtics","3","4","91"
"434","indiana pacers","5","4","102"
"435","brooklyn","12","35","null"
"435","dallas mavericks","27","22","91"
"436","houston rockets","12","14","97"
"436","sacramento kings","10","15","107"
"437","charlotte hornets","6","18","88"
"437","cleveland cavaliers","14","9","97"
"440","toronto raptors","20","13","94"
"440","washington wizards","14","16","91"
"441","charlotte hornets","14","null","106"
"441","washington wizards","14","14","109"
"442","los angeles lakers","21","60","92"
"442","sacramento kings","28","53","102"
"443","chicago bulls","34","38","117"
"443","detroit pistons","null","null","95"
"445","minnesota timberwolves","null","19","115"
"445","phoenix suns","8","20","108"
"446","miami heat","7","4","116"
"446","sacramento kings","4","9","109"
"447","brooklyn nets","20","51","104"
"447","cleveland cavaliers","51","21","95"
"448","jazz","null","null","null"
"448","pistons","null","null","null"
"449","denver nuggets","29","35","113"
"449","washington wizards","39","24","123"
"449","wednesday","29","24","123"
