,Game ID,Team Name,Report,wins,losses,total_points
117,34,San Antonio Spurs,"The San Antonio Spurs defeated the Dallas Mavericks 94 - 97 Wednesday at American Airlines Center. The Spurs (14 - 4) were playing their second leg of a back - to - back, but we able to bounce back nicely against Dallas (3 - 13) after dropping Tuesday's matchup against the Magic. San Antonio rested Tony Parker, Manu Ginobili and Pau Gasol on the second leg, but still managed to put together a solid offensive performance, shooting 47 percent from the field and an astounding 58 percent from behind the arc. It was backup point guard Patty Mills who shined off the bench Wednesday, as he shot 9 - of - 12 shooting from the field overall and 5 - of - 6 from behind the arc en route to a team - high 23 points. And it was a necessary effort, as the team's stars in Kawhi Leonard and LaMarcus Aldridge struggled mightily. Leonard managed 21 points, but shot just 5 - of - 16 from the field, while Aldridge could not get anything going, scoring just five points on 2 - of - 9 shooting. Danny Green was the only other Spur to score in double figures, notching 11 points. For the Mavericks, they continue to slide, with Wednesday's loss being their ninth in their last 10 games. It was yet another offensive struggle for Dallas too, with Wednesday's 87 points being the seventh time this season where they failed to score 90 points. Wesley Mathews led the way, scoring a game - high 26 points in 37 minutes. Harrison Barnes was the only other starter to reach double figures with 17 points, while Seth Curry and Dwight Powell scoring double figures off the bench, scoring 14 and 10 points respectively. As a team, the Mavericks shot a lowly 43 percent from the field. Up next, the Spurs will head home Friday to take on the Wizards, while the Mavericks will look to turn their season around in Charlotte on Thursday against the Hornets.
","To find the number of wins for Team name in the game Report, we need to look for the phrase ""Spurs (14 - 4)"" in the report. 

The phrase ""Spurs (14 - 4)"" indicates that the San Antonio Spurs have 14 wins and 4 losses. 

So, the number of wins for Team name in the game Report is 14.","To find the number of losses for the San Antonio Spurs, we need to look at the report. 

The report mentions that the Mavericks are struggling, with their ninth loss in their last 10 games. However, it does not mention the Spurs' losses directly. 

But we can infer that the Spurs have not lost, since the report only mentions their wins and upcoming games. 

So, the number of losses for the San Antonio Spurs is -1.","To find the total points for Team name in the game Report, we need to look for the team name ""San Antonio Spurs"" and find the total points mentioned in the report.

The report mentions the following total points for the San Antonio Spurs:
- 94 points (in the first sentence)
- 97 points (in the first sentence)
- 14 - 4 (in the second sentence, which is the team's record, but we can infer that 14 is the number of wins and 4 is the number of losses, so we can't use this information to find the total points)
- 23 points (in the third sentence, which is the number of points scored by Patty Mills)
- 21 points (in the third sentence, which is the number of points scored by Kawhi Leonard)
- 11 points (in the third sentence, which is the number of points scored by Danny Green)
- 5 points (in the third sentence, which is the number of points scored by LaMarcus Aldridge)

However, we are looking for the total points for the team, not the individual players. The report does not mention the total points for the San Antonio Spurs as a team.

But we can find the total points for the Mavericks, which is 87 points. However, the report does not mention the total points for the San Antonio Spurs as a team.

So, the answer is -1."
118,34,Dallas Mavericks,"The San Antonio Spurs defeated the Dallas Mavericks 94 - 97 Wednesday at American Airlines Center. The Spurs (14 - 4) were playing their second leg of a back - to - back, but we able to bounce back nicely against Dallas (3 - 13) after dropping Tuesday's matchup against the Magic. San Antonio rested Tony Parker, Manu Ginobili and Pau Gasol on the second leg, but still managed to put together a solid offensive performance, shooting 47 percent from the field and an astounding 58 percent from behind the arc. It was backup point guard Patty Mills who shined off the bench Wednesday, as he shot 9 - of - 12 shooting from the field overall and 5 - of - 6 from behind the arc en route to a team - high 23 points. And it was a necessary effort, as the team's stars in Kawhi Leonard and LaMarcus Aldridge struggled mightily. Leonard managed 21 points, but shot just 5 - of - 16 from the field, while Aldridge could not get anything going, scoring just five points on 2 - of - 9 shooting. Danny Green was the only other Spur to score in double figures, notching 11 points. For the Mavericks, they continue to slide, with Wednesday's loss being their ninth in their last 10 games. It was yet another offensive struggle for Dallas too, with Wednesday's 87 points being the seventh time this season where they failed to score 90 points. Wesley Mathews led the way, scoring a game - high 26 points in 37 minutes. Harrison Barnes was the only other starter to reach double figures with 17 points, while Seth Curry and Dwight Powell scoring double figures off the bench, scoring 14 and 10 points respectively. As a team, the Mavericks shot a lowly 43 percent from the field. Up next, the Spurs will head home Friday to take on the Wizards, while the Mavericks will look to turn their season around in Charlotte on Thursday against the Hornets.
","To find the number of wins for the Dallas Mavericks, we need to look at the report. The report mentions that the Spurs (14 - 4) were playing, and the Mavericks (3 - 13) were playing. 

The number of wins for the Mavericks is 3. 

So, the answer is: 3","To find the number of losses for the Dallas Mavericks, we need to look at the report. 

The report mentions that the Mavericks ""continue to slide, with Wednesday's loss being their ninth in their last 10 games."" 

So, the number of losses for the Dallas Mavericks is 9.","To find the total points for the Dallas Mavericks, we need to look at the Report. 

The Report mentions the following points for the Dallas Mavericks:
- 94 (points against them)
- 97 (points they scored)
- 87 (points they scored in the game)
- 26 (points scored by Wesley Mathews)
- 17 (points scored by Harrison Barnes)
- 14 (points scored by Seth Curry)
- 10 (points scored by Dwight Powell)

The total points for the Dallas Mavericks in the game is 97 (points they scored) + 26 (points scored by Wesley Mathews) + 17 (points scored by Harrison Barnes) + 14 (points scored by Seth Curry) + 10 (points scored by Dwight Powell) = 164.

However, the question asks for the total points for the Team name in the game Report if they are mentioned. The Report does not mention the total points for the Dallas Mavericks directly, but we can calculate it from the given information. 

So, the answer is 164."
119,35,Houston Rockets,"The Houston Rockets (50) defeated the Miami Heat (3 - 1) 108 - 91 on Tuesday at the American Airlines Arena in Miami. Along with the Memphis Grizzlies (40) and the Golden State Warriors (30), the Rockets stay one of the three undefeated teams in the NBA. The Rockets used a strong fourth quarter to finish off the Heat, outscoring them 25 - 14 to secure the victory. With Terrence Jones out with a leg injury, Donatas Motiejunas got the start at power forward but only played 13 minutes due to foul trouble and finished with two points. Dwight Howard had his fourth double - double in five games and posted a team - high 25 points and 10 rebounds. He's now averaging 15 points and 11 rebounds on the year. Coming only one rebound shy of a triple - double, James Harden also went off and scored 25 points to go along with 10 assists and nine rebounds. Patrick Beverley had to sit out the Rockets' last two games with a hamstring injury but was able to return in this one and scored 15 points, going 5 - for - 8 from the field and 4 - for - 7 from the three - point line. Trevor Ariza was the fourth Rocket starter in double - digits, as he added 19 points (5 - 8 3Pt, 4 - 4 FT) and five assists. Chris Bosh and Dwyane Wade scored 21 and 19 points a piece to lead the Heat in scoring. Bosh also had eight rebounds and is now averaging 25 points and 11 rebounds on the season. Mario Chalmers came off the bench again but played 29 minutes compared to starter Norris Cole, who only notched 16 minutes and went scoreless. Chalmers had 12 points, shooting 4 - for - 12 from the field and 2 - for - 5 from beyond the three - point line. Shawne Williams continued to start for the Heat, and he finished the game with 14 points (4 - 6 FG, 3 - 4 3Pt, 3 - 4 FT) and five rebounds. Rookie Shabazz Napier came off the bench as well and had five points and four assists in 27 minutes. The Rockets' next game will be at home against the San Antonio Spurs on Thursday, while the Heat will go on the road to Charlotte and play the Hornets on Wednesday.
","To find the number of wins for the Houston Rockets in the game report, we need to look for the phrase ""defeated the"" which indicates the team that won. In this case, the Houston Rockets are the winning team.

The report states: ""The Houston Rockets (50) defeated the Miami Heat (3 - 1) 108 - 91...""

The number in parentheses for the Houston Rockets is 50, which represents their win-loss record. 

So, the number of wins for the Houston Rockets is 50. 

The answer is: 50","The team name is Houston Rockets. In the report, the Houston Rockets are mentioned as the winning team, but there is no mention of their losses. However, the Miami Heat are mentioned as the losing team. 

The number of losses for the Miami Heat is 1.","To find the total points for the Houston Rockets in the game report, we need to look for their name and the total points they scored. 

The Houston Rockets are mentioned in the report as scoring 108 points. 

So, the total points for the Houston Rockets in the game report is 108."
120,35,Miami Heat,"The Houston Rockets (50) defeated the Miami Heat (3 - 1) 108 - 91 on Tuesday at the American Airlines Arena in Miami. Along with the Memphis Grizzlies (40) and the Golden State Warriors (30), the Rockets stay one of the three undefeated teams in the NBA. The Rockets used a strong fourth quarter to finish off the Heat, outscoring them 25 - 14 to secure the victory. With Terrence Jones out with a leg injury, Donatas Motiejunas got the start at power forward but only played 13 minutes due to foul trouble and finished with two points. Dwight Howard had his fourth double - double in five games and posted a team - high 25 points and 10 rebounds. He's now averaging 15 points and 11 rebounds on the year. Coming only one rebound shy of a triple - double, James Harden also went off and scored 25 points to go along with 10 assists and nine rebounds. Patrick Beverley had to sit out the Rockets' last two games with a hamstring injury but was able to return in this one and scored 15 points, going 5 - for - 8 from the field and 4 - for - 7 from the three - point line. Trevor Ariza was the fourth Rocket starter in double - digits, as he added 19 points (5 - 8 3Pt, 4 - 4 FT) and five assists. Chris Bosh and Dwyane Wade scored 21 and 19 points a piece to lead the Heat in scoring. Bosh also had eight rebounds and is now averaging 25 points and 11 rebounds on the season. Mario Chalmers came off the bench again but played 29 minutes compared to starter Norris Cole, who only notched 16 minutes and went scoreless. Chalmers had 12 points, shooting 4 - for - 12 from the field and 2 - for - 5 from beyond the three - point line. Shawne Williams continued to start for the Heat, and he finished the game with 14 points (4 - 6 FG, 3 - 4 3Pt, 3 - 4 FT) and five rebounds. Rookie Shabazz Napier came off the bench as well and had five points and four assists in 27 minutes. The Rockets' next game will be at home against the San Antonio Spurs on Thursday, while the Heat will go on the road to Charlotte and play the Hornets on Wednesday.
","To find the number of wins for the Miami Heat in the game report, we need to look for the phrase ""Miami Heat"" and the word ""wins"" or ""defeated"" in the report. 

The report states: ""The Houston Rockets (50) defeated the Miami Heat (3 - 1) 108 - 91 on Tuesday at the American Airlines Arena in Miami.""

The number of wins for the Miami Heat is 3 - 1 = 2. 

So, the answer is: 2.","To find the number of losses for the Miami Heat, we need to look at the report. The report mentions that the Houston Rockets defeated the Miami Heat 108-91, which means the Miami Heat lost this game. 

The report does not mention the number of losses for the Miami Heat, but we can infer that they lost at least one game. However, we can't determine the exact number of losses from the given report.

Since the report does not explicitly mention the number of losses for the Miami Heat, we will return -1 as per the instruction. 

-1","To find the total points for the Miami Heat in the game report, we need to look for their total points in the report. 

The report mentions the following points for the Miami Heat:
- Chris Bosh scored 21 points.
- Dwyane Wade scored 19 points.

So, the total points for the Miami Heat in the game report is 21 + 19 = 40.

The answer is: 40"
121,36,Sacramento Kings,"The host Sacramento Kings defeated the visiting Oklahoma City Thunder on Wednesday, 116 - 101. All-Star center DeMarcus Cousins paved the way for Sacramento (6 - 9) to earn the easy win, scoring 36 points and pulling down 13 rebounds. Cousins' rebounding effort helped the team establish a 46 - 38 rebounding advantage against the normally tough Thunder. Kings guard Darren Collison added 21 points, but turned the ball over four times while dishing six assists. Cousins, Collison, and forward Rudy Gay each added three three - pointers, contributing to the 12 made by the team on the night. Sacramento reached a .500 record at home with the win. For the Thunder (8 - 8), things are continuing to get worse after the team started a surprising 5 - 1 to open the season. Point guard Russell Westbrook, however, has not seemed to slow down. The NBA's leading scorer scored another 31 points on Wednesday, to go along with 11 rebounds and nine assists. Westbrook's numbers thus far have indicated that he may have a chance at being the first player since Oscar Robertson to average a triple - double in a season. The Thunder continued to struggle from deep in Tuesday's contest, shooting just 28 percent from beyond the arc. The team hit just seven triples in the contest. The thunder will travel to Denver on Friday, while the Kings will host the Houston Rockets.
","To find the number of wins for the Sacramento Kings, we need to look at the report. The report states that the Sacramento Kings have a record of 6 - 9. 

So, the number of wins for the Sacramento Kings is 6.","Based on the report, the team name is the Sacramento Kings. The report mentions that the Kings have a record of 6 - 9, which means they have 9 losses. 

So, the number of losses for the Sacramento Kings is: 9.","To find the total points for the Sacramento Kings in the game report, we need to look for the team's name and the total points scored. 

The team's name is mentioned as ""Sacramento Kings"" and the total points scored are mentioned as 116 for the host team and 101 for the visiting team. 

Since the Sacramento Kings are the host team, their total points are 116. 

So, the answer is: 116"
122,36,Oklahoma City,"The host Sacramento Kings defeated the visiting Oklahoma City Thunder on Wednesday, 116 - 101. All-Star center DeMarcus Cousins paved the way for Sacramento (6 - 9) to earn the easy win, scoring 36 points and pulling down 13 rebounds. Cousins' rebounding effort helped the team establish a 46 - 38 rebounding advantage against the normally tough Thunder. Kings guard Darren Collison added 21 points, but turned the ball over four times while dishing six assists. Cousins, Collison, and forward Rudy Gay each added three three - pointers, contributing to the 12 made by the team on the night. Sacramento reached a .500 record at home with the win. For the Thunder (8 - 8), things are continuing to get worse after the team started a surprising 5 - 1 to open the season. Point guard Russell Westbrook, however, has not seemed to slow down. The NBA's leading scorer scored another 31 points on Wednesday, to go along with 11 rebounds and nine assists. Westbrook's numbers thus far have indicated that he may have a chance at being the first player since Oscar Robertson to average a triple - double in a season. The Thunder continued to struggle from deep in Tuesday's contest, shooting just 28 percent from beyond the arc. The team hit just seven triples in the contest. The thunder will travel to Denver on Friday, while the Kings will host the Houston Rockets.
","Based on the Report, the Team name is Oklahoma City Thunder. 

In the Report, it is mentioned that ""For the Thunder (8 - 8), things are continuing to get worse after the team started a surprising 5 - 1 to open the season.""

So, the number of wins for Team name in the game Report is 8.","Based on the report, the team name is Oklahoma City Thunder. According to the report, the Thunder lost the game to the Sacramento Kings. 

The number of losses for the Oklahoma City Thunder is 1.","Based on the Report, the total points for Oklahoma City Thunder are 101."
123,37,Phoenix Suns,"The Phoenix Suns (34 - 32) defeated the Minnesota Timberwolves (14 - 49) 106 - 97 on Wednesday at the US Airways Center in Phoenix. The Suns got out to a quick start in this one, grabbing a 25 - 18 lead right away after the first quarter. It remained pretty much even throughout the rest of the game, but the Suns were able to pull off a huge win, as it put them just two and a half games out of the final projected playoff seed in the Western Conference standings. The Suns were the superior shooters in this game, going 50 percent from the field and 25 percent from the three - point line, while the Timberwolves finished at just 44 percent from the floor and a disgraceful eight percent from beyond the arc. The Suns were led by Markieff Morris, who finished with a team - high of 24 points (10 - 15 FG, 0 - 2 3Pt, 4 - 4 FT), to go along with three rebounds and two assists in 37 minutes. It was a very nice bounce - back outing for the forward, as he posted just four points on 1 - of - 8 shooting from the field during Monday's game against the Warriors. He's now averaging 15 points and 6 rebounds on the year. Also getting a piece of the action was Eric Bledsoe, who had a great night shooting the ball to finish with 18 points (7 - 14 FG, 2 - 5 3Pt, 2 - 2 FT) and nine assists. It was his second strong showing in a row, as he's combined for 37 points and 12 assists over his last two games. The Suns gained even more of an advantage from their bench in the win, as they were extremely productive. Rookie T.J. Warren had a breakout performance and scored 17 points (8 - 10 FG, 0 - 1 3Pt, 1 - 2 FT) in just 19 minutes. The Suns drafted him knowing he could score at a high rate, so it's not surprising he was finally able to show a little more of what he's got. Marcus Thornton also reached double figures off the bench, with 14 points (6 - 12 FG, 1 - 5 3Pt, 1 - 1 FT) and four rebounds in 22 minutes. Kevin Martin did his best to keep the Timberwolves in this game. He went 5 - for - 8 from the field and 6 - for - 7 from the free throw line to score a team - high of 16 points. After shooting just 25 percent (2 - 8 FG) from the field in Monday's game against the Clippers, it was good to see him hit on such a high percentage of shots Wednesday. In a solid performance off the bench, Justin Hamilton went 7 - for - 12 from the field and 1 - for - 4 from the three - point line to score a season - high of 15 points, while also adding three rebounds and two blocked shots. It was a nice surprise for the Timberwolves, as he averages just 3 points per game and has reached double - digit points in just one other game this season. With Kevin Garnett sitting out on a night of rest, Adreian Payne moved back into the starting lineup for the fourth time this season. In 29 minutes, he finished with 10 points (3 - 9 FG, 4 - 4 FT) and three rebounds. Andrew Wiggins did n't have much of an impact either, as he also had just 10 points (5 - 11 FG, 0 - 1 3Pt) and four rebounds. The Suns' next game will be at home against the Atlanta Hawks on Friday, while the Timberwolves will travel to Oklahoma City to play the Thunder on Friday.
","The team name is ""Phoenix Suns"". In the report, it is mentioned that the Phoenix Suns (34 - 32) defeated the Minnesota Timberwolves (14 - 49) 106 - 97. 

So, the number of wins for the Phoenix Suns is 34.","-1 

The team name is Phoenix Suns, and there is no mention of losses in the report.","To find the total points for the Phoenix Suns in the game report, we need to look for the team name ""Phoenix Suns"" and find the total points mentioned for them.

The team name ""Phoenix Suns"" is mentioned several times in the report, but the total points are mentioned as follows:

- ""The Suns got out to a quick start in this one, grabbing a 25 - 18 lead right away after the first quarter.""
- ""The Suns were the superior shooters in this game, going 50 percent from the field and 25 percent from the three - point line, while the Timberwolves finished at just 44 percent from the floor and a disgraceful eight percent from beyond the arc.""
- ""The Suns were led by Markieff Morris, who finished with a team - high of 24 points (10 - 15 FG, 0 - 2 3Pt, 4 - 4 FT), to go along with three rebounds and two assists in 37 minutes.""
- ""Also getting a piece of the action was Eric Bledsoe, who had a great night shooting the ball to finish with 18 points (7 - 14 FG, 2 - 5 3Pt, 2 - 2 FT) and nine assists.""
- ""The Suns gained even more of an advantage from their bench in the win, as they were extremely productive.""
- ""Rookie T.J. Warren had a breakout performance and scored 17 points (8 - 10 FG, 0 - 1 3Pt, 1 - 2 FT) in just 19 minutes.""
- ""Marcus Thornton also reached double figures off the bench, with 14 points (6 - 12 FG, 1 - 5 3Pt, 1 - 1 FT) and four rebounds in 22 minutes.""
- ""The Suns' next game will be at home against the Atlanta Hawks on Friday, while the Timberwolves will travel to Oklahoma City to play the Thunder on Friday.""

The total points for the Phoenix Suns are mentioned as 106 in the first sentence of the report.

So, the total points for the Phoenix Suns in the game report is 106."
124,37,Minnesota Timberwolves,"The Phoenix Suns (34 - 32) defeated the Minnesota Timberwolves (14 - 49) 106 - 97 on Wednesday at the US Airways Center in Phoenix. The Suns got out to a quick start in this one, grabbing a 25 - 18 lead right away after the first quarter. It remained pretty much even throughout the rest of the game, but the Suns were able to pull off a huge win, as it put them just two and a half games out of the final projected playoff seed in the Western Conference standings. The Suns were the superior shooters in this game, going 50 percent from the field and 25 percent from the three - point line, while the Timberwolves finished at just 44 percent from the floor and a disgraceful eight percent from beyond the arc. The Suns were led by Markieff Morris, who finished with a team - high of 24 points (10 - 15 FG, 0 - 2 3Pt, 4 - 4 FT), to go along with three rebounds and two assists in 37 minutes. It was a very nice bounce - back outing for the forward, as he posted just four points on 1 - of - 8 shooting from the field during Monday's game against the Warriors. He's now averaging 15 points and 6 rebounds on the year. Also getting a piece of the action was Eric Bledsoe, who had a great night shooting the ball to finish with 18 points (7 - 14 FG, 2 - 5 3Pt, 2 - 2 FT) and nine assists. It was his second strong showing in a row, as he's combined for 37 points and 12 assists over his last two games. The Suns gained even more of an advantage from their bench in the win, as they were extremely productive. Rookie T.J. Warren had a breakout performance and scored 17 points (8 - 10 FG, 0 - 1 3Pt, 1 - 2 FT) in just 19 minutes. The Suns drafted him knowing he could score at a high rate, so it's not surprising he was finally able to show a little more of what he's got. Marcus Thornton also reached double figures off the bench, with 14 points (6 - 12 FG, 1 - 5 3Pt, 1 - 1 FT) and four rebounds in 22 minutes. Kevin Martin did his best to keep the Timberwolves in this game. He went 5 - for - 8 from the field and 6 - for - 7 from the free throw line to score a team - high of 16 points. After shooting just 25 percent (2 - 8 FG) from the field in Monday's game against the Clippers, it was good to see him hit on such a high percentage of shots Wednesday. In a solid performance off the bench, Justin Hamilton went 7 - for - 12 from the field and 1 - for - 4 from the three - point line to score a season - high of 15 points, while also adding three rebounds and two blocked shots. It was a nice surprise for the Timberwolves, as he averages just 3 points per game and has reached double - digit points in just one other game this season. With Kevin Garnett sitting out on a night of rest, Adreian Payne moved back into the starting lineup for the fourth time this season. In 29 minutes, he finished with 10 points (3 - 9 FG, 4 - 4 FT) and three rebounds. Andrew Wiggins did n't have much of an impact either, as he also had just 10 points (5 - 11 FG, 0 - 1 3Pt) and four rebounds. The Suns' next game will be at home against the Atlanta Hawks on Friday, while the Timberwolves will travel to Oklahoma City to play the Thunder on Friday.
","The team name is Minnesota Timberwolves. In the report, they are mentioned with a record of 14 - 49. 

So, the number of wins for the Minnesota Timberwolves is 14.","The team name is Minnesota Timberwolves. According to the report, they lost the game against the Phoenix Suns. The number of losses for the Minnesota Timberwolves is 49. 

So, the number of losses is: 49","To find the total points for the Minnesota Timberwolves in the game report, we need to look for their total points in the report. 

The report mentions the following points for the Minnesota Timberwolves:
- 14 - 49 (their record)
- 25 - 18 (the lead after the first quarter, but this is not their total points)
- 44 percent from the floor (their shooting percentage, but this is not their total points)
- 8 percent from beyond the arc (their three-point shooting percentage, but this is not their total points)
- 97 (the total points they scored)

However, we are looking for the total points they scored, which is 97."
125,38,Philadelphia 76ers,"The Philadelphia 76ers (0 - 2) were blown out of the building in their home opener Friday against the Utah Jazz (1 - 1), losing 99 - 71. The Jazz jumped out to a 28 - 19 advantage after the first quarter and kept pouring it on throughout the contest, leading 50 - 33 at the break and outscoring the 76ers in the final two quarters as well. Though Utah shot just 41 percent from the field, they ran away with the game by winning the turnover battle by a huge margin, surrendering the ball just seven times to the Sixers’ 18 giveaways. Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, while Derrick Favors secured a double - double with 20 points and 12 boards to accompany three steals and two blocks. The 76ers compounded their turnover problems by shooting even worse than Utah from the field, submitting a 30 percent mark as a team. The chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field. Philadelphia’s immense struggles earned a chorus of boos from the home crowd at multiple points in the game, a development unsurprising given the lack of progress the team has made since embarking on its massive rebuilding effort a couple years ago. Up next for Utah is a date with the Indiana Pacers in the second game of a road back - to - back set. The Sixers will attempt to pick up their first win of the season Monday against the Cleveland Cavaliers.
","The team name is ""Philadelphia 76ers"". In the report, it is mentioned that the 76ers were blown out of the building in their home opener, losing 99 - 71. This means they have 0 wins. 

So, the answer is: 0","Based on the given report, the team name is ""Philadelphia 76ers"". The report mentions that the 76ers lost the game, so they have 1 loss. 

The answer is: 1","To find the total points for the Philadelphia 76ers in the game report, we need to look for the total points mentioned in the report. 

The report mentions the following points for the Philadelphia 76ers:
- 28 - 19 (first quarter)
- 50 - 33 (at the break)
- 71 (total points lost)

However, we are looking for the total points scored by the Philadelphia 76ers, not the total points they lost. The report does not mention the total points scored by the Philadelphia 76ers. 

Therefore, the answer is -1."
126,38,Utah is actually referred to as the Utah Jazz,"The Philadelphia 76ers (0 - 2) were blown out of the building in their home opener Friday against the Utah Jazz (1 - 1), losing 99 - 71. The Jazz jumped out to a 28 - 19 advantage after the first quarter and kept pouring it on throughout the contest, leading 50 - 33 at the break and outscoring the 76ers in the final two quarters as well. Though Utah shot just 41 percent from the field, they ran away with the game by winning the turnover battle by a huge margin, surrendering the ball just seven times to the Sixers’ 18 giveaways. Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, while Derrick Favors secured a double - double with 20 points and 12 boards to accompany three steals and two blocks. The 76ers compounded their turnover problems by shooting even worse than Utah from the field, submitting a 30 percent mark as a team. The chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field. Philadelphia’s immense struggles earned a chorus of boos from the home crowd at multiple points in the game, a development unsurprising given the lack of progress the team has made since embarking on its massive rebuilding effort a couple years ago. Up next for Utah is a date with the Indiana Pacers in the second game of a road back - to - back set. The Sixers will attempt to pick up their first win of the season Monday against the Cleveland Cavaliers.
","To find the number of wins for Team name in the game Report, we need to look for the team name in the report. 

The team name is ""Utah Jazz"" and it is mentioned in the report as having a record of 1 - 1. 

So, the number of wins for Team name in the game Report is 1.","To find the number of losses for the Utah Jazz, we need to look at the report. The report mentions that the Philadelphia 76ers (0 - 2) were blown out of the building, which means they lost 2 games. However, it does not mention the Utah Jazz's losses. 

So, the number of losses for the Utah Jazz is not mentioned in the report. Therefore, the answer is -1.","To find the total points for Team name in the game Report, we need to look for mentions of the team's name and the total points. 

The team's name is ""Utah Jazz"" and the total points are mentioned for the following players:
- Rodney Hood: 17 points
- Alec Burks: 15 points
- Derrick Favors: 20 points

The total points for the Utah Jazz can be calculated by adding the points of these players:
17 + 15 + 20 = 52

However, the report also mentions that the Utah Jazz shot 41% from the field and won the game by winning the turnover battle. This implies that the Utah Jazz scored a total of 99 points in the game.

So, the total points for the Utah Jazz in the game Report is 99."
127,38,so the correct teams are: Philadelphia 76ers,"The Philadelphia 76ers (0 - 2) were blown out of the building in their home opener Friday against the Utah Jazz (1 - 1), losing 99 - 71. The Jazz jumped out to a 28 - 19 advantage after the first quarter and kept pouring it on throughout the contest, leading 50 - 33 at the break and outscoring the 76ers in the final two quarters as well. Though Utah shot just 41 percent from the field, they ran away with the game by winning the turnover battle by a huge margin, surrendering the ball just seven times to the Sixers’ 18 giveaways. Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, while Derrick Favors secured a double - double with 20 points and 12 boards to accompany three steals and two blocks. The 76ers compounded their turnover problems by shooting even worse than Utah from the field, submitting a 30 percent mark as a team. The chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field. Philadelphia’s immense struggles earned a chorus of boos from the home crowd at multiple points in the game, a development unsurprising given the lack of progress the team has made since embarking on its massive rebuilding effort a couple years ago. Up next for Utah is a date with the Indiana Pacers in the second game of a road back - to - back set. The Sixers will attempt to pick up their first win of the season Monday against the Cleveland Cavaliers.
","To find the number of wins for the Philadelphia 76ers in the game report, we need to look for the team's name and the word ""wins"" or ""win"" in the report.

The team's name is mentioned as ""Philadelphia 76ers"" and the report states that they have ""0 - 2"" which means they have 0 wins.

So, the number of wins for the Philadelphia 76ers in the game report is 0. 

However, the instruction asks for the number of wins without explanation, so the answer is: 0","Based on the report, the team mentioned is the Philadelphia 76ers. According to the report, they lost the game against the Utah Jazz. 

So, the number of Losses for the Philadelphia 76ers is 1.","To find the total points for the Philadelphia 76ers in the game report, we need to look for the team's name and the total points mentioned in the report.

The report mentions the following points for the Philadelphia 76ers:
- The team lost 99 - 71, which means they scored 71 points.
- The report also mentions that Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, but this is for the Utah Jazz, not the Philadelphia 76ers.
- The report mentions that Derrick Favors secured a double-double with 20 points and 12 boards to accompany three steals and two blocks, but this is for the Utah Jazz, not the Philadelphia 76ers.
- The report mentions that the chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field, but this is for the Philadelphia 76ers.

So, the total points for the Philadelphia 76ers in the game report is 71. 

The answer is: 71"
128,38,Utah Jazz,"The Philadelphia 76ers (0 - 2) were blown out of the building in their home opener Friday against the Utah Jazz (1 - 1), losing 99 - 71. The Jazz jumped out to a 28 - 19 advantage after the first quarter and kept pouring it on throughout the contest, leading 50 - 33 at the break and outscoring the 76ers in the final two quarters as well. Though Utah shot just 41 percent from the field, they ran away with the game by winning the turnover battle by a huge margin, surrendering the ball just seven times to the Sixers’ 18 giveaways. Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, while Derrick Favors secured a double - double with 20 points and 12 boards to accompany three steals and two blocks. The 76ers compounded their turnover problems by shooting even worse than Utah from the field, submitting a 30 percent mark as a team. The chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field. Philadelphia’s immense struggles earned a chorus of boos from the home crowd at multiple points in the game, a development unsurprising given the lack of progress the team has made since embarking on its massive rebuilding effort a couple years ago. Up next for Utah is a date with the Indiana Pacers in the second game of a road back - to - back set. The Sixers will attempt to pick up their first win of the season Monday against the Cleveland Cavaliers.
","Based on the report, the team name is ""Utah Jazz"". The report mentions that the Utah Jazz were 1-1, which means they had 1 win. 

So, the answer is: 1","Based on the report, the Utah Jazz won the game against the Philadelphia 76ers. The 76ers are the ones who lost, so the number of losses for the Utah Jazz is 0. 

However, since the question asks for the number of losses for the Utah Jazz, and the Utah Jazz are not mentioned as losing, the answer is -1.","To find the total points for the Utah Jazz in the game report, we need to look for the mentions of their players' points. 

The players mentioned for the Utah Jazz are:
- Rodney Hood with 17 points
- Alec Burks with 15 points
- Derrick Favors with 20 points

We can add these points together to find the total points for the Utah Jazz.

17 + 15 + 20 = 52

So, the total points for the Utah Jazz in the game report is 52."
