,Game ID,Team Name,wins,losses,total_points
108,56.0,Chicago,1,-1,-1
109,57.0,Charlotte Hornets,-1,-1,-1
110,57.0,Miami Heat,-1,-1,-1
111,58.0,Clippers,-1,-1,-1
112,58.0,Celtics,-1,-1,-1
113,59.0,New Orleans Pelicans,-1,-1,-1
114,59.0,Houston Rockets,-1,-1,-1
115,60.0,Chicago Bulls,-1,-1,-1
116,60.0,Orlando Magic,-1,-1,-1
117,61.0,Hornets,-1,-1,-1
118,61.0,Bulls,-1,-1,-1
119,62.0,Atlanta Hawks,-1,-1,-1
120,62.0,Phoenix Suns,-1,-1,-1
121,63.0,Timberwolves,-1,-1,-1
122,63.0,Nets,-1,-1,-1
123,64.0,Golden State Warriors,-1,-1,-1
124,64.0,Houston Rockets,-1,-1,-1
125,65.0,Cleveland Cavaliers,-1,-1,-1
126,65.0,Indiana Pacers,-1,-1,-1
127,66.0,Sacramento Kings,-1,-1,-1
128,66.0,San Antonio Spurs,-1,-1,-1
129,67.0,San Antonio Spurs,-1,-1,-1
130,67.0,Memphis Grizzlies,-1,-1,-1
131,69.0,Miami Heat,-1,-1,-1
132,69.0,Los Angeles Clippers,-1,-1,-1
133,70.0,Los Angeles Clippers,-1,-1,-1
134,70.0,Miami Heat,-1,-1,-1
135,71.0,Washington Wizards,-1,-1,-1
136,71.0,Denver Nuggets,-1,-1,-1
137,72.0,Sacramento Kings,-1,-1,-1
138,72.0,Washington Wizards,-1,-1,-1
139,73.0,,-1,-1,-1
140,74.0,Golden State Warriors,-1,-1,-1
141,74.0,Bucks,-1,-1,-1
142,75.0,Los Angeles Clippers,-1,-1,-1
143,75.0,Boston Celtics,-1,-1,-1
144,76.0,Oklahoma City Thunder,-1,-1,-1
145,76.0,Denver Nuggets,-1,-1,-1
146,77.0,Brooklyn Nets,-1,-1,-1
147,77.0,Minnesota Timberwolves,-1,-1,-1
148,78.0,Cavs,-1,-1,-1
149,78.0,Hornets,-1,-1,-1
150,79.0,Memphis Grizzlies,-1,-1,-1
151,79.0,Utah Jazz,-1,-1,-1
152,80.0,Miami Heat,-1,-1,-1
153,80.0,Cleveland Cavaliers,,,
154,81.0,Orlando Magic,-1,-1,-1
155,81.0,Sacramento Kings,-1,-1,-1
156,83.0,Suns,-1,-1,-1
157,83.0,Pistons,-1,-1,-1
158,84.0,Portland Trail Blazers,-1,-1,-1
159,84.0,Phoenix Suns,-1,-1,-1
160,85.0,Dallas Mavericks,-1,-1,-1
161,85.0,Washington Wizards,-1,-1,-1
162,86.0,Boston Celtics,-1,-1,-1
163,86.0,Atlanta Hawks,-1,-1,-1
164,87.0,Golden State Warriors,-1,-1,-1
165,87.0,Orlando Magic,-1,-1,-1
166,88.0,Detroit Pistons,-1,-1,-1
167,88.0,Brooklyn Nets,-1,-1,-1
168,89.0,Memphis Grizzlies,-1,-1,-1
169,89.0,Sacramento Kings,-1,-1,-1
170,90.0,Los Angeles Clippers,-1,-1,-1
171,90.0,Denver Nuggets,-1,-1,-1
172,91.0,Denver,-1,-1,-1
173,91.0,Knicks,-1,-1,-1
174,92.0,Denver Nuggets,-1,-1,-1
175,92.0,Milwaukee Bucks,-1,-1,-1
176,93.0,Houston Rockets,-1,-1,-1
177,93.0,Dallas Mavericks,-1,-1,-1
178,94.0,Philadelphia 76ers,-1,-1,-1
179,94.0,Minnesota Timberwolves,-1,-1,-1
180,95.0,Dallas Mavericks,-1,-1,-1
181,95.0,Brooklyn Nets,-1,-1,-1
182,96.0,Cleveland Cavaliers,-1,-1,-1
183,96.0,Atlanta Hawks,-1,-1,-1
184,97.0,Golden State Warriors,-1,-1,-1
185,97.0,Utah Jazz,-1,-1,-1
186,98.0,Brooklyn Nets,-1,-1,-1
187,98.0,Golden State Warriors,-1,-1,-1
188,99.0,Portland Trail Blazers,-1,-1,-1
189,99.0,Miami Heat,-1,-1,-1
190,100.0,Phoenix Suns,-1,-1,-1
191,100.0,Indiana Pacers,-1,-1,-1
192,101.0,Oklahoma City Thunder,-1,-1,-1
193,101.0,Miami Heat,-1,-1,-1
194,102.0,Dallas Mavericks,-1,-1,-1
195,102.0,Utah Jazz,-1,-1,-1
196,103.0,Suns,-1,-1,-1
197,103.0,New Orleans,-1,-1,-1
198,104.0,San Antonio Spurs,-1,-1,-1
199,104.0,Sacramento Kings,-1,-1,-1
200,105.0,Los Angeles Clippers,-1,-1,-1
201,105.0,Orlando Magic,-1,-1,-1
202,106.0,Portland Trail Blazers,-1,-1,-1
203,106.0,Golden State Warriors,-1,-1,-1
204,107.0,Pacers,-1,-1,-1
205,107.0,Timberwolves,-1,-1,-1
206,108.0,San Antonio Spurs,48,9,108
207,108.0,Indiana Pacers,-1,-1,-1
208,109.0,Utah Jazz,-1,-1,-1
209,109.0,Miami Heat,-1,-1,-1
210,110.0,Golden State Warriors,,,
211,110.0,Los Angeles Lakers,-1,-1,-1
212,111.0,Detroit Pistons,-1,-1,-1
213,111.0,Denver Nuggets,-1,-1,-1
214,112.0,Lakers,-1,-1,-1
215,112.0,Memphis,-1,-1,-1
216,113.0,Los Angeles Clippers,-1,-1,-1
217,113.0,Portland Trail Blazers,-1,-1,-1
218,114.0,Houston Rockets,-1,-1,-1
219,114.0,Orlando Magic,-1,-1,-1
220,115.0,Golden State Warriors,-1,-1,-1
221,115.0,Memphis Grizzlies,-1,-1,-1
222,116.0,Memphis Grizzlies,,,
223,116.0,Portland Trail Blazers,-1,-1,-1
224,117.0,Toronto Raptors,-1,-1,-1
225,117.0,Trail Blazers,5,4,-1
226,118.0,Houston Rockets,29,-1,-1
227,118.0,Denver Nuggets,-1,-1,-1
228,119.0,Bulls,-1,-1,-1
229,119.0,Mavericks,-1,-1,-1
230,120.0,New Orleans Pelicans,-1,-1,-1
231,120.0,Milwaukee Bucks,-1,-1,-1
232,121.0,Los Angeles Clippers,-1,-1,-1
233,121.0,Miami Heat,-1,-1,-1
234,124.0,Houston Rockets,49,22,125
235,124.0,New York Knicks,-1,-1,-1
236,125.0,San Antonio Spurs,-1,-1,-1
237,125.0,Sacramento Kings,-1,-1,-1
238,126.0,Utah Jazz,-1,-1,-1
239,126.0,Milwaukee Bucks,33,30,-1
240,127.0,Golden State Warriors,-1,-1,-1
241,127.0,Orlando Magic,-1,-1,-1
242,128.0,Boston Celtics,41,30,107
243,128.0,Atlanta Hawks,-1,-1,-1
244,129.0,Pistons,-1,-1,-1
245,129.0,Hawks,-1,-1,-1
246,130.0,Memphis Grizzlies,-1,-1,-1
247,130.0,Orlando Magic,-1,-1,-1
248,131.0,Washington Wizards,-1,-1,-1
249,131.0,Brooklyn Nets,-1,-1,-1
250,132.0,Heat,-1,-1,-1
251,132.0,Bucks,-1,-1,-1
252,133.0,Bulls,-1,-1,-1
253,133.0,Blazers,-1,-1,-1
254,134.0,Los Angeles Clippers,-1,-1,-1
255,134.0,Chicago Bulls,-1,-1,-1
256,135.0,Atlanta Hawks,-1,-1,-1
257,135.0,Miami Heat,-1,-1,-1
258,136.0,Portland Trail Blazers,-1,-1,-1
259,136.0,Brooklyn Nets,-1,-1,-1
260,137.0,New Orleans Pelicans,-1,-1,-1
261,137.0,Los Angeles Lakers,-1,-1,-1
262,138.0,Miami Heat,3,-1,-1
263,138.0,Utah Jazz,-1,-1,-1
264,139.0,Orlando,-1,-1,-1
265,139.0,Los Angeles,-1,-1,-1
266,140.0,Houston Rockets,-1,-1,-1
267,140.0,Los Angeles Clippers,32,16,120
268,141.0,San Antonio Spurs,-1,-1,-1
269,141.0,Philadelphia 76ers,-1,-1,-1
270,142.0,San Antonio Spurs,-1,-1,-1
271,142.0,New Orleans Pelicans,-1,-1,-1
272,143.0,Indiana Pacers,-1,-1,-1
273,143.0,Orlando Magic,-1,-1,-1
274,144.0,Washington Wizards,-1,-1,-1
275,144.0,Los Angeles Clippers,-1,-1,-1
276,145.0,Portland Trail Blazers,-1,-1,-1
277,145.0,Sacramento Kings,-1,-1,-1
278,146.0,Hawks,-1,-1,-1
279,146.0,Orlando,-1,-1,-1
280,147.0,Charlotte Hornets,-1,-1,-1
281,147.0,Detroit Pistons,-1,-1,-1
282,148.0,Houston Rockets,-1,-1,-1
283,148.0,Chicago Bulls,-1,-1,-1
284,149.0,San Antonio Spurs,-1,-1,-1
285,149.0,Milwaukee Bucks,-1,-1,-1
286,151.0,Chicago Bulls,-1,-1,-1
287,151.0,Indiana Pacers,-1,-1,-1
288,152.0,Miami Heat,-1,-1,-1
289,152.0,Los Angeles Lakers,-1,-1,-1
290,153.0,Charlotte Hornets,-1,-1,-1
291,153.0,Atlanta Hawks,1,-1,-1
292,154.0,Los Angeles Lakers,-1,-1,-1
293,154.0,Detroit Pistons,33,32,103
294,156.0,Warriors,-1,-1,-1
295,156.0,Sixers,-1,-1,-1
296,157.0,Phoenix Suns,-1,-1,-1
297,157.0,Los Angeles Lakers,-1,-1,-1
298,158.0,Oklahoma City Thunder,-1,-1,-1
299,158.0,Utah Jazz,-1,-1,-1
300,159.0,Charlotte Hornets,-1,-1,-1
301,159.0,Washington Wizards,-1,-1,-1
302,160.0,Los Angeles Clippers,-1,-1,-1
303,160.0,San Antonio Spurs,-1,-1,-1
304,161.0,Spurs,-1,-1,-1
305,161.0,Raptors,-1,-1,-1
306,161.0,Nuggets,-1,-1,-1
307,162.0,Boston Celtics,-1,-1,-1
308,162.0,Dallas Mavericks,-1,-1,-1
309,163.0,Dallas Mavericks,-1,-1,-1
310,163.0,Los Angeles Lakers,-1,-1,-1
311,164.0,Detroit Pistons,-1,-1,-1
312,164.0,Phoenix Suns,-1,-1,-1
313,165.0,Houston Rockets,-1,-1,-1
314,165.0,Toronto Raptors,-1,-1,-1
315,166.0,Los Angeles Clippers,-1,-1,-1
316,166.0,Phoenix Suns,-1,-1,-1
317,167.0,Memphis Grizzlies,-1,-1,-1
318,167.0,New Orleans Pelicans,-1,-1,-1
319,168.0,Cleveland Cavaliers,-1,-1,-1
320,168.0,Toronto Raptors,-1,-1,-1
321,169.0,Memphis Grizzlies,-1,-1,-1
322,169.0,Phoenix Suns,-1,-1,-1
323,170.0,Golden State Warriors,-1,-1,-1
324,170.0,Atlanta Hawks,-1,-1,-1
325,171.0,Atlanta,-1,-1,-1
326,171.0,Utah,-1,-1,-1
327,172.0,Dallas Mavericks,-1,-1,-1
328,172.0,Denver Nuggets,-1,-1,-1
329,173.0,Cleveland Cavaliers,-1,-1,-1
330,173.0,Utah Jazz,-1,-1,-1
331,174.0,Cleveland Cavaliers,-1,-1,-1
332,174.0,Houston Rockets,-1,-1,-1
333,175.0,Indiana,-1,-1,-1
334,175.0,Pistons,-1,-1,-1
335,176.0,Indiana Pacers,-1,-1,-1
336,176.0,Milwaukee Bucks,-1,-1,-1
337,177.0,Miami Heat,-1,-1,-1
338,177.0,Indiana Pacers,-1,-1,-1
339,178.0,Washington Wizards,-1,-1,-1
340,178.0,Chicago Bulls,-1,-1,-1
341,179.0,Atlanta Hawks,-1,-1,68
342,179.0,Utah Jazz,,,
343,180.0,Chicago Bulls,-1,-1,-1
344,180.0,Orlando Magic,-1,-1,-1
345,181.0,San Antonio Spurs,-1,-1,-1
346,181.0,Detroit Pistons,-1,-1,-1
347,182.0,Golden State Warriors,-1,-1,-1
348,182.0,Chicago Bulls,-1,-1,-1
349,183.0,Minnesota Timberwolves,-1,-1,-1
350,183.0,Oklahoma City Thunder,-1,-1,-1
351,184.0,Portland Trail Blazers,-1,-1,-1
352,184.0,Minnesota Timberwolves,-1,-1,-1
353,185.0,Indiana Pacers,-1,-1,-1
354,185.0,Cleveland Cavaliers,-1,-1,-1
355,186.0,Utah Jazz,-1,-1,-1
356,186.0,Detroit Pistons,-1,-1,-1
357,187.0,Los Angeles Clippers,-1,-1,-1
358,187.0,Minnesota Timberwolves,-1,-1,-1
359,188.0,Oklahoma City Thunder,-1,-1,-1
360,188.0,Washington Wizards,-1,-1,-1
361,189.0,San Antonio Spurs,34,19,104
362,189.0,Denver Nuggets,-1,-1,-1
363,190.0,Phoenix Suns,-1,-1,-1
364,190.0,Washington Wizards,-1,-1,-1
365,191.0,Kings,-1,-1,-1
366,191.0,Timberwolves,21,45,99
367,193.0,Indiana Pacers,-1,-1,-1
368,193.0,Philadelphia 76ers,-1,-1,-1
369,194.0,Boston Celtics,-1,-1,-1
370,194.0,New York Knicks,-1,-1,-1
371,195.0,Utah Jazz,3,4,97
372,195.0,Detroit Pistons,-1,-1,-1
373,196.0,Wizards,-1,-1,-1
374,196.0,Pacers,-1,-1,-1
375,197.0,Portland Trail Blazers,-1,-1,-1
376,197.0,Los Angeles Lakers,-1,-1,-1
377,198.0,Houston Rockets,-1,-1,-1
378,198.0,Charlotte Hornets,-1,-1,-1
379,200.0,Golden State Warriors,-1,-1,-1
380,200.0,Oklahoma City Thunder,-1,-1,-1
381,201.0,Golden State Warriors,-1,-1,-1
382,201.0,Sacramento Kings,1,-1,-1
383,202.0,Utah Jazz,-1,-1,-1
384,202.0,Milwaukee Bucks,-1,-1,-1
385,203.0,Los Angeles Clippers,-1,-1,-1
386,203.0,Chicago Bulls,-1,-1,-1
387,204.0,Dallas Mavericks,-1,-1,-1
388,204.0,Milwaukee Bucks,-1,-1,-1
389,205.0,Brooklyn Nets,-1,-1,-1
390,205.0,Denver Nuggets,-1,-1,-1
391,206.0,Dallas Mavericks,-1,-1,-1
392,206.0,Houston Rockets,-1,-1,-1
393,207.0,San Antonio,-1,-1,-1
394,207.0,Boston,-1,-1,-1
395,208.0,Indiana Pacers,-1,-1,-1
396,208.0,Los Angeles Clippers,-1,-1,-1
397,209.0,Atlanta Hawks,-1,-1,-1
398,209.0,Washington Wizards,-1,-1,-1
399,210.0,Memphis Grizzlies,-1,-1,-1
400,210.0,Oklahoma City Thunder,-1,-1,-1
401,212.0,Golden State Warriors,58,-1,-1
402,212.0,Phoenix Suns,-1,-1,-1
403,213.0,Indiana Pacers,-1,-1,-1
404,213.0,Detroit Pistons,,,
405,215.0,New Orleans Pelicans,-1,-1,-1
406,215.0,Milwaukee Bucks,-1,-1,-1
407,216.0,Memphis Grizzlies,-1,-1,-1
408,216.0,Portland Trail Blazers,-1,-1,-1
409,217.0,San Antonio Spurs,-1,-1,-1
410,217.0,Sacramento Kings,-1,-1,-1
411,218.0,Cleveland Cavaliers,-1,-1,-1
412,218.0,Orlando Magic,-1,-1,-1
413,219.0,Golden Warriors,-1,-1,-1
414,219.0,Dallas Mavericks,-1,-1,-1
415,220.0,Boston Celtics,-1,-1,-1
416,220.0,Utah Jazz,-1,-1,-1
417,221.0,San Antonio Spurs,-1,-1,-1
418,221.0,New Orleans Pelicans,-1,-1,-1
419,222.0,Houston Rockets,-1,-1,-1
420,222.0,Golden State Warriors,-1,-1,-1
421,223.0,Indiana Pacers,-1,-1,-1
422,223.0,Philadelphia 76ers,-1,-1,-1
423,224.0,Cleveland Cavaliers,-1,-1,-1
424,224.0,Oklahoma City Thunder,-1,-1,-1
425,225.0,Milwaukee Bucks,-1,-1,-1
426,225.0,Minnesota Timberwolves,-1,-1,-1
427,226.0,Brooklyn Nets,5,7,94
428,226.0,Toronto Raptors,-1,-1,-1
429,227.0,New Orleans Pelicans,16,27,-1
430,227.0,Charlotte Hornets,-1,-1,-1
431,228.0,Atlanta Hawks,-1,-1,-1
432,228.0,Brooklyn Nets,-1,-1,-1
433,229.0,Raptors,-1,-1,-1
434,229.0,Pacers,-1,-1,-1
435,230.0,Atlanta Hawks,-1,-1,-1
436,230.0,New York Knicks,-1,-1,-1
437,231.0,Memphis Grizzlies,-1,-1,-1
438,231.0,New Orleans Pelicans,-1,-1,-1
439,232.0,Oklahoma City Thunder,-1,-1,-1
440,232.0,Orlando Magic,-1,-1,-1
441,233.0,Wizards,-1,-1,-1
442,233.0,Clippers,-1,-1,-1
443,234.0,Utah Jazz,-1,-1,-1
444,234.0,Indiana Pacers,-1,-1,-1
445,235.0,Indiana Pacers,25,34,94
446,235.0,Brooklyn Nets,-1,-1,-1
447,236.0,Charlotte Hornets,-1,-1,-1
448,236.0,Washington Wizards,-1,-1,-1
449,237.0,Sacramento Kings,-1,-1,-1
450,237.0,Philadelphia 76ers,-1,-1,-1
451,238.0,Dallas Mavericks,-1,-1,-1
452,238.0,Phoenix Suns,-1,-1,-1
453,239.0,Memphis Grizzlies,-1,-1,-1
454,239.0,Brooklyn Nets,-1,-1,-1
455,240.0,Washington Wizards,-1,-1,-1
456,240.0,Miami Heat,-1,-1,-1
457,241.0,Grizzlies,-1,-1,-1
458,241.0,OKC,-1,-1,-1
459,242.0,Indiana Pacers,-1,-1,-1
460,242.0,Houston Rockets,-1,-1,-1
461,243.0,Portland Trail Blazers,-1,-1,-1
462,243.0,Minnesota Timberwolves,-1,-1,-1
463,244.0,Sacramento Kings,-1,-1,-1
464,244.0,Phoenix Suns,-1,-1,-1
465,245.0,Boston Celtics,-1,-1,-1
466,245.0,Los Angeles Clippers,16,6,-1
467,246.0,Spurs,-1,-1,-1
468,246.0,Trail Blazers,-1,-1,-1
469,247.0,Chicago Bulls,-1,-1,-1
470,247.0,Milwaukee Bucks,-1,-1,-1
471,248.0,Hornets,25,26,108
472,248.0,Timberwolves,-1,-1,-1
473,249.0,Atlanta Hawks,-1,-1,-1
474,249.0,Los Angeles Lakers,-1,-1,-1
475,250.0,Denver Nuggets,-1,-1,-1
476,250.0,Charlotte Hornets,-1,-1,-1
477,251.0,Bulls,-1,-1,-1
478,251.0,Nets,-1,-1,-1
479,252.0,Houston,-1,-1,-1
480,252.0,Phoenix,-1,-1,-1
481,253.0,Brooklyn,-1,-1,-1
482,253.0,Memphis,,,
483,254.0,Boston Celtics,-1,-1,-1
484,254.0,Phoenix Suns,-1,-1,-1
485,256.0,Washington Wizards,-1,-1,-1
486,256.0,Indiana Pacers,-1,-1,-1
487,257.0,Bulls,-1,-1,-1
488,257.0,Lakers,-1,-1,-1
489,258.0,Golden State Warriors,-1,-1,-1
490,258.0,Atlanta Hawks,-1,-1,-1
491,259.0,Detroit Pistons,-1,-1,-1
492,259.0,Oklahoma City Thunder,-1,-1,-1
493,260.0,Milwaukee Bucks,-1,-1,-1
494,260.0,Philadelphia 76ers,-1,-1,-1
495,261.0,Memphis Grizzlies,-1,-1,-1
496,261.0,Miami Heat,-1,-1,-1
497,262.0,Magic,-1,-1,-1
498,262.0,Spurs,-1,-1,-1
499,263.0,Sacramento Kings,-1,-1,-1
500,263.0,New York Knicks,-1,-1,-1
501,264.0,Memphis Grizzlies,-1,-1,-1
502,264.0,Denver Nuggets,-1,-1,-1
503,265.0,Brooklyn Nets,-1,-1,-1
504,265.0,New York Knicks,-1,-1,-1
505,266.0,Boston Celtics,-1,-1,-1
506,266.0,Los Angeles Clippers,-1,-1,-1
507,268.0,Utah Jazz,-1,-1,-1
508,268.0,Golden State Warriors,-1,-1,-1
509,269.0,Detroit Pistons,-1,-1,-1
510,269.0,Cleveland Cavaliers,-1,-1,-1
511,270.0,Los Angeles Lakers,-1,-1,-1
512,270.0,Milwaukee Bucks,-1,-1,-1
513,271.0,Blazers,-1,-1,-1
514,271.0,Minnesota,-1,-1,-1
515,272.0,Jazz,-1,-1,-1
516,272.0,Knicks,-1,-1,-1
517,273.0,Warriors,-1,-1,-1
518,273.0,Pistons,3,6,96
519,275.0,Dallas Mavericks,-1,-1,-1
520,275.0,San Antonio Spurs,-1,-1,-1
521,276.0,Phoenix Suns,-1,-1,-1
522,276.0,Toronto Raptors,-1,-1,-1
523,277.0,Thunder,,,
524,277.0,Sixers,-1,-1,-1
525,278.0,Charlotte Hornets,-1,-1,-1
526,278.0,Chicago Bulls,-1,-1,-1
527,279.0,Utah Jazz,-1,-1,-1
528,279.0,Sacramento Kings,-1,-1,-1
529,280.0,Charlotte Hornets,-1,-1,-1
530,280.0,Washington Wizards,-1,-1,-1
531,281.0,Phoenix Suns,-1,-1,-1
532,281.0,Los Angeles Clippers,-1,20,-1
533,282.0,Houston Rockets,-1,-1,-1
534,282.0,New Orleans Pelicans,-1,-1,-1
535,283.0,Milwaukee Bucks,-1,-1,-1
536,283.0,Portland Trail Blazers,-1,-1,-1
537,284.0,Minnesota Timberwolves,-1,-1,-1
538,284.0,Sacramento Kings,-1,-1,-1
539,285.0,Oklahoma City Thunder,-1,-1,-1
540,285.0,Minnesota Timberwolves,-1,-1,-1
541,286.0,Milwaukee Bucks,-1,-1,-1
542,286.0,Philadelphia 76ers,-1,-1,-1
543,287.0,Miami Heat,-1,-1,-1
544,287.0,Milwaukee Bucks,-1,-1,-1
545,288.0,Orlando Magic,-1,-1,-1
546,288.0,Detroit Pistons,,,
547,289.0,Brooklyn Nets,-1,19,-1
548,289.0,Houston Rockets,-1,-1,-1
549,291.0,Clippers,-1,-1,-1
550,291.0,Memphis,-1,-1,-1
551,292.0,Toronto Raptors,24,10,109
552,292.0,Dallas Mavericks,-1,-1,-1
553,293.0,Los Angeles Clippers,-1,-1,-1
554,293.0,Oklahoma City Thunder,1,-1,-1
555,295.0,Oklahoma City Thunder,-1,-1,-1
556,295.0,Philadelphia 76ers,-1,-1,-1
557,296.0,Bucks,-1,-1,-1
558,296.0,Chicago,-1,-1,-1
559,297.0,Phoenix Suns,-1,-1,-1
560,297.0,Miami Heat,-1,-1,-1
561,298.0,Charlotte Hornets,-1,-1,-1
562,298.0,Milwaukee Bucks,-1,-1,-1
563,299.0,Brooklyn Nets,-1,-1,-1
564,299.0,Oklahoma City Thunder,-1,-1,-1
565,300.0,Indiana Pacers,-1,-1,-1
566,300.0,Los Angeles Lakers,-1,-1,-1
567,301.0,Toronto Raptors,-1,-1,-1
568,301.0,Memphis Grizzlies,-1,-1,-1
569,302.0,Oklahoma City,29,12,113
570,302.0,Dallas Mavericks,-1,-1,-1
571,303.0,New York Knicks,-1,-1,-1
572,303.0,Miami Heat,-1,-1,-1
573,304.0,Los Angeles Clippers,-1,-1,-1
574,304.0,Utah Jazz,-1,-1,-1
575,305.0,Miami Heat,-1,-1,-1
576,305.0,Indiana Pacers,-1,-1,-1
577,306.0,Mavericks,-1,-1,-1
578,306.0,Timberwolves,-1,-1,-1
579,307.0,Washington Wizards,-1,-1,-1
580,307.0,Brooklyn Nets,-1,-1,-1
581,308.0,Boston Celtics,-1,-1,-1
582,308.0,New Orleans Pelicans,-1,-1,-1
583,309.0,San Antonio Spurs,-1,-1,-1
584,309.0,Houston Rockets,-1,-1,-1
585,310.0,Detroit Pistons,-1,-1,-1
586,310.0,Milwaukee Bucks,-1,-1,-1
587,311.0,Boston Celtics,-1,-1,-1
588,311.0,San Antonio Spurs,-1,-1,-1
589,312.0,76ers,-1,45,-1
590,312.0,Wizards,-1,-1,-1
591,314.0,Orlando,-1,-1,-1
592,314.0,Minnesota,-1,-1,-1
593,315.0,Oklahoma City Thunder,-1,-1,-1
