,Game ID,Player Name,points
229,32,Klay Thompson,18
230,32,Stephen Curry,19
231,32,Shaun Livingston,16
232,33,Michael Carter-Williams,10
233,33,Jerami Grant,16
234,33,Larry Drew II,9
235,33,Jeff Green,18
236,33,Zach Randolph,17
237,33,Vince Carter,13
238,34,Kawhi Leonard,21
239,34,LaMarcus Aldridge,5
240,34,Danny Green,11
241,34,Patty Mills,23
242,34,Harrison Barnes,17
243,34,Wesley Matthews,26
244,34,Dwight Powell,10
245,34,Seth Curry,14
246,35,Trevor Ariza,19
247,35,Donatas Motiejunas,2
248,35,Dwight Howard,25
249,35,James Harden,25
250,35,Patrick Beverley,15
251,35,Shawne Williams,14
252,35,Chris Bosh,21
253,35,Dwyane Wade,19
254,35,Norris Cole,0
255,35,Mario Chalmers,12
256,35,Shabazz Napier,5
257,36,Rudy Gay,3
258,36,DeMarcus Cousins,36
259,36,Darren Collison,21
260,37,Andrew Wiggins,10
261,37,Adreian Payne,10
262,37,Kevin Martin,16
263,37,Justin Hamilton,15
264,37,Markieff Morris,24
265,37,Eric Bledsoe,18
266,37,Marcus Thornton,14
267,37,TJ Warren,17
268,38,Derrick Favors,20
269,38,Rodney Hood,17
270,38,Alec Burks,15
271,38,Nerlens Noel,8
272,39,Marc Gasol,31
273,39,Mike Conley,18
274,39,Steven Adams,16
275,39,Russell Westbrook,38
276,39,Anthony Morrow,15
277,39,Joffrey Lauvergne,16
278,40,Rudy Gay,29
279,40,DeMar DeRozan,23
280,41,Marquese Chriss,23
281,41,Alex Len,11
282,41,Devin Booker,28
283,41,Tyler Ulis,10
284,41,Leandro Barbosa,11
285,41,Rondae Hollis-Jefferson,5
286,41,Brook Lopez,19
287,41,Jeremy Lin,13
288,41,Quincy Acy,12
289,41,Isaiah Whitehead,11
290,41,KJ McDaniels,16
291,41,Trevor Booker,14
292,41,Justin Hamilton,10
293,41,Archie Goodwin,12
294,42,Devin Booker,33
295,42,Eric Bledsoe,20
296,42,DeMarcus Cousins,22
297,42,Ty Lawson,18
298,43,Joakim Noah,11
299,43,Jimmy Butler,22
300,43,Nikola Mirotic,11
301,43,Blake Griffin,19
302,43,DeAndre Jordan,10
303,43,Jamal Crawford,24
304,44,JaMychal Green,10
305,44,Marc Gasol,19
306,44,James Ennis III,5
307,44,Mike Conley,32
308,44,Vince Carter,14
309,44,Brandan Wright,17
310,44,Bojan Bogdanovic,11
311,44,Rondae Hollis-Jefferson,13
312,44,Brook Lopez,17
313,44,Spencer Dinwiddie,17
314,44,Trevor Booker,13
315,44,Sean Kilpatrick,15
316,45,Rodney McGruder,11
317,45,Hassan Whiteside,23
318,45,Dion Waiters,23
319,45,Goran Dragic,21
320,45,Tyler Johnson,16
321,45,Ryan Anderson,17
322,45,Clint Capela,12
323,45,James Harden,38
324,45,Eric Gordon,12
325,46,Jon Leuer,22
326,46,Andre Drummond,13
327,46,Tobias Harris,15
328,46,Anthony Davis,33
329,46,Jrue Holiday,22
330,47,Kenneth Faried,14
331,47,Jusuf Nurkic,15
332,47,Arron Afflalo,20
333,47,Ty Lawson,5
334,47,Anthony Davis,24
335,47,Eric Gordon,11
336,47,Tyreke Evans,25
337,47,Ryan Anderson,11
338,48,Klay Thompson,12
339,48,Stephen Curry,0
340,48,Julius Randle,14
341,48,Larry Nance Jr.,12
342,49,TJ Warren,14
343,49,Marquese Chriss,7
344,49,Alex Len,13
345,49,Devin Booker,18
346,49,Tyler Ulis,13
347,49,Jared Dudley,12
348,49,Leandro Barbosa,12
349,49,Trevor Ariza,9
350,49,Ryan Anderson,16
351,49,Clint Capela,9
352,49,Patrick Beverley,19
353,49,James Harden,40
354,49,Sam Dekker,14
355,50,Kobe Bryant,10
356,50,Julius Randle,11
357,50,D'Angelo Russell,21
358,50,Noah Vonleh,11
359,50,Mason Plumlee,13
360,50,CJ McCollum,28
361,50,Damian Lillard,36
362,50,Ed Davis,0
363,51,Jeff Teague,26
364,52,Ed Davis,14
365,52,Maurice Harkless,15
366,52,Damian Lillard,22
367,52,CJ McCollum,16
368,52,Evan Turner,11
369,52,Carmelo Anthony,17
370,52,Kristaps Porzingis,31
371,52,Kyle O'Quinn,5
372,52,Courtney Lee,5
373,52,Derrick Rose,18
374,52,Mindaugas Kuzminskas,10
375,53,Kristaps Porzingis,27
376,53,Derrick Rose,11
377,53,Dwyane Wade,35
378,54,Carmelo Anthony,11
379,54,Kristaps Porzingis,16
380,54,Derrick Williams,24
381,54,Greg Monroe,22
382,55,Luis Scola,11
383,55,Jonas Valanciunas,13
384,55,DeMar DeRozan,13
385,55,Kyle Lowry,24
386,55,Cory Joseph,19
387,55,Bismack Biyombo,11
388,55,Patrick Patterson,11
389,55,Tobias Harris,16
390,55,Nikola Vucevic,17
391,55,Evan Fournier,21
392,55,Victor Oladipo,27
393,55,Jason Smith,16
394,56,Isaiah Thomas,25
395,56,Jimmy Butler,24
396,56,Dwyane Wade,22
397,57,Monta Ellis,33
398,57,Rajon Rondo,0
399,57,Al-Farouq Aminu,0
400,57,Joey Dorsey,0
401,57,James Harden,17
402,57,Josh Smith,18
403,58,Jimmy Butler,35
404,58,Robin Lopez,10
405,58,Jusuf Nurkic,14
406,58,Wilson Chandler,16
407,58,Jamal Murray,24
408,59,Nicolas Batum,19
409,59,Kemba Walker,21
410,59,Al Jefferson,21
411,59,Luol Deng,22
412,59,Dwyane Wade,18
413,59,Josh Richardson,18
414,59,Hassan Whiteside,17
415,60,Blake Griffin,21
416,60,DeAndre Jordan,15
417,60,JJ Redick,27
418,60,Chris Paul,21
419,60,Tyler Zeller,16
420,60,Isaiah Thomas,19
421,60,Kelly Olynyk,14
422,61,Eric Gordon,12
423,61,Lou Williams,14
424,61,Solomon Hill,30
425,61,Anthony Davis,24
426,61,Jrue Holiday,19
427,61,Tim Frazier,14
428,62,Pau Gasol,25
429,62,Joakim Noah,18
430,62,Jimmy Butler,27
431,62,Derrick Rose,10
432,62,Tobias Harris,15
433,62,Nikola Vucevic,14
434,62,Victor Oladipo,18
435,62,Evan Fournier,14
436,63,Jimmy Butler,26
437,63,Taj Gibson,10
438,63,Dwyane Wade,12
439,63,Rajon Rondo,7
440,63,Doug McDermott,15
441,63,Nikola Mirotic,11
442,63,Michael Kidd-Gilchrist,12
443,63,Cody Zeller,13
444,63,Nicolas Batum,20
445,63,Kemba Walker,20
446,63,Frank Kaminsky,13
447,64,Devin Booker,34
448,64,Ronnie Price,14
449,64,Kent Bazemore,17
450,64,Paul Millsap,13
451,64,Al Horford,16
452,64,Jeff Teague,20
453,65,Brook Lopez,25
454,65,Sean Kilpatrick,14
455,65,Caris LeVert,11
456,65,Andrew Wiggins,23
457,65,Karl-Anthony Towns,37
458,65,Zach LaVine,20
459,65,Shabazz Muhammad,18
460,66,Klay Thompson,23
461,66,Stephen Curry,6
462,66,Andre Iguodala,22
463,66,Dwight Howard,19
464,66,James Harden,18
465,66,Michael Beasley,17
466,67,Paul George,32
467,67,LeBron James,29
468,67,Kevin Love,22
469,68,Anthony Davis,19
470,68,Buddy Hield,11
471,68,Terrence Jones,16
472,68,Trevor Ariza,20
473,68,James Harden,29
474,68,Eric Gordon,29
475,70,Marc Gasol,13
476,70,Mike Conley,22
477,70,Kawhi Leonard,19
478,70,LaMarcus Aldridge,23
479,71,Harrison Barnes,15
480,71,Wesley Matthews,17
481,71,Deron Williams,24
482,71,Seth Curry,16
483,71,Anthony Davis,28
484,71,Jrue Holiday,7
485,72,Luol Deng,10
486,72,Chris Bosh,34
487,72,Dwyane Wade,17
488,72,Hassan Whiteside,23
489,72,Blake Griffin,26
490,72,JJ Redick,14
491,72,Chris Paul,23
492,73,Hassan Whiteside,15
493,73,Goran Dragic,24
494,73,DeAndre Jordan,7
495,73,JJ Redick,25
496,73,Chris Paul,19
497,73,Marreese Speights,19
498,74,Wilson Chandler,20
499,74,Kenneth Faried,9
