,text,category
8,still waiting on that card,automatic_top_up
8,still waiting on that card,card_not_working
8,still waiting on that card,exchange_via_app
8,still waiting on that card,lost_or_stolen_card
8,still waiting on that card,pin_blocked
8,still waiting on that card,contactless_not_working
8,still waiting on that card,pending_top_up
8,still waiting on that card,cancel_transfer
8,still waiting on that card,top_up_limits
8,still waiting on that card,card_payment_fee_charged
8,still waiting on that card,transfer_not_received_by_recipient
8,still waiting on that card,supported_cards_and_currencies
8,still waiting on that card,getting_virtual_card
8,still waiting on that card,card_acceptance
8,still waiting on that card,top_up_reverted
8,still waiting on that card,balance_not_updated_after_cheque_or_cash_deposit
8,still waiting on that card,card_payment_not_recognised
8,still waiting on that card,edit_personal_details
8,still waiting on that card,why_verify_identity
8,still waiting on that card,get_physical_card
8,still waiting on that card,visa_or_mastercard
8,still waiting on that card,topping_up_by_card
8,still waiting on that card,disposable_card_limits
8,still waiting on that card,compromised_card
8,still waiting on that card,atm_support
8,still waiting on that card,direct_debit_payment_not_recognised
8,still waiting on that card,passcode_forgotten
8,still waiting on that card,pending_card_payment
8,still waiting on that card,declined_transfer
8,still waiting on that card,Refund_not_showing_up
8,still waiting on that card,declined_card_payment
8,still waiting on that card,pending_transfer
8,still waiting on that card,card_swallowed
8,still waiting on that card,verify_source_of_funds
8,still waiting on that card,transfer_timing
8,still waiting on that card,reverted_card_payment?
8,still waiting on that card,transfer_fee_charged
8,still waiting on that card,receiving_money
8,still waiting on that card,failed_transfer
8,still waiting on that card,transfer_into_account
8,still waiting on that card,verify_top_up
8,still waiting on that card,getting_spare_card
8,still waiting on that card,order_physical_card
9,Is it normal to have to wait over a week for my new card?,card_arrival
9,Is it normal to have to wait over a week for my new card?,card_linking
9,Is it normal to have to wait over a week for my new card?,fiat_currency_support
9,Is it normal to have to wait over a week for my new card?,card_delivery_estimate
9,Is it normal to have to wait over a week for my new card?,exchange_via_app
9,Is it normal to have to wait over a week for my new card?,lost_or_stolen_card
9,Is it normal to have to wait over a week for my new card?,supported_cards_and_currencies
9,Is it normal to have to wait over a week for my new card?,getting_virtual_card
9,Is it normal to have to wait over a week for my new card?,card_acceptance
9,Is it normal to have to wait over a week for my new card?,why_verify_identity
9,Is it normal to have to wait over a week for my new card?,get_physical_card
9,Is it normal to have to wait over a week for my new card?,visa_or_mastercard
9,Is it normal to have to wait over a week for my new card?,compromised_card
9,Is it normal to have to wait over a week for my new card?,atm_support
9,Is it normal to have to wait over a week for my new card?,pending_card_payment
9,Is it normal to have to wait over a week for my new card?,pending_transfer
9,Is it normal to have to wait over a week for my new card?,transfer_timing
9,Is it normal to have to wait over a week for my new card?,receiving_money
9,Is it normal to have to wait over a week for my new card?,getting_spare_card
9,Is it normal to have to wait over a week for my new card?,order_physical_card
