,text,category
8,still waiting on that card,automatic_top_up
8,still waiting on that card,card_not_working
8,still waiting on that card,exchange_via_app
8,still waiting on that card,lost_or_stolen_card
8,still waiting on that card,pin_blocked
8,still waiting on that card,contactless_not_working
8,still waiting on that card,pending_top_up
8,still waiting on that card,cancel_transfer
8,still waiting on that card,top_up_limits
8,still waiting on that card,card_payment_fee_charged
8,still waiting on that card,transfer_not_received_by_recipient
8,still waiting on that card,supported_cards_and_currencies
8,still waiting on that card,getting_virtual_card
8,still waiting on that card,card_acceptance
8,still waiting on that card,top_up_reverted
8,still waiting on that card,balance_not_updated_after_cheque_or_cash_deposit
8,still waiting on that card,card_payment_not_recognised
8,still waiting on that card,edit_personal_details
8,still waiting on that card,why_verify_identity
8,still waiting on that card,get_physical_card
8,still waiting on that card,visa_or_mastercard
8,still waiting on that card,topping_up_by_card
8,still waiting on that card,disposable_card_limits
8,still waiting on that card,compromised_card
8,still waiting on that card,atm_support
8,still waiting on that card,direct_debit_payment_not_recognised
8,still waiting on that card,passcode_forgotten
8,still waiting on that card,pending_card_payment
8,still waiting on that card,declined_transfer
8,still waiting on that card,Refund_not_showing_up
8,still waiting on that card,declined_card_payment
8,still waiting on that card,pending_transfer
8,still waiting on that card,card_swallowed
8,still waiting on that card,verify_source_of_funds
8,still waiting on that card,transfer_timing
8,still waiting on that card,reverted_card_payment?
8,still waiting on that card,transfer_fee_charged
8,still waiting on that card,receiving_money
8,still waiting on that card,failed_transfer
8,still waiting on that card,transfer_into_account
8,still waiting on that card,verify_top_up
8,still waiting on that card,getting_spare_card
8,still waiting on that card,order_physical_card
9,Is it normal to have to wait over a week for my new card?,card_arrival
9,Is it normal to have to wait over a week for my new card?,card_linking
9,Is it normal to have to wait over a week for my new card?,fiat_currency_support
9,Is it normal to have to wait over a week for my new card?,card_delivery_estimate
9,Is it normal to have to wait over a week for my new card?,exchange_via_app
9,Is it normal to have to wait over a week for my new card?,lost_or_stolen_card
9,Is it normal to have to wait over a week for my new card?,supported_cards_and_currencies
9,Is it normal to have to wait over a week for my new card?,getting_virtual_card
9,Is it normal to have to wait over a week for my new card?,card_acceptance
9,Is it normal to have to wait over a week for my new card?,why_verify_identity
9,Is it normal to have to wait over a week for my new card?,get_physical_card
9,Is it normal to have to wait over a week for my new card?,visa_or_mastercard
9,Is it normal to have to wait over a week for my new card?,compromised_card
9,Is it normal to have to wait over a week for my new card?,atm_support
9,Is it normal to have to wait over a week for my new card?,pending_card_payment
9,Is it normal to have to wait over a week for my new card?,pending_transfer
9,Is it normal to have to wait over a week for my new card?,transfer_timing
9,Is it normal to have to wait over a week for my new card?,receiving_money
9,Is it normal to have to wait over a week for my new card?,getting_spare_card
9,Is it normal to have to wait over a week for my new card?,order_physical_card
10,How do I track my card?,card_arrival
10,How do I track my card?,card_linking
10,How do I track my card?,card_delivery_estimate
10,How do I track my card?,lost_or_stolen_card
10,How do I track my card?,supported_cards_and_currencies
10,How do I track my card?,getting_virtual_card
10,How do I track my card?,card_acceptance
10,How do I track my card?,card_payment_not_recognised
10,How do I track my card?,get_physical_card
10,How do I track my card?,visa_or_mastercard
10,How do I track my card?,compromised_card
10,How do I track my card?,atm_support
10,How do I track my card?,pending_card_payment
10,How do I track my card?,declined_card_payment
10,How do I track my card?,pending_transfer
10,How do I track my card?,order_physical_card
11,How long does a card delivery take?,card_arrival
11,How long does a card delivery take?,card_linking
11,How long does a card delivery take?,card_delivery_estimate
11,How long does a card delivery take?,exchange_via_app
11,How long does a card delivery take?,lost_or_stolen_card
11,How long does a card delivery take?,getting_virtual_card
11,How long does a card delivery take?,card_acceptance
11,How long does a card delivery take?,get_physical_card
11,How long does a card delivery take?,visa_or_mastercard
11,How long does a card delivery take?,atm_support
11,How long does a card delivery take?,pending_card_payment
11,How long does a card delivery take?,pending_transfer
11,How long does a card delivery take?,transfer_timing
11,How long does a card delivery take?,getting_spare_card
11,How long does a card delivery take?,order_physical_card
12,I still don't have my card after 2 weeks.  What should I do?,card_arrival
12,I still don't have my card after 2 weeks.  What should I do?,card_linking
12,I still don't have my card after 2 weeks.  What should I do?,fiat_currency_support
12,I still don't have my card after 2 weeks.  What should I do?,card_delivery_estimate
12,I still don't have my card after 2 weeks.  What should I do?,lost_or_stolen_card
12,I still don't have my card after 2 weeks.  What should I do?,cancel_transfer
12,I still don't have my card after 2 weeks.  What should I do?,transfer_not_received_by_recipient
12,I still don't have my card after 2 weeks.  What should I do?,getting_virtual_card
12,I still don't have my card after 2 weeks.  What should I do?,card_acceptance
12,I still don't have my card after 2 weeks.  What should I do?,get_physical_card
12,I still don't have my card after 2 weeks.  What should I do?,visa_or_mastercard
12,I still don't have my card after 2 weeks.  What should I do?,atm_support
12,I still don't have my card after 2 weeks.  What should I do?,pending_card_payment
12,I still don't have my card after 2 weeks.  What should I do?,Refund_not_showing_up
12,I still don't have my card after 2 weeks.  What should I do?,pending_transfer
12,I still don't have my card after 2 weeks.  What should I do?,transfer_timing
12,I still don't have my card after 2 weeks.  What should I do?,failed_transfer
12,I still don't have my card after 2 weeks.  What should I do?,getting_spare_card
12,I still don't have my card after 2 weeks.  What should I do?,order_physical_card
13,still waiting on my new card,card_arrival
13,still waiting on my new card,card_linking
13,still waiting on my new card,fiat_currency_support
13,still waiting on my new card,card_delivery_estimate
13,still waiting on my new card,exchange_via_app
13,still waiting on my new card,lost_or_stolen_card
13,still waiting on my new card,pin_blocked
13,still waiting on my new card,transfer_not_received_by_recipient
13,still waiting on my new card,supported_cards_and_currencies
13,still waiting on my new card,getting_virtual_card
13,still waiting on my new card,card_acceptance
13,still waiting on my new card,card_payment_not_recognised
13,still waiting on my new card,why_verify_identity
13,still waiting on my new card,get_physical_card
13,still waiting on my new card,visa_or_mastercard
13,still waiting on my new card,disposable_card_limits
13,still waiting on my new card,compromised_card
13,still waiting on my new card,atm_support
13,still waiting on my new card,pending_card_payment
13,still waiting on my new card,declined_card_payment
13,still waiting on my new card,pending_transfer
13,still waiting on my new card,card_swallowed
13,still waiting on my new card,transfer_timing
13,still waiting on my new card,reverted_card_payment?
13,still waiting on my new card,failed_transfer
13,still waiting on my new card,getting_spare_card
13,still waiting on my new card,order_physical_card
14,I am still waiting for my card after 1 week.  Is this ok?,card_arrival
14,I am still waiting for my card after 1 week.  Is this ok?,card_linking
14,I am still waiting for my card after 1 week.  Is this ok?,card_delivery_estimate
14,I am still waiting for my card after 1 week.  Is this ok?,transfer_not_received_by_recipient
14,I am still waiting for my card after 1 week.  Is this ok?,getting_virtual_card
14,I am still waiting for my card after 1 week.  Is this ok?,card_acceptance
14,I am still waiting for my card after 1 week.  Is this ok?,get_physical_card
14,I am still waiting for my card after 1 week.  Is this ok?,visa_or_mastercard
14,I am still waiting for my card after 1 week.  Is this ok?,atm_support
14,I am still waiting for my card after 1 week.  Is this ok?,pending_card_payment
14,I am still waiting for my card after 1 week.  Is this ok?,pending_transfer
14,I am still waiting for my card after 1 week.  Is this ok?,transfer_timing
14,I am still waiting for my card after 1 week.  Is this ok?,failed_transfer
14,I am still waiting for my card after 1 week.  Is this ok?,getting_spare_card
14,I am still waiting for my card after 1 week.  Is this ok?,order_physical_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",card_arrival
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",card_linking
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",card_delivery_estimate
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",getting_virtual_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",get_physical_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",atm_support
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",pending_card_payment
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",transfer_timing
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",getting_spare_card
15,"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?",order_physical_card
16,I've been waiting longer than expected for my card.,card_arrival
16,I've been waiting longer than expected for my card.,card_linking
16,I've been waiting longer than expected for my card.,pending_cash_withdrawal
16,I've been waiting longer than expected for my card.,card_delivery_estimate
16,I've been waiting longer than expected for my card.,lost_or_stolen_card
16,I've been waiting longer than expected for my card.,cancel_transfer
16,I've been waiting longer than expected for my card.,transfer_not_received_by_recipient
16,I've been waiting longer than expected for my card.,getting_virtual_card
16,I've been waiting longer than expected for my card.,card_acceptance
16,I've been waiting longer than expected for my card.,get_physical_card
16,I've been waiting longer than expected for my card.,visa_or_mastercard
16,I've been waiting longer than expected for my card.,atm_support
16,I've been waiting longer than expected for my card.,pending_card_payment
16,I've been waiting longer than expected for my card.,pending_transfer
16,I've been waiting longer than expected for my card.,transfer_timing
16,I've been waiting longer than expected for my card.,receiving_money
16,I've been waiting longer than expected for my card.,verify_top_up
16,I've been waiting longer than expected for my card.,getting_spare_card
16,I've been waiting longer than expected for my card.,order_physical_card
17,Why hasn't my card been delivered?,card_arrival
17,Why hasn't my card been delivered?,card_linking
17,Why hasn't my card been delivered?,card_delivery_estimate
17,Why hasn't my card been delivered?,pin_blocked
17,Why hasn't my card been delivered?,transfer_not_received_by_recipient
17,Why hasn't my card been delivered?,card_acceptance
17,Why hasn't my card been delivered?,get_physical_card
17,Why hasn't my card been delivered?,atm_support
17,Why hasn't my card been delivered?,pending_card_payment
17,Why hasn't my card been delivered?,pending_transfer
17,Why hasn't my card been delivered?,card_swallowed
17,Why hasn't my card been delivered?,transfer_timing
17,Why hasn't my card been delivered?,failed_transfer
17,Why hasn't my card been delivered?,getting_spare_card
17,Why hasn't my card been delivered?,order_physical_card
18,Where is my new card? I have been waiting a week!,card_arrival
18,Where is my new card? I have been waiting a week!,card_linking
18,Where is my new card? I have been waiting a week!,card_delivery_estimate
18,Where is my new card? I have been waiting a week!,exchange_via_app
18,Where is my new card? I have been waiting a week!,lost_or_stolen_card
18,Where is my new card? I have been waiting a week!,pin_blocked
18,Where is my new card? I have been waiting a week!,transfer_not_received_by_recipient
18,Where is my new card? I have been waiting a week!,getting_virtual_card
18,Where is my new card? I have been waiting a week!,card_acceptance
18,Where is my new card? I have been waiting a week!,get_physical_card
18,Where is my new card? I have been waiting a week!,visa_or_mastercard
18,Where is my new card? I have been waiting a week!,compromised_card
18,Where is my new card? I have been waiting a week!,atm_support
18,Where is my new card? I have been waiting a week!,pending_card_payment
18,Where is my new card? I have been waiting a week!,pending_transfer
18,Where is my new card? I have been waiting a week!,transfer_timing
18,Where is my new card? I have been waiting a week!,failed_transfer
18,Where is my new card? I have been waiting a week!,getting_spare_card
18,Where is my new card? I have been waiting a week!,order_physical_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,card_arrival
19,My card still hasn't arrived after 2 weeks. Is it lost?,card_linking
19,My card still hasn't arrived after 2 weeks. Is it lost?,card_delivery_estimate
19,My card still hasn't arrived after 2 weeks. Is it lost?,lost_or_stolen_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,transfer_not_received_by_recipient
19,My card still hasn't arrived after 2 weeks. Is it lost?,get_physical_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,atm_support
19,My card still hasn't arrived after 2 weeks. Is it lost?,pending_transfer
19,My card still hasn't arrived after 2 weeks. Is it lost?,transfer_timing
19,My card still hasn't arrived after 2 weeks. Is it lost?,failed_transfer
19,My card still hasn't arrived after 2 weeks. Is it lost?,getting_spare_card
19,My card still hasn't arrived after 2 weeks. Is it lost?,order_physical_card
20,"I did not get my card yet, is it lost?",card_arrival
20,"I did not get my card yet, is it lost?",card_linking
20,"I did not get my card yet, is it lost?",card_delivery_estimate
20,"I did not get my card yet, is it lost?",lost_or_stolen_card
20,"I did not get my card yet, is it lost?",transfer_not_received_by_recipient
20,"I did not get my card yet, is it lost?",getting_virtual_card
20,"I did not get my card yet, is it lost?",card_acceptance
20,"I did not get my card yet, is it lost?",get_physical_card
20,"I did not get my card yet, is it lost?",atm_support
20,"I did not get my card yet, is it lost?",pending_transfer
20,"I did not get my card yet, is it lost?",transfer_timing
20,"I did not get my card yet, is it lost?",failed_transfer
20,"I did not get my card yet, is it lost?",getting_spare_card
20,"I did not get my card yet, is it lost?",order_physical_card
21,Status of the card I ordered.,card_arrival
21,Status of the card I ordered.,card_linking
21,Status of the card I ordered.,card_payment_wrong_exchange_rate
21,Status of the card I ordered.,extra_charge_on_statement
21,Status of the card I ordered.,pending_cash_withdrawal
21,Status of the card I ordered.,card_delivery_estimate
21,Status of the card I ordered.,card_not_working
21,Status of the card I ordered.,exchange_via_app
21,Status of the card I ordered.,lost_or_stolen_card
21,Status of the card I ordered.,pin_blocked
21,Status of the card I ordered.,contactless_not_working
21,Status of the card I ordered.,top_up_by_bank_transfer_charge
21,Status of the card I ordered.,pending_top_up
21,Status of the card I ordered.,cancel_transfer
21,Status of the card I ordered.,card_payment_fee_charged
21,Status of the card I ordered.,transfer_not_received_by_recipient
21,Status of the card I ordered.,supported_cards_and_currencies
21,Status of the card I ordered.,getting_virtual_card
21,Status of the card I ordered.,card_acceptance
21,Status of the card I ordered.,card_payment_not_recognised
21,Status of the card I ordered.,get_physical_card
21,Status of the card I ordered.,visa_or_mastercard
21,Status of the card I ordered.,topping_up_by_card
21,Status of the card I ordered.,disposable_card_limits
21,Status of the card I ordered.,compromised_card
21,Status of the card I ordered.,atm_support
21,Status of the card I ordered.,direct_debit_payment_not_recognised
21,Status of the card I ordered.,pending_card_payment
21,Status of the card I ordered.,declined_transfer
21,Status of the card I ordered.,Refund_not_showing_up
21,Status of the card I ordered.,declined_card_payment
21,Status of the card I ordered.,pending_transfer
21,Status of the card I ordered.,card_swallowed
21,Status of the card I ordered.,transaction_charged_twice
21,Status of the card I ordered.,transfer_timing
21,Status of the card I ordered.,reverted_card_payment?
21,Status of the card I ordered.,transfer_fee_charged
21,Status of the card I ordered.,failed_transfer
21,Status of the card I ordered.,getting_spare_card
21,Status of the card I ordered.,order_physical_card
22,How long should my new card take to arrive?,card_arrival
22,How long should my new card take to arrive?,card_linking
22,How long should my new card take to arrive?,card_delivery_estimate
22,How long should my new card take to arrive?,lost_or_stolen_card
22,How long should my new card take to arrive?,card_acceptance
22,How long should my new card take to arrive?,get_physical_card
22,How long should my new card take to arrive?,visa_or_mastercard
22,How long should my new card take to arrive?,compromised_card
22,How long should my new card take to arrive?,atm_support
22,How long should my new card take to arrive?,pending_card_payment
22,How long should my new card take to arrive?,pending_transfer
22,How long should my new card take to arrive?,transfer_timing
22,How long should my new card take to arrive?,getting_spare_card
22,How long should my new card take to arrive?,order_physical_card
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,card_arrival
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,card_linking
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,card_delivery_estimate
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,lost_or_stolen_card
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,transfer_not_received_by_recipient
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,getting_virtual_card
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,card_acceptance
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,get_physical_card
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,visa_or_mastercard
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,atm_support
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,transfer_timing
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,getting_spare_card
23,I ordered my card 2 weeks ago and it still isn't here? What do I do?,order_physical_card
24,"My card has not arrived yet, where is it?",card_arrival
24,"My card has not arrived yet, where is it?",card_linking
24,"My card has not arrived yet, where is it?",card_delivery_estimate
24,"My card has not arrived yet, where is it?",lost_or_stolen_card
24,"My card has not arrived yet, where is it?",transfer_not_received_by_recipient
24,"My card has not arrived yet, where is it?",card_acceptance
24,"My card has not arrived yet, where is it?",get_physical_card
24,"My card has not arrived yet, where is it?",atm_support
24,"My card has not arrived yet, where is it?",pending_transfer
24,"My card has not arrived yet, where is it?",transfer_timing
24,"My card has not arrived yet, where is it?",getting_spare_card
24,"My card has not arrived yet, where is it?",order_physical_card
25,What is the tracking number for my card that was mailed?,card_arrival
25,What is the tracking number for my card that was mailed?,card_linking
25,What is the tracking number for my card that was mailed?,card_delivery_estimate
25,What is the tracking number for my card that was mailed?,lost_or_stolen_card
25,What is the tracking number for my card that was mailed?,card_acceptance
25,What is the tracking number for my card that was mailed?,get_physical_card
25,What is the tracking number for my card that was mailed?,atm_support
25,What is the tracking number for my card that was mailed?,getting_spare_card
25,What is the tracking number for my card that was mailed?,order_physical_card
26,I think something went wrong with my card delivery as I haven't received it yet.,card_arrival
26,I think something went wrong with my card delivery as I haven't received it yet.,card_linking
26,I think something went wrong with my card delivery as I haven't received it yet.,card_delivery_estimate
26,I think something went wrong with my card delivery as I haven't received it yet.,lost_or_stolen_card
26,I think something went wrong with my card delivery as I haven't received it yet.,transfer_not_received_by_recipient
26,I think something went wrong with my card delivery as I haven't received it yet.,getting_virtual_card
26,I think something went wrong with my card delivery as I haven't received it yet.,card_acceptance
26,I think something went wrong with my card delivery as I haven't received it yet.,get_physical_card
26,I think something went wrong with my card delivery as I haven't received it yet.,visa_or_mastercard
26,I think something went wrong with my card delivery as I haven't received it yet.,atm_support
26,I think something went wrong with my card delivery as I haven't received it yet.,pending_card_payment
26,I think something went wrong with my card delivery as I haven't received it yet.,pending_transfer
26,I think something went wrong with my card delivery as I haven't received it yet.,transfer_timing
26,I think something went wrong with my card delivery as I haven't received it yet.,failed_transfer
26,I think something went wrong with my card delivery as I haven't received it yet.,getting_spare_card
26,I think something went wrong with my card delivery as I haven't received it yet.,order_physical_card
27,"I'm still waiting for delivery of my new card, why is it taking so long?",card_arrival
27,"I'm still waiting for delivery of my new card, why is it taking so long?",card_linking
27,"I'm still waiting for delivery of my new card, why is it taking so long?",card_delivery_estimate
27,"I'm still waiting for delivery of my new card, why is it taking so long?",card_acceptance
27,"I'm still waiting for delivery of my new card, why is it taking so long?",get_physical_card
27,"I'm still waiting for delivery of my new card, why is it taking so long?",visa_or_mastercard
27,"I'm still waiting for delivery of my new card, why is it taking so long?",atm_support
27,"I'm still waiting for delivery of my new card, why is it taking so long?",pending_transfer
27,"I'm still waiting for delivery of my new card, why is it taking so long?",transfer_timing
27,"I'm still waiting for delivery of my new card, why is it taking so long?",getting_spare_card
27,"I'm still waiting for delivery of my new card, why is it taking so long?",order_physical_card
28,"I ordered a card a week ago, and it's still not here. What do I do?",card_arrival
28,"I ordered a card a week ago, and it's still not here. What do I do?",card_linking
28,"I ordered a card a week ago, and it's still not here. What do I do?",card_delivery_estimate
28,"I ordered a card a week ago, and it's still not here. What do I do?",lost_or_stolen_card
28,"I ordered a card a week ago, and it's still not here. What do I do?",transfer_not_received_by_recipient
28,"I ordered a card a week ago, and it's still not here. What do I do?",card_acceptance
28,"I ordered a card a week ago, and it's still not here. What do I do?",get_physical_card
28,"I ordered a card a week ago, and it's still not here. What do I do?",atm_support
28,"I ordered a card a week ago, and it's still not here. What do I do?",Refund_not_showing_up
28,"I ordered a card a week ago, and it's still not here. What do I do?",pending_transfer
28,"I ordered a card a week ago, and it's still not here. What do I do?",transfer_timing
28,"I ordered a card a week ago, and it's still not here. What do I do?",getting_spare_card
28,"I ordered a card a week ago, and it's still not here. What do I do?",order_physical_card
29,i want to track the card you sent,card_arrival
29,i want to track the card you sent,card_linking
29,i want to track the card you sent,card_payment_wrong_exchange_rate
29,i want to track the card you sent,extra_charge_on_statement
29,i want to track the card you sent,card_delivery_estimate
29,i want to track the card you sent,card_not_working
29,i want to track the card you sent,exchange_via_app
29,i want to track the card you sent,lost_or_stolen_card
29,i want to track the card you sent,pin_blocked
29,i want to track the card you sent,card_payment_fee_charged
29,i want to track the card you sent,transfer_not_received_by_recipient
29,i want to track the card you sent,supported_cards_and_currencies
29,i want to track the card you sent,getting_virtual_card
29,i want to track the card you sent,card_acceptance
29,i want to track the card you sent,card_payment_not_recognised
29,i want to track the card you sent,why_verify_identity
29,i want to track the card you sent,get_physical_card
29,i want to track the card you sent,visa_or_mastercard
29,i want to track the card you sent,topping_up_by_card
29,i want to track the card you sent,disposable_card_limits
29,i want to track the card you sent,compromised_card
29,i want to track the card you sent,atm_support
29,i want to track the card you sent,pending_card_payment
29,i want to track the card you sent,Refund_not_showing_up
29,i want to track the card you sent,declined_card_payment
29,i want to track the card you sent,pending_transfer
29,i want to track the card you sent,transfer_timing
29,i want to track the card you sent,reverted_card_payment?
29,i want to track the card you sent,receiving_money
29,i want to track the card you sent,failed_transfer
29,i want to track the card you sent,getting_spare_card
29,i want to track the card you sent,order_physical_card
30,My card hasn't arrived yet.,card_arrival
30,My card hasn't arrived yet.,card_linking
30,My card hasn't arrived yet.,card_delivery_estimate
30,My card hasn't arrived yet.,lost_or_stolen_card
30,My card hasn't arrived yet.,cancel_transfer
30,My card hasn't arrived yet.,transfer_not_received_by_recipient
30,My card hasn't arrived yet.,card_acceptance
30,My card hasn't arrived yet.,get_physical_card
30,My card hasn't arrived yet.,atm_support
30,My card hasn't arrived yet.,pending_transfer
30,My card hasn't arrived yet.,transfer_timing
30,My card hasn't arrived yet.,failed_transfer
30,My card hasn't arrived yet.,getting_spare_card
30,My card hasn't arrived yet.,order_physical_card
31,I was expecting my new card and am wondering why I haven't received it yet?,card_arrival
31,I was expecting my new card and am wondering why I haven't received it yet?,card_linking
31,I was expecting my new card and am wondering why I haven't received it yet?,card_delivery_estimate
