Message ID,Subject,Message,Spam/Ham,Date
32913,"improve desire charset = us - ascii "" >","i ' ve been using your product for 4 months now . i ' ve increased my length from 2
to nearly 6 . your product has saved my sex life . - matt , fl
my girlfriend loves the results , but she doesn ' t know what i do . she thinks
it ' s natural - thomas , ca
pleasure your partner every time with a bigger , longer , stronger unit
realistic gains quickly
to be a stud press here
you don ' t seem to understand
oranjestad , aruba , po b 1200
i ' m not afraid of ozma - - or anyone elsedorothy carried her in her arms back to where the others sat in grieved and thoughtful silence well , i ' ll explain
you ' re the demon of electricity , aren ' t you ? i am , said the other , drawing himself up proudly
",spam,2005-05-20
92,5 th noms,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 05 / 2000
04 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 01 / 04 / 2000 09 : 59 : 08 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 5 th noms
and i remembered to send these to you . . . . .
( see attached file : hpl - jan . xls )
- hpl - jan . xls",ham,2000-01-05
7750,mit phone interview - zachary inman,"jim coffey , vince kaminski , mark palmer and james scribner ,
thank you all for taking time out of your busy schedules to conduct the
following interviews . included is the itinerary for each of your phone
interviews with zachary inman from mit .
you may reach zach at 617 - 577 - 1565 .
vince kaminski - please call zach at 7 : 30 am . this will be 8 : 30 am zach ' s
time .
mark palmer - please call zach at 10 : 30 am . this will be 11 : 30 am
zach ' s time
james scribner - please call zach at 11 : 30 am . this will be 12 : 30 pm
zach ' s time .
jim coffey - please call zach at 1 : 30 pm . this will be 2 : 30 pm zach ' s
time .
the four phone interviews will determine if we are going to invite zach to
our december 8 th and 9 th analyst super saturday .
i will send you a packet with all the pertinent details that you will need
to conduct the 30 - minute phone interview . the packet will contain his resume
and an evaluation form , which structures the format of your interview . if
you have any questions please feel free to give me a call .
please interoffice the evaluation form , once you have completed the
interview , to ebl 167 . it is important that i receive this evaluation
promptly .
if there are any changes , due to the unforeseen , i will call you prior to the
scheduled interviews .
thanks so much for your help !
beth miertschin
recruiter
ext . 30322
shawna johnson
recruiting coordinator
ext . 58369",ham,2000-11-28
6623,recruiting at cmu computational finance program,"vince ,
thanks for the prompt reply . i ' ll plan to call early next week .
rick
- - - - - original message - - - - -
from : "" vince j kaminski ""
to : "" rick bryant ""
cc : "" vince j kaminski "" ; "" kevin kindall ""
sent : friday , july 28 , 2000 9 : 05 am
subject : re : recruiting at cmu computational finance program
>
>
> rick ,
>
> thanks for your message . i am familiar with the computational finance
program
> and value its high quality .
>
> please , call me next week . the best time is between 7 : 00 and 8 : 30 a . m .
> cst .
>
> vince
>
>
>
>
>
>
>
> "" rick bryant "" on 07 / 26 / 2000 01 : 27 : 23 pm
>
> to : vince j kaminski / hou / ect @ ect
> cc : "" kevin kindall "" , "" ken keeley ""
,
> "" sanjay srivastava ""
> subject : recruiting at cmu computational finance program
>
>
>
> vince ,
>
> greetings ! i am the director of the ms in computational finance program
at
> carnegie mellon . i am following up on a conversation i had with kevin
> kindall , a graduate of our program , who gave me your e - mail address and
> suggested i contact you as the individual making the recruiting decisions
> for the research group at enron .
>
> in speaking with the director of the career opportunity center at the
> business school , i am told that although an alison bailey from enron
> ( mary . alison . bailey @ enron . com ) has arranged for a sizable block of rooms
in
> which to conduct interviews on campus on december 11 th , there is as yet no
> indication of whether the comp finance students will have opportunity to
> compete for these spaces .
>
> we are regarded by many in the industry as the top quantitative finance
> program in the country . focused on derivative pricing , econometrics , var
> and portfolio management , our graduates should be an excellent fit for
your
> business . i would be happy to talk with you further about our
> rogram ( http : / / student . gsia . cmu . edu / mscf / ) as well as our students '
interest
> in enron ( the name comes up a lot ! ) . also , if you are interested , we run
a
> "" speaker series "" on most friday ' s during the fall and spring that would
> give you ( or another in your group ) the opportunity to address our
students
> in an area of interest . such a meeting would , i think , help you better
> understand the careers our students are preparing to pursue as well as
give
> our students first hand knowledge of enron and its future .
>
> when might be a good time to contact you by telephone ?
>
> thank you for your time .
>
> rick
>
> richard l . bryant
> director , computational finance program
> carnegie mellon university
> graduate school of industrial administration
> pittsburgh , pa 15213
> phone / fax ( 412 ) 268 - 4592 / ( 412 ) 268 - 6837
> http : / / fastweb . gsia . cmu . edu / mscf
>
>
>
>
>
>
>
>
>
>",ham,2000-07-28
2391,new computer,"hey ! just checking out the new machine . i sent cole ' s birthday present
today . hope he gets it on time . let me know if you get this message please .",ham,2001-01-12
23876,ase link,"fyi .
- - - - - - - - - - - - - - - - - - - - - - forwarded by patti thompson / hou / ect on 03 / 01 / 2001
10 : 28 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : vanessa schulte / enron @ enronxgate on 03 / 01 / 2001 10 : 19 am
to : mary solmonson / enron @ enronxgate , patti thompson / hou / ect @ ect
cc :
subject : ase link
the "" outsourcing ase studio workshop "" link is on the gro intranet site under
reference information .
http : / / gro . corp . enron . com /",ham,2001-03-01
23554,accomplishments - 2000,"sally ,
seems like it ' s been so long since we have talked or seen each other ! i hope
you and your family had a wonderful thanksgiving holiday ! we certainly did !
attached are my accomplishments for 2000 . please let me know if you have any
questions .",ham,2000-11-29
27394,delivery status notification ( failure ),"this is an automatically generated delivery status notification .
delivery to the following recipients failed .
petri . ahava @ cad - q . fi",spam,2005-07-19
19097,pay less than enzye arkansan % rnd word,"gretings sigletos
victory goes to the player who makes the next - to - last mistake . - chessmaster savielly grigorievitch tartakower ( 1887 - 1956 ) if you cant get rid of the skeleton in your closet youd best teach it to dance . - george bernard shaw ( 1856 - 1950 ) one of the symptoms of an approaching nervous breakdown is the belief that ones work is terribly important . - bertrand russell ( 1872 - 1970 )
",spam,2004-06-08
17194,happy birthday,"bill - just wanted to let you know i was thinking of you today . it was a long time ago when returnig from a shakedown patrol in the caribbean dave staton came down to the engine room lower level when my submarine pulled into new london telling me to get topside and to the hospital as my wife was having a baby .
i missed you being born by about 1 / 2 hour . but i was able to get there and hold you soon after . you looked like winston churchill ( with a little turtle head ) .
your mom was exhausted but happy . mke sure you give her a call today . i know she misses talking to you .
love
dad",ham,2001-08-30
26091,are you ready to get it ?,"hello !
viagra is the # 1 med to struggle with mens ' erectile dysfunction .
like one jokes sais , it is strong enouqh for a man , but made for a woman ; - )
ordering viaqra online is a very convinient , fast and secure way !
millions of people do it daily to save their privacy and money
order here . . .
",spam,2005-06-30
30122,save your smoking,"unsubscribe
taste benzenepowerful cox fifteenthacreage
delta ourfourier insufferable lithiclev
aaron picaheuristic accept uraniumdane
bloom domain cessnaanatomic
char armillariazigging",spam,2004-10-25
27120,no # 1 drug for male impotence,"buy cheap prescriptions online
http : / / fre . ix 3 tmjitfsi 8 ml 0 . cisekldej . com
ambition is a dream with a v 8 engine .
accidents will occur in the best regulated families .
being kind to your dog doesn ' t make you a better artist .",spam,2005-07-18
6054,visit to enron,"grant and vince ,
thanks for arranging my visit to enron . i was impressed by the nature and
scope of work in the group and the people i met . i look forward to hearing
from you later in the week .
a few peple asked me the method i used to value asian options . it is an
approximate method based on geometrical averaging with an adjusted exercise
price , as described by gordon gemmill in option pricing : an international
perspective , mcgraw - hill , london , 1993 , pages 242 - 248 .
regards ,
greg
get your private , free e - mail from msn hotmail at http : / / www . hotmail . com",ham,2000-05-02
26665,save your money by getting an oem software !,"need in software for your pc ? just visit our site , we might have what you need . . .
best regards ,
sigrid
",spam,2005-07-06
21399,"just cents on the dollar : office xp , norton system works , adobe , dreamweaver , corel , windows xp - r 269 ta 49","1733 vx 94
just cents on the dollar : adobe , dreamweaver , corel , windows xp , office xp , norton system works - e 839 uf 84
ya got to see this - http : / / margaret . kfhefkdn . com / ? zobebk 3 w 78 aylzzcockpit
no more - http : / / poland . lmbgfaeh . com / waterway ? 5 qda 7 sb 2 fac . n 5 bdishwater
r 283 ndl 4
",spam,2005-02-26
25001,gov ' t guaranteed home business,"wealth without risk ! ! !
discover the best kept secret in america !
turning $ 300 into $ 20 , 000
in oklahoma , craig
talkington purchased a tax lien on a 5 acre parcel for
$ 300 . the owner failed to pay the taxes and forfeited
the 5 - acre parcel to craig talkington . a short time
later craig sold that property to one of the neighbors
for $ 20 , 000 . that ' s the kind of money that buys new
cars and sends young people to college . craig didn ' t
stop at one deal . he later bought a tax lien for only
$ 17 on a ten acre track , the property owner failed to
pay the taxes , and craig ended up the property , which
he sold for $ 4 , 000 . i don ' t know how much money you
are making right now but these are the kinds of
profits that change peoples lives and solve financial
problems and make things a lot better .
janice knetzger turned a $ 463 . 00 investment into $ 65 , 000 . 00 !
wayne robertson paid $ 1 . 00 for a home !
todd beemer turned a $ 21 , 500 investment into $ 150 , 000 . 00 !
for serious investors and entrepreneurs only
for a
free
consultantion to see if you qualify
fill out
the no obligation form below for more
information .
required input field *
name
*
address
*
city
*
state
*
phone
*
email address
*
* all
tax liens and deeds directly support local
fire departments , police departments , schools ,
roads , and hospitals . thank you for your interest and
support .
to be removed , please
click here .
4589 dfsll - 151 rzeh 9359 iyoc 9 - 006 fl 29",spam,2002-12-03
19330,re : reference # hl 653,"hi again .
i sent an email last week and i want to confirm everything now .
please read the info below and let me know if you have any questions .
we are accepting your mo rtgage application . if you have bad cr . edit ,
it is ok . you can get a $ 200 , 000 loa n for a $ 350 / month payment .
appr oval process will take 1 minute . just visit the link below and
fill in the short form .
thank you
best regards
account manager : kenya tackett lst mor tga ge group
",spam,2004-07-11
11466,california update 4 / 12 / 01,"? sources report that socal chairman , john bryson , and governor davis were roommates together at stanford in the early 60 ' s . this longstanding relationship may provide some explanation for socal ' s willingness to negotiate with the governor and the governor ' s determination to reach a solution with socal .
? voluntary bankruptcy reportedly is "" not an option "" for socal . however , the possibility remains that socal ' s creditors will take them into involuntary bankruptcy . if the state ' s purchase of the transmission assets is delayed , it appears that the possibility of this occurring will increase .
? however , the agreement by the state to purchase socal ' s transmission assets is actually a memorandum of understanding . the agreement reportedly was rushed for "" political purposes , "" but the details still remain to be decided . it is possible , the 60 - day deadline stated in the memorandum may have to be extended .
? pg & e reportedly refused to part with its transmission assets in its negotiations with the governor . pg & e makes more money on transmission than distribution of power , the opposite is true for socal .",ham,2001-04-12
30960,offce 97 sr 2 $ 40,"important notice
top brand software at low pr ! ces such as :
windows x ' p professional + office x , p professional for as low as 80 do / / ars
please 0 . r . d . e . r : http : / / broadway . xpforyou . com /
the offer is valid till december 29 th
the stock is limited
your account is terminated
goldie stafford
king
ankebio , ltd . , hefei , anhui 230088 , china , china
phone : 912 - 147 - 1533
mobile : 711 - 312 - 7117
email : nvuzvamoyiygws @ freehongkong . com
this is a confirmation message
this version is a 9 [ 2",spam,2004-12-25
26016,new penis enlargement patches !,"new penis enlargement patches !
http : / / www . gretan . com / ss /
he plants trees to benefit another generation .
how unhappy is he who cannot forgive himself .
convinced myself , i seek not to convince .
he hath eaten me out of house and home .
petty fears and petty pleasures are but the shadow of reality .",spam,2005-06-29
28597,fw : capacity at rio puerco,"fyi - rio puerco receipt point capacity increase !
- - - - - original message - - - - -
from : "" whittaker , barbara "" @ enron [ mailto : imceanotes - + 22 whittaker + 2 c + 20 barbara + 22 + 20 + 3 cbwhitta + 40 pnm + 2 ecom + 3 e + 40 enron @ enron . com ]
sent : wednesday , may 02 , 2001 11 : 36 am
to : lorraine lindberg ( e - mail )
cc : fenton , mark ; cross , jimmy ; thompson , chuck ( gsc )
subject : capacity at rio puerco
lorraine :
pnm has installed its redonda # 2 compressor to boost the capacity at the transwestern / pnm rio puerco interconnect . please revise the operational capacity indicated on transwestern ' s ebb for deliveries from pnm into transwestern from 80 , 000 mmbtus to 110 , 000 mmbtus .
thank you for your assistance .
barbara whittaker",ham,2001-05-02
28541,fw : cost estimate,"team -
below is a project request spreadsheet developed by facility planning . we will use this form in an attempt to better communicate and track all the various cost estimates and project requests originating from tw marketing . this form should at a minimum help to : 1 ) better track requests , 2 ) allocate planning and engineering resources and 3 ) better communicate needs and wants so more accurate cost figures can be generated . this form is a preliminary step in a larger project that eric faucheaux is developing .
for now , tw marketing is required to submit this form to fp on any new project requests effective immediately . if once a form is submitted and the project is later revised , then a revised form must be submitted . this is a great tool that will not only help us , but will help all the groups that support us and our marketing efforts . thanks for your cooperation .
kh
- - - - - original message - - - - -
from : faucheaux , eric
sent : thursday , march 15 , 2001 7 : 04 am
to : hyatt , kevin
subject : re : cost estimate
kevin , this is okay for now . facility planning will be rolling out a form and procedures in the very near future that we will all use . attached is just a sample of the form and general functionality ( select enable macros when opening ) . i am currently revising it .",ham,2001-03-23
28181,thank you !,"gina , this one is going to enron transportation services - houston
i want to take a moment to say "" thank you "" to all the employees who
participated in the ets food & toy drive . we delivered over 10 boxes of food
and toys on friday to the downtown location of the head start program .
there are many people in the houston community who need our help and support ,
especially during the holiday season . through your kindness , the head start
program , ets ' adopted united way agency , will be able to help those less
fortunate .
the pictures below capture some of our employees displaying the donations
that were collected in the enron building . the collections in three allen
center were significant as well .
thank you , again , for your overwhelming generosity .",ham,2000-11-10
18968,"dont be a fool to spend hundred on software , i can help mensural","your needed soffttwares at rock bottom prri ce ! - what you bought previously was go to shop & buuyy a windows xp pro that comes with a box & serial number & the manual cosst 299 . 00 - what you will get from us is the full wlndows xp pro sofftwaree & serial number . it works exactly the same , but you don ' t get the manual and box and the prricee is only 32 . 00 . that is a savviing of 254 . 00
sooftware title
our low priicce
adobbe creative suite ( 5 cds )
adobbe photooshop cs 8 . 0 ( 1 cd )
3 d studio max 6 . 0 ( 3 cds )
adobbe premiere pro 7 . 0 ( 1 cd )
alias wavefront maya 5 . 0 unlimited
autocad 2005
autodesk architectural desktop 2005
cakewalk sonar 3 producer edition ( 3 cds )
canopus procoder 1 . 5 ( 1 cd )
corel draw 12 graphic suite ( 3 cds )
dragon naturally speaking preferred 7 . 0
macromedia dreamweaver mx 2004 v 7 . 0
macromedia fireworks mx 2004 v 7 . 0
macromedia flash mx 2004 v 7 . 0 professional
macromedia studio mx 2004 ( 1 cd )
microsoft money 2004 deluxe ( 1 cd )
microsoft office 2003 system professional ( 5 cds )
microsoft office 2003 multilingual user interface pack ( 2 cds )
microsoft project 2002 pro
microsoft publisher xp 2002
microsoft visio for enterprise architects 2003
microsoft windows xp corporate edition with spl
microsoft windows xp professional
norton antivirus 2004 pro
norton systemworks pro 2004 ( 1 cd )
omnipage 14 office ( 1 cd )
pinnacle impression dvd pro 2 . 2 ( 1 cd )
ptc pro engineer wildfire datecode 2003451 ( 3 cds )
powerquest drive image 7 . 01 multilanguage ( 1 cd )
ulead dvd workshop 2 . 0
microsoft visual studio . net 2003 enterprise architect ( 8 cds )
winfax pro 10 . 03
and more soft wares - have 850 soft ware titles on our site for u
55 . 00
32 . 00
50 . 00
32 . 00
40 . 00
32 . 00
32 . 00
36 . 00
25 . 00
32 . 00
25 . 00
25 . 00
32 . 00
30 . 00
50 . 00
20 . 00
40 . 00
25 . 00
32 . 00
20 . 00
25 . 00
40 . 00
32 . 00
20 . 00
20 . 00
25 . 00
25 . 00
40 . 00
20 . 00
20 . 00
93 . 00
20 . 00
download your sofftwaares from our superfast ( 100 mbits connection ) site & you will be given your own exclusive registration key to register the sofftwaares you bought from us , and now you have your own registered copy of sofftwaares ( will never expired again )
it ' s oem version of sofftwaares which is an original / genuine sofftwaares , strictly no piracy sofftwaares
over 850 popular titles for you to choose fromact quick now before all soldstart using your needed sofftwaares now = = c l i c k - h e r e = = ( plz give 2 - 3 mins to complete the page loading bcos the page has 850 titles on it )
take me down
",spam,2004-05-20
26011,charity sees the need not the cost . . .,"dear friend ,
as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is mr . reza abdulla , a merchant in safat , in ( kuwait ) i was married with two children . my wife and two children died in a car accident six years a go . i have been diagnosed with esophageal cancer . it has defiled all forms of medical treatment , and right now i have only about a few months to live , according to medical experts .
i have not particularly lived my life so well , as i never really cared for anyone ( not even myself ) but my business . though i am very rich , i was never generous , i was always hostile to people and only focused on my business as that was the only thing i cared for . but now i regret all this as i now know that there is more to life than just wanting to have or make all the money in the world .
i believe when god gives me a second chance to come to this world i would live my life a different way from how i have lived it . now that god has called me , i have willed and
given most of my property and assets to my immediate and extended family members as well as a few close friends . i want god to be merciful to me and accept my soul so , i have decided to give alms to charity organizations , as i want this to be one of the last good deeds i do on earth . so far , i have distributed money to some charity organizations in the u . a . e , algeria and malaysia . now that my health has deteriorated so badly , i cannot do this myself anymore . i once asked members of my family to close one of my accounts and distribute the money which i have there to charity organization in bulgaria and pakistan , they refused and kept the money to themselves . hence , i do not trust them anymore , as they seem not to be contended with what i have left for them . the last of my money which no one knows of is the huge cash deposit of ten million seven hundred thousand american dollars ( u . s . $ 10 . 700 , 000 ) that i have with a finance / security company abroad . i will want you to help me collect this deposit and dispatched it to charity organizations . i have set aside only 20 % for you and for your time and also 5 % as miscellaneous expenses . reply me at your earliest convenience for more directives to my private email address : reza _ abdulla @ walla . com
god be with you .
regards ,
mr . reza abdulla",spam,2005-06-29
29988,cómo solventar observaciones de las instancias fiscalizadoras zmocu,"quality training de m?xico
presenta en :
? m?xico , d . f . , guadalajara , tijuana y m?rida !
c?mo solventar observaciones de las instancias fiscalizadoras
? lo que todo servidor p?blico debe saber !
la cuenta p?blica es el producto terminado de la contabilidad gubernamental , que es donde finalmente , quedan plasmadas todas las operaciones que hace un gobierno , cualquiera que sea su instancia : municipal , estatal o federal . la contabilidad est? , a su vez , ?ntimamente relacionada al presupuesto autorizado por los congresos estatales y federales y en el caso de los municipios , por el decreto de presupuestos de egresos municipales , y no puede , bajo ning?n concepto , excederse de su tope y alterar sus cap?tulos .
la falta de conocimiento del marco normativo y la falta de informaci?n oportuna conllevan a un registro err?neo de las operaciones . este seminario est? dise?ado para que usted obtenga la certeza de que los registros y control contable y presupuestal de los ingresos y egresos del sector p?blico que est? llevando son correctos no s?lo aritm?ticamente sino de acuerdo con la normatividad vigente en la materia .
con los conocimientos adquiridos durante este seminario , usted :
- se actualizar? en el tema y obtendr? fundamentos s?lidos para elaborar correctamente los estados financieros y cuentas p?blicas del gobierno de que se trate .
- evitar? errores en los registros contables y presupuestales .
- tendr? la informaci?n que sus jefes requieren para tomar decisiones mejores y oportunas .
- conocer? los riesgos de utilizar err?neamente recursos presupuestados para inversi?n o para gasto corriente .
? no se lo puede perder !
solicite informaci?n completa de click abajo !
m?xico , d . f . : 18 y 19 de octubre de 2004
sede : hotel nikko m?xico
de click aqu? . . . ! solicite informaci?n completa
informes al tel : 54 46 69 00 con 10 lineas
guadalajara : 25 y 26 de octubre de 2004
sede : hotel presidente intercontinental
de click aqu? . . . ! solicite informaci?n completa
informes al tel : 31 23 12 00 con 10 lineaslada sin costo : 01 800 633 7000
tijuana : 28 y 29 de octubre de 2004
sede : hotel camino real
de click aqu? . . . ! solicite informaci?n completa
informes al tel : 634 65 80 con 10 lineaslada si costo : 01 800 026 99 29
m?rida : 01 y 02 de noviembre de 2004
sede : hotel hyatt m?rida
de click aqu? . . . ! solicite informaci?n completa
informes al tel : 948 06 08 con 10 lineaslada sin costo : 01 800 90 10000
si no desea recibir m?s informaci?n de nuestros exclusivos programas de capacitaci?n de click aqu?
www . italiam . comquality training de m?xico © derechos reservados
",spam,2004-10-14
29488,miracle in medicine,"discover . . . in the next few minutes . . . regardless of your age , sex , or
current
health status , how this common element can change the way you experience
the
next half of your life .
learn how to increase your
quality of
life
we really have something
here which may be able to reverse some of the problems associated with
aging .
- dr . anthony karpos , m . d .
- - - - - original message - - - - -
from : tamera @ f . com [ mailto : vincenza @ orkv . com ]
sent : friday , march 0 , 2004 2 : 13 pm
to : christoper ; romeo @ yng . com ; janett ; alysha ; lavone
subject : po box listed above
and link works
rob listened to this with surprise and disappointment ; but he reflected
that the demon ought to know what he was talking about , so he did not
venture to contradict him
it is really astonishing , continued the apparition , how little you people
have learned about electricity
it is an earth element that has existed since the earth itself was
formed , and if you but understood its proper use humanity would be
marvelously benefited in many wayswe are , already , protested rob ; our
discoveries in electricity have enabled us to live much more conveniently
then imagine your condition were you able fully to control this great
element , replied the other , gravely
",spam,2004-08-27
