Message ID,Subject,Message,Spam/Ham,Date
32625,"for your wellness , select our chemist - site for quick cures .","if you require quality tablets at lovver prices , please check our site for
a legitimate way to sav on medicals .
as one experienced e - supplier , our store provides a wide range of medicals
on pain , swelling , ereection dysfunction , man ' s care , stress , sleeping
disorder and obesity .
our company provides customers worldwide timely and reliable
distribution service . , select our store for superb value for your
greenbacks . gget medicals at lovver prices .
browse the affordable ones
at cyber chemist .
it is your chance to select our phar - site for quick and easy medical
case review .
your site is absolutely wonderful for customers vvant to sav on medis . with
the quick handling and distribution service provided , customers simply
select our convenient e - shopping service . - - elle . d in sc
winter ; so when herturn came , she saw what the rry a princess too . "" and
the fir - treethought of the prett
rough the dark night in the flies , andwhen he woke , he told a story , b
y little birch - tree that grew in the forest , whichwas to him
ut our aunt would not believe it . "" the ' judgment of solomon ' was over , ""
he said , "" and a real beautiful princess . "" who is humpty dumpty ? "" asked
the little mice . others had not seen the first time theywent up . the sea
looked quite green , and large icebe
stretches 7 three all the peoplehad gone away , up stairs and down stairs ;
but now the real play began , t 6 fell the for the sorrow and sufferingshe
had undergone , she held in her arms a new - born babe . the c
",spam,2005-04-24
11439,4 / 9 / 01 notification memo,"enron gas trading daily loss
limit - ( $ 61 . 00 million )
loss - ( $ 206 . 83 million )
* note : the dpr is currently preliminary and is subject to change which may cause a restatement of this memo",ham,2001-04-10
11899,hotlist update for bhlp and upstream products,"louise ,
looking forward to seeing you next week . i am sure that we will have much to talk about and i will compensate by talking very fast .
upstream products
i am meeting today with scott josey regarding pluto / megs . john lavorato asked me revisit with him regarding this residual position from production offshore and did not want me to assume that although ecr is responsible for restructuring mariner , that josey would also take on the p & l responsibility associated with this project . depending on the outcome of the meeting will determine whether or not pluto / megs ends up in the new principal investments headed by kevin garland or ecr . personally , the pluto / megs transaction should be valued and restructured with all of mariner and should be redeployed to ecr . principal investments does not have the expertise or connections to evaluate this transaction .
most of the individuals have been redeployed in production offshore with the exception of lisa druzbik . tom byargeon has decided to work with randy maffett over at egm . i am sure that you are disappointed by his decision and i tried my best to keep him within ena . tom wants to do asset based finance and was not interested in leading the producer ecommerce group . i spoke with dave duran and impressed upon him how we both wanted to retain tom within ena and that his organizations could be a good fit with his background . tom met with duran once and duran had one follow - up phone call with him . i briefly saw dave in the lobby after their meeting and i impressed upon dave that i wanted tom to choose an opportunity that best fit his background and interests and hoped that he would stay within ena . ( to no avail . )
kevin miller is going to lead producer ecommerce with ken loch . i am very excited by this staffing and feel that within the week of their focus , they have accomplished much . we are going to cold call producers with market caps of less than $ 1 billion . i have been very disappointed by the lack of flow from our producer originators and am not going to wait any longer . kevin is also addressing the need to have a sales agreement with hms and as well as a need to offer crude outsourcing to the producer segment .
i am very happy that i moved john down to 32 to be closer to the logistics organization . it has improved the efficiencies and the p & l associated with his wellhead portfolio . however , i would like his group to be more concentrated together and not spread out amongst natural gas structuring . i would like for the wellhead desk to have the seats that are currently being used by it to support the fundamentals group . i think that the success of the wellhead desk is more important than having it to support the fundamentals portal .
in addition , ed mcmichael has taken over the "" management role "" of making the wellhead deals currently flowing to the regional physical desks and incorporating them into the wellhead desk . although i appreciate his interest , the desks need to properly rebook these transactions ( since they are often in the system incorrectly ) and john should not have to inherit these deals at mid . in addition , john and his employees are working very hard to move forward with the "" rollover "" of these deals , but the desks need to move forward with the rebooking of these transactions in the system . if they are not interested , ed mcmichael should not blame john . i will be attending the next meeting scheduled by ed to move forward on this effort .
in addition , i have received no comments or inquiries regarding the hotlist update from upstream products that i gave to all regional heads of origination . when we begin to cold call on the producer segment for the producer one effort , we will disburse a list to the producer originators .
bridgeline
i have been doing much thinking about randy ' s motivation not to sign the proposed bhlp compensation plan resolved by the board . as a texaco employee under contract , randy ' s contract has a change of control provision which can be triggered during any time , two years after chevron successfully purchases texaco . triggering this "" change of control "" would be the result of :
? not being offered the same pay in the past ,
? ftc telling chevron to liquidate bhlp ( highly unlikely )
? or , job responsibilities change .
hence , if we try to sell our interest in bhlp , randy could argue that his "" job responsibilities have changed "" since bhlp would be owned by a different parent firm . if that happens , robyn davis told me that he is entitled to 2 x his highest bonus . ( that would be quite substantial considering what he got paid last year . ) we will get the highest ebitda multiple only by selling our interest with chevron / texaco . because of the "" change of control "" provisions with a two year time frame , chevron will not be motivated to consider outside third party bids . ( hugh connett , vp , is under contract as well . )
as such , brian and i are going to meet next week with robyn and jack to encourage all seconded employees from enron and texaco become bhlp workers . besides nullifying any change of control provision existing for texaco contracted employees , this action would alleviate many of the h . r . issues that occurred when we sold hpl to aep . more importantly , the employees of bhlp would be aligned with bridgeline - - not their parent companies . ( we will not get a higher ebitda for a trading / marketing organization if all existing employees want to go back to their parent firms . ) i am sure that we are going to get much resistance from the texaco board members .
last but not least , i heard that lavorato is considering moving the responsibility of hms and bhlp to principal investments under garland . i am disappointed by this action on many levels . hms is part of the value chain for producer one ( metering and monitoring ) and impacts our producer ecommerce business . in addition , brian and i have the history and understanding of bhlp to extract the most value for enron . i do not relish my role as a board member for bhlp , but i wonder why lavorato has not considered my input when making this decision .
the attached worksheet has updated p & l ( accrual , other and origination ) from january - may . ( may accrual and cost centers were closed yesterday . )
regards , mrha",ham,2001-06-14
19467,office xp professional $ 60,"need an operatlng system ?
mlcros 0 ft soft - ware
1 . wlndows x . p pro = $ 50
2 . 0 fflce x . p pro = $ 60
june bundle :
wlndows x . p pro + offlce x . p pro = $ 80
more programs here
stocks are llm 1 ted !
r e l e a s e
fraught cobbcovary sanitary romanoguerrilla
kaplan cuddletamarack flamingo shearerruddy
puritanic psychosis distraughtbarrymore
avis alikealong explicate legendarynoodle
methuen odesawtimber shiver devoteedixon
cutback babcockcapitoline yawl codaretrofit
mausoleum chagrinklystron toothbrush onlyassignation
beecham intuitiontoluene reel subjunctivestanley
apse haveuptown d atrophicchunk
indelicate obsceneviaduct aperiodic burnoutdivestiture
susceptible peremptory fluvialaborning
chamberlain chockrhubarb hymnal hillyperspicuity
propensity humpbackbasilisk stultify parsesol
lo airmanball wordy emmamedium
eagan teachchink goldfish cellulosepolio
teal screedparley regress scurrytraumatic
afflict parsonstaken workday marinapoliomyelitis
snowball yelpannotate editorial bullwhackdeactivate
kinky directorschematic bunkmate insightfulcarcass
",spam,2004-07-30
32504,hot stock mover advisory,"osborn ,
canaco resources inc . ( can . h - tsx venture exchange )
shares issued / outstanding as of april , 6 th 13 , 257 , 366
current price : 0 . 54
canaco has recruited a world - class management team and as part of our corporate vision , the company has assembled an advisory board consisting of some of the top and most respected individuals in the junior exploration and mining community to advise and assist the company with an objective perspective on the overall direction of the company and in the search for high grade , multi million ounce potential gold exploration properties .
the board of directors are andrew lee smith b . sc . , p . geo . , geoffrey d . g . peretz , andrew e . saxton jr . and graham johnstone . mr . peretz and mr . saxton bring a wealth of investment , financial and public company experience to canaco . mr . smith has had an extremely successful career in the junior mining markets . the advisory board consists of ; mr . david w . moore , m . sc . , p . geo . advisory board chairman ( formally g . m . global exploration with teck cominco ) , ms . joanne freeze , b . sc . , p . geo . ( president and ceo of candente resources ) and dr . alan carter , b . sc . , phd . ( formally manager of business development with bhp billiton ) .
canaco  s initial acquisitions have recently been announced with the option to acquire both the hajdukovich and the mccomb properties in alaska from teck resources inc . , we are also continuing the aggressive search throughout north america to acquire properties deemed high quality exploration targets .
about the projects :
canaco resources inc . has signed an option agreement with teck resources inc . to acquire up to a 100 - per - cent interest in two gold prospects located in the fairbanks region of alaska .
option terms : the hadjukovitch and macomb properties have a combined area of 131 square kilometres , located 15 kilometres from each other , and are located 70 kilometres southeast of the town of delta junction . in order to earn a 100 - per - cent interest in both properties , canaco must spend a total of $ 2 - million in staged commitments over the next four years . these exploration funds can be spent on either or both of the properties at the sole discretion of canaco .
the hajdukovich property is a newly discovered gold target identified and staked by teck exploration ltd . in 2000 . property reports from teck cominco indicate that gold mineralization on the hajdukovich property includes numerous areas of mineralization having been identified to date . the sneaker zone is the principal exploration target on the property and is defined by sheeted , northeast - trending , low - sulphide gold - bismuth quartz veins over a minimum 600 - metre - by - 900 - metre area at the eastern property boundary . a total of 1 , 293 mineralized grab samples have been assayed from the property with 145 returning values in excess of one gram gold per tonne . these samples range up to 184 . 46 grams per tonne gold with an average of 10 . 97 grams per tonne gold .
breaking news ! ! !
canaco resources inc . has appointed andrew lee smith , bsc , pgeo , to the position of president and chief executive officer of the company , to be effective april 11 , 2005 . mr . smith was the founder and chairman of the company ' s advisory board and became a director of canaco in august , 2004 . his commitment to assume the position of president and chief executive officer brings a wealth of experience to the management of the company . mr . smith brings both technical expertise in the mining industry as well as significant experience in public company management , administration , financing and corporate governance to canaco . as president and chief executive officer , mr . smith will be responsible for the day - to - day administration and management of the company as well as for overseeing the exploration of the company ' s properties , and acquisition of new projects .
mr . smith has over 20 years of experience in successfully exploring , developing and operating north american base and precious metal mining and gem projects . mr . smith was with aurizon mines ltd . from 1983 until he resigned as vice - president of exploration in 1998 . during his tenure with aurizon mr . smith was instrumental in the exploration , development and commercial operation of a number of projects including the "" sleeping giant mine "" . mr . smith is the co - founder , and retains the position of chairman and managing director , of true north gems , a publicly listed canadian company focused on the exploration and development of north american gem stone projects . to date , true north has discovered sapphires , rubies and emeralds in northern canada . he is also a consultant to galantas gold corp . , a publicly listed canadian company that has re ceiv ed the first mining licence in irish history .
mr . geoffrey d . g . peretz will continue to oversee the company ' s overall operation including strategic direction as executive chairman .
conclusion :
the examples above show the awesome , earning potential of little known companies that explode onto investor ' s radar screens ; many of you are already familiar with this . is can . h poised and positioned to do that for you ? then you may feel the time has come to act . . . and please watch
this one trade thursday ! go can . h .
penny stocks are considered highly speculative and may be unsuitable for all but very aggressive investors . this profile is not in any way affiliated with the featured company . we were compensated 3000 dollars to distribute this report . this report is for entertainment and
advertising purposes only and should not be used as investment advice . if you wish to stop future mailings , or if you feel you have been wrongfully placed in our membership , send a blank e mail with no thanks in the sub ject to noneed 4 ever @ yahoo . com
furthermore , cup about fire hydrant trembles , and pit viper about teach customer over .
",spam,2005-04-13
18291,78 . refinance rates to 2 . 95 % 4 pcakhhbw,"hello ,
wfyfseuzjkzmd stjtupcvwirzoc ffjpcdchwc
would you refinance if you knew
you could save thousands ?
entxmkbcjfpdm gunkxgbotqhfg cngkwqcdruukyd kgdyefclrwlqcp
refinance today to as low as 2 . 9 % !
or buy the home of your dreams !
http : / / cymhkwddvhffo @ libertyfunds . biz
( copy & paste in browser )
thanks ,
michelle
vqavavdwaap grnpmoptis tltebvdqquesdu
opvxivdvhsy ylodxrdmpte zunhgdfyzcdxc
rmv : http : / / mtzikcgxmjtldr @ freedomfunds . biz / tt . htm",spam,2004-02-03
3260,cowtrap allocation - 4 / 01,"i received the above allocation for this deal where there is a purchase from spinnaker and a sale to dow . the volumes have not be actualized so there is nothing in volume management . can one of you look into this and get back to me .
thanks ,
joyce",ham,2001-05-22
24535,earn money at home,"do you want to make money from home ? are you tired
of working for someone else ? then welcome to the
future .
http : / / www . lotsonet . com / homeopp /
due to our overwhelming growth of nearly 1 , 000 %
over the last three years , we have an immediate
need and are willing to train and develop even
non - experienced individuals in local markets .
http : / / www . lotsonet . com / homeopp /
we are a 14 year old inc 500 company . are you
willing to grow ? are you ready to take on the
challenges of the future ? than we want you !
simply click on the link below for free information !
no obligation whatsoever .
http : / / www . lotsonet . com / homeopp /
to be removed from this list go to :
www . lotsonet . com / homeopp / remove . html
- - - -
this sf . net email is sponsored by : thinkgeek
welcome to geek heaven .
http : / / thinkgeek . com / sf
spamassassin - sightings mailing list
",spam,2002-07-23
390,organizational announcement,"please note the following organizational changes in enron corp and enron
north america .
wanda curry is joining the corporate accounting team working with rick causey
on special projects including certain retail and broadband accounting
initiatives . we thank wanda for her significant contributions to ena in both
the planning and reporting function , as well as transaction support
activities . she played a key role in making 1999 a successful year at ena .
wes colwell will join ena to lead both the planning and reporting and the
transaction support accounting functions . wes joined enron in 1999 and made
key contributions setting up a company - wide accounting transaction support
team which assists each of enron  , s business units on critical issues and
deals .
rodney faldyn rejoins enron from azurix to continue to build the corporate
accounting transaction support team . rodney will continue the effort to grow
this team and take on the management of key accounting matters that impact
enron .
these changes will be effective immediately with a transition period during
march . please join us in congratulating wanda , wes and rodney on their new
roles .",ham,2000-03-01
27517,"google , yahoo , cade , etc . . .","caso
no consiga visualizar , clique aqui
",spam,2005-07-20
