Message ID,Subject,Message,Spam/Ham,Date
23261,re : invitation list for operations business controller offsite,"sally
proposed list - of all potential candidates
myself
james new - and his lead risk managers
mike wellings - uk power
coralie evans - continental power
robert yeo - uk and continental gas
paul d ' arcy - structured products
david wall - credit
tim poullain - patterson - metals integration
andrew cornfield - metals risk manager
kevin rhodes - metals controller ( there are in fact two controllers at
present kevin for financial trading and howard carter for merchanting )
i would leave ralph jaeger of frankfurt out of the offsite if places are
restricted - he is covered by the mainstream accounting conferences , but i
would have jan erland , and heidi and tiong hock from singapore .
i am not sure fernley would want to be there - but i can ask .
on others - simon thurbin of liquids in london should be in houston and
would be a good choice for inclusion . brent may want his two london
controllers of cindy horn and kenny nicoll to also come
would you invite kristen to come with ( in place of barry ? ) .
a long list ( and we may want to cut back ) but all these individuals carry
the burden of operational risk assessment and management - standardising that
process would be an achievement indeed .
mike
ps - shall we revisit agenda and discuss who should start preparing
presentations - we had thought about engaging rac , it etc
enron capital & trade resources corp .
from : sally beck 11 / 09 / 2000 21 : 49
to : mike jordan / lon / ect @ ect
cc :
subject : invitation list for operations business controller offsite
dates : sunday , october 22 ( late afternoon , early evening kick - off , reception
and dinner )
monday , october 23 ( all day , with evening event )
tuesday , october 24 ( through mid afternoon )
confirmed speakers to date : jeff skilling ( tuesday , october 24 - available
9 : 30 am to 1 : 00 pm )
proposed list of attendees ( mike : let ' s talk about the scope of this list on
tuesday ) :
ena
gas - steve jackson
leslie reeves
bob hall
power - stacey white
calgary - peggy hedstrom
eim
pulp , paper , lumber - brenda herod
egm
general - brent price
global products - scott earnest
weather - todd hall
financial products - sheila glover
? kevin sweeney
eel
? fernley dyson
mike jordan
london - james new
frankfort - ralph jaeger
metals - tim pouillan - patterson
australia - heidi mason
japan - jan - erland beking
esa
scott mills
ebs
barry pearce
ees
wanda curry ?
global risk management
sally beck
shona wilson
eugenio perez
mike moscoso",ham,2000-09-12
15389,cheap online prescription here,"emphatic hysteric yank tariff aztec althea rebel brandeis circus
medications from the comfort of our home !
simple , quick and affordable !
we deliver quality medications to your door !
stop getting brochures here
declassify augustan birthday pathos otiose dub give bonnet rook
",spam,2004-11-08
13090,re : how many bcf are you at now this year ?,"we are at 196 . 5 bcfs , and origination of $ 4 . 3 million . we don ' t have "" mini - books "" to calculate our mark to market , but we ' ll have it ready this morning for you .
by the way , we closed a financial zinc deal , with galvak ( alfa group ) , in which we made around $ 75 k . the customer bought a fixed price and a tunnel , for a total of 45 , 600 tons . we negotiated it with enron metals ( london group ) , and it was back - to - backed with ena .
best regards .
- - - - - original message - - - - -
from : kitchen , louise
sent : sunday , september 30 , 2001 10 : 32 pm
to : williams , jaime
subject : how many bcf are you at now this year ?
and mtm",ham,2001-10-01
3269,fw : duke energy field services 4 / 01,"megan ,
i found danny ' s book and he has the deal priced at 5 . 25 . i adjusted the price in sitara . let me know if anything further is needed .
- - - - - - - - - - - - - - - - - - - - - - forwarded by sabrae zajac / hou / ect on 05 / 23 / 2001 05 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : daren j farmer / enron @ enronxgate on 05 / 23 / 2001 11 : 24 am
to : sabrae zajac / hou / ect @ ect
cc :
subject : fw : duke energy field services 4 / 01
sabrae ,
see if you can find danny ' s deal book and verify the price for the deal listed below .
d
- - - - - original message - - - - -
from : parker , megan
sent : tuesday , may 22 , 2001 4 : 09 pm
to : daren j farmer / hou / ect @ enron
subject : duke energy field services 4 / 01
for once his is not a panenergy question . for sale deal 707274 , defs says the price on 4 / 4 should be 5 . 25 and we have 5 . 20 in sitara . can you confirm this price for me ?
megan",ham,2001-05-23
19379,new o e m software site,"o e m software online cd / download site
with us you have the advantage of :
- receiving quality o e m software product you need ;
- a wide choice of the best software products ;
- the most competitive prices !
we offer an exclusive purchasing system on our site :
you choose any products you like to be written on a cd ,
which means that you actually pay for the size and not
for the number of products chosen . check if the products
you choose fit one or more cds and proceed to order .
we record a cd for you and deliver to your shipping address .
easy order process and professional site support guaranteed .
our site is http : / / ldeege . biz
",spam,2004-07-17
33195,select eshopping for medicines and take advantage of the specials at our cyberstore .,"at our rxdrug - site , you can pur . chase top - selling rxmeds at a reduced prices . legitimate way to e - shoppe for taablets .
we provide the pricing that reduce your expenses on dr . prescribed rememdies for pain , swelling , dysfunction of the erectile member , severe tensions , raised cholesterin , man ' s care , muscle relaxing and sleeping disorders .
the company provides complimentary case profile check . our customers choose us for this simple convenience .
our company provides customers timely distribution and handling services . , check our medzplace for superb specials on rxmeds .
scan our web page for the bestddeals on rnedicals .
it is a wise choice for customers . the case profile will be examined by licensed physicians , complimentary , as a thanks to you .
it is really a convenient choice to me . after placing the or - der at your site , i just check the site and every details about the or - der are shown . you have helped me pocket a lot of rnoney . thank you all ! - - jesse b . in ca
or some time , in a reverie on this supposititious case it must , indeed ! charles , anne , must not it ? in mourning , you see ,
to england in the year eight , with a few thousand pounds ,
just as our mr elliot must be . how very extraordinary !
: whether , if she were employed t and was posted into the laconia , if i had then written to you , 8 o lose me like the boy in the fa iry tale , i should be 8 able to track my way ho me again by the buttons she
",spam,2005-06-16
23617,re : commoditylogic all - module demo,"let ' s discuss - there were quite a few changes to be done first .
the first place to demo will be the thursday lunch meeting to the net works
team when ready .
thomas d gros @ enron
12 / 12 / 2000 01 : 13 pm
to : louise kitchen / hou / ect @ ect
cc : greg whalley / hou / ect @ ect , philippe a bibi / hou / ect @ ect , sally
beck / hou / ect @ ect
subject : commoditylogic all - module demo
if you would like , the team will be prepared to show live demonstrations of
the latest versions of all four commoditylogic modules next thursday ,
december 21 st . this would probably require about 2 hours . the versions
displayed will be :
financial management module 2 . 0
financial invoice exchange 1 . 1
confirm central 1 . 0
contract exchange 1 . 0
please let us know if you are interested in attending .
all the best ,
tom",ham,2000-12-12
25956,save your money buy getting this thing here,"you have not tried cialls yet ?
than you cannot even imagine what it is like to be a real man in bed !
the thing is that a great errrectlon is provided for you exactly when you want .
ciails has a iot of advantaqes over viaqra
- the effect iasts 36 hours !
- you are ready to start within just 10 minutes !
- you can mix it with aicohol ! we ship to any country !
get it riqht now ! .
",spam,2005-06-29
17134,epe lending for 8 / 23,"we return to lending for thursday :
stwbom and stsw are each 25 mw short on peak at pv . this power was sold day - ahead at a price of $ 40 . 50 . it will need to be procured in the hour - ahead market - 25 mw on peak at pv under each book . then the power needs to be sold back to el paso at $ 0 - 25 mw on peak at pv under each book . deals are -
744503 - stwbom buys epe
on peak / pv
25 mw @ $ 40 . 50
744505 - stsw buys epe
on peak / pv
25 mw @ $ 40 . 50
as always , let me know if you have any questions .
thanks ,
kate",ham,2001-08-22
17218,intel corporation and davis wire corporation,"we received the executed eei master power purchase and sale agreements from the referenced cps dated as follows :
intel 8 / 30 / 01
davis wire 9 / 7 / 01
copies will be scanned into livellink .",ham,2001-09-11
21405,generosity sir,"a genuine college degree in 2 weeks !
have you ever thought that the only thing stopping you from a great job and better pay was a few letters behind your name ? well now you can get them !
ba bsc ma msc mba phd
within 2 weeks , no study required , completley verifiable !
these are real , genuine degrees that include bachelors , masters and doctorate degrees .
student records and transcripts are also available . the opportunity exists due to a legal loophole allowing some established colleges to award degrees at their discretion !
order yours today . just call the number below , and leave your name and phone number . you ' ll thank me later .
1 - 206 - 338 - 5523
congratulatory kitty . bergman interdict housewives . pressure . apparition canvasback
bookcase , agee cocoa profile showroom anion . hopkinsiantopologize
propose radioactive . irredeemable observatory inoffensive , japanese bedridden sanguinary
tatty duet confute doreen ! quirinal sou bryan , bullyboy
phoneme , affricate . apt cactus candy hilly . adrenaline backplate
sumerian vitro yukon . leash exert sudden washy atypic
kingston , king penh skirt . codeposit . coplanar embeddable hamlet
sceptic shanty . comprehend rank amanuensis ? dinnertime . cranky subpoena
quasar bimodal ? brutal quandary collier . farmington crankshaft , challenge
craftsperson sanders upsetting .
",spam,2005-02-27
21559,unbelievable 3 . 58 % _ 0 |,"h ) ello
dear heome own } er ,
wqve
have been notified th 8 tat yogcur
mortg @ a ] gmle rat 2 oe is fixed at a very
hing 4 h invtererst ra { te . therefore you are
currently ove > rpzeaying , wbhaiccyh swvums - bcu { p to
thtousands of dolg 2 lars annu ' alljy .
luckily
for yobu w / e can
grvu @ aranteoe the lowest rates
ifun th % e u . s . ( 3 . 58 % ) . so hu 77 rry be 2 caupise
the rate f ) orecast is not loo ; king good !
there is no okbliingation ,
and it ' s fr ^ efse
locsek on the 3 . 58 % , even
wixitp 2 h b $ ad credit !
clicdgk here now fneor detai * ls
re 8 vmove
hdter _ e
",spam,2005-03-20
8841,technical corner,"vince ,
last monday , i sent the vp ' s an e - mail asking for their help ( from them , or
from one of the people working with them ) in providing a technical corner
article by today . to date , sandeep and mike have responded but cannot do one
for this coming week . i didn ' t get a response from the other three . do you
have something that could be easily adapted for the monday issue ?
and , any suggestions about how to motivate a vp would be appreciated . my
usual approach is to ask politely , which usually gets a positive response . i
know the newsletter is low priority compared to our daily work , but surely as
much as our people like to publish their ideas , one person out of
forty - some - odd would be able to do something in a week ' s time , right ?
as always , i appreciate your help . and , if you would care to share some
advice on how i can do this in a better way , i will always listen and learn .
sam",ham,2001-03-30
33591,warez cd ' s,"looking for not expensive high - quality software ?
we might have just what you need .
windows xp professional 2002
. . . . . . . . . . . . . $ 50
adobe photoshop 7 . 0 . . . . . . . . . . . . . . . . . . . . . . $ 60
microsoft office xp professional 2002 . . . . $ 60
corel draw graphics suite 11 . . . . . . . . . . . . . $ 60
and lots more . . .",spam,2005-07-19
728,re : unify / sitara enhancements,"please add being able to set up multiple deals for the same
contract / meter / time period but with different rates . thanks , mary
michael eiben
05 / 01 / 2000 10 : 17 am
to : pat clynes / corp / enron @ enron , mary m smith / hou / ect @ ect , lisa
csikos / hou / ect @ ect , rita wynne / hou / ect @ ect , daren j farmer / hou / ect @ ect , lauri
a allen / hou / ect @ ect
cc : steve venturatos / hou / ect @ ect
subject : unify / sitara enhancements
i am compiling a list of unify enhancements related to texas operations for
brenda . please provide me your lists by end of day today . i am looking for
enhancements that are specific to texas . if you have any questions , please
call me @ 36373 . the major ones that i have are : the transport contracting
process , processing hourly transactions , enhancing the shipper imbalance
worksheet , multiple service classes on the same contract , consolidated ua 4
tracking , and any enhancements occuring from project torque .
thanks , mve
- - - - - - - - - - - - - - - - - - - - - - forwarded by michael eiben / hou / ect on 05 / 01 / 2000 09 : 21
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : brenda f herod 04 / 25 / 2000 12 : 05 pm
to : steve venturatos / hou / ect @ ect , michael eiben / hou / ect @ ect
cc :
subject : unify / sitara enhancements
please schedule a meeting with me to review the enhancements lising - the
prioritizations and status . i am interested in understanding the listing of
enhancements , the benefits of the enhancements , what is required of both user
and it resources to complete the enhancements , who the resources are and the
status of completion . it should cover all systems - sitara , unify ( mops ,
volume management and settlements ) and pops . please include anyone else
( management team , it , etc . ) who is necessary to ensure thorough explanations .",ham,2000-05-01
11782,better end to long week,"louise ,
of course , as soon as i send off my email to you . . . things change , but for the better .
? i spoke to nowlan and he is going to pay me by the end of next week and take me out for drinks .
? lavorato increased the var for the wellhead desk to $ 250 k . in addition , he is having gossett et . al fix the issues that were distorting grass ' s var position .
? lavorato spoke to bernie aucoin to focus resources to price ecs deals . he feels that if ews is wearing the risk associated with retail transactions , ecs should not have to interface with ees originators at all . in addition , he also understands that horsepower transactions have a combination of retail and wholesale commodity components .
i am off to the 2 : 30 staff meeting . hope your day is well . i will give you an update on the other issues next week .
regards , jean",ham,2001-05-18
