Message ID,Subject,Message,Spam/Ham,Date
29801,contact me at mrs _ helenal @ hotmail . com,"dear friend ,
i am mrs helena guei , widow to general robert guei
former military head of state of ivory coast in the west african sub region
who was assasinated in the early hours of thursday the 19 th of
september , 2002 .
i am now in a neighbouring west african country
where i escaped to with my children following the assasination of my husband ,
general guei by troops loyal to the government as a result of his
sponsoring mutinous soldiers who tried to overthrow his successor and the
incumbent
president , laurent gbagbo .
i have just been informed that my husband before his
untimely death was maintaining a deposit in the amount of
us $ 17 . 4 million with a secret securities firm in burkina faso and the certificate
of deposit is securely in my possesion right now .
my husband who also left his "" will "" along side this
deposit instructed that in the event of his death that this deposit should
be invested in a profitable business venture overseas to secure the
future of our children and that an executor should be appointed in this
regard to cushion prying eyes of intruders and this is exactly why i am
contacting you .
i am therefore seeking your assistance to secure
this fund out of africa and subsequently resettling myself and my family
of six
in your country .
your reward for assisting me is subject to
negotiation and common agreement .
if you are in position to help me out , please feel
free to contact me via this mail address
awaiting your timely response ,
helena guei .
get tiscali broadband from £ 15 : 99
",spam,2004-09-26
28009,tw weekly 9 - 22 - 00,please see attached file . call me at ( 281 ) 647 - 0769 if you have any questions .,ham,2000-09-22
17578,start date : 1 / 3 / 02 ; hourahead hour : 5 ;,"start date : 1 / 3 / 02 ; hourahead hour : 5 ; no ancillary schedules awarded . variances detected .
variances detected in load schedule .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002010305 . txt
- - - - load schedule - - - -
$ $ $ variance found in table tblloads .
details : ( hour : 5 / preferred : 14 . 21 / final : 14 . 18 )
trans _ type : final
load _ id : pge 4
mkt _ type : 2
trans _ date : 1 / 3 / 02
sc _ id : enrj",ham,2002-01-03
32229,bait - excelled @ em . ca activate your card now,"+ unable to see graphics ? please go here to view this email . +
priority approval center
date : march 19 , 2005
issued to :
bait - excelled @ em . ca
bait - excelled @ em . ca
3541 - 65
respond by : 3 / 24 / 2005
dear bait - excelled @ em . ca ,
great news - i couldn ' t be happier for you . you are approved and guaranteed to find 1 - 10 credit cards of your choice .
click here to see your approved cards now !
there ' s :
7 free service updates !
7 guaranteed results !
7 no credit check or inquiry !
7 regardless of your past credit !
your search is already 75 % complete , and you are approved for two cards !
click here now !
please respond by : 3 / 24 / 2005
sincerely ,
your special offers staff
click here now !
if you wish to opt out of this offer click here .
freecardsearch c / o impulse marketing group 1100 hammond drive ne suite 410 a - 202 atlanta , georgia 30328
+ + + + +
the preceding advertisement was sent from . com .
if you would like to stop receiving advertisements from . com in the future , please
+ + + + +
",spam,2005-03-19
33389,largest collection of porn mo \ / ies ever - x 438,"cum witness the most extreme sexual achievements ever to be found on the net ! we have tons of exclusive never before seen pics and videos of your fav pornstars doing exactly what you dream to see !
do you think you have what it takes to beat one of our records ? we welcome all member entries , cum see if you have what it takes to earn a spot in our record library !
http : / / wjz 5 . info . lediesnight . biz /
- - - - - - - - - - - - - -
aqueous bridesmaid brevity bluet
bedfast bonaventure circumcision counterproductive
chasm chinaman barcelona antennae",spam,2005-07-04
27722,et & s photo contest - announcing the winners,"congratulations to the following winners of the 2001 et & s photo contest .
over 200 entries were submitted ! the winning photos will be displayed in the
2001 et & s public education calendar .",ham,2000-06-12
11763,ngx et al litigation settlement - press release,"fyi . . . see attached .
eric
- - - - - - - - - - - - - - - - - - - - - - forwarded by eric thode / corp / enron on 05 / 15 / 2001 10 : 03 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources canada corp . from : peter keohane @ ect 05 / 15 / 2001 09 : 51 am
to : it calgary
cc : john j lavorato / enron @ enronxgate , mark e haedicke / hou / ect @ ect , eric thode / corp / enron @ enron
subject : ngx et al litigation settlement - press release
the following message is to go to everyone in calgary and toronto asap .
we have settled our lawsuit with ngx , canadian enerdata , om gruppen and richard zarzeczny , regarding the compilation and methodology for calculating the alberta natural gas price indices published by the canadian gas price reporter . by the terms of the settlement there will be a joint press release issued this morning regarding the settlement , which is to be the only public communication regarding the matter unless agreed to by all parties . a copy of the press release is attached below . otherwise the settlement is confidential to the parties . accordingly , there is to be no formal or informal discussion with media , colleagues , competitors , counterparties or otherwise . if you receive request , simply reply that you understand that the matter is confidential , but the request can be referred either to rob milnthorp or me and we will respond as appropriate .
if you have any questions , please speak to rob or me .
peter keohane .
- press release - enron deal - may 15 - 2001 . . doc",ham,2001-05-15
14997,re : headcount,"ok so it ' s really 20 under original plan but because of 8 extra it folks we are showing just 12 under .
- - - - - original message - - - - -
from : slone , jeanie
sent : friday , february 01 , 2002 9 : 15 pm
to : lavorato , john ; kitchen , louise ; whalley , greg ; oxley , david
subject : headcount
please find attached the headcount reconciliation you requested . i have added su and shahi to the fundy ' s number for tracking purposes . given this , i show 12 open positions . i need to compare my spreadsheets with our database to ensure we have similar info . if i find any discrepancies , i will let you know on monday .
>",ham,2002-02-04
6714,re : transport model,"ken and greg ,
the gamma and cross gamma from our spread option appear to be correct .
one anomaly i found is the price change as function of maturity , see attached
figure .
it is odd , isn ' t it ? and the seeming gamma anomaly is largely because of
this .
zimin
enron north america corp .
from : kenneth shulklapper 08 / 07 / 2000 11 : 40 am
to : zimin lu / hou / ect @ ect
cc :
subject : transport model
zimin ,
i have been looking at the new transport model and there are some returns in
the greek calculations that i am not comfortable with . i have looked through
the formulas and do not see inconsistencies , but we are getting significantly
higher gamma values in ' out years ' than in the ' near months / years ' . rho also
seems to be very high throughout the curve . we are prepared to release this
model to be used on the floor , but would like you to sign off on the
calculations . i know that you have a meeting on this on wednesday , and
wanted to get you the model to review early .
a good example that i am talking about is on the tab "" longterm 9 "" . this is
the kingsgate to malin deal that we worked on previously .
please give me ( or greg couch ) a call with any questions .
thanks .
ken
3 - 7009
- - - - - - - - - - - - - - - - - - - - - - forwarded by kenneth shulklapper / hou / ect on 08 / 07 / 2000
10 : 58 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : victor guggenheim 08 / 07 / 2000 10 : 54 am
to : kenneth shulklapper / hou / ect @ ect
cc :
subject : transport model",ham,2000-08-07
24793,market internet access - no investment needed,"market internet access
no investment needed
premium internet access for only $ 14 . 95 per month or less !
earn $ 1 per subscriber per month
go to :
http : / / new . isp . 50 megs . com /
3442 bvlb 9 - 565 fafxo 200 lbck 9 - 698 onqh 7 l 33",spam,2002-08-26
632,98 - 1188 k for 4 / 1 & 4 / 2 / 2000,"daren ,
the above meter flowed on the 215 k for 3 / 2000 . i has flow for the first two
days of this month ( sitara deal # 205569 - deal ends 3 / 31 / 2000 ) .
can you please see if the deal can be extended or if the gas should be placed
on stranger ' s ?
thanks
- jackie -
3 - 9497",ham,2000-04-06
14,meter 1431 - nov 1999,"aimee ,
sitara deal 92943 for meter 1431 has expired on oct 31 , 1999 . settlements
is unable to draft an invoice for this deal . this deal either needs to be
extended or a new deal needs to be set up . please let me know when this is
resolved . we need it resolved by friday , dec 17 .
hc",ham,1999-12-15
30513,"pre - qualify , and apply for home [ loans ] and [ mortgages ]","november update :
further drop ! rates starting at 3 . 25 %
fixed your mortgage process is pre - approved
please use our secure site to fill - out your application .
visit us at : http : / / www . perfectvgr . com / x / loan . php ? id = sas
thank you ,
socorro branch
www . mortgege . info / st . html",spam,2004-11-22
844,smi 23,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 30 / 2000
09 : 06 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jacqueline blanchard "" on 05 / 30 / 2000 08 : 46 : 45
am
to :
cc :
subject : smi 23
ami ,
please be advised of the revised availability on smi 23 . please see attached
sheet .
thank you ,
jacqueline blanchard
contract analyst
devon energy corporation
( 405 ) 228 - 4204
( 405 ) 552 - 4664
jacqueline . blanchard @ dvn . com
- text . htm
- smi 23 . xls",ham,2000-05-30
6761,re :,"craig -
thanks for the feedback .
i ' ve received similar reports from other research customers on various
non - recurring and on - going projects elena has been able to help out on .
the most recent member of a long line of rice mba candidates who have "" made a
difference "" in our research efforts , elena will be staying with us throughout
this next ( her final ) year .
she ' ll be working the morning shift .
please let us know if she , or any other member of our group can assist you in
any way .
- mike",ham,2000-08-09
28796,fw : tw fts agreements,"- - - - - original message - - - - -
from : buehler , craig
sent : friday , august 24 , 2001 2 : 36 pm
to : cormier , martha ; dasilva , esther
cc : watson , kimberly ; dietz , rick
subject : tw fts agreements
michelle ,
i forget that you started with the team after i quit working on the tw agreements ; here ' s a brief update on what our "" normal "" process was previously . we can change anything if you ' ve found a better process . . .
the deal capture team ( craig & esther ) processes all fts discount related amendments for tw marketing . the contract group processes the new ( base ) agreement and any poi / mdq / term type changes . all fts service requests still go to contracts and , after the capacity / credit issues are completed and the contract printed out , the entire contract folder is forwarded to deal capture for additional processing ( all firm contracts / amendments get sent to deal capture for review ) . deal capture gets with the marketer to determine if a discount is being offered and then creates the discount amendment , routes it for approval ( if needed ) and tenders all documents to the shipper . deal capture is responsible for obtaining all approvals other than capacity and credit . when ( if ) the agreement is executed and returned by the shipper , deal capture will handoff the original documents back to contracts for activation and to complete all additional distribution and processing . let me know if you have any concerns or questions . as the first few deals go through , we ' ll need your feedback to see if the process needs some adjustments . thanks for all your help . . .
craig",ham,2001-08-27
6642,organisational announcement - introducing enron global markets,"as evidenced by an exceptionally strong performance in the second quarter ,
enron  , s wholesale energy businesses in north america and europe continue to
experience tremendous growth . the opportunities to continue to grow our
natural gas and power businesses have never been better and it is critical to
enron  , s future success that we remain focused on expanding these businesses
and maintaining the strong momentum we have in these markets .
it is equally important that we continue to develop new businesses outside of
gas and electricity , which can make significant contributions to our earnings
growth . we have made significant progress in developing these businesses in
north america , europe , and most recently in our new net works business unit .
included in these global businesses are our efforts in crude and products ,
coal , emissions , insurance , currency , equity trading , interest rates , credit
trading , paper and pulp , and metals .
while significant progress has been made in these efforts we need to
accelerate the growth of these new businesses while continuing to
aggressively expand our core gas and electricity businesses in north america
and europe . in order to accomplish these two objectives and to capitalize on
the increasingly global opportunities in these new businesses we are today
announcing the formation of a new business unit  ) enron global markets . this
new business unit will focus on markets and commodities which are global in
scope , but outside our traditional gas and power markets . this new core
business unit will operate in parallel with and in close coordination with
the north american and european businesses .
enron global markets will be headed by mike mcconnell , president and chief
executive officer , and jeff shankman , chief operating officer . they will
report to mark frevert who will be chairman of enron global markets . mark ,
mike and jeff will comprise the office of the chairman for enron global
markets .
included in this new business unit and reporting to the office of the
chairman will be the following businesses and their leaders :
- global crude and products : john nowlan
- coal : george mcclellan
- currency , equities , interest rate and agricultural trading : gary hickerson
- insurance and weather : jere overdyke
enron  , s metals business and enron credit . com will remain the responsibility
of enron europe . the paper and pulp business will continue to reside in north
america .
with the departure of mike mcconnell from enron net works , we are pleased to
announce the following appointments in that business unit :
- jeff mcmahon : president and chief operating officer
- louise kitchen : chief commercial officer
- philippe bibi : chief technology officer
jeff , louise and philippe , along with greg whalley , will comprise the office
of the chairman for enron net works .
with jeff shankman  , s departure from enron north america  , s natural gas
operation , all of jeff  , s direct reports will report to john lavorato .
we are also pleased to announce the following changes to the enron north
america office of the chairman . john lavorato will join the ena office of
the chairman as chief operating officer . dave delainey will assume the role
of president and chief executive officer . mark frevert will retain his role
as chairman of enron north america in addition to his role as chairman of
both enron global markets and enron europe .
please join us in congratulating everyone in their new assignments and in
supporting the new enron global markets organisation .",ham,2000-07-31
