,Unnamed: 0,Game ID,Report,Player Name
54,54,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
",Kristaps Porzingis
58,58,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
",Justin Holiday
77,77,10,"The New York Knicks (28 - 40) defeated the Los Angeles Lakers (14 - 53) 90 - 87 on Sunday. The game was largely a tale of two halves, with New York dominating the first two quarters despite missing two starters on offense, and jumping out to a 46 - 35 lead by intermission. However, the Lakers battled back through the final two periods, and the two teams found themselves knotted at 87 with 29 seconds left. Neither club could find a way to break the tie over the ensuing 28 ticks of the clock, with Kobe Bryant failing to hit a 12 - foot jumper for the Lakers after a 19 - second possession. Carmelo Anthony hauled in the defensive rebound off the missed shot, and following a Knicks timeout, Jose Calderon sealed the victory with a clutch 26 - foot three - point jumper with less than a second remaining. Anthony led the way for the Knicks with a 26 - point, 12 - rebound double - double, to which he added four assists and a block. Robin Lopez contributed 16 points, eight boards, two assists and two blocks. Derrick Williams, getting a spot start in place of the sidelined Kristaps Porzingis (illness), filled out the stat sheet with eight points, nine rebounds, an assist, two steals and a block. Calderon finished with nine points, six assists, three rebounds and a steal. The Knicks remain in third place in the Eastern Conference's Atlantic Division, and are seven games back of the eighth - seeded Detroit Pistons. They continue their West Coast swing with a trip to Golden State to face the Warriors on Wednesday night. Bryant spearheaded a pedestrian Lakers attack, tallying 14 points, two rebounds and a steal. Jordan Clarkson was the only other member of the starting five to manage double - digit scoring, recording 12 points, three rebounds, two assists and three steals. D'Angelo Russell notably turned in one of his worst efforts as a starter, posting only four points, two rebounds, two assists and a steal over 22 minutes. Lou Williams paced the reserves after a five - game absence, supplying 15 points, five assists, a rebound and a steal. The Lakers remain in last place in the Western Conference's Pacific Division. They're home again against the Sacramento Kings on Tuesday night.
",Lou Williams
153,153,21,"The Memphis Grizzlies (8 - 7) defeated the Dallas Mavericks (9 - 6) 110 - 96 on Tuesday. The Mavericks outplayed the Grizzlies in several categories, yet curiously still came up well short of a victory. Dallas drained 11 three - pointers to Memphis’ seven, and the Mavs also outrebounded the home team 48 to 42. Zaza Pachulia’s performance particularly stood out in this regard, as he held his own against one of the best all - around centers in the game in Marc Gasol. Pachulia went toe - to - toe on the glass with the Grizzlies’ big man, matching his 10 boards while also collecting 13 points. Veteran Dirk Nowitzki posted a double - double of his own, his second on the season. The veteran power forward totaled 14 points and 10 rebounds, while adding a block and a steal. Deron Williams (10 points) and Wesley Matthews (11 points) made respectable contributions, with the latter draining three three - pointers, giving him seven over the last two contests. Reserves J.J. Barea and Raymond Felton paced the Dallas bench with a pair of 16 - point outings. Felton was notably perfect on three - pointers, draining all four of his shots from beyond the arc. The Mavericks fell to 9 - 6 and currently reside in second place in the Western Conference’s Southwest Division. They travel to San Antonio for a Wednesday tilt versus the Spurs. The Grizzlies received a remarkably balanced offensive performance from their starters, something they have significantly lacked in many games this season. Gasol collected 15 points and the aforementioned 10 boards, while point guard Mike Conley continued his recent stretch of resurgent play on offense. The veteran tallied 21 points, six assists, and four rebounds, for his fourth game of 20 points or more in the last five contests. Matt Barnes parlayed his rare starting opportunity into a solid tally of 14 points, seven rebounds, three assists and a pair of steals over 38 minutes. Jeff Green acquitted himself well filling in at power forward for the ailing Zach Randolph (knee), pitching in 19 points, seven rebounds, three assists and a pair of blocks in a tough matchup against Nowitzki. Mario Chalmers led the Memphis reserves with 14 points, while JaMychal Green made the most of his return to the bench by amassing 13 points over just 17 minutes. The Grizzlies improved to 8 - 7 and currently reside in third place in the Western Conference’s Southwest Division. They head to Houston for a Wednesday showdown versus the Rockets.
",Marc Gasol
161,161,23,"The Nuggets (15 - 20) knocked off the Timberwolves (5 - 28) 110 - 101 Monday night in Minneapolis. Denver, which jumped out to a 14 - point first quarter lead, extended the advantage to 21 points by halftime and never looked back. The Nuggets were in cruise control for most of the second half and led by more than 20 midway through the fourth quarter. Minnesota was able to bring the final margin to a respectable nine points behind some late baskets, including a 70 run in the final minute. Denver, which has won two straight after beating Memphis on Saturday, was led by 34 points from Arron Afflalo. Kenneth Faried added 15 points and seven rebounds, and Ty Lawson had eight points to go with 12 assists. Three Nuggets scored in double figures off the bench, paced by a 16 - point, 11 - rebound effort from J.J. Hickson. Jusuf Nurkic added 14 points and Nate Robinson finished with 12 points and six assists. Minnesota, meanwhile, tumbled to its 12 consecutive defeat despite hitting 10 three - pointers and committing just 12 turnovers. The Wolves placed all five starters in double - figures, led by 22 points and 12 rebounds from Gorgui Dieng. Andrew Wiggins added 20 points and seven rebounds, while Shabazz Muhammad had 19 points in 37 minutes. Up next, the Timberwolves host the Suns on Wednesday night. Denver returns home to face the Magic, also on Wednesday.
",Kenneth Faried
189,189,26,"The Washington Wizards (19 - 19) defeated the Indiana Pacers (22 - 18) 118 - 104 on Friday. The Wizards have already dealt with the loss of an integral component for an extended stretch this season, and that experience is serving them well in the wake of the latest injury to a key cog of their team. Marcin Gortat is dealing with a series of knee complications that includes an infection, and has missed the last three games as a result. In his stead, Nene Hilario has stepped up with three solid performances, but multiple players elevated their respective games on the glass Friday to help make up for the big man's absence. The Wizards managed an outstanding 54 rebounds, including 37 on the defensive end. Meanwhile, Washington also shot a solid 52 percent from the field, and an equally impressive 44 percent from three - point range, leading to a relatively comfortable victory. John Wall spearheaded the Wizards' attack once again, posting a game - high 28 points and also tallying seven rebounds, eight assists and a steal. No other starter tallied double - digit scoring, but Hilario did match his eight points with eight boards, and added two assists, a steal and a block. Garrett Temple made another start in place of Beal, and contributed five points, six rebounds and five assists. However, Beal significantly outplayed him off the bench, posting 22 points, five rebounds and an assist over 22 minutes. DeJuan Blair and Gary Neal pitched in with a pair of 12 - point efforts, with the former adding six rebounds, an assist and a pair of steals, and the latter managing four boards and three assists. Ramon Sessions was the fourth reserve with a double - digit point total, stuffing the stat sheet over 23 minutes with 10 points, five assists, three rebounds and two steals. The Wizards improved to 19 - 19 and currently reside in fourth place in the Eastern Conference's Southeast Division. They head to Boston to face the Celtics on Saturday. The Pacers were paced by Paul George, who tallied 21 points, seven assists, five rebounds, three steals and a block. George Hill, questionable before the game for personal reasons, played 34 minutes and posted 19 points, eight rebounds, an assist and a steal. Monta Ellis made it a solid night for the Indiana backcourt with 17 points, three rebounds, three assists, a steal and a block. Lavoy Allen led the Indiana reserves with 15 points, three rebounds and an assist. The Pacers fell to 22 - 18 and currently reside in third place in the Eastern Conference's Central Division. They now head to Denver for a Sunday showdown on Sunday.
",Lavoy Allen
208,208,30,"The Utah Jazz (18 - 33) jumped out to an earlier lead and never let up, beating the Sacramento Kings (17 - 32) 102 - 90. Darren Collison did n't play after suffering a hip flexor strain Thursday night against the Dallas Mavericks. It's unlikely he'll play Sunday against the Phoenix Suns. Joe Ingles did n't play, and Elijah Millsap started in his void. Gordon Hayward and Derrick Favors combined to score 50 points, and Enes Kanter provided 17 points and 13 rebounds in 33 minutes. Rudy Gobert fouled out, but not before swatting two shots. Steve Novak played in his first game since January 18th. Ramon Sessions started over the ailing Darren Collison, providing 11 points, four rebounds and five assists in 31 minutes. Ben McLemore scored 15 points on 15 shots, and Reggie Evans grabbed 11 rebounds. Prior to fouling out, DeMarcus Cousins supplied 27 points, 10 rebounds, two assists and two blocks. Rudy Gay was limited to four points on 1 - of - 8 shooting. The Jazz begins a two - game road trip Monday against the New Orleans Pelicans. Sacramento travels back home to face the Phoenix Suns on Sunday before embarking on a two - game road trip.
",Ben McLemore
250,250,35,"The Houston Rockets (50) defeated the Miami Heat (3 - 1) 108 - 91 on Tuesday at the American Airlines Arena in Miami. Along with the Memphis Grizzlies (40) and the Golden State Warriors (30), the Rockets stay one of the three undefeated teams in the NBA. The Rockets used a strong fourth quarter to finish off the Heat, outscoring them 25 - 14 to secure the victory. With Terrence Jones out with a leg injury, Donatas Motiejunas got the start at power forward but only played 13 minutes due to foul trouble and finished with two points. Dwight Howard had his fourth double - double in five games and posted a team - high 25 points and 10 rebounds. He's now averaging 15 points and 11 rebounds on the year. Coming only one rebound shy of a triple - double, James Harden also went off and scored 25 points to go along with 10 assists and nine rebounds. Patrick Beverley had to sit out the Rockets' last two games with a hamstring injury but was able to return in this one and scored 15 points, going 5 - for - 8 from the field and 4 - for - 7 from the three - point line. Trevor Ariza was the fourth Rocket starter in double - digits, as he added 19 points (5 - 8 3Pt, 4 - 4 FT) and five assists. Chris Bosh and Dwyane Wade scored 21 and 19 points a piece to lead the Heat in scoring. Bosh also had eight rebounds and is now averaging 25 points and 11 rebounds on the season. Mario Chalmers came off the bench again but played 29 minutes compared to starter Norris Cole, who only notched 16 minutes and went scoreless. Chalmers had 12 points, shooting 4 - for - 12 from the field and 2 - for - 5 from beyond the three - point line. Shawne Williams continued to start for the Heat, and he finished the game with 14 points (4 - 6 FG, 3 - 4 3Pt, 3 - 4 FT) and five rebounds. Rookie Shabazz Napier came off the bench as well and had five points and four assists in 27 minutes. The Rockets' next game will be at home against the San Antonio Spurs on Thursday, while the Heat will go on the road to Charlotte and play the Hornets on Wednesday.
",Patrick Beverley
263,263,37,"The Phoenix Suns (34 - 32) defeated the Minnesota Timberwolves (14 - 49) 106 - 97 on Wednesday at the US Airways Center in Phoenix. The Suns got out to a quick start in this one, grabbing a 25 - 18 lead right away after the first quarter. It remained pretty much even throughout the rest of the game, but the Suns were able to pull off a huge win, as it put them just two and a half games out of the final projected playoff seed in the Western Conference standings. The Suns were the superior shooters in this game, going 50 percent from the field and 25 percent from the three - point line, while the Timberwolves finished at just 44 percent from the floor and a disgraceful eight percent from beyond the arc. The Suns were led by Markieff Morris, who finished with a team - high of 24 points (10 - 15 FG, 0 - 2 3Pt, 4 - 4 FT), to go along with three rebounds and two assists in 37 minutes. It was a very nice bounce - back outing for the forward, as he posted just four points on 1 - of - 8 shooting from the field during Monday's game against the Warriors. He's now averaging 15 points and 6 rebounds on the year. Also getting a piece of the action was Eric Bledsoe, who had a great night shooting the ball to finish with 18 points (7 - 14 FG, 2 - 5 3Pt, 2 - 2 FT) and nine assists. It was his second strong showing in a row, as he's combined for 37 points and 12 assists over his last two games. The Suns gained even more of an advantage from their bench in the win, as they were extremely productive. Rookie T.J. Warren had a breakout performance and scored 17 points (8 - 10 FG, 0 - 1 3Pt, 1 - 2 FT) in just 19 minutes. The Suns drafted him knowing he could score at a high rate, so it's not surprising he was finally able to show a little more of what he's got. Marcus Thornton also reached double figures off the bench, with 14 points (6 - 12 FG, 1 - 5 3Pt, 1 - 1 FT) and four rebounds in 22 minutes. Kevin Martin did his best to keep the Timberwolves in this game. He went 5 - for - 8 from the field and 6 - for - 7 from the free throw line to score a team - high of 16 points. After shooting just 25 percent (2 - 8 FG) from the field in Monday's game against the Clippers, it was good to see him hit on such a high percentage of shots Wednesday. In a solid performance off the bench, Justin Hamilton went 7 - for - 12 from the field and 1 - for - 4 from the three - point line to score a season - high of 15 points, while also adding three rebounds and two blocked shots. It was a nice surprise for the Timberwolves, as he averages just 3 points per game and has reached double - digit points in just one other game this season. With Kevin Garnett sitting out on a night of rest, Adreian Payne moved back into the starting lineup for the fourth time this season. In 29 minutes, he finished with 10 points (3 - 9 FG, 4 - 4 FT) and three rebounds. Andrew Wiggins did n't have much of an impact either, as he also had just 10 points (5 - 11 FG, 0 - 1 3Pt) and four rebounds. The Suns' next game will be at home against the Atlanta Hawks on Friday, while the Timberwolves will travel to Oklahoma City to play the Thunder on Friday.
",Justin Hamilton
270,270,38,"The Philadelphia 76ers (0 - 2) were blown out of the building in their home opener Friday against the Utah Jazz (1 - 1), losing 99 - 71. The Jazz jumped out to a 28 - 19 advantage after the first quarter and kept pouring it on throughout the contest, leading 50 - 33 at the break and outscoring the 76ers in the final two quarters as well. Though Utah shot just 41 percent from the field, they ran away with the game by winning the turnover battle by a huge margin, surrendering the ball just seven times to the Sixers’ 18 giveaways. Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, while Derrick Favors secured a double - double with 20 points and 12 boards to accompany three steals and two blocks. The 76ers compounded their turnover problems by shooting even worse than Utah from the field, submitting a 30 percent mark as a team. The chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field. Philadelphia’s immense struggles earned a chorus of boos from the home crowd at multiple points in the game, a development unsurprising given the lack of progress the team has made since embarking on its massive rebuilding effort a couple years ago. Up next for Utah is a date with the Indiana Pacers in the second game of a road back - to - back set. The Sixers will attempt to pick up their first win of the season Monday against the Cleveland Cavaliers.
",Alec Burks
276,276,39,"Russell Westbrook turned in a massive line as he notched his 25th triple - double of the season, with 38 points, 13 rebounds and 12 assists. Westbrook scored 15 unanswered points, as a part of his 19 - point fourth quarter that propelled the Thunder to the win. Steven Adams followed up with a double - double consisting of 16 points on 7 - of - 13 shooting, and 12 rebounds, in 44 minutes of action. Joffrey Lauvergne came up big with 16 points on 6 - of - 7 shooting, including 3 - of - 4 from deep, in 29 minutes off the bench, while Anthony Morrow added 15 points in 19 minutes off the bench. Meanwhile, Marc Gasol led the way for the Grizz, with 31 points, along with eight assists, four rebounds, two steals and one block, 42 minutes. Mike Conley followed up with 18 points, three steals, two assists and one rebound.
",Anthony Morrow
315,315,44,"The Memphis Grizzlies defeated the Brooklyn Nets, 112 - 103, at Barclays Center on Monday night. The Grizzlies (34 - 23) came in to Monday's contest a bit short - handed, as Tony Allen was given the night off to rest his 35 - year - old body. Memphis took advantage of their matchup against the worst team in the league to rest their defensive stalwart, but lately, the Nets (9 - 46) have played hard regardless of the circumstances. That transpired once again Monday, as Brooklyn shot a very respectable 46 percent from the field and committed a relatively modest 12 turnovers, significantly less than their average. However, Mike Conley took the reins of the Grizzlies offense with a 32 - point, six - assist, one - rebound, one - steal performance over 37 minutes, while also making a game - high 11 visits to the free - throw line. Five players hit double digits in the scoring column for the visitors, and they shot 51 percent from the field overall. Marc Gasol checked in second with a near double - double of 19 points, nine rebounds, eight assists, one steal and one block. Brandan Wright stepped in with a season - high 17 points that paced the bench, a total he supplemented with three rebounds, one assist and one steal over 21 minutes. Vince Carter supplied 14 points, three rebounds, one assist and two steals as a reserve. JaMychal Green totaled 10 points and six boards. James Ennis drew the start for Allen but generated a modest five points and five rebounds Brook Lopez and Spencer Dinwiddie led Brooklyn with matching 17 - point efforts, with the former dishing out five assists, hauling in three rebounds and recording a steal, and the latter providing three boards and one assist. Sean Kilpatrick led the bench with 15 points, six rebounds, three assists and one steal. Rondae Hollis-Jefferson collected 13 points, three boards, two assists and two steals. Trevor Booker matched Hollis-Jefferson's scoring total and added four rebounds and a steal. Bojan Bogdanovic submitted 11 points, five rebounds and two assists. The Grizzlies head back home to face off with the New Orleans Pelicans on Wednesday evening, while the Nets remain home to tangle with the Milwaukee Bucks on Wednesday night.
",Sean Kilpatrick
327,327,46,"The Pelicans got their first win since the DeMarcus Cousins trade in this 23 - point victory, but it happened to come with him being suspended for this fixture. Detroit killed themselves shooting, as they shot 39 percent from the field, 18 percent from the free - throw line and 13 percent from three - point range. New Orleans dominated the defensive rebounding too, winning that battle, 45 - 27. Jon Leuer led the way for Detroit, as he tallied 22 points, seven rebounds and three steals. Andre Drummond finished with 13 points and 17 rebounds, but went just 1 - of - 10 from the free - throw line before being ejected for shoving Tim Frazier. Tobias Harris led the bench with 15 points and six rebounds. Anthony Davis was the player of the game, collecting 33 points, 14 rebounds and three assists on 11 - of - 17 shooting. Jrue Holiday contributed 22 points, four rebounds and five assists.
",Tobias Harris
331,331,47,"The Denver Nuggets (19 - 27) defeated the New Orleans Pelicans (24 - 22) 93 - 85 on Wednesday at the Smoothie King Center in New Orleans. The Nuggets shot much better than the Pelicans in this game, going 46 percent from the field and an impressive 59 percent from the three - point line, while the Pelicans shot 39 percent from the floor and just 20 percent from beyond the arc. The Pelicans out - rebounded the Nuggets 48 - 39, but it was n't enough to overcome a poor overall shooting performance, as they dropped a tough loss at home. Arron Afflalo got hot from the floor for the Nuggets, going 7 - for - 13 from the field and 4 - for - 7 from the three - point line to score a team - high of 20 points. It was his second solid game in a row, combining for 38 points and 10 assists over that span. Jusuf Nurkic came just shy of a double - double, finishing with 15 points (7 - 9 FG, 1 - 2 FT), nine rebounds and two blocked shots. He has n't been doing much scoring for the Nuggets so far this season, as he's averaging only 7 points per game on the year, so the 15 points were a nice surprise. In 32 minutes, Kenneth Faried reached double figures as well, scoring 14 points (6 - 11 FG, 2 - 3 FT), while also adding seven rebounds, two steals and a blocked shot. It marked his second straight night with 14 points, pushing his season average to 12 points per game. Ty Lawson really struggled offensively, scoring only five points (2 - 12 FG, 1 - 2 3Pt), but also recorded 13 assists, as he found his teammates at a high rate. Tyreke Evans and Anthony Davis were the most successful players for the Pelicans despite the loss. Evans posted 25 points (11 - 22 FG, 1 - 4 3Pt, 2 - 3 FT), six rebounds and a steal, while Davis recorded 24 points (8 - 15 FG, 8 - 10 FT), 12 rebounds and two blocked shots. Davis has recorded four double - doubles in a row, averaging 26 points and 11 rebounds over that span of games. Davis had to leave the game late in the third quarter with a groin injury, but came back in the fourth and did n't seem to have any issues with it following that. Evans posted only six points in Monday's game against the Philadelphia 76ers, so it was good to see him get back on track with a very solid 25 - point game. Both Eric Gordon and Ryan Anderson reached double figures in points as well. Gordon had 11 points (4 - 15 FG, 2 - 6 3Pt, 1 - 2 FT), six rebounds and six assists, while Anderson posted 11 points (3 - 10 FG, 0 - 3 3Pt, 5 - 5 FT) and seven rebounds. The Nuggets' next game will be on the road against the Memphis Grizzlies on Thursday, while the Pelicans will be at home against the Los Angeles Clippers on Friday.
",Jusuf Nurkic
365,365,52,"The New York Knicks defeated the visiting Portland Trail Blazers, 107 - 103, at Madison Square Garden on Tuesday. The Knicks (7 - 7) continued their solid efforts at home with the hard - fought victory, which came on the strength of Kristaps Porzingis' 31 points, nine rebounds, an assist and a block. The second - year big man's contributions were particularly valuable on a night where Carmelo Anthony was held to 7 - of - 22 shooting and 17 points overall by Maurice Harkless. Despite his relatively modest scoring output, the rest of the team, particularly the second unit, managed to pick up the slack, and New York shot 47 percent from the field overall. The Trail Blazers (8 - 8) were led by Damian Lillard's 22 points, which he supplemented with six assists, five rebounds and two steals. Backcourt mate C.J. McCollum followed with a full stat line of 16 points, five rebounds and five assists. Harkless complemented his strong defensive work against Anthony by contributing 15 points, eight boards, a steal and a block. Ed Davis turned in a solid start at power forward, posting a 14 - point, 10 - rebound double - double that also included a pair of blocks. Evan Turner paced the reserves with 11 points. Derrick Rose was a distant second behind Porzingis with 18 points, five assists, four rebounds, two steals and a block, and made a key jumper with seven seconds left to give the Knicks their final four - point margin of victory. Anthony supplemented his scoring total with six rebounds, a steal and a block. The remaining members of the starting five, Kyle O'Quinn and Courtney Lee, combined for a modest nine points and nine rebounds, but the bench was able to contribute 32 points overall. Mindaugus Kuzminskas paced the second unit's night with 10 points, three rebounds, an assist and a steal. The Trail Blazers hit the road again Wednesday to take on the Cleveland Cavaliers, while the Knicks remain home to face the Charlotte Hornets on Friday evening.
",Maurice Harkless
416,416,60,"The Clippers (49 - 25) defeated the Celtics (32 - 41) 119 - 106 at TD Garden on Sunday. The Clippers’ J.J. Redick scored the first points of the game, knocking down a three - point jumper on Los Angeles’ first possession. That was the story all night long, as Redick finished with a team - high 27 points, going 5 - for - 6 from beyond the arc in 33 minutes. The Clippers never gave up the lead. At halftime they led by 21 points, and, going into the fourth quarter, they were up 105 - 79. The Clippers shot 49 percent from three - point range, while the Celtics shot 26 percent. The Clippers went to the line almost twice as much as the Celtics, attempting 40 free throws compared to Boston’s 23. And the Clippers pulled down 13 more boards than the Celtics over the course of the game. The Clippers’ Blake Griffin and Chris Paul each had 21 points. Paul went 3 - for - 4 from three - point land and contributed three rebounds, 10 assists, two steals and one block in 35 minutes. DeAndre Jordan had 15 points (6 - 8 FG), 14 rebounds and one steal in 29 minutes. The Celtics’ Isaiah Thomas came off the bench to lead the team in scoring with 19 points. Thomas went 4 - for - 12 from the field and 2 - for - 7 from three - point range in 26 minutes of play. Thomas (back) only scored four points against the Heat on Wednesday after an eight - game absence. However, it appears he’s shaken off the rust, scoring a combined 37 points off the bench in his last two games. Tyler Zeller had 16 points (7 - 12 FG) and five rebounds in 21 minutes. Kelly Olynyk had 14 points (6 - 11 FG, 1 - 3 3Pt), five rebounds, two assists and one steal in 22 minutes. The Clippers are fifth in the Western Conference and have clinched a playoff birth. Boston has lost five of its last seven and is currently ninth in the Eastern Conference. However, they’re only a half - game behind the eighth - place Nets. The Clippers have finished the season 3 - 1 against the Celtics.
",DeAndre Jordan
432,432,62,"The Chicago Bulls (32 - 20) defeated the Orlando Magic (16 - 38) 98 - 97 on Sunday at the Amway Center in Orlando. Down 97 - 96 with just under 10 seconds left in the game, Pau Gasol was able to to throw down a dunk to put the Bulls up one. The Magic went to Nikola Vucevic for the game winner, but he was n't able to convert, giving the Bulls the narrow victory on the road in Orlando. While the Magic were able to out - rebound the Bulls 45 - 35, they were forced into 18 turnovers, which may have been just enough to push the Bulls to win number 32 on the season and keep them a half game ahead of the Cleveland Cavaliers in the Central Division. The Bulls saw huge games from both Jimmy Butler and Gasol. Butler was all over the place, recording a team - high of 27 points (9 - 16 FG, 3 - 4 3Pt, 6 - 6 FT), to go along with five assists and an impressive six steals. He's played extremely well of late, averaging 24 points, 4 steals and 4 assists over his last three games. The six steals also matched a season - high. Gasol, on the other hand, posted 25 points (10 - 16 FG, 5 - 6 FT) and 15 rebounds in 37 minutes. It was his twelfth double - double in a row, pushing his season averages to 18 points and 12 rebounds per game. While slightly over - shadowed by the performances of Butler and Gasol, Joakim Noah had a large impact on this game. He finished with 18 points (7 - 10 FG, 4 - 4 FT), nine rebounds and two steals. It matched a season - high in points for him as well and was great for his confidence offensively, as he had combinded for only three points over his last two games. Derrick Rose notched a double - double with 10 points (4 - 14 FG, 1 - 4 3Pt, 1 - 2 FT) and 11 assists. The Magic saw six players reach double figures in points, including all five of their starters, but still were n't able to hold off the Bulls. Victor Oladipo finished with a team - high of 18 points (8 - 16 FG, 1 - 3 3Pt, 1 - 1 FT), while also adding six assists and two steals. He continues to make a nice contribution defensively, as it was his third straight game recording two steals. He's now averaging 17 points, 4 rebounds and 4 assists on the year. Tobias Harris nearly recorded a double - double, posting 15 points (6 - 17 FG, 2 - 5 3Pt, 1 - 1 FT), eight rebounds and three steals. He's had a nice three - game stretch where he's averaged 24 points and 8 rebounds per game. The ever so consistent Nikola Vucevic had somewhat of a down game, totaling 14 points (5 - 14 FG, 4 - 5 FT) and seven rebounds in 32 minutes. It was his lowest scoring output since January ninth against the Lakers, so it came quite unexpected. Coming off the bench, Evan Fournier was very efficient with his time and posted 14 points (5 - 7 FG, 1 - 3 3Pt, 3 - 4 FT), three rebounds and three assists in only 18 minutes. The Magic's next game will be on the road against the Washington Wizards on Monday, while the Bulls will be at home against the Sacramento Kings on Tuesday.
",Tobias Harris
440,440,63,"The dynamic backcourt duo of Kemba Walker and Nicolas Batum led the way for the Hornets with matching 20 - point efforts, with the latter adding 11 rebounds, 10 assists, a steal and a block. Cody Zeller went for 13 points, while Michael Kidd-Gilchrist had a near double - double with 12 points and nine boards, along with four blocks. Frank Kaminsky III's 13 points paced the bench. The Hornets struggled from three - point range with just a 28 percent success rate, but also recorded 13 blocks on the night. Butler's 26 points paced the Bulls, and Dwyane Wade registered 12 points. Taj Gibson supplied 10 points, while Rajon Rondo went for seven points, 10 assists, nine rebounds and two steals. Doug McDermott's 15 points and Nikola Mirotic's 11 - point, 10 - rebound double in 19 minutes were the top bench contributions.
",Doug McDermott
479,479,71,"The New Orleans Pelicans defeated the Dallas Mavericks, 111 - 104, at Smoothie King Center on Monday. Despite there being just six ties and four lead changes, this game was close throughout. In fact, neither team led by more than 11 points, as it came down to the final seconds. Both offenses were on point, as the Pelicans shot 53 percent from the field to the Mavericks 49 percent. Transition defense was a big factor for New Orleans, as they won that battle, 70. The Pelicans also took care of business on the boards. as they outrebounded Dallas, 41 - 32. Dallas (9 - 22) has been playing much better recently, but they fell just short here against a talented New Orleans team. Deron Williams continued his recent resurgence, as he led the team with 24 points and nine assists. Seth Curry was the only bench player in double figures, as he accrued 16 points and seven assists. Harrison Barnes collected 15 points and seven boards in the defeat. Wesley Matthews did drop 17 points, but went just 4 - of - 11 from the field. The Mavericks will play again on Tuesday in a home matchup against the Houston Rockets. New Orleans (12 - 21) has now won three of their last four, albeit against the Sixers, Heat and Mavericks. Anthony Davis was once again the star, as he led the Pelicans with 28 points, 16 rebounds and four assists on 8 - of - 14 shooting. Jrue Holiday scored just seven points on 2 - of - 11 shooting, but did hand out 11 assists in the win. Langston Galloway and E'Twaun Moore combined for 33 points on 13 - of - 18 shooting off the bench. New Orleans will look to keep rolling on Wednesday against a shorthanded Los Angeles Clippers team.
",Harrison Barnes
492,492,73,"The Los Angeles Clippers defeated the Miami Heat, 98 - 86, at Staples Center on Sunday. A Clippers blowout appeared to be the likely result with the recent form of these teams and that was just the case in this easy 12 - point win. Miami was able to grab two early leads, but the Clippers held a double - digit lead for the final 30 minutes to keep things at ease. The second quarter was the difference in the game, with Los Angeles winning that quarter, 32 - 20. Defense was key for Los Angeles as well, as they held Miami to 37 percent shooting, while forcing them to commit 15 turnovers. The Clippers, on the other hand, committed just 11 turnovers and recorded 27 assists to the Heat's 14. The Heat (11 - 28) have now lost 13 of their last 15 games. However, one plus is the fact that Hassan Whiteside (eye) returned for this game, as he totaled 15 points and 13 rebounds in 31 minutes of action. Goran Dragic led the team with 24 points, five rebounds and five assists, despite committing five turnovers. Tyler and James Johnson each scored in double figures off the bench, combining for 24 points, 13 rebounds and four assists. Unfortunately for Miami, they play the Golden State Warriors on the road for their next game Friday. The Clippers (26 - 14) have now won four - straight games, as the return of Chris Paul ca n't be understated. Paul was the player of the game in this win, collecting 19 points, six rebounds, and 18 assists on 7 - of - 11 shooting. DeAndre Jordan only scored seven points, but snatched down 18 rebounds. J.J. Redick had his best game in weeks, scoring 25 points and grabbing seven rebounds on 9 - of - 19 from the field. Marreese Speights led the bench, dropping 19 points before fouling out. The Clippers will host the Orlando Magic on Wednesday for their next game.
",Hassan Whiteside
