,Game ID,Player Name,Assists,Total rebounds,Blocks,Steals
163,23,Ty Lawson,12,-1,-1,-1
164,23,Jusuf Nurkic,0,0,-1,-1
165,23,JJ Hickson,0,11,-1,-1
166,23,Nate Robinson,6,-1,-1,-1
167,23,Shabazz Muhammad,-1,7,-1,-1
168,23,Gorgui Dieng,-1,12,-1,-1
169,23,Andrew Wiggins,0,7,-1,-1
170,24,Michael Carter-Williams,-1,-1,-1,-1
171,24,Jerryd Bayless,5,8,-1,-1
172,24,John Henson,-1,-1,4,-1
173,24,Quincy Pondexter,-1,-1,-1,-1
174,24,Anthony Davis,4,12,3,1
175,24,Tyreke Evans,6,10,-1,1
176,25,Anthony Davis,-1,3,-1,-1
177,25,Gal Mekel,6,-1,-1,-1
178,25,Blake Griffin,-1,-1,-1,-1
179,25,Chris Paul,16,-1,-1,-1
180,26,Garrett Temple,5,6,-1,-1
181,26,John Wall,8,7,-1,1
182,26,Bradley Beal,-1,-1,-1,-1
183,26,Gary Neal,3,4,-1,-1
184,26,DeJuan Blair,1,6,-1,2
185,26,Ramon Sessions,5,3,-1,2
186,26,Paul George,7,5,1,3
187,26,Monta Ellis,3,3,1,1
188,26,George Hill,1,8,-1,1
189,26,Lavoy Allen,1,3,-1,-1
190,27,Gordon Hayward,2,6,-1,2
191,27,Rudy Gobert,-1,18,5,-1
192,27,Shelvin Mack,8,5,-1,2
193,27,Zach Randolph,-1,8,-1,-1
194,27,Mike Conley,4,-1,-1,-1
195,27,Mario Chalmers,5,6,-1,-1
196,27,Lance Stephenson,0,5,-1,-1
197,28,Mason Plumlee,7,11,-1,-1
198,28,CJ McCollum,2,2,-1,-1
199,28,Damian Lillard,6,2,-1,-1
200,28,Marcin Gortat,-1,13,2,-1
201,28,Garrett Temple,-1,-1,-1,-1
202,28,Bradley Beal,5,-1,-1,-1
203,29,Carmelo Anthony,-1,4,-1,-1
204,29,Victor Oladipo,-1,-1,-1,-1
205,29,Russell Westbrook,12,14,-1,-1
206,30,Rudy Gay,-1,-1,-1,-1
207,30,DeMarcus Cousins,2,10,2,-1
208,30,Ben McLemore,-1,0,-1,-1
209,30,Ramon Sessions,5,4,-1,-1
210,30,Reggie Evans,-1,11,-1,-1
211,30,Derrick Favors,-1,-1,-1,-1
212,30,Enes Kanter,0,13,-1,-1
213,30,Rudy Gobert,-1,-1,2,-1
214,31,Gordon Hayward,9,5,1,2
215,31,Rudy Gobert,3,14,2,1
216,31,Trey Burke,2,3,-1,1
217,31,Trevor Booker,1,8,1,1
218,31,Marvin Williams,1,7,-1,1
219,31,Cody Zeller,1,6,1,-1
220,31,Nicolas Batum,4,9,-1,1
221,31,Kemba Walker,8,9,-1,2
222,31,Frank Kaminsky,0,7,1,-1
223,32,LeBron James,2,9,2,1
224,32,Kevin Love,2,18,-1,-1
225,32,JR Smith,2,3,-1,-1
226,32,Kyrie Irving,2,3,-1,1
227,32,Matthew Dellavedova,0,0,-1,-1
228,32,Draymond Green,7,15,2,-1
229,32,Klay Thompson,1,6,1,-1
230,32,Stephen Curry,7,7,-1,2
231,32,Shaun Livingston,0,0,-1,-1
232,33,Michael Carter-Williams,6,3,-1,-1
233,33,Jerami Grant,0,3,-1,-1
234,33,Larry Drew II,4,3,-1,-1
235,33,Jeff Green,4,-1,-1,-1
236,33,Zach Randolph,4,14,-1,-1
237,33,Vince Carter,0,-1,-1,-1
238,34,Kawhi Leonard,-1,-1,-1,-1
239,34,LaMarcus Aldridge,-1,-1,-1,-1
240,34,Danny Green,-1,-1,-1,-1
241,34,Patty Mills,-1,-1,-1,-1
242,34,Harrison Barnes,-1,-1,-1,-1
243,34,Wesley Matthews,-1,-1,-1,-1
244,34,Dwight Powell,-1,10,-1,-1
245,34,Seth Curry,-1,14,-1,-1
246,35,Trevor Ariza,5,0,-1,-1
247,35,Donatas Motiejunas,-1,-1,-1,-1
248,35,Dwight Howard,10,10,-1,-1
249,35,James Harden,10,9,-1,-1
250,35,Patrick Beverley,4,-1,-1,-1
251,35,Shawne Williams,0,5,-1,-1
252,35,Chris Bosh,-1,8,-1,-1
253,35,Dwyane Wade,-1,-1,-1,-1
254,35,Norris Cole,-1,-1,-1,-1
255,35,Mario Chalmers,-1,-1,-1,-1
256,35,Shabazz Napier,4,-1,-1,-1
257,36,Rudy Gay,-1,-1,-1,-1
258,36,DeMarcus Cousins,6,13,-1,-1
259,36,Darren Collison,6,-1,-1,-1
260,37,Andrew Wiggins,2,4,-1,-1
261,37,Adreian Payne,2,3,-1,-1
262,37,Kevin Martin,-1,-1,-1,-1
263,37,Justin Hamilton,0,3,2,-1
264,37,Markieff Morris,2,3,-1,-1
265,37,Eric Bledsoe,2,0,-1,-1
266,37,Marcus Thornton,0,4,-1,-1
267,37,TJ Warren,2,0,-1,-1
268,38,Derrick Favors,-1,12,2,3
269,38,Rodney Hood,,,,
270,38,Alec Burks,-1,-1,-1,-1
271,38,Nerlens Noel,-1,-1,-1,-1
272,39,Marc Gasol,8,4,1,2
273,39,Mike Conley,2,1,0,3
274,39,Steven Adams,12,12,-1,-1
275,39,Russell Westbrook,12,13,-1,-1
276,39,Anthony Morrow,15,-1,-1,-1
277,39,Joffrey Lauvergne,-1,-1,-1,-1
278,40,Rudy Gay,-1,-1,-1,-1
279,40,DeMar DeRozan,-1,-1,-1,-1
280,41,Marquese Chriss,0,11,1,2
281,41,Alex Len,1,11,2,2
282,41,Devin Booker,-1,2,-1,3
283,41,Tyler Ulis,12,-1,-1,2
284,41,Leandro Barbosa,1,6,-1,1
285,41,Rondae Hollis-Jefferson,2,16,1,2
286,41,Brook Lopez,0,6,1,-1
287,41,Jeremy Lin,5,3,-1,-1
288,41,Quincy Acy,0,0,-1,-1
289,41,Isaiah Whitehead,3,4,1,2
290,41,KJ McDaniels,1,8,1,2
291,41,Trevor Booker,1,8,-1,-1
292,41,Justin Hamilton,0,1,-1,-1
293,41,Archie Goodwin,0,0,-1,-1
294,42,Devin Booker,4,-1,-1,-1
295,42,Eric Bledsoe,4,6,-1,-1
296,42,DeMarcus Cousins,12,12,-1,-1
297,42,Ty Lawson,0,0,-1,-1
298,43,Joakim Noah,6,16,-1,-1
299,43,Jimmy Butler,8,6,-1,-1
300,43,Nikola Mirotic,-1,7,-1,-1
301,43,Blake Griffin,0,10,-1,-1
302,43,DeAndre Jordan,-1,17,-1,-1
303,43,Jamal Crawford,5,-1,-1,-1
304,44,JaMychal Green,0,6,-1,-1
305,44,Marc Gasol,8,9,1,1
306,44,James Ennis III,1,5,-1,-1
307,44,Mike Conley,6,1,-1,1
308,44,Vince Carter,1,3,-1,2
309,44,Brandan Wright,1,3,-1,1
310,44,Bojan Bogdanovic,2,5,-1,-1
311,44,Rondae Hollis-Jefferson,2,3,-1,2
312,44,Brook Lopez,5,3,-1,1
313,44,Spencer Dinwiddie,1,3,-1,0
314,44,Trevor Booker,0,4,-1,1
315,44,Sean Kilpatrick,3,6,-1,1
316,45,Rodney McGruder,2,1,-1,2
317,45,Hassan Whiteside,1,14,5,-1
318,45,Dion Waiters,7,9,-1,-1
319,45,Goran Dragic,5,1,-1,-1
320,45,Tyler Johnson,4,7,-1,-1
321,45,Ryan Anderson,1,6,-1,-1
322,45,Clint Capela,0,2,-1,-1
323,45,James Harden,12,12,1,-1
324,45,Eric Gordon,2,2,-1,1
325,46,Jon Leuer,0,7,-1,3
326,46,Andre Drummond,-1,17,-1,-1
327,46,Tobias Harris,0,6,-1,-1
328,46,Anthony Davis,3,14,-1,-1
329,46,Jrue Holiday,5,4,-1,-1
330,47,Kenneth Faried,10,7,1,2
331,47,Jusuf Nurkic,-1,9,2,-1
332,47,Arron Afflalo,10,-1,-1,-1
333,47,Ty Lawson,13,-1,-1,-1
334,47,Anthony Davis,0,12,2,0
335,47,Eric Gordon,6,6,-1,-1
336,47,Tyreke Evans,0,6,-1,1
337,47,Ryan Anderson,-1,7,-1,-1
338,48,Klay Thompson,-1,-1,-1,-1
339,48,Stephen Curry,,,,
340,48,Julius Randle,-1,14,-1,-1
341,48,Larry Nance Jr.,-1,9,-1,-1
342,49,TJ Warren,0,5,-1,3
343,49,Marquese Chriss,3,6,-1,-1
344,49,Alex Len,2,8,1,-1
345,49,Devin Booker,2,1,-1,1
346,49,Tyler Ulis,6,2,-1,1
347,49,Jared Dudley,2,6,1,1
348,49,Leandro Barbosa,2,3,-1,-1
349,49,Trevor Ariza,2,9,-1,3
350,49,Ryan Anderson,1,4,1,1
351,49,Clint Capela,2,5,1,-1
352,49,Patrick Beverley,5,10,-1,2
353,49,James Harden,8,6,-1,-1
354,49,Sam Dekker,1,4,1,1
355,50,Kobe Bryant,-1,-1,-1,-1
356,50,Julius Randle,-1,9,-1,-1
357,50,D'Angelo Russell,2,3,-1,-1
358,50,Noah Vonleh,-1,6,-1,-1
359,50,Mason Plumlee,0,8,-1,-1
360,50,CJ McCollum,-1,-1,-1,-1
361,50,Damian Lillard,-1,-1,-1,-1
362,50,Ed Davis,-1,8,-1,-1
363,51,Jeff Teague,6,-1,-1,-1
364,52,Ed Davis,0,10,2,-1
365,52,Maurice Harkless,-1,8,1,1
366,52,Damian Lillard,6,5,-1,2
367,52,CJ McCollum,5,5,-1,-1
368,52,Evan Turner,-1,0,-1,-1
369,52,Carmelo Anthony,1,6,1,1
370,52,Kristaps Porzingis,1,9,1,-1
371,52,Kyle O'Quinn,-1,9,-1,-1
372,52,Courtney Lee,-1,-1,-1,-1
373,52,Derrick Rose,5,4,1,2
374,52,Mindaugas Kuzminskas,1,3,-1,1
375,53,Kristaps Porzingis,-1,-1,-1,-1
376,53,Derrick Rose,11,-1,-1,-1
377,53,Dwyane Wade,0,-1,-1,-1
378,54,Carmelo Anthony,5,6,-1,-1
379,54,Kristaps Porzingis,-1,5,-1,-1
380,54,Derrick Williams,-1,7,-1,-1
381,54,Greg Monroe,4,14,-1,-1
382,55,Luis Scola,2,2,-1,3
383,55,Jonas Valanciunas,2,9,3,1
384,55,DeMar DeRozan,7,11,0,1
385,55,Kyle Lowry,7,8,1,1
386,55,Cory Joseph,4,3,-1,2
387,55,Bismack Biyombo,0,3,0,0
388,55,Patrick Patterson,4,3,-1,2
389,55,Tobias Harris,3,11,-1,1
390,55,Nikola Vucevic,4,11,3,-1
391,55,Evan Fournier,3,3,-1,1
392,55,Victor Oladipo,6,6,-1,2
393,55,Jason Smith,4,5,1,-1
394,56,Isaiah Thomas,-1,-1,-1,-1
395,56,Jimmy Butler,-1,-1,-1,-1
396,56,Dwyane Wade,,,,
397,57,Monta Ellis,-1,-1,-1,-1
398,57,Rajon Rondo,7,5,-1,-1
399,57,Al-Farouq Aminu,-1,-1,6,3
400,57,Joey Dorsey,-1,-1,-1,-1
401,57,James Harden,7,6,1,2
402,57,Josh Smith,-1,-1,-1,-1
403,58,Jimmy Butler,5,8,-1,-1
404,58,Robin Lopez,5,8,6,-1
405,58,Jusuf Nurkic,-1,14,-1,-1
406,58,Wilson Chandler,-1,9,-1,-1
407,58,Jamal Murray,-1,-1,-1,-1
408,59,Nicolas Batum,7,-1,-1,-1
409,59,Kemba Walker,7,7,-1,-1
410,59,Al Jefferson,7,10,-1,-1
411,59,Luol Deng,-1,-1,-1,-1
412,59,Dwyane Wade,-1,-1,-1,-1
413,59,Josh Richardson,-1,0,-1,-1
414,59,Hassan Whiteside,-1,7,-1,-1
415,60,Blake Griffin,-1,-1,-1,-1
416,60,DeAndre Jordan,-1,14,-1,1
417,60,JJ Redick,-1,-1,-1,-1
418,60,Chris Paul,10,3,1,2
419,60,Tyler Zeller,-1,5,-1,-1
420,60,Isaiah Thomas,-1,5,-1,1
421,60,Kelly Olynyk,2,5,-1,1
422,61,Eric Gordon,-1,-1,-1,-1
423,61,Lou Williams,-1,-1,-1,-1
424,61,Solomon Hill,7,6,-1,3
425,61,Anthony Davis,3,15,-1,2
426,61,Jrue Holiday,6,3,2,-1
427,61,Tim Frazier,6,5,-1,-1
428,62,Pau Gasol,0,15,-1,-1
429,62,Joakim Noah,4,9,-1,2
430,62,Jimmy Butler,5,-1,-1,6
431,62,Derrick Rose,11,-1,-1,-1
432,62,Tobias Harris,0,8,-1,3
433,62,Nikola Vucevic,-1,7,-1,-1
434,62,Victor Oladipo,6,-1,-1,2
435,62,Evan Fournier,-1,3,-1,-1
436,63,Jimmy Butler,-1,-1,-1,-1
437,63,Taj Gibson,-1,-1,-1,-1
438,63,Dwyane Wade,-1,-1,-1,-1
439,63,Rajon Rondo,10,9,-1,2
440,63,Doug McDermott,-1,-1,-1,-1
441,63,Nikola Mirotic,-1,10,-1,-1
442,63,Michael Kidd-Gilchrist,10,9,4,-1
443,63,Cody Zeller,-1,-1,-1,-1
444,63,Nicolas Batum,10,11,1,1
445,63,Kemba Walker,-1,-1,-1,-1
446,63,Frank Kaminsky,-1,-1,-1,-1
447,64,Devin Booker,2,5,-1,2
448,64,Ronnie Price,-1,0,-1,-1
449,64,Kent Bazemore,5,9,-1,5
450,64,Paul Millsap,8,17,-1,-1
451,64,Al Horford,8,10,-1,-1
452,64,Jeff Teague,-1,-1,-1,-1
453,65,Brook Lopez,-1,7,2,-1
454,65,Sean Kilpatrick,-1,-1,-1,-1
455,65,Caris LeVert,2,4,-1,2
456,65,Andrew Wiggins,4,3,-1,-1
457,65,Karl-Anthony Towns,-1,-1,4,-1
458,65,Zach LaVine,2,6,-1,2
459,65,Shabazz Muhammad,-1,-1,-1,-1
460,66,Klay Thompson,-1,-1,-1,-1
461,66,Stephen Curry,-1,-1,-1,-1
462,66,Andre Iguodala,0,-1,-1,-1
463,66,Dwight Howard,-1,15,-1,-1
464,66,James Harden,10,7,-1,7
465,66,Michael Beasley,-1,7,-1,7
466,67,Paul George,6,11,-1,-1
467,67,LeBron James,4,6,-1,-1
468,67,Kevin Love,4,19,3,-1
469,68,Anthony Davis,-1,0,-1,-1
470,68,Buddy Hield,-1,5,-1,-1
471,68,Terrence Jones,0,8,-1,-1
472,68,Trevor Ariza,1,5,-1,3
473,68,James Harden,13,11,-1,-1
474,68,Eric Gordon,-1,-1,-1,-1
475,70,Marc Gasol,-1,10,-1,-1
476,70,Mike Conley,6,-1,-1,-1
477,70,Kawhi Leonard,-1,-1,-1,-1
478,70,LaMarcus Aldridge,-1,-1,-1,-1
479,71,Harrison Barnes,7,7,-1,-1
480,71,Wesley Matthews,-1,7,-1,-1
481,71,Deron Williams,9,7,-1,-1
482,71,Seth Curry,7,-1,-1,-1
483,71,Anthony Davis,4,16,-1,-1
484,71,Jrue Holiday,11,-1,-1,-1
485,72,Luol Deng,-1,-1,-1,-1
486,72,Chris Bosh,-1,7,-1,-1
487,72,Dwyane Wade,10,-1,-1,-1
488,72,Hassan Whiteside,0,16,2,2
489,72,Blake Griffin,-1,8,-1,-1
490,72,JJ Redick,-1,-1,-1,-1
491,72,Chris Paul,9,-1,-1,-1
492,73,Hassan Whiteside,-1,13,-1,-1
493,73,Goran Dragic,5,5,-1,-1
494,73,DeAndre Jordan,18,-1,-1,-1
495,73,JJ Redick,0,7,-1,-1
496,73,Chris Paul,18,6,-1,-1
497,73,Marreese Speights,0,0,-1,-1
498,74,Wilson Chandler,-1,-1,-1,-1
499,74,Kenneth Faried,-1,3,-1,-1
