,Game ID,Player Name,Assists,Total rebounds,Blocks,Steals
163,23,Ty Lawson,12,-1,-1,-1
164,23,Jusuf Nurkic,0,-1,-1,-1
165,23,JJ Hickson,0,11,-1,-1
166,23,Nate Robinson,6,-1,-1,-1
167,23,Shabazz Muhammad,-1,7,-1,-1
168,23,Gorgui Dieng,-1,12,-1,-1
169,23,Andrew Wiggins,0,7,-1,-1
170,24,Michael Carter-Williams,-1,-1,-1,-1
171,24,Jerryd Bayless,5,8,-1,-1
172,24,John Henson,-1,-1,4,-1
173,24,Quincy Pondexter,-1,-1,-1,-1
174,24,Anthony Davis,4,12,3,1
175,24,Tyreke Evans,6,10,-1,1
176,25,Anthony Davis,-1,3,-1,-1
177,25,Gal Mekel,6,-1,-1,-1
178,25,Blake Griffin,-1,-1,-1,-1
179,25,Chris Paul,16,-1,-1,-1
180,26,Garrett Temple,5,6,-1,-1
181,26,John Wall,8,7,-1,1
182,26,Bradley Beal,-1,5,-1,-1
183,26,Gary Neal,3,4,-1,-1
184,26,DeJuan Blair,1,6,-1,2
185,26,Ramon Sessions,5,3,-1,2
186,26,Paul George,7,5,1,3
187,26,Monta Ellis,3,3,1,1
188,26,George Hill,1,8,-1,1
189,26,Lavoy Allen,1,3,-1,-1
190,27,Gordon Hayward,2,6,-1,2
191,27,Rudy Gobert,-1,18,5,-1
192,27,Shelvin Mack,8,5,-1,2
193,27,Zach Randolph,-1,8,-1,-1
194,27,Mike Conley,4,-1,-1,-1
195,27,Mario Chalmers,5,6,-1,-1
196,27,Lance Stephenson,0,5,-1,-1
197,28,Mason Plumlee,7,11,-1,-1
198,28,CJ McCollum,2,2,-1,-1
199,28,Damian Lillard,6,2,-1,-1
200,28,Marcin Gortat,-1,13,2,-1
201,28,Garrett Temple,-1,-1,-1,-1
202,28,Bradley Beal,5,-1,-1,-1
203,29,Carmelo Anthony,-1,4,-1,-1
204,29,Victor Oladipo,-1,-1,-1,-1
205,29,Russell Westbrook,12,14,-1,-1
206,30,Rudy Gay,-1,-1,-1,-1
207,30,DeMarcus Cousins,2,10,2,-1
208,30,Ben McLemore,-1,0,-1,-1
209,30,Ramon Sessions,5,4,-1,-1
210,30,Reggie Evans,-1,11,-1,-1
211,30,Derrick Favors,-1,-1,-1,-1
212,30,Enes Kanter,0,13,-1,-1
213,30,Rudy Gobert,-1,-1,2,-1
214,31,Gordon Hayward,9,5,1,2
215,31,Rudy Gobert,3,14,2,1
216,31,Trey Burke,2,3,-1,1
217,31,Trevor Booker,1,8,1,1
218,31,Marvin Williams,1,7,-1,1
219,31,Cody Zeller,1,6,1,-1
220,31,Nicolas Batum,4,9,-1,1
221,31,Kemba Walker,8,9,-1,2
222,31,Frank Kaminsky,0,7,1,-1
223,32,LeBron James,2,9,2,1
224,32,Kevin Love,2,18,-1,-1
225,32,JR Smith,2,3,-1,-1
226,32,Kyrie Irving,2,3,-1,1
227,32,Matthew Dellavedova,0,0,-1,-1
228,32,Draymond Green,7,15,2,-1
229,32,Klay Thompson,1,6,1,-1
230,32,Stephen Curry,7,7,-1,2
231,32,Shaun Livingston,0,0,-1,-1
232,33,Michael Carter-Williams,6,3,-1,-1
233,33,Jerami Grant,0,3,-1,-1
234,33,Larry Drew II,4,3,-1,-1
235,33,Jeff Green,4,-1,-1,-1
236,33,Zach Randolph,4,14,-1,-1
237,33,Vince Carter,0,-1,-1,-1
238,34,Kawhi Leonard,-1,-1,-1,-1
239,34,LaMarcus Aldridge,-1,-1,-1,-1
240,34,Danny Green,-1,-1,-1,-1
241,34,Patty Mills,-1,-1,-1,-1
242,34,Harrison Barnes,-1,-1,-1,-1
243,34,Wesley Matthews,-1,-1,-1,-1
244,34,Dwight Powell,-1,10,-1,-1
245,34,Seth Curry,-1,14,-1,-1
246,35,Trevor Ariza,5,0,-1,-1
247,35,Donatas Motiejunas,-1,-1,-1,-1
248,35,Dwight Howard,10,-1,-1,-1
249,35,James Harden,10,9,-1,-1
250,35,Patrick Beverley,4,-1,-1,-1
251,35,Shawne Williams,0,5,-1,-1
252,35,Chris Bosh,-1,8,-1,-1
253,35,Dwyane Wade,-1,-1,-1,-1
254,35,Norris Cole,-1,-1,-1,-1
255,35,Mario Chalmers,-1,-1,-1,-1
256,35,Shabazz Napier,4,-1,-1,-1
257,36,Rudy Gay,-1,-1,-1,-1
258,36,DeMarcus Cousins,6,13,-1,-1
259,36,Darren Collison,6,0,-1,-1
260,37,Andrew Wiggins,2,4,-1,-1
261,37,Adreian Payne,2,3,-1,-1
262,37,Kevin Martin,-1,-1,-1,-1
263,37,Justin Hamilton,0,3,2,-1
264,37,Markieff Morris,2,3,-1,-1
265,37,Eric Bledsoe,2,0,-1,-1
266,37,Marcus Thornton,0,4,-1,-1
267,37,TJ Warren,0,0,-1,-1
268,38,Derrick Favors,-1,12,2,3
269,38,Rodney Hood,,,,
270,38,Alec Burks,-1,-1,-1,-1
271,38,Nerlens Noel,-1,-1,-1,-1
272,39,Marc Gasol,8,4,1,2
273,39,Mike Conley,2,1,0,3
274,39,Steven Adams,12,12,-1,-1
275,39,Russell Westbrook,12,13,-1,-1
276,39,Anthony Morrow,0,-1,-1,-1
277,39,Joffrey Lauvergne,-1,-1,-1,-1
278,40,Rudy Gay,-1,-1,-1,-1
279,40,DeMar DeRozan,-1,-1,-1,-1
280,41,Marquese Chriss,0,11,1,2
281,41,Alex Len,1,11,2,2
282,41,Devin Booker,-1,2,-1,3
283,41,Tyler Ulis,12,-1,-1,2
284,41,Leandro Barbosa,1,6,-1,1
285,41,Rondae Hollis-Jefferson,2,16,1,2
286,41,Brook Lopez,0,6,1,-1
287,41,Jeremy Lin,5,3,-1,-1
288,41,Quincy Acy,0,0,-1,-1
289,41,Isaiah Whitehead,3,4,1,2
290,41,KJ McDaniels,1,8,1,2
291,41,Trevor Booker,1,8,-1,-1
292,41,Justin Hamilton,0,1,-1,-1
293,41,Archie Goodwin,-1,-1,-1,-1
294,42,Devin Booker,4,6,-1,-1
295,42,Eric Bledsoe,4,6,-1,-1
296,42,DeMarcus Cousins,12,12,-1,-1
297,42,Ty Lawson,0,0,0,0
298,43,Joakim Noah,6,16,-1,-1
299,43,Jimmy Butler,8,6,-1,-1
