,Game ID,Player Name,Assists,Total rebounds,Blocks,Steals
163,23,Ty Lawson,12,-1,-1,-1
164,23,Jusuf Nurkic,0,0,-1,-1
165,23,JJ Hickson,0,11,-1,-1
166,23,Nate Robinson,6,-1,-1,-1
167,23,Shabazz Muhammad,-1,7,-1,-1
168,23,Gorgui Dieng,-1,12,-1,-1
169,23,Andrew Wiggins,0,7,-1,-1
170,24,Michael Carter-Williams,-1,-1,-1,-1
171,24,Jerryd Bayless,5,8,-1,-1
172,24,John Henson,-1,-1,4,-1
173,24,Quincy Pondexter,-1,-1,-1,-1
174,24,Anthony Davis,4,12,3,1
175,24,Tyreke Evans,6,10,-1,1
176,25,Anthony Davis,-1,3,-1,-1
177,25,Gal Mekel,6,-1,-1,-1
178,25,Blake Griffin,-1,-1,-1,-1
179,25,Chris Paul,16,-1,-1,-1
180,26,Garrett Temple,5,6,-1,-1
181,26,John Wall,8,7,-1,1
182,26,Bradley Beal,-1,-1,-1,-1
183,26,Gary Neal,3,4,-1,-1
184,26,DeJuan Blair,1,6,-1,2
185,26,Ramon Sessions,5,3,-1,2
186,26,Paul George,7,5,1,3
187,26,Monta Ellis,3,3,1,1
188,26,George Hill,1,8,-1,1
189,26,Lavoy Allen,1,3,-1,-1
190,27,Gordon Hayward,2,6,-1,2
191,27,Rudy Gobert,-1,18,5,-1
192,27,Shelvin Mack,8,5,-1,2
193,27,Zach Randolph,-1,8,-1,-1
194,27,Mike Conley,4,-1,-1,-1
195,27,Mario Chalmers,5,6,-1,-1
196,27,Lance Stephenson,0,5,-1,-1
197,28,Mason Plumlee,7,11,-1,-1
198,28,CJ McCollum,2,2,-1,-1
199,28,Damian Lillard,6,2,-1,-1
