,title,director_name
39,Everybody's Fine,Marc Forster
39,Everybody's Fine,Marc Forster
40,Frankenweenie,Tim Burton
42,About a Boy,Chris Weitz
43,The Indian in the Cupboard,Barry Sonnenfeld
43,The Indian in the Cupboard,Barry Sonnenfeld
45,Adam Resurrected,Bryan Singer
45,Adam Resurrected,Marc Forster
45,Adam Resurrected,Barry Sonnenfeld
45,Adam Resurrected,Chris Weitz
45,Adam Resurrected,Marc Forster
45,Adam Resurrected,Bryan Singer
45,Adam Resurrected,Bryan Singer
45,Adam Resurrected,Bryan Singer
45,Adam Resurrected,Barry Sonnenfeld
46,Memento,Christopher Nolan
46,Memento,Christopher Nolan
46,Memento,Christopher Nolan
46,Memento,Christopher Nolan
48,Independence Day: Resurgence,Roland Emmerich
48,Independence Day: Resurgence,Roland Emmerich
49,Young Adult,Sam Mendes
49,Young Adult,Marc Forster
49,Young Adult,Andrew Adamson
49,Young Adult,Chris Weitz
49,Young Adult,Peter Berg
49,Young Adult,Sam Mendes
49,Young Adult,Martin Campbell
49,Young Adult,McG
49,Young Adult,Marc Forster
49,Young Adult,Mike Newell
49,Young Adult,Justin Lin
49,Young Adult,Andrew Adamson
49,Young Adult,Rob Cohen
49,Young Adult,Doug Liman
49,Young Adult,Kevin Reynolds
49,Young Adult,Rob Cohen
