,title,director_name
26,Envy,Sam Raimi
26,Envy,Zack Snyder
26,Envy,Bryan Singer
26,Envy,Marc Forster
26,Envy,Andrew Adamson
26,Envy,Rob Marshall
26,Envy,Barry Sonnenfeld
26,Envy,Peter Jackson
26,Envy,Ridley Scott
26,Envy,Chris Weitz
26,Envy,Peter Berg
26,Envy,Tim Burton
26,Envy,Brett Ratner
26,Envy,Martin Campbell
26,Envy,McG
26,Envy,James Wan
26,Envy,Mike Newell
26,Envy,Guillermo del Toro
26,Envy,Justin Lin
26,Envy,Robert Zemeckis
26,Envy,Jon Favreau
26,Envy,Rob Cohen
26,Envy,David Ayer
26,Envy,Tom Shadyac
26,Envy,Doug Liman
26,Envy,Kevin Reynolds
26,Envy,David Fincher
26,Envy,Francis Lawrence
26,Envy,Jon Turteltaub
26,Envy,Wolfgang Petersen
26,Envy,Michael Apted
26,Envy,Oliver Stone
26,Envy,Shawn Levy
26,Envy,George Miller
26,Envy,Ron Howard
26,Envy,Kenneth Branagh
26,Envy,Jonathan Liebesman
26,Envy,M. Night Shyamalan
26,Envy,Joe Wright
26,Envy,Rob Minkoff
26,Envy,Lee Tamahori
26,Envy,Edward Zwick
26,Envy,Alex Proyas
26,Envy,Richard Donner
26,Envy,Ang Lee
26,Envy,Jon M. Chu
26,Envy,Bill Condon
26,Envy,Louis Leterrier
26,Envy,Alejandro González Iñárritu
26,Envy,Phillip Noyce
26,Envy,Darren Aronofsky
26,Envy,Robert Schwentke
27,My Super Ex-Girlfriend,Barry Sonnenfeld
27,My Super Ex-Girlfriend,Jon Turteltaub
27,My Super Ex-Girlfriend,Michael Apted
27,My Super Ex-Girlfriend,Shawn Levy
27,My Super Ex-Girlfriend,Lee Tamahori
27,My Super Ex-Girlfriend,Louis Leterrier
27,My Super Ex-Girlfriend,Robert Schwentke
28,Ready to Rumble,Andrew Adamson
28,Ready to Rumble,Barry Sonnenfeld
28,Ready to Rumble,Peter Berg
28,Ready to Rumble,Brett Ratner
28,Ready to Rumble,Martin Campbell
28,Ready to Rumble,McG
28,Ready to Rumble,Justin Lin
28,Ready to Rumble,Jon Favreau
28,Ready to Rumble,Rob Cohen
28,Ready to Rumble,David Ayer
28,Ready to Rumble,Tom Shadyac
28,Ready to Rumble,Doug Liman
28,Ready to Rumble,Kevin Reynolds
28,Ready to Rumble,Jon Turteltaub
28,Ready to Rumble,Michael Apted
28,Ready to Rumble,Shawn Levy
28,Ready to Rumble,Jonathan Liebesman
28,Ready to Rumble,Rob Minkoff
28,Ready to Rumble,Lee Tamahori
28,Ready to Rumble,Alex Proyas
28,Ready to Rumble,Richard Donner
28,Ready to Rumble,Jon M. Chu
28,Ready to Rumble,Bill Condon
28,Ready to Rumble,Louis Leterrier
28,Ready to Rumble,Robert Schwentke
29,Femme Fatale,McG
29,Femme Fatale,Rob Cohen
29,Femme Fatale,David Fincher
29,Femme Fatale,Michael Apted
29,Femme Fatale,Lee Tamahori
29,Femme Fatale,Robert Schwentke
30,Girl 6,Michael Apted
30,Girl 6,Darren Aronofsky
32,Green Lantern,Martin Campbell
33,"I, Robot",Brett Ratner
33,"I, Robot",Francis Lawrence
33,"I, Robot",Jon Turteltaub
33,"I, Robot",Alex Proyas
34,Next Stop Wonderland,Martin Campbell
34,Next Stop Wonderland,Mike Newell
35,Fast Five,Justin Lin
38,The Ice Storm,Ang Lee
39,Bedazzled,Barry Sonnenfeld
39,Bedazzled,Tom Shadyac
39,Bedazzled,Jon Turteltaub
39,Bedazzled,Rob Minkoff
41,Roll Bounce,Rob Minkoff
41,Roll Bounce,Jon M. Chu
43,Promised Land,Marc Forster
43,Promised Land,Andrew Adamson
43,Promised Land,Ridley Scott
43,Promised Land,Chris Weitz
43,Promised Land,Peter Berg
43,Promised Land,Martin Campbell
43,Promised Land,Mike Newell
43,Promised Land,Justin Lin
43,Promised Land,Rob Cohen
43,Promised Land,Doug Liman
43,Promised Land,Kevin Reynolds
43,Promised Land,Francis Lawrence
43,Promised Land,Jon Turteltaub
43,Promised Land,Wolfgang Petersen
43,Promised Land,Michael Apted
43,Promised Land,Ron Howard
43,Promised Land,Jonathan Liebesman
43,Promised Land,Joe Wright
43,Promised Land,Rob Minkoff
43,Promised Land,Lee Tamahori
43,Promised Land,Edward Zwick
43,Promised Land,Bill Condon
43,Promised Land,Louis Leterrier
43,Promised Land,Phillip Noyce
43,Promised Land,Robert Schwentke
45,Die Another Day,Martin Campbell
45,Die Another Day,Lee Tamahori
47,Hollow Man,Phillip Noyce
48,Cheaper by the Dozen 2,McG
48,Cheaper by the Dozen 2,Jon Turteltaub
48,Cheaper by the Dozen 2,Michael Apted
48,Cheaper by the Dozen 2,Shawn Levy
49,About Schmidt,Sam Mendes
49,About Schmidt,Michael Apted
