,title,director_name
17,Unknown,James Wan
17,Unknown,Marc Forster
17,Unknown,Bryan Singer
17,Unknown,Bryan Singer
17,Unknown,Mike Newell
17,Unknown,Guillermo del Toro
17,Unknown,Michael Bay
17,Unknown,Steven Spielberg
17,Unknown,Justin Lin
17,Unknown,Brett Ratner
17,Unknown,Roland Emmerich
17,Unknown,Robert Zemeckis
17,Unknown,Lilly Wachowski
17,Unknown,Andrew Adamson
17,Unknown,Bryan Singer
17,Unknown,Christopher Nolan
17,Unknown,Jon Favreau
17,Unknown,Martin Scorsese
17,Unknown,Barry Sonnenfeld
17,Unknown,Rob Cohen
17,Unknown,David Ayer
17,Unknown,Tom Shadyac
17,Unknown,Doug Liman
17,Unknown,Kevin Reynolds
17,Unknown,Jon Favreau
17,Unknown,Jon Favreau
17,Unknown,Robert Zemeckis
17,Unknown,Roland Emmerich
17,Unknown,Christopher Nolan
17,Unknown,Christopher Nolan
17,Unknown,Peter Jackson
17,Unknown,Rob Cohen
17,Unknown,David Fincher
19,The International,Marc Forster
19,The International,Ridley Scott
19,The International,Martin Campbell
19,The International,Marc Forster
19,The International,Mike Newell
19,The International,Rob Cohen
19,The International,Rob Cohen
19,The International,David Fincher
22,Network,Sam Mendes
22,Network,Marc Forster
22,Network,Andrew Adamson
22,Network,Ridley Scott
22,Network,Chris Weitz
22,Network,Peter Berg
22,Network,Sam Mendes
22,Network,Martin Campbell
22,Network,James Wan
22,Network,Marc Forster
22,Network,Mike Newell
22,Network,Justin Lin
22,Network,Robert Zemeckis
22,Network,Andrew Adamson
22,Network,Rob Cohen
22,Network,David Ayer
22,Network,Tom Shadyac
22,Network,Doug Liman
22,Network,Kevin Reynolds
22,Network,Robert Zemeckis
22,Network,Rob Cohen
22,Network,David Fincher
23,Bless the Child,Marc Forster
23,Bless the Child,Andrew Adamson
23,Bless the Child,Martin Campbell
23,Bless the Child,McG
23,Bless the Child,Marc Forster
23,Bless the Child,Andrew Adamson
23,Bless the Child,Rob Cohen
23,Bless the Child,Tom Shadyac
23,Bless the Child,Rob Cohen
24,The Last Waltz,Martin Scorsese
25,Superman Returns,Bryan Singer
25,Superman Returns,Bryan Singer
25,Superman Returns,Bryan Singer
25,Superman Returns,Bryan Singer
26,Skyfall,Sam Mendes
26,Skyfall,Sam Mendes
27,Rush Hour 2,Brett Ratner
27,Rush Hour 2,Brett Ratner
28,Night at the Museum: Battle of the Smithsonian,Brett Ratner
28,Night at the Museum: Battle of the Smithsonian,Brett Ratner
29,Salvador,Marc Forster
29,Salvador,Andrew Adamson
29,Salvador,Chris Weitz
29,Salvador,Martin Campbell
29,Salvador,Marc Forster
29,Salvador,Mike Newell
29,Salvador,Justin Lin
29,Salvador,Andrew Adamson
29,Salvador,Kevin Reynolds
30,Man of the Year,Sam Mendes
30,Man of the Year,Bryan Singer
30,Man of the Year,Marc Forster
30,Man of the Year,Andrew Adamson
30,Man of the Year,Barry Sonnenfeld
30,Man of the Year,Ridley Scott
30,Man of the Year,Chris Weitz
30,Man of the Year,Peter Berg
30,Man of the Year,Sam Mendes
30,Man of the Year,Brett Ratner
30,Man of the Year,Martin Campbell
30,Man of the Year,McG
30,Man of the Year,James Wan
30,Man of the Year,Marc Forster
30,Man of the Year,Bryan Singer
30,Man of the Year,Bryan Singer
30,Man of the Year,Mike Newell
30,Man of the Year,Guillermo del Toro
30,Man of the Year,Steven Spielberg
30,Man of the Year,Justin Lin
30,Man of the Year,Brett Ratner
30,Man of the Year,Robert Zemeckis
30,Man of the Year,Andrew Adamson
30,Man of the Year,Bryan Singer
30,Man of the Year,Jon Favreau
30,Man of the Year,Barry Sonnenfeld
30,Man of the Year,Rob Cohen
30,Man of the Year,David Ayer
30,Man of the Year,Tom Shadyac
30,Man of the Year,Doug Liman
30,Man of the Year,Kevin Reynolds
30,Man of the Year,Jon Favreau
30,Man of the Year,Jon Favreau
30,Man of the Year,Robert Zemeckis
30,Man of the Year,Rob Cohen
30,Man of the Year,David Fincher
31,Jack Ryan: Shadow Recruit,Marc Forster
31,Jack Ryan: Shadow Recruit,Martin Campbell
31,Jack Ryan: Shadow Recruit,Marc Forster
32,The World Is Not Enough,Martin Campbell
33,The Conspirator,Chris Weitz
33,The Conspirator,Martin Campbell
33,The Conspirator,Mike Newell
33,The Conspirator,Doug Liman
33,The Conspirator,Kevin Reynolds
36,Better Luck Tomorrow,Justin Lin
38,The Story of Us,James Cameron
38,The Story of Us,Gore Verbinski
38,The Story of Us,Sam Mendes
38,The Story of Us,Christopher Nolan
38,The Story of Us,Sam Raimi
38,The Story of Us,Zack Snyder
38,The Story of Us,Bryan Singer
38,The Story of Us,Marc Forster
38,The Story of Us,Gore Verbinski
38,The Story of Us,Gore Verbinski
38,The Story of Us,Zack Snyder
38,The Story of Us,Andrew Adamson
38,The Story of Us,Rob Marshall
38,The Story of Us,Barry Sonnenfeld
38,The Story of Us,Peter Jackson
38,The Story of Us,Ridley Scott
38,The Story of Us,Peter Jackson
38,The Story of Us,Chris Weitz
38,The Story of Us,Peter Jackson
38,The Story of Us,James Cameron
38,The Story of Us,Peter Berg
38,The Story of Us,Sam Mendes
38,The Story of Us,Sam Raimi
38,The Story of Us,Tim Burton
38,The Story of Us,Brett Ratner
38,The Story of Us,Michael Bay
38,The Story of Us,Michael Bay
38,The Story of Us,Sam Raimi
38,The Story of Us,Martin Campbell
38,The Story of Us,McG
38,The Story of Us,James Wan
38,The Story of Us,Marc Forster
38,The Story of Us,Bryan Singer
38,The Story of Us,Bryan Singer
38,The Story of Us,Mike Newell
38,The Story of Us,Guillermo del Toro
38,The Story of Us,Michael Bay
38,The Story of Us,Steven Spielberg
38,The Story of Us,Justin Lin
38,The Story of Us,Brett Ratner
38,The Story of Us,Robert Zemeckis
38,The Story of Us,Lilly Wachowski
38,The Story of Us,Andrew Adamson
38,The Story of Us,Bryan Singer
38,The Story of Us,Christopher Nolan
38,The Story of Us,Jon Favreau
38,The Story of Us,Martin Scorsese
38,The Story of Us,Barry Sonnenfeld
38,The Story of Us,Rob Cohen
38,The Story of Us,David Ayer
38,The Story of Us,Tom Shadyac
38,The Story of Us,Doug Liman
38,The Story of Us,Kevin Reynolds
38,The Story of Us,Jon Favreau
38,The Story of Us,Jon Favreau
38,The Story of Us,Robert Zemeckis
38,The Story of Us,Christopher Nolan
38,The Story of Us,Christopher Nolan
38,The Story of Us,Peter Jackson
38,The Story of Us,Rob Cohen
39,Firefox,Bryan Singer
39,Firefox,Bryan Singer
39,Firefox,Bryan Singer
39,Firefox,Bryan Singer
