,title,director_name
13,Shorts,Christopher Nolan
13,Shorts,Sam Raimi
13,Shorts,Zack Snyder
13,Shorts,Bryan Singer
13,Shorts,Marc Forster
13,Shorts,Andrew Adamson
13,Shorts,Rob Marshall
13,Shorts,Barry Sonnenfeld
13,Shorts,Peter Jackson
13,Shorts,Ridley Scott
13,Shorts,Chris Weitz
13,Shorts,Peter Berg
13,Shorts,Tim Burton
13,Shorts,Brett Ratner
13,Shorts,Michael Bay
13,Shorts,Martin Campbell
13,Shorts,McG
13,Shorts,James Wan
13,Shorts,Mike Newell
13,Shorts,Steven Spielberg
13,Shorts,Justin Lin
13,Shorts,Robert Zemeckis
13,Shorts,Lilly Wachowski
13,Shorts,Jon Favreau
13,Shorts,Rob Cohen
13,Shorts,David Ayer
13,Shorts,Tom Shadyac
13,Shorts,Doug Liman
13,Shorts,Kevin Reynolds
13,Shorts,Francis Lawrence
13,Shorts,Jon Turteltaub
13,Shorts,Wolfgang Petersen
13,Shorts,Michael Apted
13,Shorts,Shawn Levy
13,Shorts,George Miller
13,Shorts,Ron Howard
13,Shorts,Kenneth Branagh
13,Shorts,Jonathan Liebesman
13,Shorts,M. Night Shyamalan
13,Shorts,Joe Wright
13,Shorts,Rob Minkoff
13,Shorts,Lee Tamahori
13,Shorts,Edward Zwick
13,Shorts,Alex Proyas
13,Shorts,Richard Donner
13,Shorts,Ang Lee
13,Shorts,Jon M. Chu
13,Shorts,Bill Condon
13,Shorts,Louis Leterrier
13,Shorts,Alejandro González Iñárritu
13,Shorts,Phillip Noyce
13,Shorts,Chris Columbus
13,Shorts,Robert Schwentke
14,The Bridges of Madison County,Michael Apted
14,The Bridges of Madison County,Ron Howard
15,The Crow,Alex Proyas
16,Evan Almighty,Tom Shadyac
16,Evan Almighty,Ron Howard
17,Maid in Manhattan,Jon Turteltaub
17,Maid in Manhattan,Michael Apted
18,Deck the Halls,Brett Ratner
18,Deck the Halls,McG
18,Deck the Halls,Rob Cohen
18,Deck the Halls,Francis Lawrence
18,Deck the Halls,Jon Turteltaub
18,Deck the Halls,Michael Apted
18,Deck the Halls,Shawn Levy
18,Deck the Halls,Rob Minkoff
18,Deck the Halls,Lee Tamahori
18,Deck the Halls,Jon M. Chu
18,Deck the Halls,Robert Schwentke
20,Dragonfly,Gore Verbinski
20,Dragonfly,Sam Mendes
20,Dragonfly,Christopher Nolan
20,Dragonfly,Sam Raimi
20,Dragonfly,Zack Snyder
20,Dragonfly,Bryan Singer
20,Dragonfly,Marc Forster
20,Dragonfly,Andrew Adamson
20,Dragonfly,Barry Sonnenfeld
20,Dragonfly,Peter Jackson
20,Dragonfly,Ridley Scott
20,Dragonfly,Chris Weitz
20,Dragonfly,Peter Berg
20,Dragonfly,Tim Burton
20,Dragonfly,Brett Ratner
20,Dragonfly,Michael Bay
20,Dragonfly,Martin Campbell
20,Dragonfly,McG
20,Dragonfly,James Wan
20,Dragonfly,Mike Newell
20,Dragonfly,Guillermo del Toro
20,Dragonfly,Justin Lin
20,Dragonfly,Robert Zemeckis
20,Dragonfly,Lilly Wachowski
20,Dragonfly,Jon Favreau
20,Dragonfly,Rob Cohen
20,Dragonfly,David Ayer
20,Dragonfly,Tom Shadyac
20,Dragonfly,Doug Liman
20,Dragonfly,Kevin Reynolds
20,Dragonfly,David Fincher
20,Dragonfly,Francis Lawrence
20,Dragonfly,Jon Turteltaub
20,Dragonfly,Wolfgang Petersen
20,Dragonfly,Michael Apted
20,Dragonfly,Oliver Stone
20,Dragonfly,Shawn Levy
20,Dragonfly,George Miller
20,Dragonfly,Ron Howard
20,Dragonfly,Kenneth Branagh
20,Dragonfly,Jonathan Liebesman
20,Dragonfly,M. Night Shyamalan
20,Dragonfly,Joe Wright
20,Dragonfly,Rob Minkoff
20,Dragonfly,Lee Tamahori
20,Dragonfly,Edward Zwick
20,Dragonfly,Alex Proyas
20,Dragonfly,Richard Donner
20,Dragonfly,Ang Lee
20,Dragonfly,Jon M. Chu
20,Dragonfly,Bill Condon
20,Dragonfly,Louis Leterrier
20,Dragonfly,Alejandro González Iñárritu
20,Dragonfly,Phillip Noyce
20,Dragonfly,Darren Aronofsky
20,Dragonfly,Robert Schwentke
21,Anything Else,Sam Mendes
21,Anything Else,Marc Forster
21,Anything Else,Andrew Adamson
21,Anything Else,Peter Jackson
21,Anything Else,Chris Weitz
21,Anything Else,Peter Berg
21,Anything Else,Martin Campbell
21,Anything Else,James Wan
21,Anything Else,Mike Newell
21,Anything Else,Justin Lin
21,Anything Else,Jon Favreau
21,Anything Else,Martin Scorsese
21,Anything Else,Rob Cohen
21,Anything Else,David Ayer
21,Anything Else,Doug Liman
21,Anything Else,Kevin Reynolds
21,Anything Else,Jon Turteltaub
21,Anything Else,Wolfgang Petersen
21,Anything Else,Michael Apted
21,Anything Else,George Miller
21,Anything Else,Ron Howard
21,Anything Else,Kenneth Branagh
21,Anything Else,Jonathan Liebesman
21,Anything Else,Joe Wright
21,Anything Else,Rob Minkoff
21,Anything Else,Lee Tamahori
21,Anything Else,Alex Proyas
21,Anything Else,Ang Lee
21,Anything Else,Jon M. Chu
21,Anything Else,Bill Condon
21,Anything Else,Alejandro González Iñárritu
21,Anything Else,Chris Columbus
21,Anything Else,Robert Schwentke
22,Light Sleeper,Marc Forster
22,Light Sleeper,Andrew Adamson
22,Light Sleeper,Barry Sonnenfeld
22,Light Sleeper,Chris Weitz
22,Light Sleeper,Peter Berg
22,Light Sleeper,Brett Ratner
22,Light Sleeper,Martin Campbell
22,Light Sleeper,Mike Newell
22,Light Sleeper,Justin Lin
22,Light Sleeper,Jon Favreau
22,Light Sleeper,Rob Cohen
22,Light Sleeper,Doug Liman
22,Light Sleeper,Kevin Reynolds
22,Light Sleeper,Francis Lawrence
22,Light Sleeper,Jon Turteltaub
22,Light Sleeper,Michael Apted
22,Light Sleeper,Jonathan Liebesman
22,Light Sleeper,Joe Wright
22,Light Sleeper,Rob Minkoff
22,Light Sleeper,Lee Tamahori
22,Light Sleeper,Edward Zwick
22,Light Sleeper,Alex Proyas
22,Light Sleeper,Bill Condon
22,Light Sleeper,Phillip Noyce
22,Light Sleeper,Darren Aronofsky
22,Light Sleeper,Robert Schwentke
25,The Beach,Marc Forster
27,Scooby-Doo 2: Monsters Unleashed,Rob Cohen
27,Scooby-Doo 2: Monsters Unleashed,Jon Turteltaub
27,Scooby-Doo 2: Monsters Unleashed,Shawn Levy
28,Cheaper by the Dozen 2,McG
28,Cheaper by the Dozen 2,Jon Turteltaub
28,Cheaper by the Dozen 2,Michael Apted
28,Cheaper by the Dozen 2,Shawn Levy
29,Batman v Superman: Dawn of Justice,Zack Snyder
