,title,director_name
13,Disclosure,Christopher Nolan
13,Disclosure,Peter Jackson
13,Disclosure,Rob Cohen
13,Disclosure,David Fincher
14,Cheaper by the Dozen 2,McG
16,The Informant!,Gore Verbinski
16,The Informant!,Sam Mendes
16,The Informant!,Bryan Singer
16,The Informant!,Marc Forster
16,The Informant!,Gore Verbinski
16,The Informant!,Gore Verbinski
16,The Informant!,Andrew Adamson
16,The Informant!,Barry Sonnenfeld
16,The Informant!,Ridley Scott
16,The Informant!,Chris Weitz
16,The Informant!,Peter Berg
16,The Informant!,Sam Mendes
16,The Informant!,Brett Ratner
16,The Informant!,Martin Campbell
16,The Informant!,McG
16,The Informant!,Marc Forster
16,The Informant!,Bryan Singer
16,The Informant!,Bryan Singer
16,The Informant!,Mike Newell
16,The Informant!,Justin Lin
16,The Informant!,Brett Ratner
16,The Informant!,Robert Zemeckis
16,The Informant!,Andrew Adamson
16,The Informant!,Bryan Singer
16,The Informant!,Jon Favreau
16,The Informant!,Barry Sonnenfeld
16,The Informant!,Rob Cohen
16,The Informant!,Doug Liman
16,The Informant!,Kevin Reynolds
16,The Informant!,Jon Favreau
16,The Informant!,Jon Favreau
16,The Informant!,Robert Zemeckis
16,The Informant!,Rob Cohen
17,Flightplan,Marc Forster
17,Flightplan,Marc Forster
17,Flightplan,Robert Zemeckis
17,Flightplan,Rob Cohen
17,Flightplan,Robert Zemeckis
17,Flightplan,Rob Cohen
19,What Planet Are You From?,Marc Forster
19,What Planet Are You From?,Andrew Adamson
19,What Planet Are You From?,Barry Sonnenfeld
19,What Planet Are You From?,Chris Weitz
19,What Planet Are You From?,Peter Berg
19,What Planet Are You From?,Brett Ratner
19,What Planet Are You From?,Martin Campbell
19,What Planet Are You From?,McG
19,What Planet Are You From?,Marc Forster
19,What Planet Are You From?,Mike Newell
19,What Planet Are You From?,Brett Ratner
19,What Planet Are You From?,Andrew Adamson
19,What Planet Are You From?,Jon Favreau
19,What Planet Are You From?,Barry Sonnenfeld
19,What Planet Are You From?,Rob Cohen
19,What Planet Are You From?,Tom Shadyac
19,What Planet Are You From?,Doug Liman
19,What Planet Are You From?,Kevin Reynolds
19,What Planet Are You From?,Jon Favreau
19,What Planet Are You From?,Jon Favreau
19,What Planet Are You From?,Rob Cohen
20,Green Zone,Doug Liman
22,White House Down,Roland Emmerich
22,White House Down,Roland Emmerich
23,Soul Men,Barry Sonnenfeld
23,Soul Men,Barry Sonnenfeld
23,Soul Men,Rob Cohen
23,Soul Men,Rob Cohen
27,Legal Eagles,Barry Sonnenfeld
27,Legal Eagles,Robert Zemeckis
27,Legal Eagles,Barry Sonnenfeld
27,Legal Eagles,Kevin Reynolds
27,Legal Eagles,Robert Zemeckis
