,title,director_name
35,Driven,Guillermo del Toro
35,Driven,Michael Bay
35,Driven,Justin Lin
35,Driven,Brett Ratner
35,Driven,Roland Emmerich
35,Driven,Robert Zemeckis
35,Driven,Lilly Wachowski
35,Driven,Andrew Adamson
35,Driven,Bryan Singer
35,Driven,Christopher Nolan
35,Driven,Jon Favreau
35,Driven,Martin Scorsese
35,Driven,Rob Cohen
35,Driven,David Ayer
35,Driven,Tom Shadyac
35,Driven,Doug Liman
35,Driven,Kevin Reynolds
35,Driven,Jon Favreau
35,Driven,Jon Favreau
35,Driven,Robert Zemeckis
35,Driven,Roland Emmerich
35,Driven,Christopher Nolan
35,Driven,Christopher Nolan
35,Driven,Peter Jackson
35,Driven,Rob Cohen
35,Driven,David Fincher
37,You Again,Bryan Singer
37,You Again,Rob Marshall
37,You Again,Barry Sonnenfeld
37,You Again,Brett Ratner
37,You Again,Martin Campbell
37,You Again,McG
37,You Again,Bryan Singer
37,You Again,Bryan Singer
37,You Again,Brett Ratner
37,You Again,Bryan Singer
37,You Again,Barry Sonnenfeld
37,You Again,Rob Cohen
37,You Again,Tom Shadyac
37,You Again,Doug Liman
37,You Again,Kevin Reynolds
37,You Again,Rob Cohen
40,It's Complicated,Rob Marshall
40,It's Complicated,Chris Weitz
40,It's Complicated,Mike Newell
40,It's Complicated,Lilly Wachowski
40,It's Complicated,Doug Liman
41,The Evil Dead,Sam Raimi
41,The Evil Dead,Peter Jackson
41,The Evil Dead,Peter Jackson
41,The Evil Dead,Peter Jackson
41,The Evil Dead,Sam Raimi
41,The Evil Dead,Sam Raimi
41,The Evil Dead,Peter Jackson
43,The Nativity Story,Andrew Adamson
43,The Nativity Story,Chris Weitz
43,The Nativity Story,Andrew Adamson
43,The Nativity Story,Jon Favreau
43,The Nativity Story,Jon Favreau
43,The Nativity Story,Jon Favreau
45,The Covenant,Marc Forster
45,The Covenant,Andrew Adamson
45,The Covenant,Ridley Scott
45,The Covenant,Peter Berg
45,The Covenant,Michael Bay
45,The Covenant,Michael Bay
45,The Covenant,McG
45,The Covenant,James Wan
45,The Covenant,Marc Forster
45,The Covenant,Michael Bay
45,The Covenant,Andrew Adamson
45,The Covenant,Rob Cohen
45,The Covenant,Kevin Reynolds
45,The Covenant,Rob Cohen
46,Titanic,James Cameron
46,Titanic,James Cameron
47,Along Came a Spider,Brett Ratner
47,Along Came a Spider,Brett Ratner
48,Closer,Sam Mendes
48,Closer,Bryan Singer
48,Closer,Marc Forster
48,Closer,Rob Marshall
48,Closer,Sam Mendes
48,Closer,Martin Campbell
48,Closer,McG
48,Closer,Marc Forster
48,Closer,Bryan Singer
48,Closer,Bryan Singer
48,Closer,Lilly Wachowski
48,Closer,Bryan Singer
48,Closer,Rob Cohen
48,Closer,Doug Liman
48,Closer,Rob Cohen
48,Closer,David Fincher
