,title,director_name
35,Salt,Brett Ratner
35,Salt,Martin Campbell
35,Salt,McG
35,Salt,Mike Newell
35,Salt,Justin Lin
35,Salt,Roland Emmerich
35,Salt,Rob Cohen
35,Salt,David Ayer
35,Salt,Doug Liman
35,Salt,Kevin Reynolds
35,Salt,Francis Lawrence
35,Salt,Jon Turteltaub
35,Salt,Wolfgang Petersen
35,Salt,Michael Apted
35,Salt,Oliver Stone
35,Salt,Kenneth Branagh
35,Salt,Jonathan Liebesman
35,Salt,M. Night Shyamalan
35,Salt,Joe Wright
35,Salt,Rob Minkoff
35,Salt,Lee Tamahori
35,Salt,Edward Zwick
35,Salt,Alex Proyas
35,Salt,Bill Condon
35,Salt,Louis Leterrier
35,Salt,Phillip Noyce
35,Salt,Robert Schwentke
36,Fight Club,David Fincher
38,Tears of the Sun,Michael Apted
38,Tears of the Sun,Lee Tamahori
38,Tears of the Sun,Edward Zwick
38,Tears of the Sun,Phillip Noyce
