"Game ID","player_name","points","assists","rebounds","steals","blocks"
"11","Jabari Parker","27","0","0","0","0"
"11","Greg Monroe","0","0","0","0","0"
"11","Tony Snell","8","0","0","0","0"
"11","John Henson","7","0","0","0","0"
"11","Matthew Dellavedova","2","0","0","0","0"
"12","Marc Gasol","32","3","9","2","2"
"12","Zach Randolph","25","1","13","1","1"
"12","Mike Conley","16","6","1","1","0"
"12","Courtney Lee","14","6","1","1","0"
"12","Thaddeus Young","26","4","4","2","2"
"12","Mo Williams","18","4","4","1","0"
"12","Andrew Wiggins","6","1","3","2","0"
"13","Brook Lopez","26","0","9","0","0"
"13","Bojan Bogdonavic","22","0","0","0","0"
"13","Jarrett Jack","26","0","9","0","0"
"13","Thaddeus Young","10","0","9","0","0"
"13","Deron Williams","26","9","9","0","0"
"13","Bradley Beal","24","0","16","0","0"
"13","Marcin Gortat","21","0","16","0","0"
"13","Ramon Sessions","0","10","7","0","0"
"13","John Wall","0","10","16","0","0"
"14","John Wall","22","13","5","0","0"
"14","Marcin Gortat","16","null","10","null","null"
"14","D'Angelo Russell","22","13","5","0","0"
"14","Kobe Bryant","17","2","1","0","0"
"15","null","18","12","6","2","0"
"16","Kobe Bryant","31","None","None","None","None"
"16","Jordan Clarkson","36","0","0","0","0"
"16","Lou Williams","36","0","0","0","0"
"16","Will Barton","25","0","0","0","0"
"16","Danilo Gallinari","31","0","0","0","0"
"17","Yogi Ferrell","32","0","0","0","0"
"17","Wesley Matthews","27","0","6","0","0"
"17","Damian Lillard","24","0","0","0","0"
"17","Evan Turner","24","0","0","0","0"
"18","DeMar DeRozan","30","1","3","4","0"
"18","Kyle Lowry","22","null","2","4","0"
"18","Jonas Valanciunas","14","null","8","null","null"
"18","Patrick Patterson","0","null","0","0","0"
"18","Tyler Hansbrough","0","null","0","0","0"
"18","James Johnson","0","0","0","0","0"
"18","Greivis Vasquez","12","2","2","1","0"
"18","Chris Bosh","21","4","11","1","0"
"18","Dwyane Wade","19","7","11","2","2"
"18","Luol Deng","18","3","4","1","1"
"18","Mario Chalmers","12","0","0","1","0"
"18","Shawne Williams","16","null","0","0","0"
"18","Udonis Haslem","0","0","0","0","0"
"18","Chris Andersen","0","0","0","0","0"
"19","Chris Paul","20","20","5","3","0"
"19","Blake Griffin","20","20","5","3","0"
"19","Jamal Crawford","22","0","0","0","0"
"19","Marreese Speights","17","0","7","0","0"
"20","Evan Fournier","14","0","0","0","0"
"20","Elfrid Payton","12","0","12","0","0"
"20","Nikola Vucevic","12","0","12","0","0"
"20","Aaron Gordon","11","0","0","0","0"
"20","Paul George","13","0","0","0","0"
"20","Monta Ellis","13","0","0","0","0"
"20","Thaddeus Young","11","0","0","0","0"
"20","Jeff Teague","11","0","0","0","0"
"20","C.J. Miles","16","0","0","0","0"
"21","Zaza Pachulia","13","0","10","0","1"
"21","Dirk Nowitzki","14","1","10","1","1"
"21","Deron Williams","13","0","10","1","1"
"21","Wesley Matthews","11","0","48","1","1"
"21","J.J. Barea","16","0","0","0","0"
"21","Raymond Felton","16","0","0","0","0"
"21","Mike Conley","21","6","4","0","0"
"21","Matt Barnes","14","3","7","2","1"
"21","Jeff Green","19","3","7","2","2"
"21","Mario Chalmers","14","0","0","0","0"
"21","JaMychal Green","13","0","10","0","0"
"21","Marc Gasol","15","6","10","0","0"
"21","Zach Randolph","13","0","10","1","1"
"21","Mario Chalmers","14","0","0","0","0"
"21","JaMychal Green","13","0","10","0","0"
"22","James Harden","34","11","0","0","0"
"22","Ryan Anderson","22","0","0","0","0"
"22","Dirk Nowitzki","7","0","0","0","0"
"22","Harrison Barnes","21","0","0","0","0"
"23","Arron Afflalo","34","0","0","0","0"
"23","Kenneth Faried","15","0","7","0","0"
"23","Ty Lawson","8","12","0","0","0"
"23","J.J. Hickson","16","0","11","0","0"
"23","Jusuf Nurkic","14","0","11","0","0"
"23","Nate Robinson","12","12","7","0","0"
"23","Gorgui Dieng","22","0","12","0","0"
"23","Andrew Wiggins","20","0","7","0","0"
"23","Shabazz Muhammad","19","0","7","0","0"
"24","Ersan Ilyasova","0","0","0","0","0"
"24","Anthony Davis","20","null","12","1","3"
"24","Tyreke Evans","12","null","10","null","null"
"24","Quincy Pondexter","18","null","0","0","0"
"24","Michael Carter-Williams","0","2","8","1","5"
"24","Jerryd Bayless","14","null","8","5","0"
"24","Jared Dudley","0","0","0","0","0"
"24","O.J. Mayo","0","0","12","1","3"
"24","Miles Plumlee","0","0","12","1","3"
"24","John Henson","0","4","0","0","4"
"25","Blake Griffin","30","0","0","0","0"
"25","Chris Paul","18","16","0","0","0"
"25","Gal Mekel","0","null","3","0","0"
"25","Anthony Davis","26","0","3","0","0"
"26","Washington Wizards,Indiana Pacers","28","8","15","1","1"
"27","Zach Randolph","25","0","8","0","0"
"27","Lance Stephenson","16","5","5","0","0"
"27","Mario Chalmers","11","5","6","0","0"
"27","Mike Conley","12","4","0","0","0"
"27","Rudy Gobert","13","0","18","5","5"
"27","Gordon Hayward","18","2","18","2","5"
"27","Shelvin Mack","12","8","5","2","0"
"28","C.J. McCollum","25","2","2","0","0"
"28","Damian Lillard","16","6","2","0","0"
"28","Mason Plumlee","10","7","11","0","2"
"28","Garrett Temple","18","0","0","0","2"
"28","Bradley Beal","16","5","13","2","2"
"28","Marcin Gortat","16","2","13","2","0"
"29","Russell Westbrook","38","12","14","0","0"
"29","Victor Oladipo","21","0","0","0","0"
"29","Carmelo Anthony","30","0","4","0","0"
"30","Darren Collison","0","0","0","0","0"
"30","Joe Ingles","0","0","0","0","0"
"30","Elijah Millsap","0","0","13","0","2"
"30","Rudy Gobert","0","2","13","0","2"
"30","Steve Novak","0","null","0","0","0"
"30","Ramon Sessions","11","5","4","0","0"
"30","Ben McLemore","15","0","0","0","0"
"30","Reggie Evans","0","0","11","0","0"
"30","DeMarcus Cousins","27","2","10","2","2"
"30","Rudy Gay","4","0","0","0","2"
"31","Kemba Walker","52","8","9","2","0"
"31","Gordon Hayward","36","9","5","2","1"
"31","Trey Burke","25","2","3","1","0"
"31","Rudy Gobert","14","3","14","1","2"
"31","Trevor Booker","12","1","8","1","1"
"31","Marvin Williams","19","0","7","1","0"
"31","Cody Zeller","14","0","6","0","1"
"31","Nicolas Batum","10","4","9","1","0"
"31","Frank Kaminsky III","17","0","7","0","1"
"32","Lebron James","25","2","9","1","1"
"32","J.R. Smith","14","0","0","1","1"
"32","Kyrie Irving","13","2","3","1","0"
"32","Kevin Love","10","2","18","1","1"
"32","Matthew Dellavedova","10","2","18","1","1"
"32","Draymond Green","22","7","15","0","2"
"32","Stephen Curry","19","7","7","2","2"
"32","Klay Thompson","18","6","6","1","1"
"32","Shaun Livingston","16","0","0","0","0"
"33","Zach Randolph","17","4","14","0","0"
"33","Courtney Lee","17","4","14","0","0"
"33","Tony Allen","17","4","14","0","0"
"33","Jeff Green","18","0","0","0","0"
"33","Vince Carter","13","0","3","0","0"
"33","Jerami Grant","16","0","3","5","0"
"33","Michael Carter-Williams","10","6","3","5","0"
"33","Larry Drew II","9","4","3","0","0"
"34","Kawhi Leonard","21","0","0","0","0"
"34","LaMarcus Aldridge","5","0","0","0","0"
"34","Patty Mills","23","0","0","0","0"
"34","Danny Green","11","0","0","0","0"
"34","Tony Parker","0","0","0","0","0"
"34","Manu Ginobili","0","0","0","0","0"
"34","Pau Gasol","0","0","0","0","0"
"34","Wesley Mathews","26","0","0","0","0"
"34","Harrison Barnes","17","0","0","0","0"
"34","Seth Curry","14","0","0","0","0"
"34","Dwight Powell","10","0","0","0","0"
"35","Terrence Jones","2","0","0","0","0"
"35","Donatas Motiejunas","2","0","0","0","0"
"35","Dwight Howard","25","10","10","0","0"
"35","James Harden","25","10","10","0","0"
"35","Patrick Beverley","15","0","0","0","0"
"35","Trevor Ariza","19","5","0","0","0"
"35","Chris Bosh","21","0","8","0","0"
"35","Dwyane Wade","21","0","8","0","0"
"35","Mario Chalmers","12","0","0","0","0"
"35","Norris Cole","0","0","0","0","0"
"35","Shawne Williams","14","0","5","0","0"
"35","Shabazz Napier","5","4","0","0","0"
"36","DeMarcus Cousins","36","0","13","0","0"
"36","Darren Collison","21","6","0","0","0"
"36","Rudy Gay","36","0","13","0","0"
"36","Russell Westbrook","31","9","11","0","0"
"36","Oscar Robertson","36","0","13","0","0"
"37","Markieff Morris","24","2","3","0","0"
"37","Eric Bledsoe","18","9","0","0","0"
"37","T.J. Warren","17","0","0","0","0"
"37","Marcus Thornton","14","4","4","0","0"
"37","Kevin Martin","16","0","0","0","0"
"37","Justin Hamilton","15","2","3","2","2"
"37","Adreian Payne","10","3","3","0","0"
"37","Andrew Wiggins","10","0","4","0","0"
"38","Rodney Hood","17","0","0","0","0"
"38","Alec Burks","15","0","0","0","0"
"38","Derrick Favors","20","0","12","3","2"
"38","Nerlens Noel","8","0","0","0","0"
"39","Russell Westbrook","38","12","13","0","0"
"39","Steven Adams","16","0","12","0","0"
"39","Joffrey Lauvergne","16","0","12","0","0"
"39","Anthony Morrow","15","0","0","0","0"
"39","Marc Gasol","31","null","4","2","1"
"39","Mike Conley","18","2","1","3","0"
"40","DeMarcus Cousins","22","4","10","0","1"
"40","Rudy Gay","22","7","7","0","0"
"40","Kyle Lowry","0","0","0","0","0"
"40","DeMar DeRozan","23","0","0","0","0"
"40","Jonas Valanciunas","0","0","0","0","0"
"41","Brooklyn Nets","0","0","0","0","0"
"41","Phoenix Suns","98","19","37","29","0"
"42","DeMarcus Cousins","22","12","12","0","0"
"42","Devin Booker","33","0","0","0","0"
"42","Eric Bledsoe","20","4","6","0","0"
"43","Jimmy Butler","22","8","6","0","0"
"43","Joakim Noah","16","6","16","0","0"
"43","Nikola Mirotic","11","0","7","0","0"
"43","Blake Griffin","19","10","10","0","0"
"43","Jamal Crawford","24","5","0","0","0"
"43","DeAndre Jordan","10","0","17","0","0"
"44","Tony Allen","0","null","0","0","0"
"44","Mike Conley","32","null","1","null","null"
"44","Marc Gasol","19","null","9","1","1"
"44","Brandan Wright","17","null","9","1","1"
"44","Vince Carter","14","1","3","2","0"
"44","JaMychal Green","10","0","6","0","0"
"44","James Ennis","5","5","5","0","0"
"44","Brook Lopez","17","5","3","1","0"
"44","Spencer Dinwiddie","17","3","3","1","0"
"44","Sean Kilpatrick","15","3","6","1","0"
"44","Rondae Hollis-Jefferson","13","2","3","2","0"
"44","Trevor Booker","11","null","4","1","0"
"44","Bojan Bogdanovic","11","null","5","2","0"
"45","Hassan Whiteside","23","1","14","5","0"
"45","Dion Waiters","23","7","9","2","0"
"45","Goran Dragic","21","5","1","0","0"
"45","Rodney McGruder","11","2","1","2","0"
"45","Tyler Johnson","16","4","7","0","0"
"45","Ryan Anderson","17","1","6","0","0"
"45","Clint Capela","12","0","2","0","1"
"45","Eric Gordon","12","2","2","1","1"
"45","Patrick Beverley","0","0","0","1","0"
"45","Trevor Ariza","0","0","0","0","1"
"45","James Harden","38","12","12","1","1"
"46","DeMarcus Cousins","0","0","0","0","0"
"46","Jon Leuer","22","0","7","3","0"
"46","Andre Drummond","13","0","17","0","0"
"46","Tobias Harris","15","0","6","0","0"
"46","Anthony Davis","33","3","14","0","0"
"46","Jrue Holiday","22","5","4","0","0"
"46","Tim Frazier","0","0","0","3","0"
"47","Arron Afflalo","20","10","9","2","1"
"47","Jusuf Nurkic","15","0","9","2","2"
"47","Kenneth Faried","14","0","7","2","1"
"47","Ty Lawson","5","13","0","0","0"
"47","Tyreke Evans","25","0","6","1","0"
"47","Anthony Davis","24","0","12","2","2"
"47","Eric Gordon","11","6","6","0","0"
"47","Ryan Anderson","11","6","7","0","0"
"48","Steph Curry","0","0","0","0","0"
"48","Klay Thompson","0","0","0","0","0"
"48","Julius Randle","0","0","14","0","0"
"48","Larry Nance Jr.","12","0","9","0","0"
"49","James Harden","40","null","null","null","null"
"49","Eric Bledsoe","0","0","0","0","0"
"49","Devin Booker","18","2","1","1","0"
"49","T.J. Warren","14","5","5","3","0"
"49","Alex Len","13","2","8","1","1"
"49","Tyler Ulis","13","null","2","1","0"
"49","Jared Dudley","12","2","6","1","1"
"49","Leandro Barbosa","12","2","3","1","1"
"49","Marquese Chriss","7","3","6","0","0"
"49","Patrick Beverley","19","5","10","2","0"
"49","Ryan Anderson","16","1","4","1","1"
"49","Sam Dekker","14","1","4","1","1"
"49","Trevor Ariza","9","2","9","3","1"
"49","Clint Capela","9","2","5","0","1"
"50","Kobe Bryant","10","2","9","0","0"
"50","D'Angelo Russell","21","2","3","0","0"
"50","Lou Williams","28","0","6","0","0"
"50","Jordan Clarkson","21","2","3","0","0"
"50","Julius Randle","11","0","9","0","0"
"50","Damian Lillard","36","0","0","0","0"
"50","CJ McCollum","28","0","0","0","0"
"50","Mason Plumlee","10","2","9","0","0"
"50","Noah Vonleh","11","6","6","0","0"
"50","Ed Davis","8","2","6","0","0"
"51","Jeff Teague","26","6","0","0","0"
"51","DeMarre Carroll","9","5","0","0","0"
"51","Josh Smith","0","0","0","0","0"
"52","Kristaps Porzingis","31","1","9","1","1"
"52","Carmelo Anthony","31","1","9","1","1"
"52","Maurice Harkless","15","1","8","1","1"
"52","Damian Lillard","22","6","5","2","0"
"52","C.J. McCollum","16","5","5","0","0"
"52","Ed Davis","14","null","10","2","2"
"52","Evan Turner","11","1","3","1","0"
"52","Derrick Rose","18","5","4","2","1"
"52","Kyle O'Quinn","0","0","9","0","0"
"52","Courtney Lee","0","0","9","1","1"
"52","Mindaugus Kuzminskas","10","1","3","1","0"
"53","Kristaps Porzingis","27","0","0","0","0"
"53","Derrick Rose","11","11","0","0","0"
"53","Dwyane Wade","35","15","0","0","0"
"53","Jimmy Butler","0","0","0","0","0"
"53","Nikola Mirotic","35","0","0","0","0"
"54","Kristaps Porzingus","16","0","5","0","0"
"54","Derrick Williams","24","0","7","0","0"
"54","Carmelo Anthony","11","5","6","0","0"
"54","Jabari Parker","0","0","7","0","0"
"54","Giannis Antetokounmpo","22","4","14","0","0"
"54","O.J. Mayo","0","0","7","0","0"
"54","Greg Monroe","22","4","14","0","0"
"54","Michael Carter-Williams","20","4","14","0","0"
"55","DeMar DeRozan","13","0","11","1","1"
"55","Kyle Lowry","24","7","8","1","1"
"55","Victor Oladipo","27","6","6","2","0"
"55","Evan Fournier","21","3","3","1","0"
"55","Jonas Valanciunas","13","2","9","1","3"
"55","Luis Scola","11","3","2","3","0"
"55","Corey Joseph","19","4","3","2","0"
"55","Bismack Biyombo","11","0","3","3","0"
"55","Patrick Patterson","13","0","11","0","3"
"55","Nikola Vucevic","17","4","11","3","3"
"55","Tobias Harris","16","3","11","1","0"
"55","Jason Smith","16","4","5","1","1"
"56","Dwyane Wade","22","0","0","0","0"
"56","Rajon Rondo","0","0","0","0","0"
"56","Jimmy Butler","24","0","0","0","0"
"56","Isaiah Thomas","25","0","0","0","0"
"57","Dwight Howard","0","0","0","0","0"
"57","Joey Dorsey","0","0","0","0","0"
"57","Josh Smith","18","0","0","0","0"
"57","James Harden","17","7","6","2","1"
"57","Monta Ellis","33","0","0","3","6"
"57","Chandler Parsons","0","0","0","3","6"
"57","Dirk Nowitzki","0","0","0","0","0"
"57","Al-Farouq Aminu","6","3","0","3","6"
"57","Rajon Rondo","0","0","0","3","6"
"58","Jamal Murray","24","0","0","0","0"
"58","Wilson Chandler","16","0","9","0","0"
"58","Jusuf Nurkic","14","0","14","0","0"
"58","Robin Lopez","10","0","14","6","six blocks"
"58","Jimmy Butler","35","5","8","0","0"
"59","Kemba Walker","21","7","7","0","0"
"59","Al Jefferson","21","7","10","0","0"
"59","Nicolas Batum","19","7","0","0","0"
"59","Luol Deng","22","0","7","0","0"
"59","Josh Richardson","18","3","7","0","0"
"59","Hassan Whiteside","17","0","7","0","0"
"59","Dwyane Wade","0","0","7","0","0"
"60","J.J. Redick","27","10","14","2","1"
"60","Blake Griffin","27","10","3","2","1"
"60","Chris Paul","27","10","3","2","1"
"60","DeAndre Jordan","15","0","14","1","0"
"60","Isaiah Thomas","19","0","0","0","0"
"60","Tyler Zeller","16","0","5","1","0"
"60","Kelly Olynyk","14","2","5","1","0"
"61","Solomon Hill","30","7","6","3","0"
"61","Anthony Davis","24","3","15","2","0"
"61","Jrue Holiday","19","6","3","2","2"
"61","Tim Frazier","14","6","5","0","0"
"61","James Harden","41","11","14","0","0"
"61","Lou Williams","0","0","0","0","0"
"61","Eric Gordon","12","0","0","0","0"
"62","Pau Gasol","25","5","15","6","0"
"62","Jimmy Butler","27","5","0","6","0"
"62","Joakim Noah","18","2","9","2","0"
"62","Derrick Rose","27","5","0","6","0"
"62","Victor Oladipo","18","6","4","2","0"
"62","Tobias Harris","15","3","8","3","0"
"62","Nikola Vucevic","14","0","7","0","0"
"62","Evan Fournier","14","3","3","0","0"
"63","Kemba Walker","20","0","0","0","0"
"63","Nicolas Batum","20","10","11","0","0"
"63","Cody Zeller","13","0","9","0","4"
"63","Michael Kidd-Gilchrist","12","0","9","0","4"
"63","Frank Kaminsky III","13","0","0","0","0"
"63","Butler","26","0","0","0","0"
"63","Dwyane Wade","12","10","9","2","0"
"63","Taj Gibson","10","10","9","2","0"
"63","Rajon Rondo","7","10","9","2","0"
"63","Doug McDermott","15","0","0","0","0"
"63","Nikola Mirotic","11","10","10","0","0"
"64","Jeff Teague","20","0","0","0","0"
"64","Paul Millsap","13","8","17","0","0"
"64","Al Horford","16","8","10","0","0"
"64","Kent Bazemore","17","5","9","5","0"
"64","Devin Booker","34","2","5","2","0"
"64","Ronnie Price","14","0","0","2","0"
"65","Karl-Anthony Towns","37","0","13","0","4"
"65","Andrew Wiggins","23","4","3","0","0"
"65","Zach LaVine","20","2","6","2","0"
"65","Shabazz Muhammad","18","0","0","0","0"
"65","Brook Lopez","25","null","7","2","2"
"65","Sean Kilpatrick","14","0","0","0","0"
"65","Caris LaVert","11","0","4","2","0"
"66","Steph Curry","6","0","0","0","0"
"66","Patrick Beverley","0","0","0","7","0"
"66","Klay Thompson","23","0","0","0","0"
"66","Andre Iguodala","22","0","0","0","0"
"66","Dwight Howard","19","10","15","7","0"
"66","James Harden","18","10","7","7","0"
"66","Michael Beasley","17","0","0","7","0"
"67","Kevin Love","22","3","19","0","3"
"67","LeBron James","22","4","6","0","3"
"67","Kyrie Irving","0","4","19","0","3"
"67","Paul George","32","6","11","0","0"
"68","James Harden","29","13","11","0","0"
"68","Eric Gordon","29","1","5","3","0"
"68","Trevor Ariza","20","1","5","3","0"
"68","Anthony Davis","19","0","0","0","0"
"68","Terrence Jones","16","0","8","0","0"
"68","Buddy Hield","11","0","5","0","0"
"69","DeMarcus Cousins","16","0","0","0","0"
"69","Rudy","16","0","0","0","0"
"69","Darren Collison","0","0","0","0","0"
"70","LaMarcus Aldridge","23","0","0","0","0"
"70","Kawhi Leonard","19","0","0","0","0"
"70","Mike Conley","22","6","10","0","0"
"70","Marc Gasol","13","0","10","0","0"
"71","Deron Williams","24","9","0","0","0"
"71","Seth Curry","16","7","0","0","0"
"71","Harrison Barnes","15","7","7","0","0"
"71","Wesley Matthews","17","0","7","0","0"
"71","Anthony Davis","28","4","16","0","0"
"71","Jrue Holiday","7","11","0","0","0"
"71","Langston Galloway","0","0","0","0","0"
"71","E'Twaun Moore","0","0","0","0","0"
"72","Bosh","34","0","7","0","0"
"72","Wade","34","10","16","2","2"
"72","Whiteside","23","0","16","2","2"
"72","Deng","10","0","4","0","0"
"72","Griffin","26","0","8","0","0"
"72","Paul","23","2","16","2","2"
"72","Redick","14","0","0","0","0"
"73","Paul","19","18","6","0","0"
"73","Jordan","7","0","18","0","0"
"73","Redick","25","0","7","0","0"
"73","Speights","19","18","13","0","0"
"73","Whiteside","15","0","13","0","0"
"73","Dragic","24","5","5","0","0"
"73","Johnson","0","0","0","0","0"
"73","Johnson","0","0","0","0","0"
"73","Tyler","0","0","0","0","0"
"74","John Wall","28","12","8","0","0"
"74","Nene","8","0","8","0","0"
"74","Kris Humphries","20","0","20","0","0"
"74","Ty Lawson","0","10","0","3","0"
"74","Wilson Chandler","20","10","0","3","0"
"74","Kenneth Faried","9","10","3","3","0"
"74","Brian Shaw","0","0","0","0","0"
"75","Rajon Rondo","15","11","10","4","4"
"75","DeMarcus Cousins","29","4","10","4","4"
"75","John Wall","7","4","4","0","0"
"75","Marcin Gortat","0","0","4","0","0"
"75","Otto Porter Jr.","20","4","10","0","4"
"75","Rudy Gay","29","4","10","0","4"
"75","Omri Casspi","0","0","0","0","0"
"75","Kosta Koufos","0","0","4","0","0"
"75","Darren Collison","13","10","4","0","0"
"75","Bradley Beal","24","4","3","0","0"
"75","Willie Cauley-Stein","0","0","10","0","4"
"76","Kawhi Leonard","36","0","0","0","0"
"76","Oklahoma City","36","0","0","0","0"
"76","Thunder","36","0","0","0","0"
"76","Cavaliers","41","0","0","0","0"
"76","San Antonio","36","0","0","0","0"
"76","January","36","0","0","0","0"
"76","February","36","0","0","0","0"
"77","Giannis Antetokounmpo","30","6","4","2","1"
"77","Jabari Parker","28","null","5","2","0"
"77","Kevin Durant","33","5","6","2","0"
"77","Klay Thompson","29","5","6","2","0"
"77","Stephen Curry","20","0","0","0","0"
"78","Isiah Thomas","24","2","13","0","1"
"78","Chris Paul","24","14","13","0","0"
"78","Jamal Crawford","24","2","0","0","0"
"78","Jeff Green","0","0","0","0","0"
"78","Wesley Johnson","0","0","0","0","0"
"78","Austin Rivers","0","0","13","0","0"
"78","Avery Bradley","12","2","13","0","1"
"78","Marcus Smart","12","2","13","0","1"
"78","DeAndre Jordan","13","14","13","0","0"
"79","Russell Westbrook","30","12","9","0","0"
"79","Kevin Durant","26","10","5","0","0"
"79","Kenneth Faried","25","0","11","0","0"
"79","Will Barton","19","5","5","0","0"
"79","Enes Kanter","21","0","8","0","0"
"80","Brooklyn Nets","22","3","5","2","0"
"80","Minnesota Timberwolves","20","3","6","0","0"
"81","LeBron James","19","0","0","0","0"
"81","Channing Frye","20","0","0","0","0"
"81","Kevin Love","12","0","0","0","0"
"81","Kyrie Irving","11","0","0","0","0"
"81","Kemba Walker","21","0","0","0","0"
"81","Marvin Williams","0","0","15","0","0"
"81","Nicolas Batum","0","0","15","0","0"
"81","Michael Kidd-Gilchrist","11","0","10","0","0"
"82","Mike Conley","31","2","4","3","0"
"82","Kemba Walker","17","0","0","0","0"
"82","Frank Kaminsky","23","0","10","0","0"
"82","Spencer Hawes","14","0","10","0","0"
"83","Mike Conley","19","9","2","1","0"
"83","Marc Gasol","17","0","11","0","0"
"83","Zach Randolph","13","0","11","0","0"
"83","Gordon Hayward","22","2","13","2","1"
"83","Rudy Gobert","13","3","13","3","1"
"83","Trey Lyles","11","null","13","2","0"
"84","Dwyane Wade","31","5","5","0","0"
"84","LeBron James","30","8","4","0","0"
"84","Chris Bosh","31","5","5","0","0"
"84","Anderson Varejao","31","5","5","0","0"
"85","Aaron Gordon","20","0","11","0","0"
"85","Victor Oladipo","34","11","11","6","0"
"85","Evan Fournier","34","11","11","6","0"
"85","Rajon Rondo","16","14","5","0","0"
"85","Rudy Gay","0","0","7","0","0"
"85","Darren Collison","0","0","5","0","0"
"85","Kosta Koufos","19","0","0","0","0"
"85","Nikola Vucevic","0","0","51","6","0"
"85","Elfrid Payton","0","0","11","6","0"
"85","DeMarcus Cousins","0","0","51","6","0"
"86","LeBron James","28","8","11","2","1"
"86","Kyrie Irving","20","4","3","0","0"
"86","J.R. Smith","14","3","3","2","1"
