,Game ID,player_name,points,assists,rebounds,steals,blocks
44,6,LeBron James,46,-1,-1,-1,-1
45,6,Kyrie Irving,-1,-1,-1,-1,-1
46,6,Kevin Love,-1,-1,-1,-1,-1
47,6,Kelly Olynyk,-1,-1,-1,-1,-1
48,6,Kendrick Perkins,-1,-1,-1,-1,-1
49,6,Jae Crowder,-1,-1,-1,1,1
50,6,J.R. Smith,-1,-1,-1,-1,-1
51,7,Kevin Durant,28,7,9,-1,-1
52,7,Russell Westbrook,28,7,9,-1,-1
53,7,Serge Ibaka,15,0,9,0,0
54,7,Reggie Jackson,18,7,7,-1,-1
55,7,O.J. Mayo,18,-1,7,-1,-1
56,7,Giannis Antetokounmpo,17,7,7,-1,-1
57,7,Jabari Parker,15,7,7,-1,-1
58,7,Jarryd Bayless,11,7,7,-1,-1
59,8,Carmelo Anthony,45,0,0,0,0
60,8,Brandon Jennings,-1,11,-1,-1,-1
61,8,Courtney Lee,17,-1,9,-1,-1
62,8,Kristaps Porzingis,15,-1,9,-1,-1
63,8,Justin Holiday,-1,-1,9,-1,-1
64,8,Mindaugas Kuzminskas,13,-1,-1,-1,-1
65,8,Kyle O'Quinn,-1,-1,26,-1,-1
66,8,Joakim Noah,-1,-1,26,-1,-1
67,8,Paul Millsap,37,19,19,-1,-1
68,8,Kent Bazemore,-1,-1,-1,-1,-1
69,8,Dennis Schroder,-1,15,-1,-1,-1
70,8,Dwight Howard,-1,-1,13,-1,-1
71,8,Tim Hardaway,-1,-1,13,-1,-1
72,8,Mike Dunleavy,-1,-1,-1,-1,-1
73,9,Steph Curry,29,11,-1,-1,-1
74,9,Kevin Durant,26,10,8,-1,-1
75,9,Klay Thompson,21,7,7,-1,-1
76,9,Blake Griffin,-1,-1,-1,3,-1
77,9,Jamal Crawford,21,-1,-1,3,-1
78,9,Draymond Green,29,11,8,-1,-1
79,9,Chris Paul,29,11,8,-1,-1
80,10,Carmelo Anthony,26,4,12,1,1
81,10,Jose Calderon,9,6,3,1,1
82,10,Kobe Bryant,14,0,2,1,0
83,10,Jordan Clarkson,12,2,8,3,2
84,10,D'Angelo Russell,4,2,2,1,-1
85,10,Lou Williams,15,5,1,1,0
86,10,Robin Lopez,16,2,8,2,2
87,10,Derrick Williams,8,,,,
88,11,DeMar DeRozan,55,-1,13,-1,-1
89,11,Terrence Ross,55,-1,-1,-1,-1
90,11,Kyle Lowry,-1,-1,-1,-1,-1
91,11,DeMarre Carroll,-1,-1,-1,-1,-1
92,11,Jonas Valanciunas,11,-1,13,-1,-1
93,11,Giannis Antetokounmpo,30,-1,10,-1,-1
94,11,Jabari Parker,-1,-1,-1,-1,-1
95,11,Greg Monroe,-1,-1,-1,-1,-1
96,11,Tony Snell,-1,-1,-1,-1,-1
97,11,John Henson,-1,-1,-1,-1,-1
98,11,Matthew Dellavedova,-1,-1,-1,-1,-1
99,12,Marc Gasol,32,3,9,2,2
100,12,Zach Randolph,25,1,13,0,1
101,12,Mike Conley,16,6,9,1,2
102,12,Courtney Lee,14,6,1,1,0
103,12,Thaddeus Young,26,4,4,2,2
104,12,Mo Williams,18,4,0,1,0
105,12,Andrew Wiggins,6,1,3,2,0
106,13,Brook Lopez,26,9,9,-1,-1
107,13,Bojan Bogdonavic,22,-1,9,-1,-1
108,13,Jarrett Jack,26,9,9,-1,-1
109,13,Thaddeus Young,10,-1,9,-1,-1
110,13,Deron Williams,26,9,9,-1,-1
111,13,Bradley Beal,24,-1,16,-1,-1
112,13,Marcin Gortat,21,-1,16,-1,-1
113,13,Ramon Sessions,-1,10,16,-1,-1
114,13,John Wall,-1,-1,16,-1,-1
115,14,John Wall,22,13,5,-1,-1
116,14,Marcin Gortat,16,13,10,-1,-1
117,14,D'Angelo Russell,22,13,5,-1,-1
118,14,Kobe Bryant,22,13,5,-1,-1
119,15,,-1,-1,-1,-1,-1
120,16,Kobe Bryant,31,-1,-1,-1,-1
121,16,Jordan Clarkson,36,-1,-1,-1,-1
122,16,Lou Williams,36,-1,-1,-1,-1
123,16,Will Barton,-1,-1,-1,-1,-1
124,16,Danilo Gallinari,31,-1,-1,-1,-1
125,17,Yogi Ferrell,32,-1,6,-1,-1
126,17,Wesley Matthews,27,-1,6,-1,-1
127,17,Damian Lillard,-1,-1,7,-1,-1
128,17,Evan Turner,24,-1,10,-1,-1
129,18,DeMar DeRozan,30,1,3,4,-1
130,18,Kyle Lowry,22,3,2,0,0
131,18,Jonas Valanciunas,14,-1,8,-1,-1
132,18,Patrick Patterson,-1,-1,-1,-1,-1
133,18,Tyler Hansbrough,-1,-1,-1,-1,-1
134,18,James Johnson,-1,-1,-1,-1,-1
135,18,Greivis Vasquez,12,2,2,1,0
136,18,Chris Bosh,21,7,11,1,2
137,18,Dwyane Wade,19,7,11,2,2
138,18,Luol Deng,18,3,4,1,1
139,18,Mario Chalmers,-1,-1,-1,-1,-1
140,18,Shawne Williams,16,4,-1,-1,-1
141,18,Udonis Haslem,-1,-1,-1,-1,-1
142,18,Chris Andersen,-1,-1,-1,-1,-1
143,19,Chris Paul,20,20,5,3,-1
144,19,Blake Griffin,20,20,5,3,-1
145,19,Jamal Crawford,22,-1,7,0,0
146,19,Marreese Speights,17,-1,7,-1,-1
147,20,Evan Fournier,14,-1,12,-1,-1
148,20,Elfrid Payton,12,-1,12,-1,-1
149,20,Nikola Vucevic,12,-1,12,-1,-1
150,20,Aaron Gordon,11,-1,-1,-1,-1
151,20,Paul George,13,-1,-1,-1,-1
152,20,Monta Ellis,13,-1,-1,-1,-1
153,20,Thaddeus Young,11,-1,-1,-1,-1
154,20,Jeff Teague,11,-1,-1,-1,-1
155,20,C.J. Miles,16,-1,-1,-1,-1
156,21,Zaza Pachulia,13,1,10,1,1
157,21,Dirk Nowitzki,13,1,10,1,1
158,21,Deron Williams,13,1,10,1,1
159,21,Wesley Matthews,11,-1,48,1,1
160,21,J.J. Barea,16,-1,-1,-1,-1
161,21,Raymond Felton,16,-1,10,1,1
162,21,Mike Conley,21,6,4,0,0
163,21,Matt Barnes,14,3,7,2,1
164,21,Jeff Green,19,3,7,2,2
165,21,Mario Chalmers,14,0,10,0,0
166,21,JaMychal Green,13,0,10,0,0
167,21,Marc Gasol,15,6,10,-1,-1
168,21,Zach Randolph,13,1,10,1,1
169,21,Mario Chalmers,14,0,10,0,0
170,21,JaMychal Green,13,0,10,0,0
171,22,James Harden,34,11,-1,-1,-1
172,22,Ryan Anderson,22,-1,-1,-1,-1
173,22,Dirk Nowitzki,-1,-1,-1,-1,-1
174,22,Harrison Barnes,21,-1,-1,-1,-1
175,23,Arron Afflalo,34,12,7,-1,-1
176,23,Kenneth Faried,15,-1,7,-1,-1
177,23,Ty Lawson,-1,12,-1,-1,-1
178,23,J.J. Hickson,16,-1,11,-1,-1
179,23,Jusuf Nurkic,14,0,0,0,0
180,23,Nate Robinson,12,6,-1,-1,-1
181,23,Gorgui Dieng,22,12,12,-1,-1
182,23,Andrew Wiggins,20,-1,12,-1,-1
183,23,Shabazz Muhammad,19,-1,7,-1,-1
184,24,Ersan Ilyasova,-1,-1,-1,-1,-1
185,24,Anthony Davis,20,,12,1,3
186,24,Tyreke Evans,12,,10,,
187,24,Quincy Pondexter,18,-1,-1,-1,5
188,24,Michael Carter-Williams,-1,-1,-1,-1,-1
189,24,Jerryd Bayless,14,,8,5,-1
190,24,Jared Dudley,20,4,12,1,3
191,24,O.J. Mayo,-1,-1,0,0,4
192,24,Miles Plumlee,-1,-1,0,0,0
193,24,John Henson,-1,4,12,1,3
194,25,Blake Griffin,30,16,3,-1,-1
195,25,Chris Paul,18,16,-1,-1,-1
196,25,Gal Mekel,-1,6,3,-1,-1
197,25,Anthony Davis,26,-1,3,-1,-1
198,26,"Washington Wizards,Indiana Pacers",28,8,15,1,1
199,27,Zach Randolph,25,0,8,0,0
200,27,Lance Stephenson,16,5,5,-1,-1
201,27,Mario Chalmers,11,5,6,-1,-1
202,27,Mike Conley,12,4,0,0,0
203,27,Rudy Gobert,13,0,18,5,2
204,27,Gordon Hayward,18,2,18,2,5
205,27,Shelvin Mack,12,8,5,2,0
206,28,C.J. McCollum,25,2,2,-1,-1
207,28,Damian Lillard,16,6,2,-1,-1
208,28,Mason Plumlee,10,7,11,-1,2
209,28,Garrett Temple,18,0,0,0,2
210,28,Bradley Beal,-1,5,13,2,2
211,28,Marcin Gortat,16,2,13,-1,2
212,29,Russell Westbrook,38,12,14,-1,-1
213,29,Victor Oladipo,21,0,0,0,0
214,29,Carmelo Anthony,30,-1,4,-1,-1
215,30,Darren Collison,-1,-1,13,-1,2
216,30,Joe Ingles,-1,-1,-1,-1,-1
217,30,Elijah Millsap,17,-1,13,-1,2
218,30,Rudy Gobert,-1,2,13,0,2
219,30,Steve Novak,0,,0,0,0
220,30,Ramon Sessions,11,5,4,-1,2
221,30,Ben McLemore,15,-1,-1,-1,-1
222,30,Reggie Evans,11,5,11,-1,0
223,30,DeMarcus Cousins,27,2,10,0,2
224,30,Rudy Gay,4,-1,-1,-1,2
225,31,Kemba Walker,52,8,9,2,-1
226,31,Gordon Hayward,36,9,5,2,1
227,31,Trey Burke,25,2,3,1,-1
228,31,Rudy Gobert,14,3,14,1,2
229,31,Trevor Booker,12,1,8,1,1
230,31,Marvin Williams,19,0,7,1,0
231,31,Cody Zeller,14,1,6,1,1
232,31,Nicolas Batum,10,4,9,1,0
233,31,Frank Kaminsky III,17,0,7,0,1
234,32,Lebron James,25,2,9,1,1
235,32,J.R. Smith,14,2,9,1,2
236,32,Kyrie Irving,13,2,3,1,0
237,32,Kevin Love,10,2,9,1,1
238,32,Matthew Dellavedova,10,2,18,1,2
239,32,Draymond Green,22,7,15,0,2
240,32,Stephen Curry,19,2,7,2,2
241,32,Klay Thompson,18,1,6,1,1
242,32,Shaun Livingston,16,0,0,0,0
243,33,Zach Randolph,17,4,14,-1,-1
244,33,Courtney Lee,17,4,14,-1,-1
245,33,Tony Allen,17,4,14,-1,-1
246,33,Jeff Green,18,0,0,0,0
247,33,Vince Carter,13,0,3,0,0
248,33,Jerami Grant,16,0,3,0,0
249,33,Michael Carter-Williams,10,6,3,5,-1
250,33,Larry Drew II,9,4,3,-1,-1
251,34,Kawhi Leonard,21,-1,0,-1,-1
252,34,LaMarcus Aldridge,-1,-1,-1,-1,-1
253,34,Patty Mills,23,-1,-1,-1,-1
254,34,Danny Green,11,-1,-1,-1,-1
255,34,Tony Parker,-1,-1,-1,-1,-1
256,34,Manu Ginobili,-1,-1,-1,-1,-1
257,34,Pau Gasol,-1,-1,-1,-1,-1
258,34,Wesley Mathews,26,17,-1,-1,-1
259,34,Harrison Barnes,17,-1,-1,-1,-1
260,34,Seth Curry,-1,-1,-1,-1,-1
261,34,Dwight Powell,-1,-1,-1,-1,-1
262,35,Terrence Jones,2,10,10,-1,-1
263,35,Donatas Motiejunas,2,-1,10,-1,-1
264,35,Dwight Howard,25,10,10,-1,-1
265,35,James Harden,25,10,10,-1,-1
266,35,Patrick Beverley,15,0,-1,-1,-1
267,35,Trevor Ariza,19,5,5,-1,-1
268,35,Chris Bosh,21,-1,8,-1,-1
269,35,Dwyane Wade,21,-1,8,-1,-1
270,35,Mario Chalmers,12,-1,-1,-1,-1
271,35,Norris Cole,-1,-1,-1,-1,-1
272,35,Shawne Williams,14,-1,5,-1,-1
273,35,Shabazz Napier,5,4,0,-1,-1
274,36,DeMarcus Cousins,36,-1,13,-1,-1
275,36,Darren Collison,21,6,-1,-1,-1
276,36,Rudy Gay,36,6,13,-1,-1
277,36,Russell Westbrook,31,9,11,-1,-1
278,36,Oscar Robertson,36,6,13,-1,-1
279,37,Markieff Morris,24,2,3,-1,-1
280,37,Eric Bledsoe,18,9,0,0,0
281,37,T.J. Warren,17,0,0,0,2
282,37,Marcus Thornton,14,4,4,0,2
283,37,Kevin Martin,16,-1,5,0,0
284,37,Justin Hamilton,15,2,3,2,2
285,37,Adreian Payne,10,2,3,-1,0
286,37,Andrew Wiggins,-1,2,4,-1,0
287,38,Rodney Hood,17,-1,12,3,2
288,38,Alec Burks,15,-1,12,3,2
289,38,Derrick Favors,20,3,12,3,2
290,38,Nerlens Noel,-1,-1,12,3,2
291,39,Russell Westbrook,38,12,13,-1,-1
292,39,Steven Adams,-1,-1,12,-1,-1
293,39,Joffrey Lauvergne,16,-1,12,-1,-1
294,39,Anthony Morrow,-1,-1,-1,-1,-1
295,39,Marc Gasol,31,,4,2,1
296,39,Mike Conley,18,2,1,3,0
297,40,DeMarcus Cousins,23,-1,10,-1,-1
298,40,Rudy Gay,23,4,7,-1,-1
299,40,Kyle Lowry,-1,-1,-1,-1,-1
300,40,DeMar DeRozan,-1,-1,-1,-1,-1
301,40,Jonas Valanciunas,-1,-1,10,-1,-1
302,41,Brooklyn Nets,19,1,16,3,1
303,41,Phoenix Suns,"Phoenix Suns: 28, Brooklyn Nets: 19","Phoenix Suns: 2, Brooklyn Nets: 1","Phoenix Suns: 11, Brooklyn Nets: 6","Phoenix Suns: 3, Brooklyn Nets: 2","Phoenix Suns: 1, Brooklyn Nets: 1"
304,42,DeMarcus Cousins,22,12,12,-1,-1
305,42,Devin Booker,33,4,6,-1,-1
306,42,Eric Bledsoe,20,4,6,-1,-1
307,43,Jimmy Butler,22,8,6,-1,-1
308,43,Joakim Noah,11,6,16,-1,-1
309,43,Nikola Mirotic,11,0,7,-1,-1
310,43,Blake Griffin,19,10,10,-1,-1
311,43,Jamal Crawford,24,5,17,-1,-1
312,43,DeAndre Jordan,10,5,17,0,0
313,44,Tony Allen,-1,-1,-1,-1,-1
314,44,Mike Conley,32,6,1,1,-1
315,44,Marc Gasol,19,8,9,1,1
316,44,Brandan Wright,17,1,3,1,0
317,44,Vince Carter,14,1,3,2,0
318,44,JaMychal Green,10,6,-1,-1,-1
319,44,James Ennis,-1,5,5,0,0
320,44,Brook Lopez,17,5,3,1,0
321,44,Spencer Dinwiddie,17,5,3,1,0
322,44,Sean Kilpatrick,15,3,6,1,0
323,44,Rondae Hollis-Jefferson,13,2,3,2,0
324,44,Trevor Booker,-1,-1,-1,-1,-1
325,44,Bojan Bogdanovic,11,2,5,0,2
326,45,Hassan Whiteside,23,,14,5,5
327,45,Dion Waiters,23,7,9,2,0
328,45,Goran Dragic,21,5,1,0,0
329,45,Rodney McGruder,11,,1,2,0
330,45,Tyler Johnson,16,4,7,0,0
331,45,Ryan Anderson,17,1,6,0,0
332,45,Clint Capela,12,2,2,0,0
333,45,Eric Gordon,-1,-1,-1,-1,-1
334,45,Patrick Beverley,-1,-1,-1,-1,-1
335,45,Trevor Ariza,23,1,14,0,5
336,45,James Harden,38,12,12,1,1
337,46,DeMarcus Cousins,-1,-1,-1,-1,-1
338,46,Jon Leuer,22,3,7,-1,-1
339,46,Andre Drummond,-1,-1,17,-1,-1
340,46,Tobias Harris,-1,-1,-1,-1,-1
341,46,Anthony Davis,33,3,14,-1,-1
342,46,Jrue Holiday,22,5,4,-1,-1
343,46,Tim Frazier,-1,-1,-1,3,-1
344,47,Arron Afflalo,20,10,9,2,1
345,47,Jusuf Nurkic,15,9,9,2,2
346,47,Kenneth Faried,14,2,7,2,1
347,47,Ty Lawson,20,10,9,2,2
348,47,Tyreke Evans,25,6,6,1,0
349,47,Anthony Davis,24,12,12,2,2
350,47,Eric Gordon,11,6,6,0,0
351,47,Ryan Anderson,11,6,7,0,0
352,48,Steph Curry,-1,-1,-1,-1,-1
353,48,Klay Thompson,-1,-1,-1,-1,-1
354,48,Julius Randle,-1,-1,14,-1,-1
355,48,Larry Nance Jr.,12,-1,9,-1,-1
356,49,James Harden,40,,,,
357,49,Eric Bledsoe,18,2,1,1,-1
358,49,Devin Booker,18,2,1,0,-1
359,49,T.J. Warren,14,3,5,3,-1
360,49,Alex Len,13,2,8,1,1
361,49,Tyler Ulis,13,6,2,1,-1
362,49,Jared Dudley,12,2,6,1,1
363,49,Leandro Barbosa,12,2,3,1,1
364,49,Marquese Chriss,7,3,6,0,0
365,49,Patrick Beverley,19,5,10,2,-1
366,49,Ryan Anderson,16,1,4,1,1
367,49,Sam Dekker,14,1,4,1,1
368,49,Trevor Ariza,9,2,9,3,1
369,49,Clint Capela,9,2,5,0,1
