,Game ID,player_name,points,assists,rebounds,steals,blocks
44,6,LeBron James,46,-1,-1,-1,-1
45,6,Kyrie Irving,-1,-1,-1,-1,-1
46,6,Kevin Love,-1,-1,-1,-1,-1
47,6,Kelly Olynyk,-1,-1,-1,-1,-1
48,6,Kendrick Perkins,-1,-1,-1,-1,-1
49,6,Jae Crowder,-1,-1,-1,1,1
50,6,J.R. Smith,-1,-1,-1,-1,-1
51,7,Kevin Durant,28,7,9,-1,-1
52,7,Russell Westbrook,28,7,9,-1,-1
53,7,Serge Ibaka,15,0,9,0,0
54,7,Reggie Jackson,18,7,7,-1,-1
55,7,O.J. Mayo,18,-1,7,-1,-1
56,7,Giannis Antetokounmpo,17,7,7,-1,-1
57,7,Jabari Parker,15,7,7,-1,-1
58,7,Jarryd Bayless,11,7,9,-1,-1
59,8,Carmelo Anthony,45,0,0,0,0
60,8,Brandon Jennings,-1,11,-1,-1,-1
61,8,Courtney Lee,17,-1,9,-1,-1
62,8,Kristaps Porzingis,15,-1,9,-1,-1
63,8,Justin Holiday,-1,-1,9,-1,-1
64,8,Mindaugas Kuzminskas,13,-1,-1,-1,-1
65,8,Kyle O'Quinn,-1,-1,26,-1,-1
66,8,Joakim Noah,-1,-1,26,-1,-1
67,8,Paul Millsap,37,19,19,-1,-1
68,8,Kent Bazemore,-1,-1,-1,-1,-1
69,8,Dennis Schroder,-1,15,-1,-1,-1
70,8,Dwight Howard,-1,-1,13,-1,-1
71,8,Tim Hardaway,-1,-1,13,-1,-1
72,8,Mike Dunleavy,-1,-1,-1,-1,-1
73,9,Steph Curry,29,11,-1,-1,-1
74,9,Kevin Durant,26,10,8,-1,-1
75,9,Klay Thompson,21,7,7,-1,-1
76,9,Blake Griffin,-1,-1,-1,3,-1
77,9,Jamal Crawford,21,-1,-1,3,-1
78,9,Draymond Green,29,11,8,-1,-1
79,9,Chris Paul,29,11,8,3,-1
80,10,Carmelo Anthony,26,4,12,1,1
81,10,Jose Calderon,9,6,3,1,1
82,10,Kobe Bryant,14,2,2,1,1
83,10,Jordan Clarkson,12,2,8,3,2
84,10,D'Angelo Russell,4,2,2,1,1
85,10,Lou Williams,15,5,1,1,0
86,11,DeMar DeRozan,55,-1,13,-1,-1
87,11,Terrence Ross,55,-1,-1,-1,-1
88,11,Kyle Lowry,-1,-1,-1,-1,-1
89,11,DeMarre Carroll,-1,-1,-1,-1,-1
90,11,Jonas Valanciunas,11,-1,13,-1,-1
91,11,Giannis Antetokounmpo,30,-1,10,-1,-1
92,11,Jabari Parker,-1,-1,-1,-1,-1
93,11,Greg Monroe,-1,-1,-1,-1,-1
94,11,Tony Snell,-1,-1,-1,-1,-1
95,11,John Henson,-1,-1,-1,-1,-1
96,11,Matthew Dellavedova,-1,-1,-1,-1,-1
97,12,Marc Gasol,32,3,9,2,2
98,12,Zach Randolph,25,1,13,0,1
99,12,Mike Conley,16,6,9,1,2
100,12,Courtney Lee,14,6,1,1,0
101,12,Thaddeus Young,26,4,4,2,2
102,12,Mo Williams,18,4,0,1,0
103,12,Andrew Wiggins,6,1,3,2,0
104,13,Brook Lopez,26,9,9,-1,-1
105,13,Bojan Bogdonavic,22,-1,9,-1,-1
106,13,Jarrett Jack,26,9,9,-1,-1
107,13,Thaddeus Young,10,-1,9,-1,-1
108,13,Deron Williams,26,9,9,-1,-1
109,13,Bradley Beal,24,-1,16,-1,-1
110,13,Marcin Gortat,21,-1,16,-1,-1
111,13,Ramon Sessions,-1,10,16,-1,-1
112,13,John Wall,-1,-1,16,-1,-1
113,14,John Wall,22,13,5,-1,-1
114,14,Marcin Gortat,16,13,10,5,-1
115,14,D'Angelo Russell,22,13,5,-1,-1
116,14,Kobe Bryant,22,13,5,-1,-1
117,15,,-1,-1,-1,-1,-1
118,16,Kobe Bryant,31,-1,-1,-1,-1
119,16,Jordan Clarkson,36,-1,-1,-1,-1
120,16,Lou Williams,36,-1,-1,-1,-1
121,16,Will Barton,-1,-1,-1,-1,-1
122,16,Danilo Gallinari,31,-1,-1,-1,-1
123,17,Yogi Ferrell,32,-1,6,-1,-1
124,17,Wesley Matthews,27,-1,6,-1,-1
125,17,Damian Lillard,-1,-1,7,-1,-1
126,17,Evan Turner,24,-1,10,-1,-1
127,18,DeMar DeRozan,30,1,3,4,-1
128,18,Kyle Lowry,22,3,2,0,0
129,18,Jonas Valanciunas,14,-1,8,-1,-1
130,18,Patrick Patterson,-1,-1,-1,-1,-1
131,18,Tyler Hansbrough,-1,-1,-1,-1,-1
132,18,James Johnson,12,3,8,4,2
133,18,Greivis Vasquez,12,2,2,1,0
134,18,Chris Bosh,21,7,11,1,2
135,18,Dwyane Wade,19,7,11,2,2
136,18,Luol Deng,18,3,4,1,1
137,18,Mario Chalmers,-1,-1,-1,-1,-1
138,18,Shawne Williams,16,4,-1,-1,-1
139,18,Udonis Haslem,-1,-1,-1,-1,-1
140,18,Chris Andersen,-1,-1,-1,-1,-1
141,19,Chris Paul,20,20,5,3,-1
142,19,Blake Griffin,20,20,5,3,-1
143,19,Jamal Crawford,22,-1,7,0,0
144,19,Marreese Speights,17,-1,7,-1,-1
